date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,new_tests_smoothed,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,gdp_per_capita,cardiovasc_death_rate,population
2020-11-16,12458.03971714876,179.20671354686033,197.50477189834626,307.4598042425988,2.4702182367382837,2.4751355329842593,0.020000000000000108,0.8614454177693287,3811.00000000002,881.0000000000049,0.0,60.02227376653921,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-11-17,12632.5246165623,174.48489941353913,191.43792281516266,309.9263819473018,2.4665777047030377,2.4742648688720053,0.020000000000000108,0.8547522921569912,3811.00000000002,881.0000000000049,0.0,59.88576059316564,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-11-18,12802.054015104355,169.52939854205502,185.5290610512559,312.37869079143996,2.452308844138141,2.4708019160366836,0.020000000000000108,0.8485065268100522,3811.00000000002,881.0000000000049,0.0,59.738876844357186,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-11-19,12966.38558243365,164.33156732929518,179.8341251355656,314.8022954045048,2.4236046130648243,2.462682238578906,0.020000000000000108,0.8424884923926083,3811.00000000002,881.0000000000049,0.0,59.58091312777347,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-11-20,13125.408837762554,159.02325532890436,174.38513118199117,317.18184437173716,2.379548967232364,2.4480407674926834,0.020000000000000108,0.8365363757585814,3811.00000000002,881.0000000000049,0.0,59.401106953134644,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-11-21,13279.25051972465,153.84168196209538,169.18749641493577,319.5032384824232,2.3213941106860734,2.425436684216801,0.020000000000000108,0.8305294634608247,3811.00000000002,881.0000000000049,0.0,59.20215810754661,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-11-22,13428.353613775407,149.10309405075725,164.21803181346448,321.75525691611654,2.2520184336932907,2.3940220832983505,0.020000000000000108,0.8244470329543785,3811.00000000002,881.0000000000049,0.0,58.99551693230839,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-11-23,13574.280320221686,145.92670644627756,159.4639618045071,323.93707940331285,2.1818224871962797,2.3527735114071855,0.020000000000000108,0.8183614544184352,3811.00000000002,881.0000000000049,0.0,58.797850530517735,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-11-24,13716.993126397698,142.7128061760141,154.92531540638635,326.04112564815415,2.1040462448412978,2.301041995223136,0.020000000000000108,0.8124302698700654,3811.00000000002,881.0000000000049,0.0,58.62664032193493,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-11-25,13856.027973434364,139.03484703666493,150.5691756304202,328.05969038996227,2.0185647418080928,2.2392457821316407,0.020000000000000108,0.8068496901207143,3811.00000000002,881.0000000000049,0.0,58.49840768165813,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-11-26,13990.755223773273,134.72725033890805,146.34020266657745,329.9873986909854,1.9277083010231695,2.168671408350511,0.020000000000000108,0.8018500988768975,3811.00000000002,881.0000000000049,0.0,58.42891064165738,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-11-27,14120.575386802178,129.82016302890648,142.1685262727193,331.8230474022085,1.8356487112231,2.091324500025006,0.020000000000000108,0.7976850854698914,3811.00000000002,881.0000000000049,0.0,58.431539316084745,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-11-28,14245.065913081615,124.49052627943696,137.9756650665306,333.5709862627105,1.747938860502007,2.0098178740491384,0.020000000000000108,0.7946655594159296,3811.00000000002,881.0000000000049,0.0,58.516112470256914,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-11-29,14364.091290014852,119.02537693323656,133.67896599446826,335.2421537241827,1.6711674614721763,1.9272876136816524,0.020000000000000108,0.7931095444811467,3811.00000000002,881.0000000000049,0.0,58.68797494739218,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-11-30,14477.947378306246,113.85608829139491,129.09750956372466,336.8510723067121,1.6089185825294736,1.8459057555101102,0.020000000000000108,0.7932802837648689,3811.00000000002,881.0000000000049,0.0,58.94732073866315,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-12-01,14586.39219177754,108.44481347129356,124.20207997499145,338.3995841266086,1.5485118198964607,1.7670065629157135,0.020000000000000108,0.7953661598178352,3811.00000000002,881.0000000000049,0.0,59.28868528573629,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-12-02,14689.343707504799,102.95151572725825,119.047255359395,339.892949245571,1.493365118962425,1.6924229894136777,0.020000000000000108,0.7994578777819297,3811.00000000002,881.0000000000049,0.0,59.70056470767658,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-12-03,14786.943139387507,97.59943188270947,113.74316453182823,341.3393143905459,1.4463651449748913,1.6240646564106158,0.020000000000000108,0.8055252118270754,3811.00000000002,881.0000000000049,0.0,60.16513022112598,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-12-04,14879.602393325396,92.65925393788869,108.43430455594951,342.74931449362094,1.4100001030750617,1.5636013365225727,0.020000000000000108,0.8133682139769658,3811.00000000002,881.0000000000049,0.0,60.671950768624136,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-12-05,14968.03965860105,88.4372652756532,103.28365391793187,344.13577384694537,1.3864593533243976,1.5122255660635537,0.020000000000000108,0.8226942277096163,3811.00000000002,881.0000000000049,0.0,61.2141668579808,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-12-06,15053.306101416874,85.2664428158221,98.4607574067748,345.5134819689199,1.3777081219745542,1.4704746044119203,0.020000000000000108,0.8331569021978567,3811.00000000002,881.0000000000049,0.0,61.778219196491506,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-12-07,15136.785716980583,83.47961556370896,94.12107969050462,346.8851599576212,1.3716779887013442,1.4366473237032535,0.020000000000000108,0.8443683230608048,3811.00000000002,881.0000000000049,0.0,62.34664516659949,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-12-08,15218.793570217684,82.00785323709987,90.34420731151141,348.25785833279303,1.372698375171776,1.4114795134626392,0.020000000000000108,0.8559019695095673,3811.00000000002,881.0000000000049,0.0,62.90017618264201,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-12-09,15299.592058723401,80.7984885057177,87.17935183140355,349.64591475799864,1.3880564252055954,1.3962712381997608,0.020000000000000108,0.8673354945853119,3811.00000000002,881.0000000000049,0.0,63.422747521596975,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-12-10,15379.409412497647,79.81735377424636,84.63895197956441,351.0668698112273,1.4209550532286976,1.3923773135884134,0.020000000000000108,0.878348582800653,3811.00000000002,881.0000000000049,0.0,63.900291410428586,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-12-11,15458.453568746238,79.0441562485905,82.69387526456998,352.53840381284897,1.4715340016215903,1.4008251636011373,0.020000000000000108,0.8887687092401161,3811.00000000002,881.0000000000049,0.0,64.32158394243692,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-12-12,15536.922577981808,78.46900923557033,81.26981918275209,354.07603944657967,1.5376356337307395,1.4220282133601958,0.020000000000000108,0.8985190012254988,3811.00000000002,881.0000000000049,0.0,64.67888026452009,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
2020-12-13,15615.012408599501,78.08983061769271,80.24461212462073,355.69141872520674,1.615379278627081,1.455570933775805,0.020000000000000108,0.9075498844032883,3811.00000000002,881.0000000000049,0.0,64.96839096762092,16.80000000000009,5819.500000000032,276.04000000000144,35588996.00000018
