date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,total_boosters_per_hundred,reproduction_rate,icu_patients,hosp_patients,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,aged_65_older,median_age,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,population,excess_mortality_cumulative,excess_mortality
2020-03-11,40.72309872658715,9.230800614656609,4.439285622845677,0.9937196994182327,0.03350970709639839,0.013659995536459048,2226.5671732686333,0.010000000000000038,1.4114838619687982,1.6341964424758637,20.191367856354198,432.4847876172727,263.55691071234264,0.02181618703846149,88.33996725230125,0.29000000000000115,1686.0000000000064,1686.0000000000064,0.08000000000000031,17.812696489228806,19.060000000000077,44.50000000000017,7.2500000000000275,20.100000000000083,25.0000000000001,4.500000000000018,2119843.0000000084,0.22000000000000086,0.7822278554273523
2020-03-12,50.60211719296892,11.345237298513934,5.9489955142685105,0.9923809187136435,0.04298942317944175,0.01975178398266108,2687.0153031504533,0.010000000000000044,1.4065487400447971,1.8633615595598167,21.178559165930178,489.65070749888446,312.7155302662112,0.02383060205839391,78.32867534603112,0.29000000000000126,1686.000000000007,1686.000000000007,0.08000000000000035,20.299956817086862,19.060000000000084,44.500000000000185,7.25000000000003,20.10000000000009,25.00000000000011,4.5000000000000195,2119843.0000000093,0.22000000000000097,0.8454939521556964
2020-03-13,62.79709532846955,13.59554723697533,7.670640300859771,0.9939624828296748,0.05347671508981737,0.02693148504581941,3214.2982259084183,0.010000000000000047,1.400615982958616,2.1355302194436225,22.380218663394018,548.685687379174,366.1254809252571,0.0257588597532331,68.84527509388022,0.29000000000000137,1686.0000000000075,1686.0000000000075,0.08000000000000038,23.16341299096645,19.060000000000088,44.5000000000002,7.250000000000033,20.100000000000094,25.000000000000117,4.500000000000021,2119843.0000000102,0.22000000000000103,0.9189619776452622
2020-03-14,77.34126041037948,15.850571222818795,9.55326642473987,1.0001098711720313,0.06439648266513304,0.03502214319612934,3808.7486209503904,0.010000000000000049,1.3938466026035794,2.4511790155846604,23.794052168198427,608.8212467884218,423.01544230351055,0.027548944427077424,60.20651126546515,0.2900000000000014,1686.000000000008,1686.000000000008,0.08000000000000039,26.373299077420103,19.06000000000009,44.50000000000021,7.250000000000035,20.100000000000097,25.000000000000124,4.500000000000022,2119843.0000000107,0.22000000000000108,1.0036992435688517
2020-03-15,94.10164666525087,17.945750007288662,11.528669275568502,1.0122995979491607,0.07499419457803544,0.043766607397097104,4468.987499972659,0.01000000000000005,1.3864683391537207,2.8191211718371756,25.45466970145591,669.3432621759976,482.3470859293145,0.02914506320072182,52.74048138057918,0.2900000000000015,1686.0000000000082,1686.0000000000082,0.0800000000000004,29.872752588608122,19.060000000000095,44.50000000000021,7.2500000000000355,20.1000000000001,25.000000000000128,4.500000000000023,2119843.000000011,0.22000000000000114,1.1010888199700197
2020-03-16,112.64530416506636,19.584264024535695,13.52747092888067,1.0178543041503012,0.07177570411064364,0.05119890512765486,5190.6602597564915,0.010000000000000052,1.37869239851526,3.2482128892204862,27.402185210804323,728.5010471491294,542.7571470261724,0.030489534310690083,46.77957402832389,0.2900000000000015,1686.0000000000084,1686.0000000000084,0.08000000000000042,33.57698606395131,19.060000000000098,44.50000000000021,7.250000000000036,20.100000000000104,25.00000000000013,4.500000000000023,2119843.000000011,0.2200000000000012,1.2120213353271954
2020-03-17,133.0112082466184,21.245583280198833,15.524730055096214,1.018739790814731,0.06987896618899442,0.05737606960204377,5969.497134054613,0.010000000000000054,1.3706757306899373,3.74440142515713,29.665229729047056,783.9580898220939,603.0833903278076,0.0315769115604255,42.280087761061964,0.2900000000000015,1686.0000000000086,1686.0000000000086,0.08000000000000043,37.42105952210705,19.060000000000098,44.50000000000021,7.250000000000037,20.100000000000104,25.000000000000135,4.500000000000023,2119843.000000011,0.2200000000000012,1.33709754180383
2020-03-18,155.2575981694502,22.95786231470637,17.492702195491553,1.0259649917859042,0.07761930867535936,0.06348744974516576,6799.930494367734,0.010000000000000054,1.3624384399049791,4.322392859430234,32.28581628514992,834.2742719560999,662.1720450083003,0.032424118705871856,39.062877714784875,0.2900000000000015,1686.0000000000086,1686.0000000000086,0.08000000000000043,41.36296626407552,19.060000000000098,44.50000000000021,7.250000000000038,20.100000000000104,25.000000000000135,4.500000000000023,2119843.000000011,0.2200000000000012,1.4767962378931836
2020-03-19,179.4123970756982,24.70068503596518,19.404888960775132,1.0553819532770508,0.09945559333586684,0.07136316326233275,7676.0704467292735,0.010000000000000054,1.353913994763901,4.9916168811596275,35.29813726234343,879.0206360937732,718.9698546999886,0.03307132109145953,36.813977937025996,0.2900000000000015,1686.0000000000086,1686.0000000000086,0.08000000000000043,45.35182586159906,19.060000000000098,44.50000000000021,7.250000000000038,20.100000000000104,25.000000000000135,4.500000000000023,2119843.000000011,0.2200000000000012,1.6313625153238829
2020-03-20,205.4360269599738,26.41720737749106,21.239074930019008,1.1245358185453787,0.13695433236453783,0.08310543644157842,8592.029709642964,0.010000000000000054,1.3450171056398312,5.765189713229137,38.71935278515454,918.1197757128652,772.5132184328791,0.03356997433507821,35.08010368547801,0.2900000000000015,1686.0000000000086,1686.0000000000086,0.08000000000000043,49.325580126645406,19.060000000000098,44.50000000000021,7.250000000000038,20.100000000000104,25.000000000000135,4.500000000000023,2119843.000000011,0.2200000000000012,1.80012513548482
2020-03-21,233.19351989677457,28.023264292006516,22.97960532485754,1.2503023163977238,0.1895127757763127,0.10081210900539216,9542.179344287832,0.010000000000000054,1.3357230748665914,6.65470999662193,42.530432494489766,951.7700192442496,822.0148427192954,0.0339353993033449,33.76453639371424,0.2900000000000015,1686.0000000000086,1686.0000000000086,0.08000000000000043,53.24464016932157,19.060000000000098,44.50000000000021,7.250000000000038,20.100000000000104,25.000000000000135,4.500000000000023,2119843.000000011,0.2200000000000012,1.9815650862613237
2020-03-22,262.43360146104294,29.414199996639063,24.61909426513641,1.4471158775697888,0.25490122695182144,0.12636926274951948,10521.469721531987,0.010000000000000054,1.3259695847536945,7.663010519444484,46.70129883757717,980.5056656936929,866.8467655236359,0.03419363092547252,32.75868833277764,0.2900000000000015,1686.0000000000086,1686.0000000000086,0.08000000000000043,57.07260100611215,19.060000000000098,44.50000000000021,7.250000000000038,20.100000000000104,25.000000000000135,4.500000000000023,2119843.000000011,0.2200000000000012,2.17341271025422
2020-03-23,292.68224699106395,30.379234354298994,26.162050498464506,1.7016911421786376,0.3057201994640283,0.1596696426018943,11524.972960185856,0.010000000000000054,1.3156197225019244,8.792328994948603,51.1776386401416,1004.4147049910209,906.548131673433,0.03437873967762092,31.970801963868983,0.2900000000000015,1686.0000000000086,1686.0000000000086,0.08000000000000043,60.75682147210199,19.060000000000098,44.50000000000021,7.250000000000038,20.100000000000104,25.000000000000135,4.500000000000023,2119843.000000011,0.2200000000000012,2.372766261536053
2020-03-24,323.8947169175067,31.310411544651245,27.600456587487727,2.0243937606417393,0.36602253485981895,0.20188361527398097,12547.233275407674,0.010000000000000054,1.3044659230981646,10.039883462436421,55.8816129490785,1022.9439149746829,940.9028408365241,0.034530822696160146,31.31967710315388,0.2900000000000015,1686.0000000000086,1686.0000000000086,0.08000000000000043,64.247720499681,19.060000000000098,44.50000000000021,7.250000000000038,20.100000000000104,25.000000000000135,4.500000000000023,2119843.000000011,0.2200000000000012,2.576548262501661
2020-03-25,356.0808469964694,32.25958629261906,28.92965934430039,2.437219043816797,0.4479008701170694,0.25472282780972033,13583.534103291395,0.010000000000000054,1.2922608838233018,11.389996630440782,60.73803582687039,1036.8135276983699,969.9971855724496,0.03469449711261789,30.739987303771397,0.2900000000000015,1686.0000000000086,1686.0000000000086,0.08000000000000043,67.5062409242114,19.060000000000098,44.50000000000021,7.250000000000038,20.100000000000104,25.000000000000135,4.500000000000023,2119843.000000011,0.2200000000000012,2.776085043337912
2020-03-26,389.26603279098555,33.24027795475847,30.14983807642185,2.9660364548083056,0.555738192988579,0.31988795149723925,14630.103599446593,0.010000000000000054,1.2787923015229403,12.821586031330932,65.66975182167198,1046.9540210161836,994.1064218231654,0.03490564982218163,30.180562552812425,0.2900000000000015,1686.0000000000086,1686.0000000000086,0.08000000000000043,70.4888511844321,19.060000000000098,44.50000000000021,7.250000000000038,20.100000000000104,25.000000000000135,4.500000000000023,2119843.000000011,0.2200000000000012,2.968086622408632
2020-03-27,423.4619680321539,34.23725436135009,31.267105771278946,3.6347729778224616,0.6881352543083394,0.39865448980263296,15683.694312383937,0.010000000000000054,1.2638565079780182,14.317676272043798,70.59715872727543,1053.8791065830828,1013.5875894766192,0.03519410485209199,29.610951972786474,0.2900000000000015,1686.0000000000086,1686.0000000000086,0.08000000000000043,73.1660465977618,19.060000000000098,44.50000000000021,7.250000000000038,20.100000000000104,25.000000000000135,4.500000000000023,2119843.000000011,0.2200000000000012,3.153115171503743
2020-03-28,458.64469838998565,35.21371969796802,32.294334984567854,4.461050644808355,0.8393561272212369,0.49156213432030155,16741.533807978994,0.010000000000000054,1.2472639065168054,15.859879699184784,75.45685417797124,1058.0557908293626,1028.8352460829024,0.03556202983493201,29.019841322834885,0.2900000000000015,1686.0000000000086,1686.0000000000086,0.08000000000000043,75.52572531677654,19.060000000000098,44.50000000000021,7.250000000000038,20.100000000000104,25.000000000000135,4.500000000000023,2119843.000000011,0.2200000000000012,3.3344776120442563
2020-03-29,494.73816180153983,36.116705416656416,33.251777256525486,5.452914680438857,1.0004123766053286,0.5981817817357025,17801.78964169856,0.010000000000000054,1.2288167081681487,17.43000996831234,80.20005821589614,1060.4180551452944,1040.2990266759468,0.03599246613831929,28.415819906153352,0.2900000000000015,1686.0000000000086,1686.0000000000086,0.08000000000000043,77.57572029656765,19.060000000000098,44.50000000000021,7.250000000000038,20.100000000000104,25.000000000000135,4.500000000000023,2119843.000000011,0.2200000000000012,3.5169363095041555
2020-03-30,531.756885733832,37.03615543611874,34.20263271614982,6.584951039417714,1.1384476147099778,0.7173063427659024,18862.398291390306,0.010000000000000054,1.208299505916029,19.004747295238815,84.74233519391964,1060.7303157610409,1048.3787625732189,0.0364557264621752,27.82126215004168,0.2900000000000015,1686.0000000000086,1686.0000000000086,0.08000000000000043,79.33654991861202,19.060000000000098,44.50000000000021,7.250000000000038,20.100000000000104,25.000000000000135,4.500000000000023,2119843.000000011,0.2200000000000012,3.7060689249591015
2020-03-31,569.683889251894,37.94007714593203,35.14952948216737,7.8682866473719635,1.2881440497525891,0.849247695018837,19921.78178253759,0.010000000000000054,1.1855630263342438,20.568250193471812,88.99915604960924,1059.4747406992565,1053.6231313998574,0.03692679807869351,27.269445319706474,0.2900000000000015,1686.0000000000086,1686.0000000000086,0.08000000000000043,80.86319944606967,19.060000000000098,44.50000000000021,7.250000000000038,20.100000000000104,25.000000000000135,4.500000000000023,2119843.000000011,0.2200000000000012,3.9096227606076264
