date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,reproduction_rate,population_density,male_smokers,population
2020-03-11,2.0000000000000075,0.0,0.0,6.000000000000025,0.0,112.4600000000004,337.3800000000013,2.1600000000000077,47.24000000000019,22.700000000000088,18084.000000000073
2020-03-12,2.0000000000000084,0.0,0.0,6.000000000000027,0.0,112.46000000000046,337.3800000000015,2.160000000000009,47.24000000000021,22.700000000000095,18084.00000000008
2020-03-13,2.000000000000009,0.0,0.0,6.000000000000028,0.0,112.46000000000049,337.3800000000016,2.16000000000001,47.24000000000022,22.700000000000102,18084.000000000087
2020-03-14,2.0000000000000093,0.0,0.0,6.00000000000003,0.0,112.46000000000052,337.38000000000164,2.1600000000000104,47.24000000000023,22.70000000000011,18084.00000000009
2020-03-15,2.0000000000000098,0.0,0.0,6.000000000000032,0.0,112.46000000000055,337.3800000000017,2.160000000000011,47.24000000000024,22.700000000000117,18084.000000000095
2020-03-16,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000056,337.38000000000176,2.160000000000011,47.240000000000244,22.700000000000117,18084.000000000095
2020-03-17,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000025,22.700000000000117,18084.000000000095
2020-03-18,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-03-19,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-03-20,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-03-21,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-03-22,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-03-23,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-03-24,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-03-25,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-03-26,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-03-27,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-03-28,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-03-29,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-03-30,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-03-31,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-01,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-02,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-03,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-04,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-05,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-06,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-07,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-08,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-09,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-10,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-11,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-12,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-13,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-14,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-15,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-16,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-17,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-18,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
2020-04-19,2.00000000000001,0.0,0.0,6.000000000000032,0.0,112.46000000000058,337.3800000000018,2.160000000000011,47.24000000000026,22.700000000000117,18084.000000000095
