date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters,total_boosters_per_hundred,reproduction_rate,icu_patients,hosp_patients,weekly_hosp_admissions,total_tests,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,female_smokers,hospital_beds_per_thousand,population,excess_mortality_cumulative,excess_mortality
2021-06-07,692076.6969414946,611.9666519099267,716.1437854559018,10324.497662549724,3.055875034619023,3.412635195886525,164.4341659527847,0.010000000000000054,0.7397541390124883,122.57898467407404,431.16974130469134,136.66034439382722,7386765.850415889,22193.887805792594,22882.334928471326,0.029227408164509052,36.207089270632096,37.97251775171761,89262.83659923232,86801.22434746333,0.5286954162061867,48.77022967438048,43.10000000000022,22.600000000000122,4.530000000000024,8740471.000000045,8.266486278894096,3.5730890375470263
2021-06-08,692661.6170015323,584.9200600378109,681.4571218973571,10327.495338056458,2.9976755067335024,3.2888067136569794,165.930521038603,0.010000000000000054,0.7285350612729419,119.52003359282136,414.8708903353387,130.48843864443327,7408684.9409793485,21919.090563458893,22646.810278447898,0.027911506349626164,37.82478366273496,38.52354280635452,89692.58081076891,87625.77226835457,0.5343610902735806,48.6280659209438,43.10000000000022,22.600000000000122,4.530000000000024,8740471.000000045,8.251520656164764,3.5755711068148135
2021-06-09,693217.8660316932,556.2490301608734,647.771415922049,10330.436467989675,2.9411299332175513,3.1803084935491377,167.49624242730414,0.010000000000000054,0.7177068874220636,116.3639747744481,398.8749841703798,124.51241818823785,7430339.130475957,21654.189496608422,22409.83733068469,0.026612686000099424,39.60665982203513,39.07778703366058,90016.33021053318,88350.81304095578,0.5397178118874745,48.50765092745645,43.10000000000022,22.600000000000122,4.530000000000024,8740471.000000045,8.236338709872223,3.578505836113516
2021-06-10,693743.6253479467,525.7593162534934,615.2055029564049,10333.32027277637,2.8838047866940335,3.0873499868392975,169.12594717277312,0.010000000000000054,0.7073053756505823,113.11255768070694,383.1796382570678,118.6832309003899,7451742.599085161,21403.46860920489,22169.11539297153,0.025340736219531614,41.566618977709346,39.634158148548664,90237.9231103887,88959.81163915264,0.5445134720377786,48.41015157632932,43.10000000000022,22.600000000000122,4.530000000000024,8740471.000000045,8.220971827214411,3.5819078442412353
2021-06-11,694237.7786748265,494.1533268798426,583.8032550453586,10336.145602125924,2.825329349555112,3.0087930331159023,170.7975469988432,0.010000000000000054,0.6973657479628891,109.77931160248252,367.807563211224,112.98842511452979,7472906.450929914,21163.85184475114,21923.07149947981,0.024105422882166515,43.739317820870966,40.19142549570374,90336.25616601725,89439.73279206661,0.5485003270406166,48.3353198878062,43.10000000000022,22.600000000000122,4.530000000000024,8740471.000000045,8.205468874104604,3.585958280678392
2021-06-12,694700.584636373,462.80596154643706,553.5191688211883,10338.912482137444,2.766880011519925,2.94216394096492,172.4845532678786,0.010000000000000054,0.6879653258396532,106.37816502054335,352.7668391828205,107.41520377448829,7493843.029325435,20936.57839552201,21674.21315919295,0.022914878409200864,46.17308403469015,40.7480885141502,90279.231183983,89782.05297155492,0.5514715607297198,48.281397478879924,43.10000000000022,22.600000000000122,4.530000000000024,8740471.000000045,8.189894249539126,3.5910268049004017
2021-06-13,695134.1811243396,433.5964879665509,524.2075564801452,10341.623275630247,2.710793492802843,2.8836625484838745,174.1681014408898,0.010000000000000054,0.6791803615419904,102.92578601492283,338.0273918305546,101.95186824780234,7514564.598626278,20721.569300843217,21427.47321781103,0.02177439410101832,48.89151470668996,41.30232284973682,90044.3745353694,89981.32767307485,0.5532342458543366,48.24972037806758,43.10000000000022,22.600000000000122,4.530000000000024,8740471.000000045,8.174323886895792,3.597826657065893
2021-06-14,695545.000549138,410.81942479844304,495.4723675863538,10344.30119945056,2.6779238203131897,2.8297950690875378,175.83360678525713,0.010000000000000054,0.6710971328242377,99.43441708068158,323.602848333162,96.5788979537898,7535090.052557308,20525.453931029984,21189.12807108293,0.020685514386364928,51.925331246565705,41.85217070873125,89633.94575285232,90034.34662746302,0.5536170224644441,48.23492263649192,43.10000000000022,22.600000000000122,4.530000000000024,8740471.000000045,8.15883971543042,3.607199668900635
2021-06-15,695932.7804538714,387.7799047332865,467.3096241060555,10346.944322341651,2.643122891091392,2.7793075170709898,177.461711229861,0.010000000000000054,0.6638369090881211,95.93285870579251,309.51627652136506,91.30878561789578,7555447.825762529,20357.77320522145,20966.086227843578,0.019645357509230733,55.30724342522819,42.395800946868476,89067.756535066,89945.09059438537,0.552538881909743,48.22676211311561,43.10000000000022,22.600000000000122,4.530000000000024,8740471.000000045,8.143546376285634,3.619967626902495
2021-06-16,696296.4706506825,363.6901968111159,439.80135382614844,10349.539964445328,2.5956421036773065,2.7301467657929033,179.03619938878256,0.010000000000000054,0.6575171452937905,92.44414952385,295.78963143756584,86.152872342058,7575667.071406587,20219.245644058326,20761.096959182647,0.018646106044010985,59.06778066200462,42.93175746516111,88372.05251765385,89710.19848877558,0.5499419765583584,48.21836344004039,43.10000000000022,22.600000000000122,4.530000000000024,8740471.000000045,8.128552431581676,3.6368712149132323
