date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,male_smokers,median_age,gdp_per_capita,female_smokers,population
2020-03-11,1.9937196994182365,0.06962324418633267,0.029237750127073702,1.0000000000000038,0.0,0.0,306.0000000000012,1.5400000000000058,25.0000000000001,12.00000000000005,0.020000000000000077,42.00000000000016,0.010000000000000038,350.00000000000136,22.00000000000008,0.0,4.910738840212702,34.20000000000014,22.00000000000008,9541.810000000036,9.700000000000037,2567024.00000001
2020-03-12,1.9923809187136476,0.08731762706347304,0.042057271871323486,1.0000000000000042,0.0,0.0,306.00000000000136,1.5400000000000063,25.00000000000011,12.000000000000053,0.020000000000000087,42.00000000000018,0.010000000000000044,350.0000000000015,22.000000000000092,0.0,6.325586127573891,34.20000000000015,22.000000000000092,9541.810000000041,9.70000000000004,2567024.000000011
2020-03-13,1.9939624828296791,0.10537186606360371,0.056692275170461076,1.0000000000000044,0.0,0.0,306.0000000000015,1.5400000000000067,25.000000000000117,12.000000000000057,0.020000000000000094,42.00000000000019,0.010000000000000047,350.0000000000016,22.000000000000103,0.0,8.128152265363696,34.20000000000016,22.000000000000103,9541.810000000045,9.700000000000044,2567024.000000012
2020-03-14,2.000109871172036,0.12264557698790987,0.07252938737332108,1.0000000000000047,0.0,0.0,306.00000000000153,1.5400000000000071,25.000000000000124,12.00000000000006,0.020000000000000098,42.0000000000002,0.010000000000000049,350.0000000000017,22.00000000000011,0.0,10.288896519643352,34.200000000000166,22.00000000000011,9541.810000000047,9.700000000000045,2567024.0000000126
2020-03-15,2.0122995979491654,0.1377986623789417,0.08881446134447064,1.0000000000000049,0.0,0.0,306.0000000000016,1.5400000000000076,25.000000000000128,12.000000000000064,0.0200000000000001,42.000000000000206,0.01000000000000005,350.0000000000017,22.000000000000114,0.0,12.779423036144953,34.20000000000017,22.000000000000114,9541.810000000049,9.700000000000047,2567024.000000013
2020-03-16,2.021635816755348,0.14177821462518903,0.10377018666769386,1.000000000000005,0.0,0.0,306.0000000000016,1.5400000000000076,25.00000000000013,12.000000000000064,0.020000000000000104,42.00000000000021,0.010000000000000052,350.0000000000017,22.000000000000117,0.0,15.562766695337578,34.20000000000018,22.000000000000117,9541.810000000049,9.700000000000049,2567024.000000013
2020-03-17,2.029769202579442,0.14612034487322292,0.11718704530135238,1.000000000000005,0.0,0.0,306.0000000000016,1.5400000000000076,25.000000000000135,12.000000000000064,0.020000000000000108,42.00000000000021,0.010000000000000054,350.0000000000017,22.00000000000012,0.0,18.580008602627977,34.20000000000018,22.00000000000012,9541.810000000049,9.70000000000005,2567024.000000013
2020-03-18,2.044805893531223,0.1558249063601534,0.1295753195286971,1.000000000000005,0.0,0.0,306.0000000000016,1.5400000000000076,25.000000000000135,12.000000000000064,0.020000000000000108,42.00000000000021,0.010000000000000054,350.0000000000017,22.000000000000124,0.0,21.799758714414466,34.20000000000018,22.000000000000124,9541.810000000049,9.70000000000005,2567024.000000013
2020-03-19,2.0782391971361385,0.17351056729435582,0.14189464413908934,1.000000000000005,0.0,0.0,306.0000000000016,1.5400000000000076,25.000000000000135,12.000000000000064,0.020000000000000108,42.00000000000021,0.010000000000000054,350.0000000000017,22.000000000000124,0.0,25.20947659883611,34.20000000000018,22.000000000000124,9541.810000000049,9.70000000000005,2567024.000000013
2020-03-20,2.1426483700563734,0.20001010711265477,0.15535117056391648,1.000000000000005,0.0,0.0,305.9823529411781,1.5400000000000076,25.000000000000135,12.000000000000064,0.020000000000000108,42.00000000000021,0.010000000000000054,350.0000000000017,22.000000000000124,0.0,28.763170797543427,34.20000000000018,22.000000000000124,9541.810000000049,9.70000000000005,2567024.000000013
2020-03-21,2.24997270288165,0.23481688867321165,0.17124543997852915,1.000000000000005,0.0,0.0,305.93088235294283,1.5400000000000076,25.000000000000135,12.000000000000064,0.020000000000000108,42.00000000000021,0.010000000000000054,350.0000000000017,22.000000000000124,0.0,32.394698557110445,34.20000000000018,22.000000000000124,9541.810000000049,9.70000000000005,2567024.000000013
2020-03-22,2.410217083722327,0.2764197124001905,0.19085828812869357,1.000000000000005,0.0,0.0,305.84295814479805,1.5400000000000076,25.000000000000135,12.000000000000064,0.020000000000000108,42.00000000000021,0.010000000000000054,350.0000000000017,22.000000000000124,0.0,36.02774062759373,34.20000000000018,22.000000000000124,9541.810000000049,9.70000000000005,2567024.000000013
2020-03-23,2.625439154097503,0.3175119400855345,0.21571821512690195,1.000000000000005,0.0,0.0,305.736291006789,1.5400000000000076,25.000000000000135,12.000000000000064,0.020000000000000108,42.00000000000021,0.010000000000000054,350.0000000000017,22.000000000000124,0.0,39.58328236145167,34.20000000000018,22.000000000000124,9541.810000000049,9.70000000000005,2567024.000000013
2020-03-24,2.9019979176093313,0.3631985963052634,0.24643103367872574,1.000000000000005,0.0,0.0,305.6578161865724,1.5400000000000076,25.000000000000135,12.000000000000064,0.020000000000000108,42.00000000000021,0.010000000000000054,350.0000000000017,22.000000000000124,0.0,42.98522453773395,34.20000000000018,22.000000000000124,9541.810000000049,9.70000000000005,2567024.000000013
