date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,total_deaths_per_million,reproduction_rate,icu_patients,hosp_patients,weekly_icu_admissions,new_tests,positive_rate,tests_per_case,total_boosters_per_hundred,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,gdp_per_capita,extreme_poverty,population,excess_mortality_cumulative,excess_mortality
2020-03-11,38.14069250460833,5.427407166918099,3.411592410585076,1.0000000000000038,0.0,0.0,3275.4945185124175,0.11000000000000043,2.623417704029012,125.00000000000048,65.0565368108687,4.321690942015823,437.5480871393239,0.024076767002127852,54.95422861081602,0.010000000000000038,0.08000000000000031,7397.000000000029,7397.000000000029,0.08000000000000031,36.909338883773934,30.600000000000115,33132.32000000012,0.5000000000000019,9449000.000000035,0.3600000000000013,1.9583696791971885
2020-03-12,45.30480783509773,7.633815437147749,4.255313589110132,1.0000000000000042,0.0006140917905623792,0.0,3723.1997414231837,0.11000000000000049,2.627006070523379,125.00000000000054,78.72412429897972,4.374037002572525,499.51254230891203,0.026273144561622257,50.73709730413633,0.010000000000000044,0.08000000000000035,7397.000000000033,7397.000000000033,0.08000000000000035,39.45261399587078,30.60000000000013,33132.32000000014,0.5000000000000021,9449000.00000004,0.36000000000000154,1.9328862491476402
2020-03-13,56.07556773799116,11.109734557822055,5.523237939085358,1.0000000000000044,0.0030462184873949706,0.0,4259.543374263905,0.11000000000000051,2.6321732665318396,125.00000000000057,94.07610873813285,4.475437254191844,574.0152082830748,0.02874493599070608,46.521402486828855,0.010000000000000047,0.08000000000000038,7397.000000000035,7397.000000000035,0.08000000000000038,42.259452901557324,30.600000000000136,33132.32000000015,0.5000000000000022,9449000.000000043,0.36000000000000165,1.8973130615952418
2020-03-14,71.60939073562022,15.762989347584423,7.350919404540279,1.0000000000000047,0.007245879120879156,0.0006493212669683272,4899.9611344471305,0.11000000000000054,2.6391386764664335,125.0000000000006,110.99308672489914,4.644182982660697,666.1171269621457,0.03149454556122613,42.412837579407395,0.010000000000000049,0.08000000000000039,7397.000000000036,7397.000000000036,0.08000000000000039,45.28677681256109,30.600000000000144,33132.32000000016,0.5000000000000023,9449000.000000045,0.36000000000000176,1.8536795279352831
2020-03-15,92.82570821008642,21.36676366550414,9.846040232138265,1.0000000000000049,0.013013594861021398,0.002197398190045257,5662.846949736457,0.11000000000000057,2.6477627015967586,125.00000000000063,129.3867348885356,4.90220640312352,779.8640895655021,0.034512311885851785,38.53351635520846,0.01000000000000005,0.0800000000000004,7397.000000000038,7397.000000000038,0.0800000000000004,48.4747102758721,30.60000000000015,33132.32000000017,0.5000000000000024,9449000.000000047,0.3600000000000019,1.8062047008965196
2020-03-16,116.88123978717076,24.168366220362792,12.734615177335787,0.9848739495798369,0.009760196145766049,0.002818378312863614,6566.261989936485,0.1083361344537821,2.6575169195395247,125.00000000000065,149.10275317028047,5.270853250952862,916.14874590716,0.03776884929900429,35.02359557280586,0.010000000000000052,0.08000000000000042,7397.00000000004,7397.00000000004,0.08000000000000042,51.74204999843616,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,1.761208470727337
2020-03-17,144.63688329868475,27.840269493972848,16.112614259537104,0.9558823529411813,0.007320147109324536,0.002780719739819003,7634.9668221227075,0.10514705882352998,2.667537010921616,125.00000000000065,169.95216183957234,5.774083700334889,1078.2551114665712,0.04123516961808005,31.82543585219654,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,55.03494199139347,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,1.7265342503582763
2020-03-18,178.95494107776312,34.3815272659225,20.26986243996638,0.9246363930187507,0.011259341101224165,0.003647272190126044,8895.816761711634,0.1017100032320626,2.67662803291649,125.00000000000065,191.7882648832349,6.428542736466433,1268.0126490491875,0.044869008112073366,28.92418193116424,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,58.30766059826401,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,1.7111217608133118
2020-03-19,223.62750186520708,44.72016290257707,25.582222298623837,0.9085710245636762,0.033056658379247254,0.007675337788360539,10376.247558355497,0.0999428127020044,2.6833535392316508,125.00000000000065,214.49467312913632,7.243821402705365,1485.802828739059,0.04861975866970475,26.314878529821172,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,61.51622508670715,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,1.7246908219489834
2020-03-20,282.57272723924206,58.980926960384785,32.430731042002854,0.9275497939560486,0.07446928757887654,0.017366716657366114,12103.82665131351,0.10203047733516538,2.686126498961557,125.00000000000065,238.042885906969,8.24314400936582,1731.6081170294106,0.05243379120654497,23.96819024836784,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,64.58935126493351,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,1.7772671006708083
2020-03-21,359.23206643783567,76.686115388356,41.140953258877786,1.001318454064323,0.13471427984058965,0.03513024111293419,14106.543000766997,0.11014502994707556,2.683528940155238,125.00000000000065,262.5150345013326,9.447500217754827,2005.7381175070325,0.056222725434643794,21.902353093515718,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,67.45994379776295,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,1.878589327257657
2020-03-22,456.1181674754365,96.90618317992269,51.93749548714487,1.1475951753898732,0.21110358318361028,0.06302867630981394,16417.140395371658,0.1262354692928861,2.674226698652308,125.00000000000065,288.026159521766,10.879710489754409,2312.863720644823,0.059900560559499424,20.112429008889233,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,70.07703396338373,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,2.0374276127670985
2020-03-23,570.1711886317887,114.06808276309351,64.78419465996124,1.3352600531649026,0.2554026712273979,0.09844183690269039,19064.281686315466,0.1468912108901561,2.656898530776565,125.00000000000065,314.61743799943747,12.59253981624925,2648.8410354739262,0.06340053354179662,18.585764872374764,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,72.40381813575704,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,2.260835092251475
2020-03-24,703.4949881124985,133.3350956857658,79.85776493485474,1.5778186662473062,0.3126896892641172,0.1429100783880718,22074.9494030689,0.17359681799308604,2.630349560655149,125.00000000000065,342.4116240716537,14.633254248095175,3011.9425251510224,0.06666578477173218,17.307867610325047,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,74.42085051196656,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,2.558582455489285
2020-03-25,860.0441564043498,156.55764044564336,97.31361523313868,1.9144887572808291,0.407917396230571,0.20013230022608985,25471.995083975933,0.21065656630670893,2.5937159520039703,125.00000000000065,371.5887439102374,17.05091030468809,3398.0017872052254,0.06966918343982058,16.218678665080585,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,76.12493345605003,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,2.939595420433111
2020-03-26,1044.1703829787655,184.13258068975972,117.23122079783423,2.396015242815184,0.5522050154987215,0.2746409187700851,29274.071135218594,0.2636378675225338,2.5466814371768662,125.00000000000065,402.20241766118556,19.883641681328,3802.793130966305,0.0723693730355863,15.300820569592613,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,77.53354996275516,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,3.40840893488805
2020-03-27,1259.532231319403,215.3666139271457,139.5731518621122,3.0740314708961396,0.7462966187669,0.37080809696379613,33492.52844837587,0.3382038369702786,2.4892378070358525,125.00000000000065,434.13146741525,23.139702818849955,4218.995122950011,0.07472725602103372,14.543194612714839,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,78.69452866469737,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,3.9631339243630164
2020-03-28,1508.2774701928522,248.74881306333003,164.15434515062455,3.993080164258086,0.9831549139782155,0.49210041661425097,38125.56970409064,0.4392377193566692,2.42155262806293,125.00000000000065,467.06430838302845,26.806877954473652,4633.444613059317,0.07671835733574955,13.929996153459868,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,79.66352335695882,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,4.594558449551706
2020-03-29,1790.4298221016566,282.15503255121496,190.61905750550272,5.1846291277184635,1.2499065862593595,0.6405198825964363,43157.99127289676,0.5701862080695393,2.3441209998125525,125.00000000000065,500.5670742090563,30.846092531789367,5032.724086814535,0.07832997679302107,13.449109914060658,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,80.49293017124218,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,5.2860996710358
2020-03-30,2103.532385968619,313.10457434877054,219.05329118989025,6.609641852252986,1.4763601271541216,0.8149241718051183,48560.32336740698,0.7267434052441406,2.2579425598141682,125.00000000000065,533.908208048519,35.1756165869481,5402.5589830165345,0.07954644833490813,13.08982370897796,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,81.24284856572976,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,6.014393919404852
2020-03-31,2448.8052041500305,345.27432604276794,249.3306815469107,8.295175797722402,1.7290057126894471,1.0172201165720052,54293.48420299554,0.9118775280766109,2.1644953813990906,125.00000000000065,566.313072649189,39.68647973174315,5733.331001968293,0.08036119371724457,12.839370044176926,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,81.95697643722568,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,6.7468035197087906
2020-04-01,2826.262613519768,377.4585402657547,280.8882561504874,10.290127808214255,2.0301414855513493,1.2489291468989483,60309.13399904702,1.130963575921714,2.065625414523787,125.00000000000065,597.1187572987867,44.254533360539824,6015.777420836281,0.080772026509653,12.68694026745721,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,82.66364974873386,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,7.44738826172269
2020-04-02,3234.4760486983323,408.21428335057726,312.90020374828947,12.64716922396938,2.384047613840311,1.5105903637294826,66561.31800090142,1.3897966961623616,1.9634737473828232,125.00000000000065,625.7120156146857,48.746830854276965,6252.279720442993,0.08081334438127025,12.619662214167587,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,83.37532118356086,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,8.081248902451417
2020-04-03,3670.3961444746287,435.920731905306,344.40820096894237,15.409197215326778,2.7814907847176658,1.8013128439024808,73003.88467068266,1.693102208611755,1.8603134553335,125.00000000000065,651.5497356929158,53.03848448524563,6442.638458722688,0.08050722871258499,12.624017830632171,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,84.10330633692739,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,8.617999032550092
2020-04-04,4129.219312622301,458.8236452444295,374.41915735243464,18.59917328318226,3.203102574640389,2.118439868867395,79598.95201303152,2.0434181238149938,1.7582680585330939,125.00000000000065,674.2416488931526,57.026746363287906,6595.121184054954,0.07989981390677241,12.689810399477055,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,84.86007736096974,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,9.034583215681398
2020-04-05,4604.287674511983,475.06871971224984,401.9785241229239,22.212502134332443,3.6219132270371825,2.4572970962206866,86315.99492444735,2.4402570317752774,1.6590439656839204,125.00000000000065,693.4805740971441,60.63769067097928,6717.083292695394,0.07904024504546403,12.810085659982729,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,85.6435745042439,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,9.317604832575542
2020-04-06,5089.14678367973,484.85937753467294,426.5152043397696,26.177282224537365,3.9712183721201693,2.8137011673497474,93132.06914097627,2.87573382101957,1.564112967798818,125.00000000000065,709.174376920629,63.80035914738453,6816.104502488588,0.07796489613057518,12.979826688425979,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,86.44713546771116,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,9.465286203617191
2020-04-07,5581.4897419291665,492.3431595246318,447.5253316646534,30.509933226256997,4.3374797131560685,3.1863329214075975,100030.28661655977,3.3516600942714714,1.4746989792427803,125.00000000000065,721.3983489477449,66.45207931528964,6898.240190053263,0.07670912781868133,13.195829938750013,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,87.2525201528197,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,9.487897818286829
2020-04-08,6078.102374320189,496.6127833474177,464.5476676237332,35.23658695912397,4.730275266444306,3.5720585145851165,107005.19353384856,3.870914430755324,1.3917525796163144,125.00000000000065,730.2907138762913,68.54754364936326,6974.92395314112,0.07529089563776675,13.464209234928724,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,88.03735650116953,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,9.400330995998818
2020-04-09,6575.376732259222,497.2744711563299,477.2708470332499,40.379508739058636,5.14563793011766,3.9665673183887473,114060.67600041893,4.435949074520929,1.3157365420166975,125.00000000000065,735.9441019876979,70.06925502209043,7055.495243459599,0.07369684011875825,13.797214780107359,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,88.7823337947525,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,9.22114272017301
2020-04-10,7069.696220816923,494.3195734706741,485.6138120687325,45.94691339010531,5.5694417636839235,4.364850343348776,121206.4832931392,5.047669950687086,1.2464743522138821,125.00000000000065,738.5166091346013,71.00952045208828,7145.816875387211,0.07193116273289554,14.211467969372718,0.010000000000000054,0.08000000000000043,7397.00000000004,7397.00000000004,0.08000000000000043,89.4694767520115,30.600000000000158,33132.32000000017,0.5000000000000026,9449000.000000048,0.3600000000000019,8.97122170907427
