date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,reproduction_rate,new_tests_smoothed,positive_rate,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,aged_65_older,median_age,aged_70_older,gdp_per_capita,diabetes_prevalence,life_expectancy,human_development_index,population
2022-03-09,15888.98283582176,1.281121361383533,1.4866950913714052,182.51725716404843,0.07042266024052243,0.0591798661905836,8809.840155672553,0.5185173489088521,9507.361280188497,8.062823124907959e-05,388.5513456181992,0.013989164028874082,2.8500000000000147,22.400000000000112,1.7500000000000095,22604.870000000123,7.780000000000042,58.740000000000315,0.590000000000003,1674916.0000000088
2022-03-10,15890.322420983988,1.2083846538754017,1.4104245182699904,182.58728030031517,0.0700600462469724,0.06278535213162559,8810.582816172657,0.5143295113584336,8394.176131440669,6.04711734368097e-05,388.3088227236693,0.013811039149645238,2.8500000000000147,22.400000000000112,1.7500000000000095,22604.870000000123,7.780000000000042,58.740000000000315,0.590000000000003,1674916.0000000088
2022-03-11,15891.293108562835,1.1256808627401014,1.3375147364723716,182.6550691457279,0.06781652789789908,0.06501661590867405,8811.120917397766,0.509263940241515,7190.653737235968,4.535338007760727e-05,384.90716649330193,0.013540567662169305,2.8500000000000147,22.400000000000112,1.7500000000000095,22604.870000000123,7.780000000000042,58.740000000000315,0.590000000000003,1674916.0000000088
2022-03-12,15891.726489469982,1.0358249650899833,1.2663685184176285,182.71880670738926,0.06375832352523433,0.0657896112527726,8811.361090116856,0.5033624671397665,5975.407158130599,3.401503505820545e-05,378.6527730600222,0.01319114003234128,2.8500000000000147,22.400000000000112,1.7500000000000095,22604.870000000123,7.780000000000042,58.740000000000315,0.590000000000003,1674916.0000000088
2022-03-13,15891.475410088933,0.9435138434037844,1.1949726557815485,182.77688783597205,0.05809669998070667,0.06513180119976054,8811.221751976795,0.49667892857072726,4820.263254829367,2.5511276293654087e-05,370.02005814020134,0.012782495295749189,2.8500000000000147,22.400000000000112,1.7500000000000095,22604.870000000123,7.780000000000042,58.740000000000315,0.590000000000003,1674916.0000000088
2022-03-14,15890.302291244809,0.730065893218643,1.1013532798128916,182.8280278679295,0.05115171050589204,0.06302305904461687,8810.571186639363,0.4892928098734243,3783.4695807471066,1.9133457220240565e-05,359.70069324962463,0.012339133915250822,2.8500000000000147,22.400000000000112,1.7500000000000095,22604.870000000123,7.780000000000042,58.740000000000315,0.590000000000003,1674916.0000000088
2022-03-15,15888.134103695425,0.5475494199139823,0.986279988948228,182.87134410715296,0.043324998134751956,0.059430190211064535,8809.36890533183,0.48131786209155886,2903.5549166527667,0.0002926306359016063,348.4685710037994,0.011889127424156296,2.8500000000000147,22.400000000000112,1.7500000000000095,22604.870000000123,7.780000000000042,58.740000000000315,0.590000000000003,1674916.0000000088
2022-03-16,15885.030248101262,0.4295534676504186,0.8642609774900986,182.906416936215,0.03507939824553715,0.05448666980761972,8807.64784383405,0.47284602423512095,2193.7079295710228,0.0009525046511343527,337.0831671022359,0.011463225658614976,2.8500000000000147,22.400000000000112,1.7500000000000095,22604.870000000123,7.780000000000042,58.740000000000315,0.590000000000003,1674916.0000000088
2022-03-17,15881.150901977715,0.46052967733768513,0.7576843400988285,182.9333356498021,0.02692364047471524,0.04845097520639356,8805.496812739802,0.4639751775170007,1651.869909686347,0.0021397178548666082,326.21513873973487,0.011094187181905654,2.8500000000000147,22.400000000000112,1.7500000000000095,22604.870000000123,7.780000000000042,58.740000000000315,0.590000000000003,1674916.0000000088
2022-03-18,15876.733279909295,0.6648865921984819,0.6924240501613874,182.9527328297888,0.020192730356036432,0.04167533547719339,8803.047335152796,0.45478939865164897,1260.5067470676045,0.0038921187078920496,316.3812958776846,0.01079155182792893,2.8500000000000147,22.400000000000112,1.7500000000000095,22604.870000000123,7.780000000000042,58.740000000000315,0.590000000000003,1674916.0000000088
