date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,people_vaccinated_per_hundred,reproduction_rate,icu_patients,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_fully_vaccinated_per_hundred,total_boosters,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,median_age,aged_65_older,gdp_per_capita,diabetes_prevalence,hospital_beds_per_thousand,human_development_index,population
2020-03-11,29.848877793831875,4.5439406520915915,2.6156591353793757,1.6936616131931173,0.33353161806594733,0.16826657867444406,0.010000000000000038,0.0500000000000002,2.380667845022634,576.0000000000023,31.30754318526119,17.80309838642835,0.14610969013220354,17.019029600187707,0.0,1.0000000000000038,20102.00000000008,20102.00000000008,0.040000000000000153,31.900000000000126,11.200000000000042,18933.910000000076,5.50000000000002,5.00000000000002,0.8400000000000033,45510324.000000164
2020-03-12,34.11028471900033,5.908317645765704,3.304831384034467,2.0314937858483004,0.4117646051992897,0.22058882302028815,0.010000000000000044,0.05000000000000021,2.3814086083952914,576.0000000000025,38.05476958896315,21.769737352879666,0.15296651702242947,15.068287709518293,0.0,1.0000000000000042,20102.000000000087,20102.000000000087,0.040000000000000174,31.90000000000014,11.200000000000045,18933.910000000084,5.500000000000023,5.000000000000022,0.8400000000000036,45510324.00000018
2020-03-13,40.38626880751148,7.842162604072195,4.2110983279418255,2.4625020459149956,0.5015028333435537,0.2817418758301812,0.010000000000000047,0.050000000000000225,2.3821608519008675,576.0000000000027,46.19495566618916,26.700460739288115,0.15920371776035824,13.211873506767041,0.0,1.0000000000000044,20102.000000000095,20102.000000000095,0.04000000000000019,31.900000000000148,11.200000000000049,18933.91000000009,5.500000000000026,5.000000000000024,0.840000000000004,45510324.00000019
2020-03-14,49.20927174138031,10.279214066822755,5.3831212572685985,2.994953457513176,0.5981213072959666,0.3509523344744466,0.010000000000000049,0.05000000000000024,2.382550341575945,576.0000000000028,56.29668539864004,32.793897590665246,0.16469157306493604,11.510721548950531,0.0,1.0000000000000047,20102.0000000001,20102.0000000001,0.040000000000000195,31.900000000000155,11.200000000000053,18933.910000000094,5.5000000000000275,5.000000000000025,0.8400000000000042,45510324.00000021
2020-03-15,60.97991760694033,13.088919276684646,6.854394110372278,3.6306042334063826,0.6951811550033273,0.4267572372811752,0.01000000000000005,0.05000000000000025,2.382091974022945,576.000000000003,68.71154119830143,40.28965396222979,0.16924621696741593,10.030214723445292,0.0,1.0000000000000049,20102.000000000102,20102.000000000102,0.0400000000000002,31.900000000000162,11.200000000000054,18933.910000000098,5.500000000000028,5.000000000000026,0.8400000000000043,45510324.00000022
2020-03-16,75.11396212246461,15.289491655315711,8.592535401783753,4.310315812417433,0.7319385488640027,0.5011881606693503,0.010000000000000052,0.05000000000000025,2.3801790322302048,576.000000000003,83.30136759879089,49.35549192610037,0.17273524449673222,8.836247015434655,0.0,1.000000000000005,20102.000000000106,20102.000000000106,0.04000000000000021,31.900000000000166,11.200000000000056,18933.910000000098,5.500000000000029,5.000000000000027,0.8400000000000044,45510324.00000022
2020-03-17,91.94701005338712,17.80878002138339,10.625699709062467,5.043047137270421,0.7768627674980355,0.5743877268368555,0.010000000000000054,0.05000000000000025,2.376013556654881,576.000000000003,100.25466176890592,60.168138013741526,0.17531920971385517,7.929038849164879,0.0,1.000000000000005,20102.00000000011,20102.00000000011,0.040000000000000216,31.90000000000017,11.200000000000056,18933.910000000098,5.50000000000003,5.000000000000027,0.8400000000000045,45510324.00000022
2020-03-18,112.19876755943295,21.040440866069908,12.997759106295907,5.870181280554638,0.8628183749124745,0.6504544990707585,0.010000000000000054,0.05000000000000025,2.3687787518479837,576.000000000003,119.73713401252326,72.92970725949829,0.17723762965126105,7.285442679213679,0.0,1.000000000000005,20102.00000000011,20102.00000000011,0.040000000000000216,31.90000000000017,11.200000000000056,18933.910000000098,5.500000000000031,5.000000000000027,0.8400000000000046,45510324.00000022
2020-03-19,136.7086264129493,25.114881392926755,15.752184067924937,6.8488544478109485,1.0060504327680682,0.7356686053955072,0.010000000000000054,0.05000000000000025,2.357837134344944,576.000000000003,141.40348076149357,87.79248083247134,0.1788466126715424,6.8395231858808545,0.0,1.000000000000005,20102.00000000011,20102.00000000011,0.040000000000000216,31.90000000000017,11.200000000000056,18933.910000000098,5.500000000000031,5.000000000000027,0.8400000000000046,45510324.00000022
2020-03-20,166.23735216265348,29.965071839782397,18.919954146612778,8.039452729846591,1.2103393759658403,0.8371609563090754,0.010000000000000054,0.05000000000000025,2.342663403441323,576.000000000003,164.5525297695691,104.77493593139961,0.18052894786823365,6.533887702920668,0.0,1.000000000000005,20102.00000000011,20102.00000000011,0.040000000000000216,31.90000000000017,11.200000000000056,18933.910000000098,5.500000000000031,5.000000000000027,0.8400000000000046,45510324.00000022
2020-03-21,201.31835025644432,35.375904720173004,22.510490981646765,9.496234666971258,1.4701171693370207,0.9619151580850727,0.010000000000000054,0.05000000000000025,2.322760965638526,576.000000000003,189.57667916298846,123.87110175462624,0.18271668504467903,6.278473307895098,0.0,1.000000000000005,20102.00000000011,20102.00000000011,0.040000000000000216,31.90000000000017,11.200000000000056,18933.910000000098,5.500000000000031,5.000000000000027,0.8400000000000046,45510324.00000022
2020-03-22,242.1461156335102,41.021214254415554,26.50485805523965,11.260298172174167,1.7728044251604937,1.116018947749327,0.010000000000000054,0.05000000000000025,2.2977557597815803,576.000000000003,217.74207627592628,145.2058796449939,0.1854815991099478,6.054680772776535,0.0,1.000000000000005,20102.00000000011,20102.00000000011,0.040000000000000216,31.90000000000017,11.200000000000056,18933.910000000098,5.500000000000031,5.000000000000027,0.8400000000000046,45510324.00000022
2020-03-23,288.0060152965618,46.00498632106385,30.89586219042786,13.29128051342283,2.037538031216851,1.302665794522405,0.010000000000000054,0.05000000000000025,2.267525126235671,576.000000000003,250.55445636660906,169.13372453658997,0.18878120579658525,5.851779810351639,0.0,1.000000000000005,20102.00000000011,20102.00000000011,0.040000000000000216,31.90000000000017,11.200000000000056,18933.910000000098,5.500000000000031,5.000000000000027,0.8400000000000046,45510324.00000022
2020-03-24,339.22657029595143,51.32936999289882,35.6868576964732,15.621902531156358,2.335538785209669,1.5254445624399642,0.010000000000000054,0.05000000000000025,2.2319710909598847,576.000000000003,288.3564208140653,196.0306909460757,0.19255746220135003,5.662862007085003,0.0,1.000000000000005,20102.00000000011,20102.00000000011,0.040000000000000216,31.90000000000017,11.200000000000056,18933.910000000098,5.500000000000031,5.000000000000027,0.8400000000000046,45510324.00000022
2020-03-25,396.2428430419385,57.09788399111895,40.83969288450753,18.310964713493355,2.692749757944102,1.7869523617136225,0.010000000000000054,0.05000000000000025,2.1909841359316164,576.000000000003,331.13132659956057,226.24685466721718,0.19653542050363076,5.488667190510915,0.0,1.000000000000005,20102.00000000011,20102.00000000011,0.040000000000000216,31.90000000000017,11.200000000000056,18933.910000000098,5.500000000000031,5.000000000000027,0.8400000000000046,45510324.00000022
2020-03-26,459.40448199056914,63.2228473824796,46.28501869376212,21.42195979885632,3.1137607670682956,2.088119733470095,0.010000000000000054,0.05000000000000025,2.1445333508174933,576.000000000003,378.8221051629872,260.1737479816674,0.20036536628270077,5.334252493723529,0.0,1.000000000000005,20102.00000000011,20102.00000000011,0.040000000000000216,31.90000000000017,11.200000000000056,18933.910000000098,5.500000000000031,5.000000000000027,0.8400000000000046,45510324.00000022
2020-03-27,528.8317551580863,69.47317949290378,51.9300201612396,25.007032227939963,3.5871466903626374,2.4277045383055498,0.010000000000000054,0.05000000000000025,2.0928494313419526,576.000000000003,432.0421121624804,298.39188176841014,0.20368401178377765,5.207452460143978,0.0,1.000000000000005,20102.00000000011,20102.00000000011,0.040000000000000216,31.90000000000017,11.200000000000056,18933.910000000098,5.500000000000031,5.000000000000027,0.8400000000000046,45510324.00000022
2020-03-28,604.3075752567365,75.51024984269026,57.664215023967934,29.094947732687416,4.089471200706698,2.8019123727013717,0.010000000000000054,0.05000000000000025,2.03639014396542,576.000000000003,491.2516552272265,341.49114791325076,0.20605648007248123,5.120136856420207,0.0,1.000000000000005,20102.00000000011,20102.00000000011,0.040000000000000216,31.90000000000017,11.200000000000056,18933.910000000098,5.500000000000031,5.000000000000027,0.8400000000000046,45510324.00000022
