date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,extreme_poverty,hospital_beds_per_thousand,population
2020-03-11,1.0000000000000038,0.0,0.0,1.0000000000000038,0.0,0.0,0.010000000000000038,0.810000000000003,42.00000000000016,114.00000000000044,0.030000000000000117,34.70000000000014,547.000000000002,547.000000000002,0.0,0.47183216941126616,43.950000000000166,19.600000000000083,2.930000000000012,77.60000000000029,0.2000000000000008,29611718.000000115
2020-03-12,1.0000000000000042,0.0006140917905623792,0.0,1.0000000000000042,0.0,0.0,0.010000000000000044,0.8100000000000034,42.00000000000018,114.00000000000048,0.03000000000000013,34.70000000000015,547.0000000000023,547.0000000000023,0.0,1.1302664993920015,43.95000000000019,19.60000000000009,2.930000000000013,77.60000000000032,0.20000000000000084,29611718.000000127
2020-03-13,1.0000000000000044,0.0030462184873949706,0.0,1.0000000000000044,0.0,0.0,0.010000000000000047,0.8100000000000037,42.00000000000019,114.00000000000053,0.030000000000000138,34.70000000000016,547.0000000000025,547.0000000000025,0.0,2.24808432832552,43.9500000000002,19.600000000000094,2.930000000000014,77.60000000000035,0.2000000000000009,29611718.000000138
2020-03-14,1.0000000000000047,0.007245879120879156,0.0006493212669683272,1.0000000000000047,0.0,0.0,0.010000000000000049,0.8100000000000039,42.0000000000002,114.00000000000055,0.030000000000000145,34.700000000000166,547.0000000000026,547.0000000000026,0.0,3.9258210031930845,43.95000000000021,19.600000000000097,2.930000000000015,77.60000000000036,0.20000000000000095,29611718.000000145
2020-03-15,1.0000000000000049,0.013013594861021398,0.002197398190045257,1.0000000000000049,0.0,0.0,0.01000000000000005,0.810000000000004,42.000000000000206,114.00000000000057,0.03000000000000015,34.70000000000017,547.0000000000027,547.0000000000027,0.0,6.235365590791728,43.950000000000216,19.6000000000001,2.9300000000000157,77.60000000000038,0.200000000000001,29611718.00000015
2020-03-16,0.9483193277310971,0.009760196145766049,0.0016480486425339428,1.000000000000005,0.0,0.0,0.010000000000000052,0.8100000000000042,42.00000000000021,114.00000000000058,0.030000000000000155,34.70000000000018,547.0000000000027,547.0000000000027,0.0,9.222808291348507,43.95000000000022,19.600000000000104,2.9300000000000157,77.60000000000039,0.200000000000001,29611718.000000153
2020-03-17,0.8492647058823569,0.007320147109324536,0.001236036481900457,1.000000000000005,0.0,0.0,0.010000000000000054,0.8100000000000043,42.00000000000021,114.0000000000006,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,12.901422152577346,43.95000000000023,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.000000156
2020-03-18,0.7425076761473852,0.005490110331993403,0.0009270273614253428,1.000000000000005,0.0,0.0,0.010000000000000054,0.8100000000000044,42.00000000000021,114.00000000000061,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,17.23724550906783,43.95000000000024,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.00000016
2020-03-19,0.687617667259214,0.04653839722863318,0.0006952705210690071,1.000000000000005,0.0,0.0,0.010000000000000054,0.8100000000000044,42.00000000000021,114.00000000000061,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,22.16277301350745,43.95000000000024,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.00000016
2020-03-20,0.7524617960164863,0.15956443140563842,0.010790360453826944,1.000000000000005,0.0,0.0,0.010000000000000054,0.8100000000000044,42.00000000000021,114.00000000000061,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,27.57501511888954,43.95000000000024,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.00000016
2020-03-21,1.0045047180530906,0.342410880115316,0.04944571151684095,1.000000000000005,0.0,0.0,0.010000000000000054,0.8100000000000044,42.00000000000021,114.00000000000061,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,33.32533810064105,43.95000000000024,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.00000016
2020-03-22,1.5042835159153871,0.586672413480154,0.12446663657880759,1.000000000000005,0.0,0.0,0.010000000000000054,0.8100000000000044,42.00000000000021,114.00000000000061,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,39.29866307774331,43.95000000000024,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.00000016
2020-03-23,2.2639592432713878,0.8439635861282173,0.24436678415679552,1.000000000000005,0.0,0.0,0.010000000000000054,0.8100000000000044,42.00000000000021,114.00000000000061,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,45.39900361082858,43.95000000000024,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.00000016
2020-03-24,3.3198020116390694,1.1383863935392815,0.41329189484028694,1.000000000000005,0.0,0.0,0.010000000000000054,0.8100000000000044,42.00000000000021,114.00000000000061,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,51.500866799912096,43.95000000000024,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.00000016
2020-03-25,4.714851508729313,1.4756062140297068,0.6313115197081096,1.000000000000005,0.0,0.0,0.010000000000000054,0.8100000000000044,42.00000000000021,114.00000000000061,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,57.46934967976611,43.95000000000024,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.00000016
2020-03-26,6.4859123872031095,1.8487214672449732,0.8948142797293716,1.000000000000005,0.0,0.0,0.010000000000000054,0.8100000000000044,42.00000000000021,114.00000000000061,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,63.1650356922746,43.95000000000024,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.00000016
2020-03-27,8.653800806239456,2.2414053538274,1.1968043103141617,1.000000000000005,0.0,0.0,0.010000000000000054,0.8100000000000044,42.00000000000021,114.00000000000061,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,68.45933930960683,43.95000000000024,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.00000016
2020-03-28,11.21602933771129,2.630262160166936,1.527123594726575,1.000000000000005,0.0,0.0,0.010000000000000054,0.8100000000000044,42.00000000000021,114.00000000000061,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,73.24601450159761,43.95000000000024,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.00000016
2020-03-29,14.141320645817435,2.986594486964251,1.8726187141444828,1.000000000000005,0.0,0.0,0.010000000000000054,0.8100000000000044,42.00000000000021,114.00000000000061,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,77.44978608628237,43.95000000000024,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.00000016
2020-03-30,17.373055772016635,3.2852916958631426,2.223391960624527,1.000000000000005,0.0,0.0,0.010000000000000054,0.8100000000000044,42.00000000000021,114.00000000000061,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,81.03282324279854,43.95000000000024,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.00000016
2020-03-31,20.911805403673153,3.5838782741598068,2.5742753861115806,1.000000000000005,0.0,0.0,0.010000000000000054,0.8100126050420212,42.00000000000021,114.00000000000061,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,83.9789984922154,43.95000000000024,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.00000016
2020-04-01,24.745634918947545,3.8702616467963322,2.917524251283756,1.000000000000005,0.0,0.0,0.010000000000000054,0.8100367647058868,42.00000000000021,114.00000000000061,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,86.3118319331565,43.95000000000024,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.00000016
2020-04-02,28.849513842733664,4.131817114218135,3.244547196219772,1.000000000000005,0.0,0.0,0.010000000000000054,0.810075408047839,42.00000000000021,114.00000000000061,0.03000000000000016,34.70000000000018,547.0000000000027,547.0000000000027,0.0,88.0974494185165,43.95000000000024,19.600000000000104,2.9300000000000157,77.6000000000004,0.200000000000001,29611718.00000016
