date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,reproduction_rate,new_tests_smoothed,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,aged_70_older,median_age,aged_65_older,extreme_poverty,male_smokers,hospital_beds_per_thousand,life_expectancy,population
2020-03-11,1.0000000000000038,0.0,0.0,2.0000000000000075,0.0,0.0,0.8800000000000034,1.6300000000000059,382.0000000000014,254.00000000000097,0.020000000000000077,0.17206790954367152,2.380000000000009,25.400000000000087,4.210000000000016,22.50000000000009,24.5000000000001,1.4000000000000052,67.11000000000026,1120851.0000000042
2020-03-12,1.0000000000000042,0.0006140917905623792,0.0,2.0000000000000084,0.0,0.0,0.8800000000000039,1.6300000000000066,382.0000000000016,254.00000000000108,0.020000000000000087,0.5573036794105021,2.38000000000001,25.400000000000098,4.210000000000019,22.5000000000001,24.500000000000107,1.4000000000000057,67.11000000000028,1120851.0000000047
2020-03-13,1.0000000000000044,0.0030462184873949706,0.0,2.000000000000009,0.0,0.0,0.8800000000000041,1.6300000000000072,382.0000000000017,254.00000000000114,0.020000000000000094,1.3100643788209698,2.380000000000011,25.40000000000011,4.21000000000002,22.500000000000107,24.500000000000114,1.4000000000000061,67.1100000000003,1120851.0000000051
2020-03-14,1.0000000000000047,0.007245879120879156,0.0006493212669683272,2.0000000000000093,0.0,0.0,0.8800000000000043,1.6300000000000077,382.00000000000176,254.0000000000012,0.020000000000000098,2.54606137396706,2.3800000000000114,25.400000000000116,4.210000000000021,22.50000000000011,24.50000000000012,1.4000000000000066,67.11000000000031,1120851.0000000054
2020-03-15,1.0000000000000049,0.013013594861021398,0.002197398190045257,2.0000000000000098,0.0,0.0,0.8800000000000046,1.6300000000000079,382.0000000000018,254.00000000000125,0.0200000000000001,4.363000943209631,2.380000000000012,25.40000000000012,4.210000000000022,22.500000000000114,24.500000000000128,1.4000000000000068,67.11000000000033,1120851.0000000056
2020-03-16,0.9823529411764755,0.009760196145766049,0.0024528320943762163,2.00000000000001,0.0,0.0,0.8644831932773155,1.630000000000008,382.0000000000019,254.0000000000013,0.020000000000000104,6.829823752009698,2.3800000000000123,25.400000000000123,4.210000000000022,22.500000000000117,24.500000000000128,1.400000000000007,67.11000000000034,1120851.0000000058
2020-03-17,0.9485294117647107,0.007320147109324536,0.0018396240707821622,2.00000000000001,0.0,0.0,0.834742647058828,1.6300000000000083,382.00000000000193,254.0000000000013,0.020000000000000108,9.978634459126885,2.3800000000000123,25.400000000000126,4.210000000000022,22.50000000000012,24.500000000000128,1.400000000000007,67.11000000000034,1120851.000000006
2020-03-18,0.9120757918552082,0.009675630693984328,0.0019197956225759398,2.00000000000001,0.0,0.0,0.8026894998384011,1.6300000000000086,382.000000000002,254.0000000000013,0.020000000000000108,13.798648921268274,2.3800000000000123,25.40000000000013,4.210000000000022,22.500000000000124,24.500000000000128,1.400000000000007,67.11000000000034,1120851.000000006
2020-03-19,0.8933328619909546,0.033097059154942134,0.005536162166188579,2.00000000000001,0.0,0.0,0.786209109364904,1.6300000000000086,382.000000000002,254.0000000000013,0.020000000000000108,18.25966299993638,2.3800000000000123,25.40000000000013,4.210000000000022,22.500000000000124,24.500000000000128,1.400000000000007,67.11000000000034,1120851.000000006
2020-03-20,0.915474759615389,0.07967088744959408,0.01566860514112499,2.00000000000001,0.0,0.0,0.805678163633246,1.6300000000000086,382.000000000002,254.0000000000013,0.020000000000000108,23.319240785828228,2.3800000000000123,25.40000000000013,4.210000000000022,22.500000000000124,24.500000000000128,1.400000000000007,67.11000000000034,1120851.000000006
