date,total_cases,new_cases,total_deaths,new_deaths,icu_patients,hosp_patients,weekly_hosp_admissions,total_boosters_per_hundred,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,population
2020-03-11,0.0,0.0,0.0,0.0,6.0050420168067475,0.8074058926327305,1.9414245506856136,0.25000000000000094,4.110000000000015,7521.000000000029,7521.000000000029,0.33000000000000135,1896000.000000007
2020-03-12,0.0,0.0,0.0,0.0,6.004621848739523,0.7282559261127067,1.8875648577459514,0.25000000000000105,4.110000000000017,7521.000000000033,7521.000000000033,0.33000000000000146,1896000.0000000077
2020-03-13,0.0,0.0,0.0,0.0,5.9957094376212305,0.6442850279717315,1.8224932942467635,0.2500000000000011,4.110000000000019,7521.000000000035,7521.000000000035,0.33000000000000157,1896000.0000000084
2020-03-14,0.0,0.0,0.0,0.0,5.9739313994828995,0.5690573391753082,1.752729699191862,0.25000000000000117,4.11000000000002,7521.000000000036,7521.000000000036,0.3300000000000016,1896000.0000000088
2020-03-15,0.0,0.0,0.0,0.0,5.939773048642564,0.5150929397402403,1.6900644043227928,0.2500000000000012,4.110000000000021,7521.000000000038,7521.000000000038,0.3300000000000017,1896000.000000009
2020-03-16,0.0,0.0,0.0,0.0,5.896329463275726,0.5064231307909594,1.6564946510119736,0.2500000000000013,4.110000000000021,7521.00000000004,7521.00000000004,0.33000000000000174,1896000.0000000093
2020-03-17,0.0,0.0,0.0,0.0,5.863989178904766,0.5824029977376933,1.6998047309868425,0.2500000000000013,4.110000000000021,7521.00000000004,7521.00000000004,0.33000000000000174,1896000.0000000095
2020-03-18,0.0,0.0,0.0,0.0,5.8617443082251235,0.7742295269070203,1.8661269806900376,0.2500000000000013,4.110000000000021,7521.00000000004,7521.00000000004,0.33000000000000174,1896000.0000000098
2020-03-19,0.0,0.0,0.0,0.0,5.902998599623925,1.1204103481537646,2.210228719680428,0.2500000000000013,4.110000000000021,7521.00000000004,7521.00000000004,0.33000000000000174,1896000.00000001
2020-03-20,0.0,0.0,0.0,0.0,6.023855284559581,1.6811287048774473,2.801061972856642,0.2500000000000013,4.110000000000021,7521.00000000004,7521.00000000004,0.33000000000000174,1896000.00000001
2020-03-21,0.0,0.0,0.0,0.0,6.2745495112542145,2.525746334734368,3.718152652881016,0.2500000000000013,4.110000000000021,7521.00000000004,7521.00000000004,0.33000000000000174,1896000.00000001
2020-03-22,0.0,0.0,0.0,0.0,6.708239218120697,3.7209904233196927,5.043915071431943,0.2500000000000013,4.110000000000021,7521.00000000004,7521.00000000004,0.33000000000000174,1896000.00000001
2020-03-23,0.0,0.0,0.0,0.0,7.37275989193572,5.344281925440655,6.8681496196696425,0.2500000000000013,4.110000000000021,7521.00000000004,7521.00000000004,0.33000000000000174,1896000.00000001
2020-03-24,0.0,0.0,0.0,0.0,8.30334173537068,7.453250228825177,9.25478060518535,0.2500000000000013,4.110000000000021,7521.00000000004,7521.00000000004,0.33000000000000174,1896000.00000001
