date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,icu_patients,weekly_hosp_admissions,new_tests,new_tests_smoothed,positive_rate,tests_per_case,total_vaccinations_per_hundred,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,male_smokers,hospital_beds_per_thousand,population,excess_mortality_cumulative,excess_mortality
2020-03-11,6.400133400706839,1.1906425655501087,0.8033844077717633,6.000000000000025,0.0,0.0,0.3600000000000013,2.966896288023144,173.00000000000068,660.0000000000026,3290.000000000012,3887.000000000015,0.07000000000000028,14.000000000000053,0.030000000000000117,0.030000000000000117,4779.000000000019,4779.000000000019,0.020000000000000077,4.361647224455794,35.40000000000013,41.50000000000016,2.1100000000000083,19603736.00000008,1.2024911034898147,1.0245249009365016
2020-03-12,8.520991489408008,2.218200728736596,1.0699492862511168,6.000000000000027,0.0,0.0,0.36000000000000154,2.9625246723845247,173.00000000000074,660.0000000000028,3290.0000000000136,3887.000000000017,0.07000000000000031,14.000000000000059,0.03000000000000013,0.03000000000000013,4779.000000000021,4779.000000000021,0.020000000000000087,6.4781213265513,35.40000000000015,41.50000000000018,2.110000000000009,19603736.00000009,1.2111159961845206,1.1798779851335204
2020-03-13,12.441616273811043,3.9907190662680376,1.5645673299113532,6.000000000000028,0.0,0.0,0.36000000000000165,2.955707822323304,173.0000000000008,660.0000000000031,3287.988235294132,3887.000000000018,0.07000000000000034,14.000000000000064,0.030000000000000138,0.030000000000000138,4779.000000000022,4779.000000000022,0.020000000000000094,9.012068370479108,35.40000000000016,41.50000000000019,2.11000000000001,19603736.000000097,1.2227618747817572,1.3677821152237692
2020-03-14,18.868090033412628,6.473501484574996,2.376729796076054,6.00000000000003,0.0,0.0,0.36000000000000176,2.9459174213643307,173.00000000000085,660.0000000000032,3280.979831932789,3887.000000000019,0.07000000000000035,14.000000000000068,0.030000000000000145,0.030000000000000145,4779.000000000023,4779.000000000023,0.020000000000000098,11.93063854353486,35.40000000000017,41.5000000000002,2.1100000000000105,19603736.0000001,1.2377189497191574,1.5878658365794331
2020-03-15,28.393148973023344,9.555578602119056,3.581575627600036,6.000000000000032,0.0,0.0,0.3600000000000019,2.9325028688674664,173.00000000000085,660.0000000000033,3275.6385100194084,3887.00000000002,0.07000000000000037,14.00000000000007,0.03000000000000015,0.03000000000000015,4779.000000000024,4779.000000000024,0.0200000000000001,15.194175578627261,35.400000000000176,41.500000000000206,2.110000000000011,19603736.000000104,1.2561382749913736,1.837236158300771
2020-03-16,39.777667159631854,11.407407933489765,5.07993640719002,6.000000000000032,0.0,0.0,0.3600000000000019,2.9147908555937194,173.00000000000085,660.0000000000034,3278.5130615707985,3887.0000000000205,0.07000000000000037,14.000000000000071,0.030000000000000155,0.030000000000000155,4779.000000000025,4779.000000000025,0.020000000000000104,18.761447456433316,35.400000000000176,41.50000000000021,2.110000000000011,19603736.000000104,1.2780046435415282,2.1103403378593897
2020-03-17,53.51033504974986,13.749835200278952,6.928934205845019,6.000000000000032,0.0,0.0,0.3600000000000019,2.8922196769247703,173.00000000000085,660.0000000000034,3289.567617768278,3887.000000000021,0.07000000000000037,14.000000000000073,0.03000000000000016,0.03000000000000016,4779.000000000025,4779.000000000025,0.020000000000000108,22.60066445463919,35.400000000000176,41.50000000000021,2.110000000000011,19603736.000000104,1.3030748650552615,2.399304980977888
2020-03-18,71.0152011903507,17.517741623221532,9.264650719025028,6.000000000000032,0.0,0.0,0.3600000000000019,2.8642395799301683,173.00000000000085,660.0000000000034,3309.2691684005504,3887.000000000021,0.07000000000000037,14.000000000000075,0.03000000000000016,0.03000000000000016,4779.000000000025,4779.000000000025,0.020000000000000108,26.672065567870202,35.400000000000176,41.50000000000021,2.110000000000011,19603736.000000104,1.3310223506568095,2.6951479341820317
2020-03-19,94.12888634848397,23.12334177009881,12.253182447801443,6.000000000000032,0.0036845507433742753,0.0,0.3600000000000019,2.8302924839133703,173.00000000000085,660.0000000000034,3337.1202505732035,3887.000000000021,0.07000000000000037,14.000000000000076,0.03000000000000016,0.03000000000000016,4779.000000000025,4779.000000000025,0.020000000000000108,30.915394198527146,35.400000000000176,41.50000000000021,2.110000000000011,19603736.000000104,1.3614489589479144,2.9885689107436493
2020-03-20,124.70849410848672,30.586850218976892,16.053932084719897,6.000000000000032,0.018277310924369822,0.0,0.3600000000000019,2.79002624722721,172.9659663865555,660.0000000000034,3371.8659636248008,3887.39705882355,0.06997478991596676,14.003025210084111,0.03000000000000016,0.03000000000000016,4779.000000000025,4779.000000000025,0.020000000000000108,35.259808738746756,35.400000000000176,41.50000000000021,2.110000000000011,19603736.000000104,1.39390727050838,3.270686517760855
2020-03-21,164.3375438198916,39.634481555635475,20.79207705319737,6.000000000000032,0.04347527472527493,0.003988687782805438,0.3600000000000019,2.7435266343538305,172.85409663865636,660.0000000000034,3410.3468870689608,3888.8740546218696,0.06991386554621887,14.011218487395036,0.03000000000000016,0.03000000000000016,4779.000000000025,4779.000000000025,0.020000000000000108,39.61910671566324,35.400000000000176,41.50000000000021,2.110000000000011,19603736.000000104,1.4279306837428625,3.5337350840912634
