date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,male_smokers,life_expectancy,population
2020-11-20,70805.18847583953,1640.5002861187031,1417.5278820596764,909.9314411075331,18.004731869565678,16.133220461292154,4.680000000000024,1.3543450988452368,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,65.41369538604502,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-11-21,72556.29753011829,1751.1090542787524,1490.7482252163823,928.7837456658161,18.852304558282885,16.758244693092607,4.680000000000024,1.3585518105592689,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,65.7364774218868,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-11-22,74423.9062923852,1867.6087622669213,1571.8175840706601,948.5106599280965,19.726914262280392,17.418434651041203,4.680000000000024,1.361363599354489,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,66.08135386473452,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-11-23,76389.83589252754,1965.9296001423402,1660.4837769347043,968.9421093610706,20.431449432974063,18.116251974059857,4.680000000000024,1.3624000427608591,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,66.44221707922325,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-11-24,78461.95996723029,2072.1240747027505,1757.1115802769846,990.1305962418774,21.188486880806856,18.85580581958823,4.680000000000024,1.3613528762852551,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,66.81812531749767,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-11-25,80654.13623269497,2192.1762654646877,1861.6651016589371,1012.1882186746222,22.0576224327448,19.640413188220617,4.680000000000024,1.3580650773820104,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,67.203120167826,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-11-26,82980.50684485103,2326.3706121560504,1973.688244311433,1035.2388046006677,23.050585926045382,20.47166412516679,4.680000000000024,1.3524830355736785,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,67.59220518727878,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-11-27,85451.2236695143,2470.7168246632605,2092.2900555671267,1059.3820123063524,24.143207705684688,21.348720621347653,4.680000000000024,1.344656879136628,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,67.98125570041393,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-11-28,88069.24223500592,2618.0185654916318,2216.1337381847216,1084.6664058037802,25.284393497427743,22.26779078921698,4.680000000000024,1.3347006425457502,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,68.35995534997117,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-11-29,90827.91719661656,2758.674961610648,2343.4284088421646,1111.0692613664114,26.402855562631288,23.221734494627707,4.680000000000024,1.322818468334654,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,68.72631993846426,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-11-30,93700.99935512256,2873.0821585059866,2473.021169107387,1138.384363607228,27.31510224081643,24.20535161434509,4.680000000000024,1.3092463657952715,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,69.0838677819026,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-12-01,96691.51721188183,2990.517856759262,2604.2198647103114,1166.6502151747181,28.265851567490195,25.21663119621458,4.680000000000024,1.2942146709204696,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,69.4394974750825,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-12-02,99804.46862966137,3112.9514177795354,2735.7588115902686,1195.9379522666254,29.287737091907285,26.2497130545624,4.680000000000024,1.277973866797335,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,69.80189621555567,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-12-03,103043.24041859395,3238.771788932588,2866.1015400113874,1226.3132896686197,30.375337401994507,27.296289639014926,4.680000000000024,1.2607591654502976,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,70.18034604660545,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-12-04,106406.92302564568,3363.682607051741,2993.66785264914,1257.8079795333024,31.494689864682744,28.346657436113208,4.680000000000024,1.242782690183394,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,70.58382853947907,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-12-05,109888.29655171666,3481.37352607097,3117.0041181552506,1290.3984054644584,32.590425931155934,29.390505520523867,4.680000000000024,1.224235369285899,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,71.02035330506189,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
