date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters,total_boosters_per_hundred,reproduction_rate,icu_patients,hosp_patients,weekly_icu_admissions,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,aged_65_older,median_age,aged_70_older,extreme_poverty,female_smokers,male_smokers,population,excess_mortality_cumulative,excess_mortality
2020-03-11,6.0675074349547256,1.3439735813314408,0.6666118844221287,1.0000000000000038,0.0,0.0,1.0000000000000038,0.010000000000000038,1.3101095398928835,2.062834744611467,6.155105873922144,2.5111789895086387,214.28184454087992,88.80335887703468,0.027494279371694446,36.907115685270654,4760.000000000019,0.08000000000000031,27.43038405650648,15.070000000000054,41.20000000000016,9.170000000000037,0.7000000000000026,23.100000000000094,37.700000000000145,5643455.0000000205,0.32000000000000123,1.481575372185978
2020-03-12,7.694974467618774,1.8479829999267383,0.9152400697544292,1.0000000000000042,0.0,0.0,1.0000000000000042,0.010000000000000044,1.3103143785783586,2.0685233451839444,7.4283910617340485,2.614391992192239,206.50284914203542,93.21567365034241,0.02999913427144902,35.38977836307789,4760.000000000021,0.08000000000000035,31.282703324307644,15.07000000000006,41.20000000000017,9.17000000000004,0.7000000000000028,23.1000000000001,37.70000000000016,5643455.000000022,0.3200000000000014,1.5985793728923718
2020-03-13,10.026660714967496,2.5422089694020737,1.2439179320831162,1.0000000000000044,0.0,0.0,1.0000000000000044,0.010000000000000047,1.3105063075278238,2.070461675015951,8.86555638615188,2.7186178929344686,200.49837150423204,99.02466732566904,0.03273997772362561,33.75099085052436,4760.000000000022,0.08000000000000038,35.35004526957211,15.070000000000064,41.20000000000019,9.170000000000044,0.7000000000000031,23.100000000000108,37.70000000000017,5643455.000000024,0.3200000000000015,1.7685045499851004
2020-03-14,13.23266521948357,3.4022934432765153,1.6670493087908478,1.0000000000000047,0.0,0.0,1.0000000000000047,0.010000000000000049,1.3105322839748936,2.067616779856019,10.429128504869265,2.821170918084825,196.917831633992,106.32745330614594,0.03563610805031461,32.02921114047896,4760.000000000023,0.08000000000000039,39.55348369361419,15.070000000000068,41.2000000000002,9.170000000000046,0.7000000000000033,23.100000000000115,37.70000000000018,5643455.000000026,0.32000000000000156,1.9959396600647823
2020-03-15,17.436602987010907,4.381988343608011,2.193527931819385,1.0000000000000049,0.0,0.0,1.0000000000000049,0.01000000000000005,1.3102977262326265,2.0590836256159992,12.080055816273173,2.9194496171350517,196.69126642103402,115.25551241012033,0.03862171581472375,30.2433530870981,4760.000000000024,0.0800000000000004,43.79902841339107,15.070000000000071,41.20000000000021,9.170000000000048,0.7000000000000034,23.100000000000122,37.70000000000019,5643455.000000028,0.3200000000000016,2.2814555068917897
2020-03-16,22.57919755376825,5.298870055378934,2.8315804996079192,1.000000000000005,0.0,0.0,1.000000000000005,0.010000000000000052,1.3097661194967083,2.045492421862293,13.780403853155132,3.011015784279865,201.37829144473508,126.00155673810113,0.04159847819911657,28.4462236065324,4760.000000000025,0.08000000000000042,47.96044002368269,15.070000000000075,41.200000000000216,9.170000000000048,0.7000000000000035,23.100000000000122,37.700000000000195,5643455.000000028,0.32000000000000167,2.6215128371131633
2020-03-17,28.756634752268717,6.309527460732662,3.5880342758048482,1.000000000000005,0.0,0.0,1.000000000000005,0.010000000000000054,1.3089356109541426,2.028624810902217,15.508670698528302,3.0949965320874546,211.07138826680955,138.74386309333045,0.04445192910829031,26.698176108260675,4760.000000000025,0.08000000000000043,51.95233987555138,15.070000000000075,41.200000000000216,9.170000000000048,0.7000000000000035,23.100000000000122,37.7000000000002,5643455.000000028,0.3200000000000017,3.009842841889731
2020-03-18,36.09300935444079,7.443199247779635,4.460326288624816,1.000000000000005,0.0,0.0,1.000000000000005,0.010000000000000054,1.3078104671037796,2.0108674446343255,17.241587057509705,3.170737194983963,225.41974999131634,153.58829486363095,0.04707488736127598,25.06214048455688,4760.000000000025,0.08000000000000043,55.70688952204824,15.070000000000075,41.200000000000216,9.170000000000048,0.7000000000000035,23.100000000000122,37.7000000000002,5643455.000000028,0.3200000000000017,3.439943286648628
2020-03-19,44.69634072623792,8.6852921313745,5.437604929784719,1.000000000000005,0.0,0.0,1.000000000000005,0.010000000000000054,1.3064169970634538,1.9936386248461413,18.94385997639023,3.2377467737889973,243.7325241935523,170.513457734666,0.04937694767997452,23.59258791028259,4760.000000000025,0.08000000000000043,59.167072442118055,15.070000000000075,41.200000000000216,9.170000000000048,0.7000000000000035,23.100000000000122,37.7000000000002,5643455.000000028,0.3200000000000017,3.9025791982951863
2020-03-20,54.62558456859582,9.988338846430054,6.501556153705715,1.000000000000005,0.0,0.0,1.000000000000005,0.010000000000000054,1.3047923858066421,1.9797797120088814,20.576139972596522,3.295657019117263,265.2382586913832,189.5250092673864,0.05129321496166164,22.33272309172942,4760.000000000025,0.08000000000000043,62.27506338136239,15.070000000000075,41.200000000000216,9.170000000000048,0.7000000000000035,23.100000000000122,37.7000000000002,5643455.000000028,0.3200000000000017,4.386196518954106
2020-03-21,65.8658917231503,11.280216642902717,7.627023126914725,1.000000000000005,0.0,0.0,1.000000000000005,0.010000000000000054,1.3029527250369486,1.9728761544009754,22.115379058309742,3.3441917439297892,289.1976339021836,210.5785500985686,0.05276774573966907,21.317244322675563,4760.000000000025,0.08000000000000043,64.99325535761207,15.070000000000075,41.200000000000216,9.170000000000048,0.7000000000000035,23.100000000000122,37.7000000000002,5643455.000000028,0.3200000000000017,4.877644895910574
2020-03-22,78.31005227652578,12.470311157031617,8.782470965095563,1.000000000000005,0.0,0.0,1.000000000000005,0.010000000000000054,1.30092947590441,1.9754877557490214,23.54235200543241,3.383143807947347,316.1677794020746,233.75644004645432,0.05374112927889538,20.570008225846387,4760.000000000025,0.08000000000000043,67.29578266235913,15.070000000000075,41.200000000000216,9.170000000000048,0.7000000000000035,23.100000000000122,37.7000000000002,5643455.000000028,0.3200000000000017,5.36313232370134
2020-03-23,91.69793998308941,13.407500659305732,9.940772260667199,1.000000000000005,0.0,0.0,1.000000000000005,0.010000000000000054,1.2987716059586907,1.991392804529933,24.85721649276213,3.412357855960515,347.65141632272656,259.2343145209433,0.05417688768315351,20.12010474727751,4760.000000000025,0.08000000000000043,69.182020254688,15.070000000000075,41.200000000000216,9.170000000000048,0.7000000000000035,23.100000000000122,37.7000000000002,5643455.000000028,0.3200000000000017,5.829353675318263
2020-03-24,106.03455712047821,14.351326851945387,11.089496777918002,1.000000000000005,0.0,0.0,1.000000000000005,0.010000000000000054,1.2964820658135576,2.0235381392733416,26.060155420638218,3.430997083446982,383.8213515115996,287.2368703444895,0.0540686709336645,19.985770221738054,4760.000000000025,0.08000000000000043,70.67969990336258,15.070000000000075,41.200000000000216,9.170000000000048,0.7000000000000035,23.100000000000122,37.7000000000002,5643455.000000028,0.3200000000000017,6.262703311710797
2020-03-25,121.33351318618952,15.30998835162875,12.2132083946861,1.000000000000005,0.0,0.0,1.000000000000005,0.010000000000000054,1.294082299198567,2.071079590233936,27.142595557075346,3.4383138389958052,424.29961091876834,317.99439483981564,0.053420443083894216,20.17938584342057,4760.000000000025,0.08000000000000043,71.83352476591894,15.070000000000075,41.200000000000216,9.170000000000048,0.7000000000000035,23.100000000000122,37.7000000000002,5643455.000000028,0.3200000000000017,6.6493801063706055
2020-03-26,137.593541483049,16.26830251129754,13.296385287611237,1.000000000000005,0.0006140917905623792,0.0,1.000000000000005,0.010000000000000054,1.29163864747585,2.1366645730891594,28.150272459661757,3.4341352314954503,469.4623293914042,351.88267395791667,0.05229093024440101,20.68174203285634,4760.000000000025,0.08000000000000043,72.6738055007483,15.070000000000075,41.200000000000216,9.170000000000048,0.7000000000000035,23.100000000000122,37.7000000000002,5643455.000000028,0.3200000000000017,6.977158013566865
2020-03-27,154.7808865583116,17.193550736091154,14.325610071073676,1.000000000000005,0.0030462184873949706,0.0,1.000000000000005,0.010000000000000054,1.2893660250380465,2.2271105823702015,29.04209994914197,3.419134990894656,519.2353540248081,389.3406415382507,0.05076490098000412,21.441500448365623,4760.000000000025,0.08000000000000043,73.26862012426851,15.070000000000075,41.200000000000216,9.170000000000048,0.7000000000000035,23.100000000000122,37.7000000000002,5643455.000000028,0.3200000000000017,7.236637486996658
2020-03-28,172.81609478298742,18.039862470297223,15.291212401398365,1.000000000000005,0.007245879120879156,0.0006493212669683272,1.000000000000005,0.010000000000000054,1.2874967230448586,2.3444602800226453,29.80998478732517,3.394945019142924,574.647556242589,430.99740099854984,0.04895473585135738,22.387872265815304,4760.000000000025,0.08000000000000043,73.68939124058352,15.070000000000075,41.200000000000216,9.170000000000048,0.7000000000000035,23.100000000000122,37.7000000000002,5643455.000000028,0.3200000000000017,7.422107536246674
2020-03-29,191.56410728633594,18.751503187564573,16.188500930008075,1.000000000000005,0.013013594861021398,0.002197398190045257,1.000000000000005,0.010000000000000054,1.2861710232144796,2.487902417515372,30.471224854230186,3.3641467087657304,637.2177453978446,477.51794409086534,0.04693841775794279,23.496503746872826,4760.000000000025,0.08000000000000043,73.99602500768403,15.070000000000075,41.200000000000216,9.170000000000048,0.7000000000000035,23.100000000000122,37.7000000000002,5643455.000000028,0.3200000000000017,7.532393792825888
2020-03-30,210.67430864833347,19.11281937515956,17.00357382291009,0.9987394957983244,0.01877764928086629,0.0047973699095022835,1.000000000000005,0.010000000000000054,1.2853743889363947,2.6564245506930946,31.056828466141333,3.33017208716577,707.0753808001623,529.3550708671157,0.04478283723571636,24.73983740937896,4760.000000000025,0.08000000000000043,74.2431273530482,15.070000000000075,41.200000000000216,9.170000000000048,0.7000000000000035,23.100000000000122,37.7000000000002,5643455.000000028,0.3200000000000017,7.5715335245067665
2020-03-31,230.12759638605658,19.45525124759465,17.732789287673867,0.9963235294117698,0.025508576327165612,0.008552778563348459,1.000000000000005,0.010000000000000054,1.2849743922194277,2.847118025172379,31.58864591327767,3.2953366099306156,782.9815679207437,586.7445190520832,0.042559170590006454,26.09491684177893,4760.000000000025,0.08000000000000043,74.48818714374553,15.070000000000075,41.200000000000216,9.170000000000048,0.7000000000000035,23.100000000000122,37.7000000000002,5643455.000000028,0.3200000000000017,7.54896316859017
