date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,population_density,median_age,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,hospital_beds_per_thousand,population
2020-03-11,3.315865691358842,0.5084491273614843,0.3681824468215401,1.0000000000000038,0.0,0.0,0.010000000000000038,1.3300252100840386,392.0000000000016,338.0000000000013,0.12000000000000047,8.300000000000033,0.25000000000000094,189.00000000000065,0.010000000000000038,82.6000000000003,39.10000000000015,5.00000000000002,322.69000000000125,10.08000000000004,4.280000000000016,2093606.000000008
2020-03-12,4.0094490603562605,0.7628682854235957,0.44232257377417955,1.0000000000000042,0.0006140917905623792,0.0,0.010000000000000044,1.3300609243697536,392.0000000000017,338.0000000000014,0.12000000000000052,8.300000000000036,0.25000000000000105,189.00000000000074,0.010000000000000044,82.60000000000034,39.100000000000165,5.000000000000022,322.6900000000014,10.080000000000043,4.280000000000019,2093606.0000000088
2020-03-13,5.157975612332493,1.1985248404413265,0.5719450654308298,1.0000000000000044,0.0030462184873949706,0.0,0.010000000000000047,1.3301266564318097,392.0000000000018,338.00000000000153,0.12000000000000055,8.30000000000004,0.2500000000000011,189.00000000000082,0.010000000000000047,82.60000000000036,39.10000000000018,5.000000000000024,322.69000000000153,10.080000000000046,4.280000000000021,2093606.0000000093
2020-03-14,6.930133292959792,1.8061011287149689,0.7784011067654317,1.0000000000000047,0.007245879120879156,0.0006493212669683272,0.010000000000000049,1.3302124777795798,392.00000000000193,338.0000000000016,0.12000000000000058,8.300000000000042,0.25000000000000117,189.00000000000088,0.010000000000000049,82.60000000000039,39.10000000000019,5.000000000000025,322.6900000000016,10.080000000000048,4.280000000000022,2093606.0000000098
2020-03-15,9.465360150715341,2.557678626109601,1.0795123685356147,1.0000000000000049,0.013013594861021398,0.002197398190045257,0.01000000000000005,1.3302571282118683,392.00000000000205,338.00000000000165,0.1200000000000006,8.300000000000043,0.2500000000000012,189.0000000000009,0.01000000000000005,82.6000000000004,39.1000000000002,5.000000000000026,322.69000000000165,10.08000000000005,4.2800000000000225,2093606.0000000102
2020-03-16,12.69098843882839,3.2424671143785884,1.484211684287946,0.9936974789916017,0.013735632474143566,0.004078882514544297,0.010000000000000052,1.3301542230173387,392.00000000000205,338.0000000000017,0.12000000000000062,8.300000000000043,0.2500000000000013,189.00000000000094,0.010000000000000052,82.60000000000042,39.10000000000021,5.000000000000027,322.69000000000165,10.080000000000052,4.2800000000000225,2093606.0000000107
2020-03-17,16.70471514941868,4.026355830289445,2.0033837147350333,0.9816176470588286,0.015844710780947055,0.006457190328054325,0.010000000000000054,1.329763695705152,392.00000000000205,338.00000000000176,0.12000000000000063,8.300000000000043,0.2500000000000013,189.00000000000097,0.010000000000000054,82.60000000000042,39.10000000000021,5.000000000000027,322.69000000000165,10.080000000000053,4.2800000000000225,2093606.0000000107
2020-03-18,21.671280382749252,4.976037073104942,2.6442813219271697,0.9685984970911492,0.023195750280280474,0.00992757277189726,0.010000000000000054,1.3290226748170042,392.00000000000205,338.00000000000176,0.12000000000000063,8.300000000000043,0.2500000000000013,189.000000000001,0.010000000000000054,82.60000000000042,39.10000000000021,5.000000000000027,322.69000000000165,10.080000000000053,4.2800000000000225,2093606.0000000107
2020-03-19,27.765629000701303,6.101452497782825,3.408662025705243,0.9619045935682016,0.03771032272960283,0.015294419074721299,0.010000000000000054,1.3280000377869632,392.1714285714306,338.00000000000176,0.12000000000000063,8.300000000000043,0.2500000000000013,189.000000000001,0.010000000000000054,82.60000000000042,39.10000000000021,5.000000000000027,322.69000000000165,10.080000000000053,4.2800000000000225,2093606.0000000107
2020-03-20,35.13028186688029,7.369980776052067,4.291390346040416,0.9698124141483568,0.05985998833033093,0.023404233827695846,0.010000000000000054,1.3268274362264556,392.3903361344559,338.00000000000176,0.12000000000000063,8.300000000000043,0.2500000000000013,189.000000000001,0.010000000000000054,82.60000000000042,39.10000000000021,5.000000000000027,322.69000000000165,10.080000000000053,4.2800000000000225,2093606.0000000107
2020-03-21,43.84336427669554,8.717078342220063,5.279389559788888,1.000549355860138,0.08902879861684992,0.035020369940907715,0.010000000000000054,1.3256470800786995,392.4762847446692,338.00000000000176,0.12000000000000063,8.300000000000043,0.2500000000000013,189.000000000001,0.010000000000000054,82.60000000000042,39.10000000000021,5.000000000000027,322.69000000000165,10.080000000000053,4.2800000000000225,2093606.0000000107
2020-03-22,53.89462727991996,10.054259952528028,6.350855518257969,1.0614979897457837,0.12378517362327124,0.05072907836065829,0.010000000000000054,1.3246566093479728,392.2891786522323,338.00000000000176,0.12000000000000063,8.300000000000043,0.2500000000000013,189.000000000001,0.010000000000000054,82.60000000000042,39.10000000000021,5.000000000000027,322.69000000000165,10.080000000000053,4.2800000000000225,2093606.0000000107
2020-03-23,64.95317795832406,11.06079839038182,7.468188018783989,1.1371706804153512,0.1419177425316101,0.06887744871878088,0.010000000000000054,1.324095398187452,391.85432742808877,338.00000000000176,0.12000000000000063,8.300000000000043,0.2500000000000013,189.000000000001,0.010000000000000054,82.60000000000042,39.10000000000021,5.000000000000027,322.69000000000165,10.080000000000053,4.2800000000000225,2093606.0000000107
2020-03-24,77.08228812291256,12.130795948571777,8.626354168580574,1.2334048364265766,0.1652456760001946,0.09001587580863982,0.010000000000000054,1.3242401006767899,391.3442200377769,338.00000000000176,0.12000000000000063,8.300000000000043,0.2500000000000013,189.000000000001,0.010000000000000054,82.60000000000042,39.10000000000021,5.000000000000027,322.69000000000165,10.080000000000053,4.2800000000000225,2093606.0000000107
2020-03-25,90.44802830937917,13.367004524454067,9.825452116416056,1.368476381036806,0.20547918266271908,0.11582331603553635,0.010000000000000054,1.3252633011055257,390.53143587513347,338.00126050420346,0.12001260504201744,8.299495798319372,0.2500000000000013,189.000000000001,0.010000000000000054,82.60000000000042,39.10000000000021,5.000000000000027,322.69000000000165,10.080000000000053,4.2800000000000225,2093606.0000000107
2020-03-26,105.24444075368939,14.797360697800823,11.068133851371533,1.5664348552669414,0.2680072538360832,0.14847770034274824,0.010000000000000054,1.3271944053701934,389.34414898133446,337.98602941176654,0.120036764705883,8.297773109243742,0.2500000000000013,189.000000000001,0.010000000000000054,82.60000000000042,39.10000000000021,5.000000000000027,322.69000000000165,10.080000000000053,4.2800000000000225,2093606.0000000107
