date,total_cases,new_cases,total_deaths,new_deaths,total_boosters_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,life_expectancy,population
2020-03-11,0.0,0.0,0.0,0.0,9.940000000000037,595.0000000000024,595.0000000000024,0.12000000000000047,23.150000000000084,20546.77000000008,39.200000000000166,84.24000000000032,695180.0000000026
2020-03-12,0.0,0.0,0.0,0.0,9.94000000000004,595.0000000000026,595.0000000000026,0.12000000000000052,23.15000000000009,20546.77000000009,39.20000000000018,84.24000000000035,695180.0000000029
2020-03-13,0.0,0.0,0.0,0.0,9.940000000000044,595.0000000000027,595.0000000000027,0.12000000000000055,23.150000000000098,20546.7700000001,39.20000000000019,84.24000000000038,695180.0000000031
2020-03-14,0.0,0.0,0.0,0.0,9.940000000000047,595.0000000000028,595.0000000000028,0.12000000000000058,23.150000000000105,20546.770000000102,39.200000000000195,84.2400000000004,695180.0000000033
2020-03-15,0.0,0.0,0.0,0.0,9.94000000000005,595.000000000003,595.000000000003,0.1200000000000006,23.150000000000112,20546.770000000106,39.2000000000002,84.24000000000042,695180.0000000034
2020-03-16,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000062,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000035
2020-03-17,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-03-18,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-03-19,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-03-20,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-03-21,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-03-22,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-03-23,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-03-24,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-03-25,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-03-26,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-03-27,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-03-28,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-03-29,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-03-30,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-03-31,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-01,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-02,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-03,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-04,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-05,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-06,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-07,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-08,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-09,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-10,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-11,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-12,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-13,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-14,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-15,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-16,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-17,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-18,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-19,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-20,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-21,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-22,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-23,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-24,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-25,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-26,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-27,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
2020-04-28,0.0,0.0,0.0,0.0,9.940000000000051,595.0000000000031,595.0000000000031,0.12000000000000063,23.150000000000112,20546.770000000106,39.20000000000021,84.24000000000044,695180.0000000036
