date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,hospital_beds_per_thousand,human_development_index,population
2020-03-11,0.9497575953458341,0.01528289714164711,0.00737969495468783,2.0000000000000075,0.0,0.0,0.010000000000000038,0.21000000000000082,1118.000000000004,239.00000000000097,0.060000000000000234,16.100000000000065,0.030000000000000117,2338.000000000009,63.000000000000256,0.0,22.414730108013032,36.200000000000145,3.0000000000000124,0.8000000000000032,1531043.0000000058
2020-03-12,0.9390473497091183,0.03361795824731495,0.01213270269630032,2.0000000000000084,0.0,0.0,0.010000000000000044,0.2100000000000009,1118.0000000000045,239.00000000000108,0.06000000000000026,16.100000000000072,0.03000000000000013,2338.00000000001,63.00000000000028,0.0,24.201205202234743,36.20000000000016,3.0000000000000133,0.8000000000000034,1531043.0000000065
2020-03-13,0.9516998626373668,0.06454766390203456,0.020893967875489673,2.000000000000009,0.0,0.0,0.010000000000000047,0.210000000000001,1118.000000000005,239.00000000000114,0.060000000000000275,16.100000000000076,0.030000000000000138,2338.000000000011,63.00000000000029,0.0,26.25261188486938,36.20000000000017,3.000000000000014,0.8000000000000036,1531043.000000007
2020-03-14,1.0008789693762166,0.10742820106162643,0.035132014368155814,2.0000000000000093,0.0,0.0,0.010000000000000049,0.21000000000000105,1118.0000000000052,239.0000000000012,0.06000000000000029,16.10000000000008,0.030000000000000145,2338.0000000000114,63.000000000000306,0.0,28.537245435953313,36.20000000000018,3.000000000000015,0.8000000000000038,1531043.0000000072
2020-03-15,1.0983967835932502,0.16032228201793972,0.05606620534625276,2.0000000000000098,0.0,0.0,0.01000000000000005,0.21000000000000107,1118.0000000000055,239.00000000000125,0.0600000000000003,16.100000000000083,0.03000000000000015,2338.000000000012,63.00000000000031,0.0,31.02432903494823,36.20000000000019,3.000000000000016,0.800000000000004,1531043.0000000075
2020-03-16,1.1718260298410286,0.1396502441572815,0.07444816726114414,2.00000000000001,0.0,0.0,0.010000000000000052,0.2100000000000011,1118.0000000000057,239.00000000000128,0.06000000000000031,16.100000000000087,0.030000000000000155,2338.000000000012,63.00000000000032,0.0,33.66106384149889,36.200000000000195,3.000000000000016,0.800000000000004,1531043.0000000077
2020-03-17,1.234477150047224,0.13164459973076004,0.09185115453441674,2.00000000000001,0.0,0.0,0.010000000000000054,0.21000000000000113,1118.000000000006,239.0000000000013,0.06000000000000032,16.100000000000087,0.03000000000000016,2338.000000000012,63.00000000000033,0.0,36.39771255468596,36.2000000000002,3.000000000000016,0.800000000000004,1531043.000000008
2020-03-18,1.3521668476679343,0.18808380532489644,0.11633212802104544,2.00000000000001,0.0,0.0,0.010000000000000054,0.21000000000000116,1118.000000000006,239.0000000000013,0.06000000000000032,16.100000000000087,0.03000000000000016,2338.000000000012,63.00000000000033,0.0,39.20007756404298,36.2000000000002,3.000000000000016,0.800000000000004,1531043.0000000081
2020-03-19,1.6182944958026662,0.33616627997945214,0.15935478444500223,2.00000000000001,0.0012281835811247584,0.0,0.010000000000000054,0.21000000000000116,1118.000000000006,239.0000000000013,0.06000000000000032,16.100000000000087,0.03000000000000016,2338.000000000012,63.00000000000033,0.0,42.03722591705299,36.2000000000002,3.000000000000016,0.800000000000004,1531043.0000000081
2020-03-20,2.135149443280575,0.584655414574119,0.2334818284759629,2.00000000000001,0.006092436974789941,0.0,0.010000000000000054,0.21000000000000116,1118.000000000006,239.0000000000013,0.06000000000000032,16.100000000000087,0.03000000000000016,2338.000000000012,63.00000000000033,0.0,44.86511837120934,36.2000000000002,3.000000000000016,0.800000000000004,1531043.0000000081
2020-03-21,2.9998914942251442,0.9284883288685364,0.3506441767868373,2.00000000000001,0.014491758241758312,0.0013450226244343922,0.010000000000000054,0.21000000000000116,1118.000000000006,239.0000000000013,0.06000000000000032,16.100000000000087,0.03000000000000016,2338.000000000012,63.00000000000033,0.0,47.638829082220916,36.2000000000002,3.000000000000016,0.800000000000004,1531043.0000000081
2020-03-22,4.294036267727693,1.3522324392823044,0.5208428610969166,2.00000000000001,0.026027189722042796,0.0045517533936651755,0.010000000000000054,0.21000000000000116,1118.000000000006,239.0000000000013,0.06000000000000032,16.100000000000087,0.03000000000000016,2338.000000000012,63.00000000000033,0.0,50.32171037016609,36.2000000000002,3.000000000000016,0.800000000000004,1531043.0000000081
2020-03-23,6.052880141972254,1.8099888090997418,0.7594695731012931,1.9949579831932875,0.035034290158371215,0.00958446792178414,0.010000000000000054,0.21000000000000116,1118.000000000006,239.0000000000013,0.06000000000000032,16.100000000000087,0.03000000000000016,2338.000000000012,63.00000000000033,0.0,52.88616739300926,36.2000000000002,3.000000000000016,0.800000000000004,1531043.0000000081
2020-03-24,8.326634896395177,2.3170746708196406,1.0717696006404522,1.985294117647069,0.046185219881221956,0.016687058116515913,0.010000000000000054,0.21001260504201796,1118.000000000006,239.0000000000013,0.06000000000000032,16.100000000000087,0.03000000000000016,2338.000000000012,63.00000000000033,0.0,55.31164445232005,36.2000000000002,3.000000000000016,0.800000000000004,1531043.0000000081
2020-03-25,11.15320177022789,2.861642460774724,1.4538868320252685,1.9748787976729258,0.062014480521776334,0.0262210143372254,0.010000000000000054,0.21004936974790034,1118.000000000006,239.0000000000013,0.06000000000000032,16.100000000000087,0.03000000000000016,2338.000000000012,63.00000000000033,0.0,57.58705557582707,36.2000000000002,3.000000000000016,0.800000000000004,1531043.0000000081
2020-03-26,14.547836040017428,3.4215550517866093,1.8949080134824334,1.969523674854568,0.08345332968674292,0.03854391201342335,0.010000000000000054,0.21011217275371805,1118.000000000006,239.0000000000013,0.06000000000000032,16.100000000000087,0.03000000000000016,2338.000000000012,63.00000000000033,0.0,59.70955250927828,36.2000000000002,3.000000000000016,0.800000000000004,1531043.0000000081
2020-03-27,18.49539545276683,3.966958144043585,2.378395942238527,1.9758499313186921,0.11023059196447568,0.05391827660864554,0.010000000000000054,0.21017575852456483,1118.000000000006,239.0000000000013,0.06000000000000032,16.100000000000087,0.03000000000000016,2338.000000000012,63.00000000000033,0.0,61.68710491201698,36.2000000000002,3.000000000000016,0.800000000000004,1531043.0000000081
2020-03-28,22.944526550790428,4.462209558258942,2.883539361333071,2.0004394846881173,0.14117326717956263,0.07244323234336214,0.010000000000000054,0.21021197403240258,1118.000000000006,239.0000000000013,0.06000000000000032,16.100000000000087,0.03000000000000016,2338.000000000012,63.00000000000033,0.0,63.54043550366376,36.2000000000002,3.000000000000016,0.800000000000004,1531043.0000000081
2020-03-29,27.80330441535532,4.867326205539722,3.386015380728317,2.049198391796634,0.17443198658376738,0.09400323873715982,0.010000000000000054,0.21017223197873014,1118.000000000006,239.0000000000013,0.06000000000000032,16.100000000000087,0.03000000000000016,2338.000000000012,63.00000000000033,0.0,65.28614999555657,36.2000000000002,3.000000000000016,0.800000000000004,1531043.0000000081
2020-03-30,33.0065507097066,5.209657550082403,3.8719598225533556,2.1243583930717835,0.20765010499923514,0.1189481304103362,0.010000000000000054,0.21001168852832713,1118.000000000006,239.0000000000013,0.06000000000000032,16.100000000000087,0.03000000000000016,2338.000000000012,63.00000000000033,0.0,66.93007484314458,36.2000000000002,3.000000000000016,0.800000000000004,1531043.0000000081
2020-03-31,38.52703649705055,5.52529422914229,4.330499925092141,2.2293709279647977,0.24303557487095237,0.1472844656164144,0.010000000000000054,0.20968426736586424,1118.000000000006,239.0000000000013,0.06000000000000032,16.100000000000087,0.03000000000000016,2338.000000000012,63.00000000000033,0.0,68.49584023061323,36.2000000000002,3.000000000000016,0.800000000000004,1531043.0000000081
2020-04-01,44.29020303536072,5.766772869658924,4.745681343301984,2.3676325915779977,0.27907693971817926,0.1784426640151554,0.010000000000000054,0.2091405437693888,1118.000000000006,239.0000000000013,0.06000000000000032,16.100000000000087,0.03000000000000016,2338.000000000012,63.00000000000033,0.0,69.98723214451788,36.2000000000002,3.000000000000016,0.800000000000004,1531043.0000000081
