date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,new_tests,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,extreme_poverty,male_smokers,life_expectancy,population
2020-11-30,3932.9200793029836,8.4794090321737,7.114807500752175,59.997433016942736,3.9752241547424134,2.9714490196493055,0.24000000000000127,1.275855951207919,4030.8896179907915,3.376780665793342e-30,453.27320731991057,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,49.521941625745015,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-01,3941.934872017644,9.014792714660349,7.534298579668862,59.998074762707134,4.141081981603035,3.3260121041035013,0.24000000000000127,1.2870441935287595,4187.747594876422,2.5325854993450063e-30,433.09018506330125,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,49.64235473256029,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-02,3951.5575373357983,9.622665318154295,8.01282978478398,59.99855607203044,4.2247513698480486,3.620879633992306,0.24000000000000127,1.2960615872926606,4350.166061380336,1.8994391245087546e-30,415.0030621976057,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,49.739852668683376,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-03,3961.8570670290037,10.299529693205265,8.545558828568605,59.99891705402291,4.203146591380871,3.84203028140891,0.24000000000000127,1.3029274121889545,4510.585922893695,1.424579343381566e-30,399.0674453230593,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,49.81468329595346,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-04,3972.878983206471,11.021916177466993,9.124487479538946,59.99918779051727,4.068649536295839,3.9789480504232047,0.24000000000000127,1.3077332126646652,4663.289377529038,1.0684345075361745e-30,385.18264766391746,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,49.86860490893996,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-05,3984.630358930392,11.751375723921209,9.738510406034315,59.99939084288803,3.8252428083304806,4.026515821269252,0.24000000000000127,1.3106299030343767,4806.136684084084,8.013258806521308e-31,373.41565090630957,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,49.904957883385705,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-06,3997.068583677438,12.438224747045647,10.373451809050641,59.99954313216611,3.485609546454716,3.986435508485881,0.24000000000000127,1.3118315093701605,4936.996194381752,6.009944104890981e-31,363.5424363051367,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,49.928718412539354,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-07,4009.350500460088,12.281916782650121,10.916660123756323,59.99965734912466,3.0689582910627586,3.857490658513737,0.24000000000000127,1.3116439940185725,5050.505936995112,4.507458078668235e-31,355.61958579381746,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,49.946538809404586,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-08,4021.5459070192796,12.195406559191872,11.371052946728055,59.99974301184358,2.599391633617045,3.6376609803106468,0.24000000000000127,1.3104293432838083,5133.112435939619,3.3805935590011763e-31,349.40228792325627,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,49.94239570369216,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-09,4034.216363037575,12.67045601829502,11.806491390718328,59.99980725888277,2.1046827038811746,3.335125825730726,0.24000000000000127,1.308645213668417,5185.647901615355,2.5354451692508823e-31,344.490164552656,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,49.91886190381961,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-10,4048.1875308431518,13.971167805576492,12.331062951571408,59.999855444162165,1.615357535344624,2.9657142788003097,0.24000000000000127,1.3068114797406487,5217.104235843069,1.9015838769381618e-31,340.24843789413046,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,49.890212685136916,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-11,4064.3784309377993,16.190900094647816,13.069543658410314,59.99989158312171,1.2115181515084679,2.550992722674895,0.24000000000000127,1.3053626498830577,5247.9971490865755,6.140917905623565e-06,335.9639544710185,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,49.87725550609581,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-12,4083.6733836429157,19.294952705116476,14.147244686277055,59.99991868734136,0.9086386136313509,2.116830514856851,0.24000000000000127,1.3045575400949065,5311.15490771022,0.0001246767937944411,331.0076878959275,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,49.90345229537671,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-13,4106.825965334003,23.152581691086922,15.677897315612796,59.9999390155061,0.6814789602235132,1.6923242436087023,0.24000000000000127,1.3045149553297466,5438.253381816932,0.0003730809631544941,324.9770942994509,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,49.992011167233954,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-14,4132.986555448471,26.160590114469088,17.660558248506653,59.999954261629654,0.5111092201676348,1.3089909202630878,0.24000000000000127,1.3052735791346743,5662.652479801622,0.0007588023190045286,317.435404758202,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,50.16370520800472,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-15,4162.711733005235,29.725177556763313,20.164763870607565,59.99996569622232,0.3833319151257261,0.9817431901973159,0.24000000000000127,1.3067633614680083,5995.489763858983,0.001280155391483523,307.96532376903974,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,50.43523656599068,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-16,4197.263631686706,34.55189868147042,23.29060199151422,59.999974272166824,0.2874989363442946,0.736307392647987,0.24000000000000127,1.308807168806244,6447.596088246542,0.001926987907542835,296.3922281208978,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,50.81800951886929,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-17,4238.158825898196,40.89519421149075,27.136786658470882,59.99998070412521,0.21562420225822093,0.5522305444859902,0.24000000000000127,1.3112055705284082,7020.494625978066,0.00268118146071531,282.9475954604216,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,51.31721027425223,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-18,4286.82999531247,48.67116941427427,31.77671426663926,59.99998552809399,0.1617181516936657,0.4141729083644926,0.24000000000000127,1.3137647144186093,7723.422973362038,0.0035170270134421144,268.1529800471588,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,51.93111682010424,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-19,4344.372173278153,57.542177965683194,37.2405056418024,59.999989146070575,0.12128861377024928,0.31062968127336943,0.24000000000000127,1.3163330703970229,8550.575988909713,0.00440150652381786,252.5946994826868,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,52.65058131255725,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-20,4411.352433126042,66.9802598478889,43.50153760239261,59.99999185955302,0.09096646032768696,0.23297226095502707,0.24000000000000127,1.318810727167517,9473.232848178746,0.005294504165649444,236.7965158854478,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,53.458641866770954,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-21,4486.5894218064,75.23698868035767,50.51243826966786,59.99495187785813,0.06822484524576522,0.1747291957162703,0.24000000000000127,1.321139234774476,10449.002237944032,0.006174174827533799,221.09364418622573,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,54.33023140007829,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-22,4570.747900226817,84.15847842041707,58.288671462432006,59.98528953864579,0.051168633934323915,0.13104689678720272,0.24000000000000127,1.3233004506445305,11433.93175279547,0.00702138742317137,205.6692247363082,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,55.24946766770586,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-23,4664.817066088026,94.06916586120826,66.79125246560241,59.97487536342204,0.038376475450742936,0.09828517259040204,0.24000000000000127,1.325333612062262,12391.528937414982,0.007821793637837495,190.74144990323327,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,56.207357053300484,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-24,4769.711732985548,104.89466689752243,75.93421762974494,59.969521099166485,0.03123872375030672,0.07371387944280153,0.24000000000000127,1.327242613700868,13298.932950637212,0.008567864297544265,176.55579169374704,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,57.18480867556045,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-25,4885.973214735936,116.26148175038831,85.59022657072515,59.97584799955271,0.03377164139062278,0.055285409582101146,0.24000000000000127,1.3289752699071977,14149.749777619172,0.009247811603895125,163.33997725447333,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,58.157403371570226,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-26,5013.544988621449,127.57177388551285,95.59476381944675,60.00043803586371,0.0451735920642988,0.044107722344946906,0.24000000000000127,1.3304670697542527,14939.133907228625,0.009860874863231638,151.2826009111202,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,59.09897043430154,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-27,5151.604442823561,138.0594542021116,105.74929005915538,60.04919730517841,0.06419693612967223,0.04004459266368758,0.24000000000000127,1.3316382790448447,15677.290346387881,0.010404059508768283,140.50515204080637,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,59.98427016573917,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-28,5296.70979624179,145.10535341822904,115.73088286434088,60.12309707390652,0.08547801883933581,0.04303215167294351,0.24000000000000127,1.3323823938343786,16379.713024820025,0.010874311599902022,131.06361031373353,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,60.79100579172528,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-29,5449.050123522657,152.3403272808666,125.47158263952932,60.22569384615395,0.11128045983085959,0.05282938201585836,0.24000000000000127,1.3325607126349972,17032.26429350192,0.011270148696694472,122.98863210504818,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,61.501332398092686,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-30,5609.77765405118,160.72753052852352,134.99466580964076,60.36135183257935,0.142170752112964,0.06899291563277304,0.24000000000000127,1.3320388279474844,17653.785760527244,0.011592883015733541,116.37280407232215,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,62.10298863276482,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2020-12-31,5780.40741636257,170.6297623113897,144.38585811611898,60.53390980203641,0.17744254372273244,0.09085813210273125,0.24000000000000127,1.3306952489502724,18267.046156206707,0.011847538797029652,111.19899219451324,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,62.59014548233065,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-01,5962.366971450992,181.95955508842297,153.77174458902874,60.74568122030567,0.21543484896852036,0.1175249823996085,0.24000000000000127,1.3284091225562742,18879.458308169924,0.012043540329187898,107.24193645357735,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,62.964042854475935,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-02,6156.658712751149,194.29174130015724,163.30357702612864,60.99670435414336,0.2537707068621374,0.14784735670920895,0.24000000000000127,1.325054256267563,19494.606109925146,0.012195227968287193,104.16949694263951,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,63.24047541816796,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-03,6363.606591124458,206.9478783733083,173.14512960217593,61.284179849318015,0.28953617494298367,0.18042511029208808,0.24000000000000127,1.3204946353163818,20128.34104010388,0.012322245152039588,101.5631181820929,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,63.441385975390766,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-04,6582.410276245745,218.80368512128734,183.6737292313672,61.603309418339606,0.32067507884783303,0.2143165702756276,0.24000000000000127,1.3146030385428795,20802.562583568568,0.0124498286604098,99.01270709164413,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,63.58577202840806,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-05,6813.649788632283,231.23951238653797,194.94521515235573,61.95424353757508,0.3520932516051708,0.24894654212171796,0.24000000000000127,1.3072964935160818,21523.54818202035,0.012572180803646088,96.53758623340678,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,63.69431350740827,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-06,7057.608479160066,243.95869052778363,206.83546081481657,62.335479033271895,0.38210484497407915,0.2834109408511468,0.24000000000000127,1.298498226633508,22274.951391848197,0.012685438123742988,94.18954067699445,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,63.74798755460284,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-07,7314.092994793461,256.4845156333947,219.10041865571526,62.74394928788226,0.4091222665683105,0.3166737518568481,0.24000000000000127,1.2881504960901942,23049.279494112427,0.012776198825515728,92.07558795764899,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,63.73642246944284,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-08,7582.298252882438,268.2052580889766,231.42115368150888,63.17509189480642,0.43163161589262017,0.347714751513839,0.24000000000000127,1.2762865954031355,23819.09630448869,0.012825523391922852,90.31770583572232,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,63.656033885049254,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-09,7860.706171885499,278.4079190030613,243.4376186547972,63.62289939945009,0.4481742613700153,0.3756402976366727,0.24000000000000127,1.263073059028113,24548.30403185718,0.012824055278266655,89.06062908590627,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,63.51330337112381,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-10,8147.009719411874,286.30354752637527,254.77398548431097,64.07995735501753,0.4573330231121922,0.3997664223225278,0.24000000000000127,1.2488414781754174,25215.68343759687,0.012758636158118238,88.43502094177308,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,63.31398738613222,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-11,8439.515612118712,292.50589270683747,265.30272359933576,64.53747286435632,0.45772180999736395,0.4195046809952902,0.24000000000000127,1.2340268746302718,25787.888838701892,0.012625861410767105,88.5326765014172,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,63.07119286668393,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-12,8737.447988985623,297.9323768669094,274.83014499426633,64.9927135687586,0.4553954298962136,0.43443038534246053,0.24000000000000127,1.2191815974723823,26238.910536589483,0.01242964169479157,89.35953161652844,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,62.791612490995576,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-13,9039.146495940911,301.69850695528913,283.0785822427913,65.44387260384764,0.45127507920949117,0.4444876241716812,0.24000000000000127,1.2048997727649218,26539.960261847453,0.01217937412823655,90.92003332778108,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,62.47892365396105,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-14,9342.441740087565,303.29524414665474,289.76574469760783,65.88999882909785,0.4462132583405385,0.449966558464896,0.24000000000000127,1.191846452068845,26664.916414873027,0.011875965631730108,93.00795970818243,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,62.136337698454064,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-15,9644.936880372734,302.4951402851692,294.6642356402069,66.33094449997473,0.4410109456946417,0.45148639266897,0.24000000000000127,1.1806871984569358,26602.45138678506,0.011537064721535152,95.39262782897148,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,61.768511838805075,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-16,9944.218820589844,299.28194021710937,297.6461901432132,66.76732602203997,0.4364304781785449,0.4499826031636544,0.24000000000000127,1.1720089347185922,26378.601096649916,0.01117865503759611,97.81697087172876,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,61.37597470004765,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-17,10238.016604130182,293.79778354033726,298.7167534671388,67.20049451653007,0.43320521157508574,0.4466973596125604,0.24000000000000127,1.1662621955444403,26025.640172843,0.01083696477528824,100.03188135353815,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,60.951219228009315,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-18,10519.87567223146,281.85906810127784,297.19573607643724,67.63125324033882,0.43078626162249134,0.4429958703881539,0.24000000000000127,1.1637352697998962,25581.112935062145,0.010547568442487524,101.78962368483703,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,60.48697017407753,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-19,10789.008337884017,269.13266565255856,293.0814455608836,68.05999455210295,0.4287619651244321,0.4393193009811613,0.24000000000000127,1.1644451175082948,25079.896466002523,0.010365427463087376,102.854606257487,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,59.99097682254271,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
2021-01-20,11048.238509392344,259.2301715083268,287.01448640078587,68.48790153786528,0.42792247578256193,0.4360890232471838,0.24000000000000127,1.1681366823458317,24558.839802637027,0.010330470080185616,103.06556038154461,0.010000000000000054,6943.000000000039,160.00000000000085,0.0,59.47199829240809,40.10000000000021,0.1000000000000005,38.8000000000002,77.1500000000004,71697024.00000036
