date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,icu_patients,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,male_smokers,median_age,extreme_poverty,population,excess_mortality_cumulative,excess_mortality
2022-07-07,1172289.8785374793,479.36548212233043,401.0565201704622,37251.787888347775,1.8155649054785228,2.224499467681096,11.315516438433322,1.4437092598344252,29.768102896433202,4881.000000000058,3104.1624262762834,0.07957781734818327,12.988858290774843,30.860314111166964,1604.5040597842362,979.0341800867361,1.7147607152402611e-18,11.110000017067529,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.536311533815653,1.4432053043551913
2022-07-08,1172802.6596949664,512.7811574870299,427.7839206708338,37253.5326098614,1.7447215136273169,2.089117651827405,11.31891124608422,1.4435159461686458,30.08193182187707,4881.000000000051,3104.1218197072167,0.07968336301113757,12.966643718081151,30.86185026386285,1749.4234876306818,1072.3655348711302,1.2860705364301958e-18,11.110000012800663,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.51035794623397,1.4159021082876344
2022-07-09,1173350.4898261714,547.8301312051246,455.7819781566491,37255.24863322028,1.716023358879184,1.9744991955609246,11.321722542514053,1.4424614586568678,30.498686838519767,4881.0000000000455,3104.0913647804173,0.07976252225835329,12.949982788560881,30.863414143090644,1888.1764295562402,1170.2205797247784,9.64552902322647e-19,11.110000009600514,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.48479053004212,1.3857642624420643
2022-07-10,1173932.825966915,582.3361407438574,484.8776114455419,37256.98251563925,1.7338824189654667,1.8854105957657183,11.323952540369717,1.4407827455763633,31.014722950480042,4881.000000000041,3104.068523585317,0.07982189169376508,12.937487091420678,30.86499313802262,2023.7514613613225,1271.6369118459454,7.234146767419852e-19,11.110000007200401,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.4596381464004,1.358144486886033
2022-07-11,1174539.4038158474,606.5778489321667,514.3983701872601,37258.747407091476,1.7648914522331522,1.8224310883886092,11.325637643803484,1.438622450261783,31.620334391269907,4881.000000000038,3104.0513926889926,0.07986641877032392,12.928115318565528,30.866570645372214,2155.9923549091664,1375.691614071921,5.425610075564889e-19,11.110000005400318,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.434933360931556,1.3403434976790707
2022-07-12,1175171.8143680282,632.4105521807032,544.3443207884743,37260.56611446539,1.8187073739195339,1.7886630060135018,11.326851212813844,1.4360644459704182,32.29914127272111,4881.0000000000355,3104.0385445167485,0.07989981407774306,12.921086488924164,30.86812773700732,2278.684311430747,1481.3111475287333,4.0692075566736665e-19,11.110000004050255,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.41071036329728,1.3421990767637837
2022-07-13,1175835.4212802243,663.6069121962912,574.9837410761659,37262.47812495705,1.9120104916549088,1.7874019086794886,11.327705636501156,1.4331215406833748,33.03200670714962,4881.000000000033,3104.028908387566,0.07992486055830741,12.915814866693143,30.8696447569526,2385.6048786926503,1587.299375514038,3.05190566750525e-19,11.110000003037706,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.387006015616404,1.374075685816445
2022-07-14,1176536.965701605,701.5444213805745,606.7236644044104,37264.5284870598,2.0503621027424774,1.8211202744314032,11.328304437459916,1.429750980981182,33.79885727895401,4881.000000000031,3104.021681290679,0.07994364541873067,12.911861150019877,30.871102080504222,2472.9656338094073,1692.4684876794875,2.2889292506289376e-19,11.110000002278296,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.363858145473532,1.4458268493193955
2022-07-15,1177282.7698967613,745.8041951563112,640.012787734466,37266.759471306534,2.2309842467401197,1.8907052672327342,11.328728328094952,1.4258814322452613,34.58037160451983,4881.00000000003,3104.0162609680137,0.07995773406404812,12.908895862514928,30.8724811452891,2540.721817470828,1795.554177653607,1.7166969379717032e-19,11.110000001708737,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.341303573090777,1.5665012432782186
2022-07-16,1178077.3899629733,794.6200662120957,675.2686526948389,37269.20431582643,2.4448445198967232,1.9948870629003133,11.32904624607123,1.421389742574381,35.359569958353454,4881.000000000029,3104.0121957260144,0.0799683005480362,12.906671896886216,30.87376568628241,2591.276721862013,1895.4950773255348,1.2875227034787775e-19,11.110000001281568,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.319375939121834,1.7434376186716136
