date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,total_tests,reproduction_rate,icu_patients,hosp_patients,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,aged_65_older,median_age,gdp_per_capita,extreme_poverty,female_smokers,male_smokers,population,excess_mortality
2020-03-11,24.89541891442949,7.809878670859411,3.5464398985294037,73.00000000000028,0.0,0.0,0.010000000000000038,493.85583865161664,1.477342062728564,70.00000000000028,2.266670285955712,95.90862462795427,55.44840235686533,0.04797419584279666,34.79608361374764,0.010000000000000038,318.0000000000012,318.0000000000012,0.020000000000000077,8.271801308940733,19.450000000000077,42.700000000000166,29481.250000000116,0.5000000000000019,24.5000000000001,39.300000000000146,1326064.0000000051,3.9230606378696273
2020-03-12,34.48468867445574,9.732310647503237,4.890919927596231,73.00000000000031,0.0,0.0,0.010000000000000044,599.1054159419566,1.4747269736786164,70.00000000000031,2.9096360110344754,112.93948552932235,67.15410786803442,0.0537571923577381,32.0938652799131,0.010000000000000044,318.00000000000136,318.00000000000136,0.020000000000000087,10.797217526548364,19.450000000000088,42.70000000000019,29481.25000000013,0.5000000000000021,24.500000000000107,39.30000000000016,1326064.0000000056,3.9073203883662115
2020-03-13,46.15781191631379,11.776543909997201,6.435732124107014,73.00000000000034,0.0,0.0,0.010000000000000047,725.7555325447042,1.471173704725674,70.00000000000034,3.7568876417600277,132.25314355875673,80.99870953709578,0.05951278761025585,29.386470388506286,0.010000000000000047,318.0000000000015,318.0000000000015,0.020000000000000094,13.582567152668252,19.450000000000095,42.7000000000002,29481.25000000014,0.5000000000000022,24.500000000000114,39.300000000000175,1326064.000000006,3.885393652619202
2020-03-14,59.911232240402896,13.823455120603942,8.132820586292949,73.00000000000036,0.0,0.0,0.010000000000000049,876.4245356399456,1.4667721660684983,70.00000000000036,4.828880986652933,154.48627008018613,97.07865400156152,0.06496797790872626,26.783039604566554,0.010000000000000049,318.00000000000153,318.00000000000153,0.020000000000000098,16.595494692232318,19.4500000000001,42.70000000000021,29481.250000000146,0.5000000000000023,24.50000000000012,39.30000000000018,1326064.0000000065,3.8560215299806133
2020-03-15,75.58930653324352,15.724103945495004,9.918259104878103,73.00000000000037,0.0,0.0,0.01000000000000005,1054.531637024079,1.4616728543509878,70.00000000000037,6.141343997908265,180.61206842956463,115.61480821287144,0.0699712969415642,24.36272572798861,0.01000000000000005,318.0000000000016,318.0000000000016,0.0200000000000001,19.794417237661673,19.450000000000102,42.700000000000216,29481.250000000153,0.5000000000000024,24.500000000000128,39.30000000000019,1326064.0000000068,3.8179690286379264
2020-03-16,86.10563536211765,11.793077959121254,10.77554872426299,73.00000000000037,0.0,0.0,0.010000000000000052,1264.38350475578,1.456068958798149,70.00000000000037,7.724608515561144,211.7305930157744,136.8609283962408,0.07433933243468006,22.217406286941703,0.010000000000000052,318.00000000000165,318.00000000000165,0.020000000000000104,23.118465319972223,19.450000000000102,42.70000000000022,29481.25000000016,0.5000000000000026,24.500000000000128,39.300000000000196,1326064.000000007,3.770175901130311
2020-03-17,92.0330080341934,8.84480846934094,10.760699681529509,73.00000000000037,0.0,0.0,0.010000000000000054,1511.087870971492,1.4501268645414063,70.00029658922429,9.61955528776978,248.1134101787673,161.1997525350607,0.07792143533118148,20.40663907202595,0.010000000000000054,318.0000000000017,318.0000000000017,0.020000000000000108,26.521091233030287,19.450000000000102,42.70000000000023,29481.25000000016,0.5000000000000026,24.500000000000128,39.3000000000002,1326064.000000007,3.7111653892330922
2020-03-18,98.52726087373824,8.682329687493738,10.578330352614495,73.00000000000037,0.0,0.0,0.010000000000000054,1798.4779749804002,1.4439477663763216,70.00116164112741,11.891605703060716,288.44688698119955,189.01340522223967,0.08059330662120459,18.973936964006555,0.010000000000000054,318.0000000000017,318.0000000000017,0.020000000000000108,29.968647287086927,19.450000000000102,42.70000000000024,29481.25000000016,0.5000000000000026,24.500000000000128,39.3000000000002,1326064.000000007,3.6395367069908504
2020-03-19,113.29011275291211,16.403909515135535,11.300599574415633,73.00000000000037,0.0448287007110537,0.0,0.010000000000000054,2131.0336751590276,1.4375482520608467,70.00263935891137,14.588500657386064,333.348287407846,220.72000866781138,0.08227012540869608,17.942463065603516,0.010000000000000054,318.0000000000017,318.0000000000017,0.020000000000000108,33.42584891069341,19.450000000000102,42.70000000000024,29481.25000000016,0.5000000000000026,24.500000000000128,39.3000000000002,1326064.000000007,3.554462831286637
2020-03-20,145.04129173986212,32.98197221392124,14.156405886370894,73.00000000000037,0.22237394957983286,0.0,0.010000000000000054,2512.193372077097,1.430889211023659,70.00443208391992,17.717797600344046,381.75413733998346,256.5149741802385,0.08292738397248856,17.268195069079837,0.010000000000000054,318.0000000000017,318.0000000000017,0.020000000000000108,36.85276628870855,19.450000000000102,42.70000000000024,29481.25000000016,0.5000000000000026,24.500000000000128,39.3000000000002,1326064.000000007,3.4559698841077005
2020-03-21,202.37263008479363,58.25443326515992,20.373286961643114,73.00000000000037,0.5289491758241784,0.04837443438914038,0.010000000000000054,2946.6787556253785,1.4238805475696208,70.00585267619529,21.270248652746766,434.9312138647169,296.6864730398336,0.0825770829050291,16.856844427213908,0.010000000000000054,318.0000000000017,318.0000000000017,0.020000000000000108,40.20957649416562,19.450000000000102,42.70000000000024,29481.25000000016,0.5000000000000026,24.500000000000128,39.3000000000002,1326064.000000007,3.345052708583596
2020-03-22,292.8886354595235,91.20832656490123,31.05884418050843,73.00000000000037,0.9499924248545621,0.1637061651583717,0.010000000000000054,3440.3095353680387,1.4164440241225957,70.00553023493089,25.247143503134787,493.9651524799865,341.53631567192497,0.08120656783488053,16.710666610649625,0.010000000000000054,318.0000000000017,318.0000000000017,0.020000000000000108,43.46012758717245,19.450000000000102,42.70000000000024,29481.25000000016,0.5000000000000026,24.500000000000128,39.3000000000002,1326064.000000007,3.223889979309157
2020-03-23,422.26065888294363,129.89126431604862,48.03395811922114,72.9798319327735,1.4426171369990382,0.36766456245960094,0.010000000000000054,3999.4111269623654,1.4085031861591757,70.00177115998092,29.65933952780364,559.3523711473213,391.263548971139,0.07887001960596011,16.824376816422923,0.010000000000000054,318.0000000000017,318.0000000000017,0.020000000000000108,46.574611689086595,19.450000000000102,42.70000000000024,29481.25000000016,0.5000000000000026,24.500000000000128,39.3000000000002,1326064.000000007,3.0959400858301036
2020-03-24,594.7568063794038,172.88557816593155,71.82620840842057,72.94117647058863,1.9998361559167046,0.6671084735576956,0.010000000000000054,4628.1219198824165,1.3999712810220988,69.99282994799255,34.49747814294394,628.8988775847972,445.71441997011334,0.07570341968184574,17.17532689156738,0.010000000000000054,318.0000000000017,318.0000000000017,0.020000000000000108,49.53156978814664,19.450000000000102,42.70000000000024,29481.25000000016,0.5000000000000026,24.500000000000128,39.3000000000002,1326064.000000007,2.966448796480809
2020-03-25,812.4912957994222,218.02656242212208,102.0008369785846,72.89951519069206,2.6020264382045033,1.0574187824468786,0.010000000000000054,5330.543508431538,1.3907392881744622,69.9771122895051,39.755186823109774,702.5626520476812,504.9148712154657,0.07188535403093836,17.734059809916673,0.010000000000000054,318.0000000000017,318.0000000000017,0.020000000000000108,52.31939534369572,19.450000000000102,42.70000000000024,29481.25000000016,0.5000000000000026,24.500000000000128,39.3000000000002,1326064.000000007,2.8406292028643505
2020-03-26,1075.0581130906812,262.78587204283644,137.39941587227105,72.87809469941863,3.2200880251627577,1.524997829563023,0.010000000000000054,6109.878235719269,1.380689243118567,69.95332739177434,45.39129315547075,779.4405249116512,568.6741301407535,0.06764171429502026,18.46545112763792,0.010000000000000054,318.0000000000017,318.0000000000017,0.020000000000000108,54.951466191029795,19.450000000000102,42.70000000000024,29481.25000000016,0.5000000000000026,24.500000000000128,39.3000000000002,1326064.000000007,2.7229019741770775
2020-03-27,1379.256254501272,304.36243247427404,176.3188481032987,72.90339972527512,3.817813271619329,2.0491439765678767,0.010000000000000054,6968.37761667311,1.3696903324682095,69.92060222089081,51.3419669577473,858.5787291717813,636.8154230742152,0.0632595662642517,19.318913814377467,0.010000000000000054,318.0000000000017,318.0000000000017,0.020000000000000108,57.465284678825114,19.450000000000102,42.70000000000024,29481.25000000016,0.5000000000000026,24.500000000000128,39.3000000000002,1326064.000000007,2.617124721467607
2020-03-28,1718.8836582321312,339.7506220286215,216.6456183011332,73.00175793875283,4.353663767547731,2.603457529937226,0.010000000000000054,7907.139353422753,1.3575421514196786,69.87856718336849,57.532315554445034,938.8212479130974,708.8165446812284,0.05909868245513777,20.192826278688756,0.010000000000000054,318.0000000000017,318.0000000000017,0.020000000000000108,59.86181499586747,19.450000000000102,42.70000000000024,29481.25000000016,0.5000000000000026,24.500000000000128,39.3000000000002,1326064.000000007,2.5260920058712317
2020-03-29,2084.582653176365,365.79140866755597,255.9564806941762,73.1967935671869,4.782103029280717,3.156895183652021,0.010000000000000054,8926.684266198303,1.3439804661827308,69.82742038733635,63.903147460921154,1019.5895461481409,783.918468627277,0.05534421222920083,21.046429663767732,0.010000000000000054,318.0000000000017,318.0000000000017,0.020000000000000108,62.151067290856744,19.450000000000102,42.70000000000024,29481.25000000016,0.5000000000000026,24.500000000000128,39.3000000000002,1326064.000000007,2.4511554966926505
