date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,cardiovasc_death_rate,female_smokers,hospital_beds_per_thousand,population
2020-03-11,8.00000000000003,0.0,0.0,2.0000000000000075,0.0,0.0,205.0000000000008,0.780000000000003,36.00000000000014,20.00000000000008,0.010000000000000038,69.90000000000028,7740.000000000031,0.020000000000000077,8.191778417317519,17.700000000000063,329.94000000000125,5.10000000000002,0.7000000000000026,32969520.000000123
2020-03-12,8.000000000000034,0.0,0.0,2.0000000000000084,0.0,0.0,205.00000000000088,0.7800000000000034,36.000000000000156,20.00000000000009,0.010000000000000044,69.90000000000032,7740.000000000035,0.020000000000000087,8.202937238973929,17.700000000000074,329.9400000000014,5.100000000000023,0.7000000000000028,32969520.000000138
2020-03-13,8.000000000000036,0.0,0.0,2.000000000000009,0.0,0.0,205.00000000000094,0.7800000000000036,36.00000000000017,20.000000000000096,0.010000000000000047,69.90000000000035,7740.000000000036,0.020000000000000094,8.31922458404623,17.70000000000008,329.94000000000153,5.1000000000000245,0.7000000000000031,32969520.00000015
2020-03-14,8.000000000000037,0.0,0.0,2.0000000000000093,0.0,0.0,205.000000000001,0.7800000000000037,36.00000000000018,20.0000000000001,0.010000000000000049,69.90000000000036,7740.000000000038,0.020000000000000098,8.598890157491699,17.700000000000085,329.9400000000016,5.100000000000025,0.7000000000000033,32969520.000000156
2020-03-15,8.000000000000039,0.0,0.0,2.0000000000000098,0.0,0.0,205.00000000000102,0.7800000000000038,36.000000000000185,20.000000000000103,0.01000000000000005,69.90000000000038,7740.00000000004,0.0200000000000001,9.095494379592608,17.700000000000088,329.94000000000165,5.100000000000026,0.7000000000000034,32969520.000000164
2020-03-16,8.00000000000004,0.0,0.0,2.00000000000001,0.0,0.0,204.9823529411775,0.7800000000000039,36.000000000000185,20.000000000000107,0.010000000000000052,69.90000000000038,7740.000000000041,0.020000000000000104,9.852795962457886,17.700000000000088,329.9400000000017,5.100000000000026,0.7000000000000035,32969520.000000168
2020-03-17,8.00000000000004,0.0,0.0,2.00000000000001,0.0,0.0,204.93088235294223,0.780000000000004,36.000000000000185,20.000000000000107,0.010000000000000054,69.90000000000038,7740.000000000042,0.020000000000000108,10.900917592399349,17.700000000000088,329.94000000000176,5.100000000000026,0.7000000000000035,32969520.00000017
2020-03-18,8.00000000000004,0.0,0.0,2.00000000000001,0.0,0.0,204.81522705236046,0.7800000000000041,36.000000000000185,20.000000000000107,0.010000000000000054,69.90000000000038,7740.000000000042,0.020000000000000108,12.253470191713884,17.700000000000088,329.94000000000176,5.100000000000026,0.7000000000000035,32969520.00000017
2020-03-19,8.00000000000004,0.004912734324499034,0.0,2.00000000000001,0.0,0.0,204.64910613283882,0.7800000000000041,36.02142857142876,20.000000000000107,0.010000000000000054,69.90000000000038,7740.000000000042,0.020000000000000108,13.893723846112522,17.700000000000088,329.94000000000176,5.100000000000026,0.7000000000000035,32969520.00000017
2020-03-20,8.00000000000004,0.024369747899159765,0.0,2.00000000000001,0.0,0.0,204.49017478385693,0.7800000000000041,36.063760504201866,20.000000000000107,0.010000000000000054,69.90000000000038,7740.000000000042,0.020000000000000108,15.804315832225015,17.700000000000088,329.94000000000176,5.100000000000026,0.7000000000000035,32969520.00000017
2020-03-21,8.00000000000004,0.05796703296703325,0.005287330316742092,2.00000000000001,0.0,0.0,204.43831628504876,0.7800000000000041,36.11422309308358,20.000000000000107,0.010000000000000054,69.90000000000038,7740.000000000042,0.020000000000000108,17.964030345403444,17.700000000000088,329.94000000000176,5.100000000000026,0.7000000000000035,32969520.00000017
2020-03-22,8.00000000000004,0.10410875888817119,0.01789309954751138,2.00000000000001,0.0,0.0,204.61317483498917,0.7800000000000041,36.135489556399676,20.000000000000107,0.010000000000000054,69.90000000000038,7740.000000000042,0.020000000000000108,20.336218460410088,17.700000000000088,329.94000000000176,5.100000000000026,0.7000000000000035,32969520.00000017
2020-03-23,7.9974789915966795,0.15778421945701443,0.040135726405947175,2.00000000000001,0.0,0.0,205.15820045397325,0.7800000000000041,36.09853054803672,19.998739495798425,0.010000000000000054,69.8955882352945,7740.000000000042,0.020000000000000108,22.871062358559062,17.700000000000088,329.94000000000176,5.100000000000026,0.7000000000000035,32969520.00000017
