date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,male_smokers,median_age,cardiovasc_death_rate,diabetes_prevalence,population
2020-03-21,268.1723006422063,67.81913371239062,34.39731335247591,11.008899564934204,1.1391488816866104,0.3931248338301121,0.010000000000000054,2.321898466677771,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,52.318216932410834,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-03-22,354.46361462192704,86.30192300568942,44.55984474286382,11.996267433881668,1.6785698060613425,0.6132655710739432,0.010000000000000054,2.3108191311977304,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,55.648389428461414,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-03-23,454.1172164609518,99.66155860850125,56.214147455014825,13.232753258022779,1.9651813946235799,0.8776738066183232,0.010000000000000054,2.29710384419662,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,58.69250457942631,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-03-24,569.1732226236724,115.06197373982799,69.52705322215978,14.812040703051691,2.3384141649075727,1.1962102676980697,0.010000000000000054,2.280731890904417,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,61.41213748434359,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-03-25,704.8529777305224,135.68423078968056,84.86891693665879,17.022071897683112,2.9845152132088044,1.5960668798297937,0.010000000000000054,2.2617465587730154,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,63.78837977776975,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-03-26,867.5903473896842,162.74072642128465,102.67013728232624,20.24024493812986,3.988709616112171,2.1117778586441665,0.010000000000000054,2.240273558381639,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,65.82631246745798,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-03-27,1063.5551878208692,195.96735800277708,123.31354720867448,24.85481201646105,5.36045593541963,2.777728028760119,0.010000000000000054,2.2165251429297355,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,67.55836056261687,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-03-28,1297.5459480731529,233.99264843097797,147.05370678659665,31.20592801687074,7.052387846845928,3.6225340629404914,0.010000000000000054,2.1907951177015064,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,69.00682148854322,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-03-29,1572.1591216883521,274.6145897492198,173.95637285012884,39.54143696287938,8.974520361540414,4.664830411458773,0.010000000000000054,2.1634360279981752,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,70.1926322767178,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-03-30,1876.995327045195,304.83726745735817,203.26787433701526,49.20724126449966,10.228433903993079,5.845281018031713,0.010000000000000054,2.13484770619579,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,71.13947873242533,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-03-31,2215.4196368482185,338.4251063784103,235.17744873918724,60.44035337888553,11.709657683974145,7.183991952922636,0.010000000000000054,2.1054500976817514,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,71.88360210038567,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-01,2595.9595724971905,380.54053308051175,270.1573708142488,73.90132191845647,13.846819862851353,8.735694514142544,0.010000000000000054,2.075619085866358,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,72.47589776145614,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-02,3028.9317511246763,432.97262670114094,308.76228861488886,90.4256520723267,16.82047365602672,10.568737595367757,0.010000000000000054,2.0456659950720404,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,72.94457167274055,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-03,3523.911870874218,494.98045580478356,351.4787255109411,110.83737092237712,20.62511606942797,12.74933196187814,0.010000000000000054,2.0158619720635675,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,73.31647335701189,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-04,4087.8371998589682,563.9255810261809,398.612206705928,135.80920143030932,25.115701951877107,15.329733457510768,0.010000000000000054,1.9863625423960947,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,73.60946135260065,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-05,4723.58344288066,635.7464320527655,450.2026041244695,165.75769292793595,30.04252953436685,18.339380409875197,0.010000000000000054,1.9572890367259683,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,73.84299452770205,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-06,5418.302853653719,694.7195525463626,505.9001282711165,199.73347654792394,34.04631214754314,21.74186853300437,0.010000000000000054,1.9287234032716927,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,74.02533251503974,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-07,6176.610786006298,758.3080386825593,565.8833825640365,238.17055020344503,38.489970051187484,25.56756671972747,0.010000000000000054,1.9007010850975987,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,74.16379318072076,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-08,7007.48329958877,830.8725933299557,630.216448041322,281.9721434218151,43.84126551511985,29.85243602880665,0.010000000000000054,1.8732766218387154,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,74.26543732251547,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-09,7920.504733902969,913.0214941248116,698.794726302486,332.16167059157203,50.219281392319296,34.62365653033162,0.010000000000000054,1.8465240468573842,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,74.33758219356737,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-10,8923.05338882414,1002.5486997791309,771.3043217145839,389.6209458977845,57.48159097313422,39.8888474397656,0.010000000000000054,1.8205124598359947,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,74.38818664517564,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-11,10018.190784992395,1095.1374298117257,847.1915780668056,454.8938445235332,65.28963537594,45.627982218479744,0.010000000000000054,1.7953344095182395,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,74.42613998388182,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-12,11203.078609106307,1184.8878493465145,925.6402310614181,528.039048551022,73.15775659013225,51.787324899154015,0.010000000000000054,1.7710761141845772,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,74.45460498791147,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-13,12456.785960708228,1253.7073705263713,1005.4955710013013,607.4708668916128,79.44123276257348,58.27236132142444,0.010000000000000054,1.747841830305533,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,74.47246214429505,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-14,13782.277754306244,1325.4918077913546,1086.521831289116,693.5843557278577,86.12054965273181,65.07680250367349,0.010000000000000054,1.725734798714931,7447.00000000004,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,74.48178148217097,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-15,15187.500526460157,1405.222782798916,1168.571941340142,787.2170159878792,93.63795587238677,72.19071354549926,0.010000000000000054,1.7048308340071119,7453.128571428611,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,74.4865775466639,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-16,16681.367799499316,1493.8672810229127,1251.550068157662,889.271537039392,102.05849276078669,79.59643803565982,0.010000000000000054,1.6851958469015869,7462.238025210124,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,74.49187562929343,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-17,18270.749104311006,1589.381310799508,1335.3835225144994,1000.4328544602181,111.16429620278154,87.26554135803137,0.010000000000000054,1.6668396776778083,7420.912132352981,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,74.50301144078078,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-18,19958.21174743174,1687.4626476115923,1420.0016885891737,1120.955943366174,120.5253229924225,95.15651817107701,0.010000000000000054,1.649756131884732,7341.810941540118,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,74.52510586565357,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-19,21740.327136365697,1782.1153923021038,1505.3202211930138,1250.5066634069858,129.55239560566162,103.21307301744821,0.010000000000000054,1.6339063038262855,7269.974188701963,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,74.56267102819956,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-20,23575.45514542234,1835.1280115827537,1588.3806432703286,1386.0583588997797,135.55295216643128,111.22921733580775,0.010000000000000054,1.6192076852064972,7259.295298927904,9909.000000000051,0.0,997.0000000000052,997.0000000000052,0.0,74.61931484193192,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-21,25468.042554929758,1892.5874114020003,1669.3946429246303,1527.958264973157,141.90084857860518,119.19802079112557,0.010000000000000054,1.605575931972102,7356.6233326316205,9910.292016806776,0.0,997.0000000000052,997.0000000000052,0.0,74.69751942168821,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-22,27441.12847405127,1973.0859205424533,1750.518290693799,1677.664125362062,149.70656726782613,127.20801543174127,0.010000000000000054,1.592884760873067,7577.420343688335,9908.848214285768,0.0,997.0000000000052,997.0000000000052,0.0,74.7937984221163,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-23,29526.31794571303,2085.189472727464,1834.993219313177,1837.0777481909097,159.41415298803858,135.40187695842155,0.010000000000000054,1.58101053251647,7915.221010836723,9900.460207256034,0.0,997.0000000000052,997.0000000000052,0.0,74.90831504153884,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-24,31756.262150299695,2229.9442053859375,1926.5025085378916,2008.0451728109297,170.96782223941318,143.94543567615318,0.010000000000000054,1.569844195444239,8348.657710293037,9894.493684853804,0.0,997.0000000000052,997.0000000000052,0.0,75.04292244792863,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-25,34159.01855842619,2402.756408725947,2028.6875987595952,2191.981794928175,183.93692033179033,153.0044347079878,0.010000000000000054,1.5592798822005052,8841.80751591307,9892.95074198555,0.0,997.0000000000052,997.0000000000052,0.0,75.19969409839003,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-26,36753.82104551654,2594.8024875399396,2144.785976219021,2389.591210449529,197.60963918226258,162.7270986554255,0.010000000000000054,1.5492469187609177,9353.278412872116,9894.911731343735,0.0,997.0000000000052,997.0000000000052,0.0,75.37982147877001,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-27,39504.513360090925,2750.6923149115846,2275.5810419574173,2598.0841802999826,208.49313759613491,173.14733740462694,0.010000000000000054,1.5396892291482598,9842.332236043889,9899.495821778663,0.0,997.0000000000052,997.0000000000052,0.0,75.58627900500522,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-28,42429.16186234364,2924.6485025056063,2423.018444848804,2818.432139749879,220.34808525915713,184.35430832173165,0.010000000000000054,1.5305531209562195,10272.78515190365,9907.466097103243,0.0,997.0000000000052,997.0000000000052,0.0,75.82277874308822,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-29,45565.963704450114,3136.801842296146,2589.2636198357022,3052.7944183224336,234.36237292950074,196.44821976747875,0.010000000000000054,1.5217923455652598,10609.112726645919,9926.8411694661,0.0,997.0000000000052,997.0000000000052,0.0,76.08994249299823,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-04-30,48958.68342798214,3392.7197236742804,2776.0536432866065,3303.637394220176,250.84304666545177,209.50970474157577,0.010000000000000054,1.513336179018808,10820.816837324468,9968.747667661968,0.0,997.0000000000052,997.0000000000052,0.0,76.38592244828789,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-01,52645.73041196924,3687.0469840937903,2984.2111245140873,3573.073860144776,269.4365190003821,223.57685111597533,0.010000000000000054,1.505101196966112,10936.984601975266,10040.355886493096,0.0,997.0000000000052,997.0000000000052,0.0,76.70686669077324,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-02,56651.9669589447,4006.236547055482,3213.2796244133665,3862.367547661918,289.29372732397803,238.62797430983255,0.010000000000000054,1.4970358201550966,11021.80787213434,10147.316672465182,0.0,997.0000000000052,997.0000000000052,0.0,77.04726831155128,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-03,60982.56435948012,4330.597400595432,3461.2502194412527,4171.561520474952,309.19400266816183,254.56869679572327,0.010000000000000054,1.489093283991567,11124.762263182865,10294.51302147883,0.0,997.0000000000052,997.0000000000052,0.0,77.40022725176311,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-04,65575.15838596443,4592.594026529322,3724.3789372053807,4496.3494693801385,324.78797129653236,271.18227453603015,0.010000000000000054,1.4812486960253515,11281.446048954716,10487.353091900994,0.0,997.0000000000052,997.0000000000052,0.0,77.75764668316634,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-05,70447.17003381733,4872.011647886657,4002.573588650649,4837.6959417248345,341.3464891382046,288.4677154366061,0.010000000000000054,1.473488235011905,11511.434829621678,10730.62230114942,0.0,997.0000000000052,997.0000000000052,0.0,78.11038029356426,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-06,75633.80734113559,5186.6373073435725,4295.407158682565,5197.83970031432,360.1437711846172,306.43636818702197,0.010000000000000054,1.4658262602925443,11828.063575755383,11034.493875183347,0.0,997.0000000000052,997.0000000000052,0.0,78.45301922146614,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-07,81172.51213157905,5538.70479046244,4601.976399554918,5579.280276205368,381.44058533739695,325.09297733612993,0.010000000000000054,1.4582950345859258,12244.804753972341,11416.91239087363,0.0,997.0000000000052,997.0000000000052,0.0,78.78340533400534,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-08,87091.2950715351,5918.782939970304,4920.795775910541,5984.017883301418,404.7376141808118,344.42147459873667,0.010000000000000054,1.450926027070668,12766.744063216833,11889.74293892124,0.0,997.0000000000052,997.0000000000052,0.0,79.09818926230113,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-09,93399.98696299214,6308.691891467719,5249.717923561874,6412.983354298957,428.96547631111054,364.3743223356077,0.010000000000000054,1.4437363755066228,13389.897078602045,12461.65731731312,0.0,997.0000000000052,997.0000000000052,0.0,79.39417539856824,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-10,100083.67721319452,6683.690250210368,5585.8739935763915,6865.610592647306,452.6272423335276,384.86452116347107,0.010000000000000054,1.4367434581005574,14102.1764935023,13150.584891669412,0.0,997.0000000000052,997.0000000000052,0.0,79.66933064394891,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-11,107023.51369528714,6939.836482098639,5921.194267483532,7336.159188829382,470.54859917096087,405.68722490621735,0.010000000000000054,1.4299148980356655,14860.228099764758,13959.734192346135,0.0,997.0000000000052,997.0000000000052,0.0,79.92354096938713,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-12,114232.87901742547,7209.365322142833,6255.1018302183475,7825.508580374473,489.34939378675404,426.8302842258822,0.010000000000000054,1.4232151004821487,15612.914671300645,14884.75099978645,0.0,997.0000000000052,997.0000000000052,0.0,80.15232993518525,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-13,121765.87162570667,7532.992608284577,6590.295316587495,8336.137188351327,510.62860965810125,448.32794280742144,0.010000000000000054,1.4166028250384073,16318.320562299037,15919.252777958804,0.0,997.0000000000052,997.0000000000052,0.0,80.3520404378144,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-14,129692.06074901519,7926.189123311053,6931.364366076703,8870.926937805205,534.7897507148115,470.23483218636835,0.010000000000000054,1.4100419701039528,16936.756505273108,17052.126202732223,0.0,997.0000000000052,997.0000000000052,0.0,80.52022942338354,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-15,138077.5526076569,8385.491858643614,7283.751213956375,9432.266648085657,561.3397112261548,492.60646786957665,0.010000000000000054,1.4034986721481024,17459.497983889138,18269.75657835818,0.0,997.0000000000052,997.0000000000052,0.0,80.65596392274139,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-16,146970.79006983468,8893.237462179233,7652.971884610796,10021.379575592378,589.1129282159972,515.4846214257773,0.010000000000000054,1.396952866425235,17843.354556113387,19535.922427304544,0.0,997.0000000000052,997.0000000000052,0.0,80.76004307780276,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-17,156391.9023940052,9421.112324171609,8044.032086535033,10637.819070834572,616.4394957741513,538.8863495534966,0.010000000000000054,1.3903838482675384,18316.36624433135,20832.038701538557,0.0,997.0000000000052,997.0000000000052,0.0,80.83516466129336,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-18,166247.34652724303,9855.444133238612,8460.547415095212,11276.682758200284,638.8636877646804,562.9313709240116,0.010000000000000054,1.3837720490965832,18985.31585471713,22161.117584654276,0.0,997.0000000000052,997.0000000000052,0.0,80.88604996655837,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-19,176569.91610099172,10322.569573749272,8905.29088097236,11938.934983970204,662.252226069148,587.6318130992798,0.010000000000000054,1.377112973474023,19892.76440338897,23536.558582802318,0.0,997.0000000000052,997.0000000000052,0.0,80.92421394550712,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-20,187424.47839765748,10854.562296666205,9379.80089440737,12626.351124855502,687.416141109716,612.8872315115972,0.010000000000000054,1.3704166628786283,21058.43242215114,24970.145957140565,0.0,997.0000000000052,997.0000000000052,0.0,80.95829281207162,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-21,198880.5136301762,11456.035232519065,9884.064740779686,13340.575819401183,714.2246947139946,638.5208568916174,0.010000000000000054,1.3636715792533494,22481.054410189285,26462.51779041526,0.0,997.0000000000052,997.0000000000052,0.0,80.98678974480043,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-22,210991.5194016887,12111.005771512784,10416.28118729131,14082.416641538628,741.8408222636807,664.306780839367,0.010000000000000054,1.3568658369933428,24150.723859516598,28005.521035119178,0.0,997.0000000000052,997.0000000000052,0.0,81.00588416380405,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-23,223779.56405029728,12788.044648608753,10972.682437979813,14851.314355749986,768.8977143060358,689.9903450025063,0.010000000000000054,1.3499905218949766,26054.940664514674,29623.90182999166,0.0,997.0000000000052,997.0000000000052,0.0,81.01061221787577,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-24,237223.70165763286,13444.137607335706,11547.400599978091,15644.945608441474,793.6312527624951,715.3034329600256,0.010000000000000054,1.3430048500508398,28170.417634105725,31296.95339253258,0.0,997.0000000000052,997.0000000000052,0.0,80.99575214983228,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-25,251165.64717082685,13941.945513194107,12131.18681892347,16457.769064120403,812.8234557321829,740.1547416560255,0.010000000000000054,1.335894070634447,30507.001442693116,33000.14358350744,0.0,997.0000000000052,997.0000000000052,0.0,80.95648832051911,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-26,265627.36955717683,14461.72238635003,12722.494710184867,17289.794348187294,832.0252841068307,764.4078750849421,0.010000000000000054,1.3286645736610343,33088.324995239025,34714.95940062352,0.0,997.0000000000052,997.0000000000052,0.0,80.88890922681479,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-27,280670.8509558598,15043.481398683038,13320.912094371057,18141.38073205194,851.586383894604,787.860535434587,0.010000000000000054,1.3213166267551506,35921.3224080863,36419.8173526655,0.0,997.0000000000052,997.0000000000052,0.0,80.79038101513382,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-28,296367.1850333142,15696.334077454449,13926.669441819038,19012.692869659542,871.3121376300687,810.3013071997295,0.010000000000000054,1.313872247054083,39009.69184444553,38087.84355748561,0.0,997.0000000000052,997.0000000000052,0.0,80.6598276165541,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-29,312773.4007497761,16406.215716461902,14540.271205960293,19903.29259988528,890.5997302425917,831.552245267284,0.010000000000000054,1.3063592596279912,42373.152574214415,39690.45241601343,0.0,997.0000000000052,997.0000000000052,0.0,80.4979408481623,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-30,329915.08018418134,17141.679434405276,15162.219323345485,20811.83279833028,908.54019845764,851.5008159801993,0.010000000000000054,1.2987867362529926,46043.8810353797,41215.719305546016,0.0,997.0000000000052,997.0000000000052,0.0,80.30733798906302,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-05-31,347773.32190284244,17858.241718661127,15792.805838662985,21735.827766168557,923.9949678477562,870.123852935377,0.010000000000000054,1.2911744090093973,49869.34417181605,42680.085697646966,0.0,997.0000000000052,997.0000000000052,0.0,80.09267996238562,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-06-01,366213.49751956936,18440.175616726963,16435.41024745234,22671.516315899884,935.6885497384366,887.6756918993364,0.010000000000000054,1.283537400163643,53546.78225110718,44092.21574382353,0.0,997.0000000000052,997.0000000000052,0.0,79.86075997178932,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
2020-06-02,385257.7388959801,19044.2413764108,17090.055808084435,23618.381613136975,946.8652972424196,904.0811346323252,0.010000000000000054,1.2758978788234452,56678.87463302759,45426.07082532085,0.0,997.0000000000052,997.0000000000052,0.0,79.61589350825386,17.90000000000009,33.50000000000017,177.9600000000009,8.11000000000004,215313504.00000113
