date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,human_development_index,population
2020-03-11,59.00000000000023,0.0,3.0000000000000124,0.0,452.1700000000018,202.0000000000008,0.15000000000000055,8.295052930556379,23.20000000000009,0.6300000000000024,131237.0000000005
2020-03-12,59.000000000000256,0.0,3.0000000000000133,0.0,452.17000000000195,202.00000000000088,0.1500000000000006,8.27254874769105,23.200000000000102,0.6300000000000027,131237.00000000055
2020-03-13,59.00000000000027,0.0,3.000000000000014,0.0,452.1700000000021,202.00000000000094,0.15000000000000066,8.260665277639664,23.20000000000011,0.6300000000000029,131237.00000000058
2020-03-14,59.000000000000284,0.0,3.000000000000015,0.0,452.17000000000223,202.000000000001,0.1500000000000007,8.279645370640878,23.200000000000117,0.630000000000003,131237.0000000006
2020-03-15,59.0000000000003,0.0,3.000000000000016,0.0,452.1700000000023,202.00000000000102,0.15000000000000072,8.351179729338137,23.20000000000012,0.6300000000000031,131237.00000000064
2020-03-16,59.00000000000031,0.0,3.000000000000016,0.0,452.17000000000235,202.00000000000105,0.15000000000000074,8.495800278580862,23.200000000000124,0.6300000000000032,131237.00000000067
2020-03-17,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000024,202.00000000000108,0.15000000000000077,8.716920991094677,23.200000000000124,0.6300000000000033,131237.00000000067
2020-03-18,59.00000000000031,0.0,3.000000000000016,0.0,452.17000000000246,202.00000000000108,0.15000000000000077,9.028547078162651,23.200000000000124,0.6300000000000033,131237.00000000067
2020-03-19,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,9.43924676628199,23.200000000000124,0.6300000000000033,131237.00000000067
2020-03-20,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,9.966594415370848,23.200000000000124,0.6300000000000033,131237.00000000067
2020-03-21,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,10.629681428852004,23.200000000000124,0.6300000000000033,131237.00000000067
2020-03-22,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,11.447003637896294,23.200000000000124,0.6300000000000033,131237.00000000067
2020-03-23,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,12.431821894550232,23.200000000000124,0.6300000000000033,131237.00000000067
2020-03-24,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,13.58562757152679,23.200000000000124,0.6300000000000033,131237.00000000067
2020-03-25,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,14.910750090409824,23.200000000000124,0.6300000000000033,131237.00000000067
2020-03-26,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,16.407603776598606,23.200000000000124,0.6300000000000033,131237.00000000067
2020-03-27,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,18.06041420930742,23.200000000000124,0.6300000000000033,131237.00000000067
2020-03-28,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,19.840517185745952,23.200000000000124,0.6300000000000033,131237.00000000067
2020-03-29,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,21.708832944254556,23.200000000000124,0.6300000000000033,131237.00000000067
2020-03-30,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,23.61772183165573,23.200000000000124,0.6300000000000033,131237.00000000067
2020-03-31,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,25.52638025544837,23.200000000000124,0.6300000000000033,131237.00000000067
2020-04-01,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,27.400178856744695,23.200000000000124,0.6300000000000033,131237.00000000067
2020-04-02,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,29.20729768489858,23.200000000000124,0.6300000000000033,131237.00000000067
2020-04-03,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,30.922063923014647,23.200000000000124,0.6300000000000033,131237.00000000067
2020-04-04,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,32.52865266107164,23.200000000000124,0.6300000000000033,131237.00000000067
2020-04-05,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,34.00673852618517,23.200000000000124,0.6300000000000033,131237.00000000067
2020-04-06,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,35.33218220750254,23.200000000000124,0.6300000000000033,131237.00000000067
2020-04-07,59.00000000000031,0.0,3.000000000000016,0.0,452.1700000000025,202.00000000000108,0.15000000000000077,36.50147812298314,23.200000000000124,0.6300000000000033,131237.00000000067
