date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,total_boosters_per_hundred,total_vaccinations_per_hundred,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,life_expectancy,population
2020-03-11,0.943477294764063,0.05583412504849397,0.054186914190090016,1.0000000000000038,0.0,0.0,25.067940509857877,0.020000000000000077,1.290000000000005,1.290000000000005,1025.0000000000039,1025.0000000000039,3.140000000000012,79.93000000000033,32677.000000000124
2020-03-12,0.9314282684227574,0.06431889332243029,0.05511504750770094,1.0000000000000042,0.0,0.0,24.74774432874121,0.020000000000000087,1.2900000000000054,1.2900000000000054,1025.0000000000045,1025.0000000000045,3.140000000000014,79.93000000000036,32677.00000000014
2020-03-13,0.945662345467037,0.08655526566085975,0.05868631795139634,1.0000000000000044,0.0,0.0,25.12600701837236,0.020000000000000094,1.2900000000000058,1.2900000000000058,1025.000000000005,1025.000000000005,3.140000000000015,79.93000000000039,32677.000000000146
2020-03-14,1.000988840548243,0.12236635228378345,0.06694347149522158,1.0000000000000047,0.0,0.0,26.5962778882137,0.020000000000000098,1.2900000000000063,1.2900000000000063,1025.0000000000052,1025.0000000000052,3.1400000000000157,79.9300000000004,32677.000000000153
2020-03-15,1.1106963815424058,0.17026539123287682,0.08175737737707245,1.0000000000000049,0.0,0.0,29.51169484149969,0.0200000000000001,1.2900000000000065,1.2900000000000065,1025.0000000000055,1025.0000000000055,3.1400000000000166,79.93000000000042,32677.00000000016
2020-03-16,1.2375794936551903,0.17988068531218204,0.09929249974256535,1.000000000000005,0.0,0.0,32.883579469844925,0.020000000000000104,1.2900000000000067,1.2900000000000067,1025.0000000000055,1025.0000000000055,3.1400000000000166,79.93000000000043,32677.000000000167
2020-03-17,1.392922823214892,0.2000527247145828,0.12098004061170767,1.000000000000005,0.0,0.0,37.01181194562874,0.020000000000000108,1.2900000000000067,1.2900000000000067,1025.0000000000055,1025.0000000000055,3.1400000000000166,79.93000000000043,32677.000000000167
2020-03-18,1.6167832615611395,0.25997813435688133,0.15141877318664143,1.000000000000005,0.0,0.0,42.96085394952544,0.020000000000000108,1.2900000000000067,1.2900000000000067,1025.0000000000055,1025.0000000000055,3.1400000000000166,79.93000000000043,32677.000000000167
2020-03-19,1.9632015379614205,0.37412064019881897,0.1967056442080164,1.000000000000005,0.0,0.0,52.166765866151934,0.020000000000000108,1.2900000000000067,1.2900000000000067,1025.0000000000055,1025.0000000000055,3.1400000000000166,79.93000000000043,32677.000000000167
2020-03-20,2.489110914298478,0.5458942939823412,0.26318372572227017,1.000000000000005,0.0,0.0,66.14246968080349,0.020000000000000108,1.2900000000000067,1.2900000000000067,1025.0000000000055,1025.0000000000055,3.1400000000000166,79.93000000000043,32677.000000000167
2020-03-21,3.2460187060858563,0.7704258917860468,0.35650317890708805,1.000000000000005,0.0,0.0,86.25669615200552,0.020000000000000108,1.2900000000000067,1.2900000000000067,1025.0000000000055,1025.0000000000055,3.1400000000000166,79.93000000000043,32677.000000000167
2020-03-22,4.27376742322956,1.0366267879410245,0.4809169769404982,1.000000000000005,0.0,0.0,113.56819519092747,0.020000000000000108,1.2900000000000067,1.2900000000000067,1025.0000000000055,1025.0000000000055,3.1400000000000166,79.93000000000043,32677.000000000167
2020-03-23,5.554258986943838,1.2871501168122677,0.6396602601779027,1.000000000000005,0.0,0.0,147.59601969636336,0.020000000000000108,1.2900000000000067,1.2900000000000067,1025.0000000000055,1025.0000000000055,3.1400000000000166,79.93000000000043,32677.000000000167
