date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,total_deaths_per_million,reproduction_rate,icu_patients,weekly_hosp_admissions,new_tests,new_tests_smoothed,positive_rate,tests_per_case,total_boosters_per_hundred,people_vaccinated_per_hundred,new_vaccinations,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,extreme_poverty,diabetes_prevalence,population,excess_mortality
2022-07-01,18150275.367907256,54961.99570084709,46270.46692072702,167995.1395947655,54.8097924798918,52.48243776688297,224779254.88320604,2817.8066588519173,1.4121791577136809,248.7651451290323,4535.274792833097,238939.42164827074,190918.78488051903,0.20598346233585157,5.011917820057173,69.56000550140207,86.18423552866028,16498.41884850878,1.308702890258496e-15,19.220848539365726,47.90000000000025,2.00000000000001,4.780000000000025,59037472.00000032,13.567192228547595
2022-07-02,18208733.00682898,58457.63892172462,49130.08138075219,168051.48659652684,56.34700176134104,53.19644516420561,224805643.87350696,2818.7513708357747,1.4063672383563681,256.2743759767035,4709.536993138082,241187.37512437406,191535.11902561254,0.20707922571116497,4.98185368501703,69.58673780413827,86.18496236078104,16599.608658036424,9.81527167693872e-16,19.22063640452432,47.90000000000025,2.00000000000001,4.780000000000025,59037472.00000032,14.383855709872257
2022-07-03,18270592.224691894,61859.217862916055,52082.86893488549,168109.5405130062,58.05391647937691,54.13657595460225,224825036.8277388,2819.724737402853,1.3984780790581637,264.19278909306456,4883.7121501541515,242836.81072272497,191987.78450191816,0.2078845647261665,4.95988735490693,69.6137917176804,86.1856860563002,16796.728859396768,7.361453757704039e-16,19.220477303393267,47.90000000000025,2.00000000000001,4.780000000000025,59037472.00000032,15.185429274324061
2022-07-04,18335231.11244267,64638.88775077473,55115.783439690385,168168.90346167798,59.36294867174996,55.23855930919676,224838856.36996406,2820.7200978162036,1.3884901042192872,272.4824069458493,5055.796782298879,243898.88346221214,192307.25140164897,0.20845333951101175,4.944117196852473,69.64148809983118,86.18640739936814,17181.632924444173,5.521090318278029e-16,19.220357977544978,47.90000000000025,2.00000000000001,4.780000000000025,59037472.00000032,15.957784463823225
2022-07-05,18402753.991781928,67522.87933926086,58220.3607945384,168229.74715023418,60.84368855617197,56.50539782708188,224848490.0068851,2821.740339845673,1.3763378431935558,281.0773191072542,5223.716769012468,244494.3899075838,192524.63518989246,0.2088526096752759,4.932835796799026,69.67012544785345,86.18712697809765,17738.522899538715,4.140817738708522e-16,19.220268483158762,47.90000000000025,2.00000000000001,4.780000000000025,59037472.00000032,16.680533472070973
2022-07-06,18473345.830875903,70591.83909397387,61375.01318171514,168292.46191406564,62.714763831479424,57.952080206122744,224855404.50516415,2822.792016842888,1.3619411652005986,289.9146473782756,5385.368798478816,244998.7924306882,192678.4763924196,0.20913945725645725,4.924626847599276,69.70000035609057,86.18784523357336,18474.467336257167,3.1056133040313915e-16,19.220201362369096,47.90000000000025,2.00000000000001,4.780000000000025,59037472.00000032,17.332676999426788
2022-07-07,18547166.455719978,73820.62484407457,64550.44105742414,168357.50946075955,65.04754669390701,59.59653591412673,224860590.3788734,2823.8828767239606,1.3452328616186149,298.935743129053,5538.628150248907,245377.0943230165,192793.85729431498,0.20935459294234324,4.918470135699464,69.73145614942096,86.18856249660871,19414.702037422383,2.3292099780235438e-16,19.22015102177685,47.90000000000025,2.00000000000001,4.780000000000025,59037472.00000032,17.897206521386536
2022-07-08,18624271.208661374,77104.75294139478,67713.69214503976,168425.31242847227,67.80296771273805,61.452851192220876,224864479.78415537,2825.020008706517,1.326161394759535,308.05185582772106,5681.802706093283,245660.82074226273,192880.3929707365,0.20951594470675772,4.913852601774605,69.76489172421837,86.18927901531379,20592.609996069405,1.7469074835176578e-16,19.220113266332664,47.90000000000025,2.00000000000001,4.780000000000025,59037472.00000032,18.364121046732976
2022-07-09,18704551.44229114,80280.23362976954,70831.2056800469,168496.17155470932,70.85912623704235,63.52618105738489,224867396.83811682,2826.2084533624707,1.304748550917746,317.19752147647966,5813.386257107139,245873.6155566974,192945.29472805263,0.20963695853006858,4.9103894513309605,69.80077722884585,86.18999497577117,22058.659113083115,1.3101806126382433e-16,19.220084949749527,47.90000000000025,2.00000000000001,4.780000000000025,59037472.00000032,18.732254742940608
2022-07-10,18787689.889863178,83138.4475720364,73871.0955937457,168570.20355291007,74.03199820072952,65.80893330435099,224869584.6285879,2827.4501601576035,1.2811042380105477,326.2556394913292,5932.155513774125,246033.2116675234,192993.97104603975,0.20972771889755173,4.907792088498227,69.83971430495704,86.19071051754278,23878.608895251935,9.826354594786824e-17,19.22006371231217,47.90000000000025,2.00000000000001,4.780000000000025,59037472.00000032,19.010212712021257
2022-07-11,18873291.886805944,85601.99694276368,76865.82537161838,168646.81804929816,76.61449638810382,68.27358297761693,224871225.4714412,2828.735214009609,1.2554464719791472,335.0894348544379,6037.031777541333,246152.9087506429,193030.47828453008,0.2097957891731641,4.905844066373677,69.88237800408956,86.19142574530005,26088.002081910876,7.369765946090118e-17,19.220047784234154,47.90000000000025,2.00000000000001,4.780000000000025,59037472.00000032,19.2166378792002
2022-07-12,18961313.23932879,88021.35252284535,79794.17851303841,168726.2167690359,79.39871973774896,70.92440959908222,224872456.1035812,2830.0669969648707,1.2281257395693652,343.55291970902545,6127.500142141141,246242.68156298253,193057.8587133978,0.20984684187987337,4.9043830497802645,69.92926184825149,86.19212813250456,28595.37484844032,5.5273244595675886e-17,19.22003583817564,47.90000000000025,2.00000000000001,4.780000000000025,59037472.00000032,19.382124475518932
2022-07-13,19051554.27889869,90241.03956989755,82601.20692825018,168808.8011675981,82.58439856220002,73.76299789097307,224873379.0776862,2831.4522407747236,1.1995291786266054,351.54080484317876,6203.461451143679,246310.01117223725,193078.39403504864,0.20988513140990533,4.903287287335205,69.98073403971166,86.19281878845418,31320.646763350334,4.145493344675691e-17,19.220026878631757,47.90000000000025,2.00000000000001,4.780000000000025,59037472.00000032,19.541783263371148
2022-07-14,19143686.250156593,92131.97125790163,85217.11329912893,168895.00420472273,86.20303712462365,76.78524146929651,224874071.30826497,2832.8982049831147,1.1699978859091928,359.0267251579179,6265.371136838699,246360.5083791783,193093.79552628673,0.2099138485574293,4.902465465501411,70.0370484289435,86.19352003833492,34190.3374157578,3.109120008506769e-17,19.220020158973846,47.90000000000025,2.00000000000001,4.780000000000025,59037472.00000032,19.731504360447403
2022-07-15,19237271.101854704,93584.85169811285,87571.41284975084,168985.1641748739,90.1599701511602,79.97909561393114,224874590.48119903,2834.4105604923498,1.139821135828147,366.01941361633806,6313.847680360125,246398.38128438406,193105.34664471532,0.20993538641807227,4.901849099126065,70.09836324478465,86.19424539397434,37145.523957099605,2.3318400063800766e-17,19.22001511923041,47.90000000000025,2.00000000000001,4.780000000000025,59037472.00000032,19.984700945559517
