date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,people_vaccinated_per_hundred,reproduction_rate,new_vaccinations,new_people_vaccinated_smoothed_per_hundred,median_age,extreme_poverty,hospital_beds_per_thousand,population
2020-04-05,758767.8329227489,57590.04840106706,49259.08238148192,45116.118168932546,4272.573131167044,3423.175891516206,0.010000000000000054,0.0,1.4804293050056576,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-06,818286.7510656895,59521.065615603235,51931.23817751424,49620.85692017073,4504.7535717107785,3689.0904377063266,0.010000000000000054,0.0,1.4369102140483627,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-07,879697.9828855647,61413.36923432695,54490.670649619286,54363.45056019925,4742.604755382962,3957.1229763081938,0.010000000000000054,0.0,1.3958875732705984,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-08,942966.7944201544,63270.920704025855,56911.312959095616,59353.64984645853,4990.2076227751095,4224.956484331993,0.010000000000000054,0.0,1.357548840909641,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-09,1008026.919538453,65062.173171846254,59166.93128428626,64598.0445923424,5244.400998270739,4489.679078504335,0.010000000000000054,0.0,1.3219615660409914,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-10,1074753.9205200342,66728.94856020347,61237.03626573579,70094.63202214961,5496.592119097375,4748.256812433527,0.010000000000000054,0.0,1.2891129004518829,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-11,1142945.208489575,68193.0953729646,63111.31659005824,75828.74303729754,5734.114532115542,4997.888274483524,0.010000000000000054,0.0,1.2589078815444728,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-12,1212305.0587427488,69361.48205008554,64792.964177837894,81769.98691598234,5941.246516410518,5236.270536179392,0.010000000000000054,0.0,1.2312114541447814,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-13,1282413.3188793003,70109.68862224428,66305.63531405079,87874.07538414269,6104.090446454633,5464.747474855949,0.010000000000000054,0.0,1.2058633417398092,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-14,1353186.2107819724,70774.09721975378,67642.89027335332,94135.30742692424,6261.233526502264,5681.69461179808,0.010000000000000054,0.0,1.1826967952512062,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-15,1424565.164518285,71379.92753666418,68801.3259868509,100543.32712804725,6408.020813913554,5884.239474362466,0.010000000000000054,0.0,1.1614718530641333,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-16,1496501.360993758,71936.94340621511,69783.44073545179,107082.696251013,6539.36995755864,6069.235128073087,0.010000000000000054,0.0,1.1419102892809714,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-17,1568944.1389418305,72443.31676603829,70599.7826698824,113732.57367500849,6649.87804994016,6233.990325692834,0.010000000000000054,0.0,1.1237449341553,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-18,1641832.3001662982,72888.52563205952,71270.56120069891,120466.47497183511,6733.901766285123,6376.81711902723,0.010000000000000054,0.0,1.1067946411465348,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-19,1715087.5884731426,73255.52757892516,71826.85554079578,127252.09208860504,6785.617468863819,6497.4415677772195,0.010000000000000054,0.0,1.0909759097545373,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-20,1788561.1030710845,73473.69405200263,72307.42932657301,134062.28458035187,6810.192755817234,6598.313330002284,0.010000000000000054,0.0,1.0763043305059496,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-21,1862231.8207099098,73670.85222937053,72721.25261952585,140884.21534218075,6821.930959881682,6678.412945627127,0.010000000000000054,0.0,1.0628384611955592,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-22,1936114.45431718,73882.73455017926,73078.79728381062,147701.2024083811,6816.987214739971,6736.836680939812,0.010000000000000054,0.0,1.0506634289606658,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-23,2010241.7049589609,74127.32634896292,73391.70967067966,154495.63427234942,6794.431975373022,6773.2740611250365,0.010000000000000054,0.0,1.0398912368788717,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-24,2084650.9508103682,74409.3026317934,73672.56513180753,161251.15637653123,6755.522187735335,6788.366019664084,0.010000000000000054,0.0,1.0306378846727298,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-25,2159374.2638834743,74723.3556583959,73934.68390428562,167954.31097987766,6703.154666011595,6783.973510384789,0.010000000000000054,0.0,1.022970979761821,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-26,2234430.9225732423,75056.69062873561,74191.99302436816,174595.76705843792,6641.456125559125,6763.378966499008,0.010000000000000054,0.0,1.0169077758685552,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-27,2309769.7813610923,75338.88274207541,74458.4486367313,181178.15785685394,6582.390833665151,6730.8357688303095,0.010000000000000054,0.0,1.0124027129615343,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-28,2385412.7585321353,75642.9951367118,74740.18342147229,187694.29339264077,6516.135562223662,6687.150649182535,0.010000000000000054,0.0,1.0093023579273577,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-29,2461403.6052598036,75990.86020191987,75041.34432644692,194136.04483439686,6441.751461583722,6633.545487371719,0.010000000000000054,0.0,1.0074341052263858,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-04-30,2537789.535780668,76385.94062655314,75364.00362702663,200496.89223924335,6360.847419717212,6571.6047976554955,0.010000000000000054,0.0,1.0066271303095773,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-01,2614607.45002555,76817.92182414897,75708.09222091649,206773.8353559034,6276.943127813128,6503.236343555141,0.010000000000000054,0.0,1.0067208325414927,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-02,2691873.6005928577,77266.15625175761,76071.34959926861,212968.8267270119,6194.9913794733,6430.641598972117,0.010000000000000054,0.0,1.0075638952529211,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-03,2769575.842978584,77702.24664906395,76449.28632501718,219089.8465158475,6121.019795109185,6356.2935940254765,0.010000000000000054,0.0,1.0090179440641267,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-04,2847585.9509799024,78010.11119882134,76830.89053448697,225157.96702974307,6068.120518600805,6282.82648010218,0.010000000000000054,0.0,1.010951402456629,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-05,2925921.3433577493,78335.39477597455,77215.51918722603,231173.09396978663,6015.126943572461,6211.253928919565,0.010000000000000054,0.0,1.0132617095671015,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-06,3004642.8118007984,78721.47024164489,77605.60644843515,237132.0734669977,5958.979499857764,6142.286651602417,0.010000000000000054,0.0,1.0158826105528325,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-07,3083826.512696757,79183.7022449054,78005.28676150423,243031.1458888718,5899.072423859071,6076.3189791672385,0.010000000000000054,0.0,1.018768131153152,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-08,3163542.96096084,79716.44927579294,78419.36215241464,248867.78619428838,5836.6403069053,6013.418797885457,0.010000000000000054,0.0,1.0218947796835467,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-09,3243841.2754071252,80298.31520506719,78852.5277080409,254642.0841996921,5774.298006520288,5953.320000805827,0.010000000000000054,0.0,1.0252400892875484,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-10,3324737.3627770683,80896.08793903,79308.79068487693,260357.77977872873,5715.695579874064,5895.416826396233,0.010000000000000054,0.0,1.0287917347096835,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-11,3406059.9036600525,81322.54130979945,79781.99485738762,266028.301867014,5670.5220889133125,5838.617364625883,0.010000000000000054,0.0,1.0325186555894716,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-12,3487848.1350656655,81788.23172572398,80275.25708147004,271652.82271571015,5624.520849167216,5782.816834878599,0.010000000000000054,0.0,1.0363867292486664,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-13,3570218.090924335,82369.95609875335,80796.46908518151,277228.21424104937,5575.391525692485,5728.018912519656,0.010000000000000054,0.0,1.0403595362706965,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-14,3653314.297168693,83096.20642442066,81355.39793783583,282751.10016042547,5522.885919641058,5674.278349871327,0.010000000000000054,0.0,1.0443879456742584,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-15,3737273.5430445927,83959.24601094652,81961.5114018256,288219.395094463,5468.294934236295,5621.657941944551,0.010000000000000054,0.0,1.0484144240262188,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-16,3822197.7095943745,84924.16665106715,82622.3469464889,293633.45889356907,5414.063799255122,5570.19625073767,0.010000000000000054,0.0,1.0523872562872802,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-17,3908133.3910193164,85935.68150090553,83342.28850850933,298996.9623828469,5363.503489389635,5519.8833984605,0.010000000000000054,0.0,1.0562826852665284,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-18,3994907.3506174344,86773.95965509102,84121.06219666977,304321.0623010335,5324.099918270417,5470.394769595221,0.010000000000000054,0.0,1.0601105272013522,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-19,4082586.611912661,87679.26133795705,84962.63751821997,309605.26712008717,5284.204819116524,5421.778389090411,0.010000000000000054,0.0,1.0638968902297163,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-20,4171298.7761775535,88712.16429693915,85868.66696074008,314847.7342120762,5242.467092036172,5374.217892819755,0.010000000000000054,0.0,1.0676371149896773,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-21,4261179.132844225,89880.35669070708,86837.83103568124,320046.7343209839,5199.0001089431025,5327.948574753803,0.010000000000000054,0.0,1.0713351407025051,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-22,4352330.992312554,91151.85948635623,87865.34706102092,325201.7499165626,5155.0155956052,5283.194422338792,0.010000000000000054,0.0,1.07494899612158,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-23,4444795.935556335,92464.94325730123,88942.60074825451,330314.2989597236,5112.549043180959,5240.120893030766,0.010000000000000054,0.0,1.0784350825792277,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-24,4538531.501327892,93735.56578169616,90056.86989263898,335388.5527265805,5074.253766871829,5198.799496696158,0.010000000000000054,0.0,1.0817566609971243,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-25,4633207.928452293,94676.42587150173,91185.79367869074,340431.63026891777,5043.077542348448,5158.65344669795,0.010000000000000054,0.0,1.0848654918693703,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-26,4728868.916119447,95660.98525689082,92326.0400768915,345443.97502877354,5012.344759864122,5119.816315792701,0.010000000000000054,0.0,1.0877363845775303,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-27,4825650.057564706,96781.1388457064,93478.75092967911,350426.7166949808,4982.741666213547,5082.712720361016,0.010000000000000054,0.0,1.090320064774455,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-28,4923712.817430162,98062.75852988433,94647.66574913406,355381.9299905315,4955.213295555448,5047.886081479561,0.010000000000000054,0.0,1.0925808695246049,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-29,5023195.014785621,99482.1989394302,95837.71456524436,360312.82876309956,4930.898772571571,5015.869445725062,0.010000000000000054,0.0,1.0945019094155948,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-30,5124173.68539433,100978.67675790183,97053.96256210405,365223.9115529328,4911.082789835924,4987.08860077732,0.010000000000000054,0.0,1.096104292436617,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-05-31,5226637.228412271,102463.55520902121,98300.81855506235,370121.0707687725,4897.159215841721,4961.789412121458,0.010000000000000054,0.0,1.0973912445375484,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-01,5330245.6336395275,103608.4246485243,99576.81872673647,375009.26952777576,4888.198759004762,4939.663875994785,0.010000000000000054,0.0,1.0983419143339967,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-02,5435063.599211554,104817.9930339047,100884.96301693356,379890.6979118311,4881.428384056423,4920.961507998034,0.010000000000000054,0.0,1.0989518139017598,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-03,5541258.119318176,106194.5559745237,102229.7371788283,384768.6618630917,4877.963951261458,4905.9932004878665,0.010000000000000054,0.0,1.0992230718031797,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-04,5649020.935076876,107762.85990267702,103615.46618664238,389646.97422537365,4878.312362282558,4895.007258478383,0.010000000000000054,0.0,1.099178616069581,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-05,5758510.372687755,109489.4893678612,105045.07929140404,394529.49802520406,4882.523799830865,4888.096426567262,0.010000000000000054,0.0,1.0988212600483087,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-06,5869807.722049762,111297.40750747331,106519.18381276779,399419.8039326075,4890.305907403859,4885.128159130366,0.010000000000000054,0.0,1.0981975546031368,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-07,5982884.52072285,113076.86139983592,108035.37048287917,404320.913356696,4901.109424088777,4885.69232296769,0.010000000000000054,0.0,1.0973831368637956,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-08,6097342.617739948,114458.16317980601,109585.33314334892,409231.87005307525,4910.956696379453,4888.943297817242,0.010000000000000054,0.0,1.0965205459251592,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-09,6213252.058004389,115909.5092142018,111169.83540809363,414154.66800522397,4922.7979521488505,4894.853073718465,0.010000000000000054,0.0,1.0957262206914469,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-10,6330789.268939629,117537.28129655973,112790.22463848797,419092.6217860776,4937.953780853726,4903.422892716134,0.010000000000000054,0.0,1.0951042970635123,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-11,6450152.223585792,119363.02466020278,114447.39088691397,424049.3132367793,4956.691450701711,4914.619765852556,0.010000000000000054,0.0,1.094778933851288,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-12,6571496.812922062,121344.65711829382,116140.98610442287,429027.80147574283,4978.488238963589,4928.328860911725,0.010000000000000054,0.0,1.0948438965746343,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-13,6694889.1251084935,123392.37591887568,117868.83854648151,434030.03040545026,5002.228929707508,4944.317793227434,0.010000000000000054,0.0,1.0953467233359548,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-14,6820269.654917352,125380.58788615113,119626.51357728211,439056.3843425499,5026.353937099642,4962.209843789361,0.010000000000000054,0.0,1.0962988272466347,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-15,6947104.44357975,126834.83979955211,121394.61007969738,444103.5232278245,5047.138885274642,4981.664482066333,0.010000000000000054,0.0,1.0977077985215968,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-16,7075465.162791481,128360.76252581165,123173.36042758188,449172.66590179986,5069.1426739753815,5002.570977903992,0.010000000000000054,0.0,1.0995686640172495,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-17,7205587.360684441,130122.23296417145,124971.21058038277,454265.39569331886,5092.729791519036,5024.682006052435,0.010000000000000054,0.0,1.1018369698939987,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-18,7337758.029078307,132170.69531136408,126800.8777759466,459382.91965298913,5117.523959670312,5047.65829914179,0.010000000000000054,0.0,1.104422814686176,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-19,7472231.278919278,134473.26923724014,128676.39380012432,464525.51297826867,5142.593325279568,5071.102137413881,0.010000000000000054,0.0,1.1072489145052606,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-20,7609165.096859152,136933.8310164888,130610.88743897514,469692.10233228,5166.589354011396,5094.582466020987,0.010000000000000054,0.0,1.1102369444439115,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-21,7748573.912689624,139408.82437742822,132614.92131791933,474879.9533329211,5187.851000641069,5117.65373299991,0.010000000000000054,0.0,1.1132769326380418,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-22,7889918.358951619,141344.45267221163,134687.7232916071,480085.79877474,5205.845441818883,5140.326320273533,0.010000000000000054,0.0,1.1162301623098192,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-23,8033320.88871922,143402.5345752643,136836.54804401257,485309.1710590777,5223.372284337667,5162.359298220671,0.010000000000000054,0.0,1.1189428221202133,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-24,8179075.602948606,145754.71783513296,139069.76037366898,490548.40646172984,5239.235402652094,5183.28879654851,0.010000000000000054,0.0,1.1213171683031544,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-25,8327516.020149412,148440.4199051153,141394.00696851956,495800.8840479788,5252.477586248936,5202.567958917531,0.010000000000000054,0.0,1.1232945989164431,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-26,8478915.903638251,151399.885517072,143812.0952370557,501063.2048588678,5262.320810889036,5219.671908910198,0.010000000000000054,0.0,1.1248340713592797,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-27,8633414.881978862,154498.97986178612,146321.40243167046,506331.3263009066,5268.121442038795,5234.176474507478,0.010000000000000054,0.0,1.1259222568161646,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-28,8790962.664312214,157547.78347423254,148912.68249117388,511600.6629383504,5269.336637443777,5245.817231446226,0.010000000000000054,0.0,1.1265701670788348,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-29,8950935.689669209,159973.02621265588,151573.9074289818,516863.55788572866,5262.89494737825,5253.96710086328,0.010000000000000054,0.0,1.1268111094720237,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-06-30,9113448.880988184,162513.19196072035,154304.00143744439,522118.3575060878,5254.799620359164,5258.4566519241325,0.010000000000000054,0.0,1.1266370974563142,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
2020-07-01,9278757.189199459,165308.30869258317,157097.37160070796,527365.9199072007,5247.562401112948,5259.646147475751,0.010000000000000054,0.0,1.1260456963954046,1.000000000000005,0.0,30.900000000000162,10.000000000000053,2.700000000000015,7975105024.000044
