date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,extreme_poverty,female_smokers,population
2022-06-03,86093.61447100386,4.659645196678643,4.649867730236095,1965.9939479762652,0.0030526393566655814,1.6122852870902474e-05,8.410689655170199,1.069549931144509,813.961569425287,752.0080680238701,3.0171066447568817e-09,292.5255858207638,0.6636812518289437,4.0903683076743596e-14,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-04,86098.2034356706,4.588964666739758,4.656859427282766,1966.0000989912514,0.0072506947728321145,0.0006614134066215041,8.410689655170764,1.0625608000067348,813.9711770689664,752.0060510179036,2.2628299835676615e-09,292.51918936557325,0.49776093887170775,3.0677762307557695e-14,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-05,86102.69488444537,4.4914487747801,4.641706787656651,1966.0122914380113,0.013017206599986118,0.00220646729478514,8.410689655171188,1.0572237674258669,813.978382801726,752.0045382634287,1.697122487675746e-09,292.5143920241803,0.3733207041537808,2.300832173066827e-14,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-06,86107.04336760048,4.348483155099301,4.598875274970032,1966.0304532262162,0.018780358085089828,0.004804171738057196,8.410689655171506,1.0537525055952581,813.9837871012955,752.0034036975725,1.2728418657568095e-09,292.51079401813564,0.27999052811533565,1.7256241298001202e-14,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-07,86111.23612944967,4.192761849194552,4.527841006970904,1966.0554999067367,0.025510607930333266,0.008557879934764643,8.410689655171744,1.0522642822345833,813.9878403259728,752.0025527731804,9.54631399317607e-10,292.50809551360214,0.20999289608650173,1.2942180973500901e-14,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-08,86115.28461163165,4.048482181983185,4.433377523166128,1966.0887645551359,0.0336125939567998,0.013511170132068996,8.410689655171923,1.0529032860133662,813.9908802444808,752.0019145798863,7.159735494882053e-10,292.50607163520203,0.1574946720648763,9.706635730125677e-15,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-09,86119.2180805726,3.933468940947639,4.323791868942152,1966.1315701842927,0.043066588324742805,0.019640164929368542,8.410689655172058,1.0557737799592828,813.9931601833617,752.0014359349158,5.36980162116154e-10,292.5045537264019,0.11812100404865722,7.279976797594258e-15,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-10,86123.07884808308,3.8607675104941857,4.2096016586555525,1966.1849090538656,0.05353458894879316,0.026847770755850004,8.41068965517216,1.0609426491258953,813.9948701375224,752.0010769511879,4.0273512158711545e-10,292.5034152948018,0.08859075303649291,5.459982598195693e-15,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-11,86126.9186868058,3.8398387227219697,4.102542872950945,1966.2492021523929,0.06443988805936489,0.034959357478652295,8.410689655172234,1.068411576372542,813.996152603143,752.000807713392,3.0205134119033656e-10,292.5025614711018,0.06644306477736969,4.09498694864677e-15,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-12,86130.7961418013,3.8774549954997894,4.014825706749413,1966.3241188088673,0.07502674862370934,0.043719518108989316,8.410689655172291,1.078091649312375,813.9971144523583,752.000605785045,2.2653850589275242e-10,292.5019211033267,0.04983229858302727,3.0712402114850777e-15,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-13,86134.70266549784,3.906523696527886,3.951744522466719,1966.409701905619,0.08566566586338656,0.05314257975821268,8.410689655172334,1.0898285947735524,813.9978358392699,752.0004543387847,1.699038794195643e-10,292.50144082749546,0.037374223937270454,2.3034301586138085e-15,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-14,86138.66875736526,3.9660918674185446,3.919484216025869,1966.506112886877,0.09647290809178705,0.06312164070101259,8.410689655172366,1.1033945553238635,813.9983768794535,752.0003407540895,1.2742790956467324e-10,292.501080620622,0.02803066795295284,1.7275726189603564e-15,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-15,86142.76334889026,4.094591524998304,3.9262524638940035,1966.612341614094,0.10627517234227293,0.0733276558651261,8.410689655172389,1.1185048693047932,813.9987826595913,752.0002555655682,9.557093217350493e-11,292.5008104654669,0.02102300096471463,1.2956794642202673e-15,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-16,86147.07191373635,4.30856484607582,3.980065883149985,1966.7264992616397,0.11419248138986586,0.08331022153685379,8.410689655172407,1.1348041529482151,813.9990869946946,752.0001916741771,7.16781991301287e-11,292.50060784910056,0.015767250723535974,9.717595981652006e-16,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-17,86151.6800503638,4.608136627446336,4.087089651535087,1966.8460379885723,0.11956485231583203,0.09257316389019707,8.41068965517242,1.1519122614467805,813.9993152460221,752.0001437556339,5.3758649347596524e-11,292.5004558868258,0.01182543804265198,7.288196986239004e-16,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-18,86156.66116899469,4.981118630895038,4.250392222491011,1966.9679156924662,0.12189729793112114,0.10063123038371133,8.410689655172432,1.1694404986060953,813.9994864345177,752.0001078167264,4.0318987010697396e-11,292.50034191511975,0.008869078531988985,5.466147739679253e-16,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-19,86162.06725683663,5.406087841949568,4.469011361438401,1967.0887195747823,0.12081857784394542,0.10705260830814567,8.410689655172439,1.1869596564367968,813.9996148258895,752.0000808625458,3.023924025802305e-11,292.50025643634024,0.006651808898991739,4.09961080475944e-16,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2022-06-20,86167.89422090813,5.826964071507435,4.743556193994128,1967.2060193190987,0.11731076596214474,0.11149081369717279,8.410689655172444,1.2040775315971532,813.9997111194182,752.0000606469104,2.2679430193517286e-11,292.5001923272556,0.004988856674243805,3.07470810356958e-16,13.89000000000008,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
