date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,total_boosters_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,population_density,life_expectancy,population
2021-06-05,1591.6481003093236,0.4439105411527936,0.34856701708423954,38.99999998960113,4.59882233669963e-09,1.1823974473543256e-08,18915.761600693273,48.580000000000254,72.53383345532404,32.547957312260394,562.0649154837454,487.2154795902469,0.014370567144040778,147.87000000000077,81.40000000000043,84534.00000000044
2021-06-06,1592.111075231995,0.4629749226713186,0.37946146190820274,38.9999999922009,3.4491167525247223e-09,8.867980855157441e-09,18921.263700519983,48.580000000000254,72.55898670536945,32.812914641704495,520.4111031178732,427.1214190010242,0.015567033308903263,147.87000000000077,81.40000000000043,84534.00000000044
2021-06-07,1592.589608945007,0.47853371301189307,0.40784738925597475,38.99999999415073,2.5868375643935417e-09,6.6509856413680815e-09,18926.950710263965,48.580000000000254,72.59193497623684,33.019367555831316,485.35853266940654,368.24849799349624,0.01829647730876216,147.87000000000077,81.40000000000043,84534.00000000044
2021-06-08,1593.0808621709425,0.4912532259353911,0.4330088451094023,38.999999995613095,1.940128173295156e-09,4.988239231026061e-09,18932.78888563918,48.580000000000254,72.63368547587521,33.18208614683475,458.5848316667765,313.63188092886514,0.022583217710078454,147.87000000000077,81.40000000000043,84534.00000000044
2021-06-09,1593.5782613664123,0.49739919546964356,0.45391597449139287,38.999999996709874,1.4550961299713671e-09,3.7411794232695455e-09,18938.700104921074,48.580000000000254,72.68464303924867,33.31943534111081,442.75221932405907,266.2532416598035,0.02833915859606892,147.87000000000077,81.40000000000043,84534.00000000044
2021-06-10,1594.0732403040615,0.49497893764942147,0.4695103486772071,38.999999997532456,1.0913220974785254e-09,2.8058845674521593e-09,18944.582565762583,48.580000000000254,72.7445406181567,33.447752612814405,436.6620531960374,228.3187127574578,0.03526503475183522,147.87000000000077,81.40000000000043,84534.00000000044
2021-06-11,1594.5565462590762,0.4833059550147009,0.4789189606029284,38.99999999814939,8.18491573108894e-10,2.1044134255891197e-09,18950.326307806128,48.580000000000254,72.81252850822008,33.58375454526049,440.9456748451255,201.61773527914715,0.04294829125456817,147.87000000000077,81.40000000000043,84534.00000000044
2021-06-12,1595.0192196490602,0.4626733899843617,0.48161472142181533,38.9999999986121,6.138686798316705e-10,1.5783100691918398e-09,18955.824854642597,48.580000000000254,72.88757751130953,33.74408507238002,456.0682868954707,187.41585478838445,0.05096445050298183,147.87000000000077,81.40000000000043,84534.00000000044
2021-06-13,1595.4533287639465,0.43410911488646176,0.4775368329215655,38.999999998959126,4.604015098737529e-10,1.1837325518938798e-09,18960.983945280615,48.580000000000254,72.96807422915128,33.942318450374266,479.91933278063834,186.10009406478565,0.05883775287400443,147.87000000000077,81.40000000000043,84534.00000000044
2021-06-14,1595.846218292419,0.392889528472539,0.4653911508708771,38.9999999992194,3.4530113240531467e-10,8.877994139204099e-10,18965.6531835888,48.580000000000254,73.05220946414971,34.190136771954414,511.9676945738822,197.27890054212543,0.06611377037625328,147.87000000000077,81.40000000000043,84534.00000000044
2021-06-15,1596.1940528595878,0.34783456716888417,0.44503754544145807,38.9999999994146,2.5897584930398603e-10,6.658495604403074e-10,18969.786989663186,48.580000000000254,73.13827512224512,34.497375685516175,551.1773888626533,220.0407364925673,0.07240449391017975,147.87000000000077,81.40000000000043,84534.00000000044
2021-06-16,1596.4996120428832,0.3055591832952154,0.41780514679925795,38.999999999561,1.9423188697798952e-10,4.993871703302306e-10,18973.41839577036,48.580000000000254,73.22537820658374,34.87158135204927,595.926199181498,252.93079477408014,0.07752412027103184,147.87000000000077,81.40000000000043,84534.00000000044
2021-06-17,1596.7706366339746,0.27102459109132127,0.38601029190293423,38.999999999670806,1.4567391523349214e-10,3.74540377747673e-10,18976.639393304846,48.580000000000254,73.31298277689439,35.31781277820421,644.3558979126846,294.5628989247753,0.08142815807657718,147.87000000000077,81.40000000000043,84534.00000000044
2021-06-18,1597.0185883352117,0.2479517012370432,0.3525949846027017,38.99999999975316,1.092554364251191e-10,2.809052833107547e-10,18979.586193007104,48.580000000000254,73.40051517467693,35.839675854392276,694.9474046315183,343.4240972705053,0.08416161629498958,147.87000000000077,81.40000000000043,84534.00000000044
2021-06-19,1597.257719531954,0.2391311967422623,0.32085574071446976,38.99999999981492,8.194157731883933e-11,2.1067896248306603e-10,18982.42817012704,48.580000000000254,73.48743979083326,36.438793534297815,746.0083604244746,397.7879501345217,0.0858080254080555,147.87000000000077,81.40000000000043,84534.00000000044
2021-06-20,1597.5043756218186,0.24665608986438942,0.29424022182544507,38.999999999861245,6.145618298912949e-11,1.5800922186229954e-10,18985.359573296664,48.580000000000254,73.57329472138404,37.116285505711566,797.1254747874752,456.25754307923734,0.08653248964427705,147.87000000000077,81.40000000000043,84534.00000000044
