date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,extreme_poverty,population,excess_mortality_cumulative,excess_mortality
2020-03-24,87.80411127712941,14.790713863959395,9.427960723481515,4.455422823214909,0.4724608380870068,0.29122042248691526,4186.759236364404,1.6796772586934916,623.9130606066924,439.3900393757393,0.03320970640326074,30.710318693754523,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,64.35878791433524,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,5.026574786961428
2020-03-25,104.77090828008384,16.99284147424624,11.169666405571729,4.723548371451267,0.5497561004463163,0.3526619232000288,4876.941712341186,1.6690354165475936,691.1919221518531,499.19062261519264,0.03342731858719027,30.487603273709603,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,65.87493385753562,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,4.6836803976363495
2020-03-26,124.21095431930684,19.45957939269183,13.104814445419933,5.0927259198295705,0.6493726668020947,0.42203668157261454,5633.482803325066,1.6564998978987389,757.2981756151839,561.5633289523457,0.033678924622357845,30.26810387738955,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,67.22806884822616,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,4.312432474790199
2020-03-27,146.30524224238928,22.10893793818407,15.209283910988056,5.591748706194101,0.7702550980330529,0.500621240979074,6454.092403075583,1.6422209156671075,821.1774132239943,625.3831625190439,0.03396895429417632,30.04893989899243,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,68.4319173439913,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.921816391368302
2020-03-28,171.09643329782332,24.80217856676027,17.446751233176435,6.244150896161424,0.9074101341259551,0.5893099837401243,7336.481180134755,1.62650796212202,882.8146371642804,689.6563764141711,0.03426582367150494,29.836792189919862,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,69.4979043945482,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.522445611468791
2020-03-29,198.44619375164842,27.358001087319767,19.768694646601823,7.064674258093932,1.0528911493986053,0.6884100896150493,8278.538890918793,1.6098551150950726,942.3771058628693,753.6513320843853,0.034569762065199544,29.628489423629336,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,70.44933585893646,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.1259405434432246
2020-03-30,227.49899566926356,29.058982392736155,22.082884915138866,7.986029934035881,1.1259482586229699,0.7904667462675263,9279.647186935072,1.5928522283704338,1001.3478423254019,817.0207550426053,0.03486591236984347,29.43207488931222,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,71.31719387868854,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,2.7440990727407915
2020-03-31,258.3340883809075,30.839728067984616,24.375536343109204,9.026222515168168,1.213481879164385,0.8965551340380737,10340.419423814768,1.576050127968196,1060.9518966115386,879.4747776588139,0.03517432115521071,29.23267446045544,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,72.13556105219686,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,2.3898592339119533
2020-04-01,291.31189466318597,32.981282799534085,26.659499704002926,10.24343870279502,1.357525759728818,1.0121560079299792,11461.033604706605,1.5598622566096332,1120.748925690718,940.8529319836077,0.035526991674423594,29.009279600997726,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,72.90169260556662,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,2.0765404453804064
2020-04-02,326.9027154382433,35.59342816299904,28.9642094580281,11.71355834189913,1.577808185342835,1.144969947123957,12640.236063258482,1.5445014112678281,1179.3035171510396,1001.1490719676686,0.035938553387362675,28.75849331419371,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,73.60889194932699,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,1.8160695689600452
2020-04-03,365.5582582981401,38.6574984008531,31.328144165272903,13.51328769630802,1.8773283432734518,1.3032780421141401,13876.451982802646,1.5300004928400135,1236.2917134935337,1060.4589597611443,0.036419978388938345,28.478719694759736,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,74.24899507705675,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,1.6176970885309134
2020-04-04,407.61528389813714,42.058492255714235,33.79317179557723,15.707509405068794,2.246538597468022,1.4947124100600746,15164.80395154933,1.5162479455834705,1288.4088142087107,1118.4082954511123,0.03698886873029463,28.16304429595672,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,74.81423386435375,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,1.4870808780843991
2020-04-05,453.223340751658,45.6091568453087,36.40030871093638,18.33979494972923,2.6664811943841507,1.7253340813007152,16500.660429725373,1.5029875105773916,1335.899112272566,1174.6327729781228,0.03767878794073977,27.797863377106555,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,75.2986335430618,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,1.4256456617953632
2020-04-06,502.0624150660068,48.83989930818976,39.22596747373241,21.338314214882615,3.0241660024461665,1.9965968764247968,17880.906230503497,1.4898784803797167,1380.277776350516,1228.7725112138785,0.03849955637249089,27.37250548370261,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,75.69906080694093,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,1.4301492431144625
2020-04-07,554.3339153719043,52.27211905127815,42.28753830730326,24.743619306928007,3.42454014501498,2.31253185253515,19303.41721327843,1.4765315170397992,1422.534964454227,1280.4355889695576,0.03943219798395775,26.890788291833232,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.01600989092009,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,1.4927396449593602
2020-04-08,610.2528120945401,55.91936078167138,45.56420156499594,28.633878022536074,3.9046850053352564,2.67646530827661,20765.172541503784,1.462579310048759,1461.7733144848223,1329.1636341964656,0.040436139438194615,26.36670304822208,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.25419213053665,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,1.6035372228690288
2020-04-09,669.9503556772411,59.697891626977615,49.007495065149755,33.09526953823373,4.472211232993048,3.0899942623968624,22263.62505900441,1.4477294081991439,1498.4660071952285,1374.7684431651278,0.04147820347974492,25.80924027905606,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.42297813151605,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,1.7512794639243296
2020-04-10,733.4011151742217,63.45102053018806,52.549239592333635,38.19978117759263,5.112626427330445,3.5522180626670785,23798.027601622452,1.4317821886639042,1534.4126598889898,1417.368478463053,0.04251815487225219,25.2385769449094,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.53672939695646,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,1.9240974338468428
2020-04-11,800.3682571951473,66.9673377958312,56.107483023274234,43.98855598662054,5.794860900006571,4.059162092572391,25368.729023776672,1.4146215477681303,1570.7090101074364,1457.7084693838142,0.04352306993570181,24.674465998921256,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.61504704771745,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,2.110390960231382
2020-04-12,870.3625051135566,69.99439474958844,59.590958421301934,50.45940341530486,6.4754119969183215,4.603345551329754,26977.66452801354,1.3961676798952658,1608.941195201782,1496.7262615401253,0.04447972973038017,24.126751244504483,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.6737852857882,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,2.2997787682389204
2020-04-13,942.7285853639344,72.36619037376222,62.95176374163913,57.534743253140036,7.078763264010667,5.1826463645315854,28627.90035140775,1.3762670010332805,1650.2400916178872,1535.3044085015733,0.04536981669015752,23.60863809401188,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.71783896434125,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,2.4841022796144148
2020-04-14,1017.366930296385,74.63842752498888,66.14689908289395,65.24031083352031,7.708135150011891,5.794686130864763,30321.839581590768,1.3547306321582848,1693.9424313507807,1574.0873238293175,0.046165533170494745,23.139080380463692,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.75087922325605,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,2.657774546537854
2020-04-15,1094.0763289440101,76.70946059202879,69.1169086366696,73.59468044252887,8.356295286232267,6.430750700281745,32061.919699121376,1.3314437401174226,1740.0825184064302,1613.85440689914,0.04682744658116783,22.736503239452517,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.77565941744214,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,2.8157907053600395
2020-04-16,1172.565116779115,78.48883429340762,71.80137475481324,82.59699611082375,9.003759926212677,7.078251616032265,33848.53154874315,1.3064346150428197,1786.6136502786455,1655.024434780046,0.04731547827782811,22.42272810832245,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.79424456308172,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,2.9541380239410797
2020-04-17,1252.459568030363,79.89448609497504,74.15053849985277,92.21776970755238,9.621856790166957,7.722572196187108,35681.735361622064,1.2799200142879341,1833.2051633715596,1697.7106660979653,0.04759714523067238,22.20654511162325,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.8081834223114,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.070057264839183
2020-04-18,1333.3101899206413,80.85064802307367,76.1340150578244,102.39197951078728,10.175022198313663,8.348452094780939,37562.04848307828,1.2522145743875748,1880.314134325699,1741.9372820557003,0.04765374127594553,22.097386209283076,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.81863756673366,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.162192535387172
2020-04-19,1414.5964433454606,81.2862730244159,77.7473302978933,113.0138941353531,10.62252392087489,8.94102572266943,39492.1530720696,1.2237578926523505,1930.1053486434366,1787.8120113155335,0.047435037695808605,22.125138881267446,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.82647817505034,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.230657502934788
2020-04-20,1495.740367415368,81.14393876960487,79.00153327610269,123.96092157113365,10.947484408012357,9.493811147205708,41476.11952286287,1.195060662540331,1983.9670205323541,1835.4796775234981,0.04690772623565742,22.314707425333292,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.83235863128786,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.27703888396534
2020-04-21,1576.5357539067127,80.7953975161178,79.88138638241651,135.20352892883528,11.242950086875478,9.998872096668034,43517.683339626215,1.1666521549530844,2041.564244067659,1885.1328350657034,0.04607801510337532,22.675229017610214,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.84960090623912,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.3044726365172736
2020-04-22,1656.843379748072,80.30763410993913,80.39573047847378,146.69564928227635,11.492377400321459,10.44693946358055,45620.55878784837,1.1389913786582537,2102.8757687003917,1936.9546844763975,0.044984981915766845,23.19624238376361,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.87750320068784,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.316776642407814
2020-04-23,1736.590582645575,79.74720909893797,80.57583017947601,158.3794615900204,11.68400509290433,10.829846970018979,47785.692991985256,1.1123598882276928,2165.134444495562,1991.0254994594343,0.04368459939739404,23.859573513743882,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.90649100749724,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.318062177530309
2020-04-24,1815.770942801896,79.18036480739687,80.4741328156026,170.1889756366009,11.809658635450727,11.142357916589882,50009.330474435046,1.0868710797131111,2223.6376627187983,2046.8007988027236,0.04222563442199516,24.639424802405557,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.92198040817635,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.3123686388731035
2020-04-25,1894.4440442054972,78.67310489190845,80.16333765307246,182.05272073844,11.863853543491746,11.383535244165117,52286.727542316345,1.0624312671216156,2277.3972030830582,2103.52875036255,0.040704616896005144,25.49194093535301,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.90727554530497,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.3033157140795715
2020-04-26,1972.7352955975648,78.29125400829795,79.7356978099402,193.89576227328735,11.84312286608683,11.557769080182677,54614.58082157251,1.0387602635280262,2327.8533806574815,2160.3539641940233,0.03917358225829996,26.394012262600768,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.84574172685214,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.2937677325538655
2020-04-27,2051.237897037543,78.50260340215118,79.35848828958197,205.6538191193162,11.75811784445848,11.673379331145426,56989.962894783224,1.015554845351257,2375.382149261699,2216.2764298358893,0.03766703220115876,27.35190867982069,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.72243525441523,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.285507937655315
2020-04-28,2129.945084058057,78.70718849214356,79.06018942339215,217.29264294323667,11.638869572742712,11.729685758863289,59413.2020353409,0.992632358964963,2423.239197595922,2270.808922247638,0.03618320886321559,28.392630604888183,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.52532579439911,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.278920984638665
2020-04-29,2208.570189901982,78.62510694764688,78.8197398374214,228.78299222682026,11.490383595200228,11.729093504667844,61888.17402165769,0.9699445342528121,2474.9720290954588,2323.9759224549625,0.034716753770876504,29.575886980815504,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,76.24621315640059,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.2740314555350567
2020-04-30,2286.669465309489,78.09927623529894,78.58414004290131,240.10455186242325,11.321585369315507,11.676968156943046,64420.66422665061,0.9475679675932949,2532.4902370769305,2376.467963172835,0.03325799196034876,30.970082656426154,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,75.88141487699673,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.2706461214324403
2020-05-01,2363.7341933583325,77.06472866968699,78.28165512913796,251.24887284962972,11.144340287490847,11.581542051773233,67017.46626953557,0.9256617546219278,2596.8020669479733,2429.790759063534,0.031792395069162704,32.67274783588786,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,75.43228190758605,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.268445737071195
2020-05-02,2439.25977559406,75.52558270136036,77.83171678318195,262.2215770677334,10.97271869331692,11.453843998429164,69689.41174158294,0.9044455725921743,2671.94549009463,2486.1692974812354,0.030287573612796437,34.80718531130509,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,74.90558538026946,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.2670690082240306
2020-05-03,2512.7975466276757,73.53777138284002,77.15234980458114,273.04401085509915,10.822444643775682,11.307646573482522,72446.77335046657,0.8842283294118112,2757.3616224190696,2547.5443131238585,0.028731840519875318,37.47212621683376,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,74.31380668226102,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.2661906886641026
2020-05-04,2584.3112821427067,71.51373577694912,76.15367896623492,283.79230031973464,10.748297606942959,11.163019028366593,75299.36002254623,0.8653286484809668,2852.5866822312423,2615.734414545548,0.027152144772582668,40.70490429417031,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,73.67535501169586,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.265595274324289
2020-05-05,2653.5247996807248,69.21351773445724,74.79722948970539,294.4651043606806,10.67281014767653,11.024670541475349,78255.56904729118,0.8480465833225879,2956.2090323586335,2691.8897249363145,0.02556821329824763,44.50992902864333,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,73.00890701507451,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.2650814289632786
2020-05-06,2720.0843075821376,66.55950804874217,73.07341888521708,305.0371766868005,10.572076906167885,10.893182931963024,81321.05815263077,0.8326364242404876,3065.4891110498456,2776.264045479874,0.02399435648305873,48.84596810309215,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,72.32049118567573,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.2644748064471227
2020-05-07,2783.6700826581655,63.58577518652439,70.9999657476233,315.47180623843633,10.434632986671822,10.766225111060194,84493.9228484745,0.8192567299450726,3172.864700126432,2867.7587645559342,0.022451811318338028,53.63642177867666,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,71.61873522830021,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.263735906756115
2020-05-08,2844.080228444824,60.41014586953137,68.62069635338078,325.73014750364996,10.258343841490628,10.639463920560836,87768.1694957613,0.8080021790037312,3274.246650498837,2964.5446875087455,0.02096539371822995,58.76499732948271,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,70.91346965005525,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.263019459386511
2020-05-09,2901.293493893416,57.21326551074588,66.00464960828066,335.77821825540445,10.0480726839622,10.50724726168761,91132.3115109614,0.7989153381959152,3364.1420176091037,3063.4330954634966,0.01954838271595109,64.0750181975,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,70.21468045344328,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.262697452298376
2020-05-10,2955.516387388392,54.222893541592114,63.24540575824677,345.59214785444976,9.81393104820114,10.363116441740834,94578.88175862521,0.79197561159781,3446.5702494705693,3161.890513258907,0.018202172621966568,69.42625556796997,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,69.53172365617822,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.2635217617697276
2020-05-11,3007.2601088994106,51.74372154598083,60.42115435100577,355.2100126361514,9.61786586856845,10.201640013917144,98102.17722071437,0.7871606033331355,3523.2954634442376,3257.7021932829057,0.016927001153611336,74.68896931010818,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,68.87273618104778,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.2664204599058086
2020-05-12,3056.491655688784,49.23154681559428,57.56662982272433,364.6102728901716,9.40026106917037,10.019934761569093,101698.93165503172,0.7843573626485276,3596.7544353336684,3349.2039720468647,0.015742115765014594,79.7502757867183,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,68.24419402331017,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.2723441449108917
2020-05-13,3103.21803071294,46.72637504382246,54.73336538578927,373.75027092490143,9.139998646092398,9.815506985850394,105363.66263914078,0.7833543180432812,3664.7309848712976,3434.804918272387,0.014665184108828834,84.51739009795742,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,67.6505808762416,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.2821668952747327
2020-05-14,3147.5222980831904,44.30426738500005,51.97889184800393,382.5824995737671,8.832229107387667,9.586801538676754,109086.50888950442,0.7838307029797793,3722.8462509353144,3513.3681037010633,0.013709456924543425,88.9131233750196,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,67.094139600297,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.2965987570441353
2020-05-15,3189.590624661299,42.068326589170255,49.35863672698555,391.06680357496066,8.48430434508504,9.333613597446492,112854.72134069022,0.7854045398398776,3768.2124516145486,3583.928679585758,0.0128816402047198,92.89058752156865,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,66.57468582498043,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.316106095979
2020-05-16,3229.73256125616,40.14193660315763,46.9198485859632,399.1795306062372,8.112727289195172,9.057397496081002,116652.88573725669,0.7876767080473301,3798.164396888034,3645.9262769808556,0.012180299319667853,96.432612586878,1.300000000000007,3.2300000000000173,1925.0000000000105,6202.000000000033,0.010000000000000054,66.08946815024802,43.400000000000226,0.5000000000000026,9967304.00000005,0.020000000000000108,3.3408673986533834
