date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,male_smokers,median_age,extreme_poverty,population
2020-03-11,0.9874393988364616,0.030905877102862495,0.012717950449193365,4.000000000000015,0.0,0.0,0.24000000000000093,0.9200000000000037,852.0000000000032,0.010000000000000038,5.5034623775732,52.300000000000196,19.000000000000075,37.000000000000135,5970430.000000023
2020-03-12,0.9847618374272828,0.0416506424748522,0.018608921789706967,4.000000000000017,0.0,0.0,0.24000000000000105,0.9200000000000041,852.0000000000035,0.010000000000000044,5.878516949740348,52.300000000000225,19.000000000000085,37.00000000000015,5970430.000000026
2020-03-13,0.9879249656593452,0.055058279205848396,0.026025857470269947,4.000000000000018,0.0,0.0,0.2400000000000011,0.9200000000000044,852.0000000000038,0.010000000000000047,6.30855739556319,52.30000000000024,19.000000000000092,37.00000000000016,5970430.000000028
2020-03-14,1.0002197423440577,0.07054387100748924,0.035038623871933315,4.000000000000019,0.0,0.0,0.24000000000000116,0.9200000000000046,852.000000000004,0.010000000000000049,6.790650108727995,52.30000000000025,19.000000000000096,37.00000000000017,5970430.000000029
2020-03-15,1.0245991958983163,0.08718392135516463,0.04561154708947045,4.0000000000000195,0.0,0.0,0.2400000000000012,0.9200000000000048,852.0000000000041,0.01000000000000005,7.236461886652666,52.30000000000027,19.0000000000001,37.00000000000018,5970430.00000003
2020-03-16,1.043271633510681,0.08489343552186805,0.055238395288014386,4.00000000000002,0.0,0.0,0.24000000000000124,0.9200000000000049,852.0000000000042,0.010000000000000052,7.646492665797528,52.300000000000274,19.0000000000001,37.000000000000185,5970430.000000031
2020-03-17,1.0595384051588688,0.0852602511727521,0.06415762645954678,4.00000000000002,0.0,0.0,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,8.081598329341695,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000032
2020-03-18,1.0896117870624302,0.10046748960774782,0.07416492314136351,4.00000000000002,0.0,0.0,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,8.624369238279716,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-03-19,1.1564783942722607,0.13690523905455065,0.08789906404315917,4.00000000000002,0.0,0.0,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,9.375298906731778,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-03-20,1.2852967401127302,0.1966188129366795,0.1083063277673405,4.00000000000002,0.0,0.0,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,10.442297871063719,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-03-21,1.4999454057632835,0.27839494357452066,0.13823879559926133,4.00000000000002,0.0,0.0,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,11.925820688365683,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-03-22,1.8204341674446383,0.3785764274611112,0.18015307859989887,4.00000000000002,0.0,0.0,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,13.91471958867248,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-03-23,2.225668224161376,0.4563789915719171,0.23355243015225177,4.00000000000002,0.0,0.0,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,16.477024824018937,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-03-24,2.7304664234539393,0.5481181156892816,0.3000463523491604,4.00000000000002,0.0,0.0,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,19.646920040121547,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-03-25,3.3669513043390067,0.671560467827079,0.38203541067428226,4.00000000000002,0.0,0.0,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,23.421982208501035,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-03-26,4.173112637918129,0.8330821155761935,0.48191392064307537,4.00000000000002,0.002456367162249517,0.0,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,27.761111575574283,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-03-27,5.184230082834212,1.0305161762102664,0.601471962783536,4.00000000000002,0.012184873949579882,0.0,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,32.582979124473276,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-03-28,6.426440176863876,1.255288554265007,0.7414468938717518,4.00000000000002,0.028983516483516623,0.002643665158371046,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,37.764862171409334,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-03-29,7.911911580611724,1.4940197447226755,0.9011869803585669,4.00000000000002,0.05205437944408559,0.00894654977375569,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,43.2223046763916,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-03-30,9.628923989272646,1.7234236643920422,1.0825461822631097,4.00000000000002,0.08015261393018788,0.02025063631221729,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,48.8986536850572,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-03-31,11.591844898871122,1.967729351396815,1.2856541421918404,4.00000000000002,0.11169817085488101,0.036917615243212853,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,54.68027613968182,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-01,13.809106686435204,2.220868118912838,1.5072354353445943,4.00000000000002,0.14485960099183984,0.05857395803874465,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,60.4412318300362,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-02,16.27935748735391,2.47295554943027,1.741693544834241,4.00000000000002,0.1776169050102022,0.08429472192272386,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,66.05147461590154,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-03,18.988574353395236,2.711245427425002,1.981923843176428,4.00000000000002,0.20780867100070313,0.1127414034329934,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,71.37779035106655,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-04,21.90789812121971,2.920845188862228,2.2199233284068884,4.00000000000002,0.2331674276202757,0.1422653285928449,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,76.29850452800592,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-05,24.992009563765507,3.0852525083241167,2.4472479261694238,4.00000000000002,0.2513461589505013,0.1709851955396567,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,80.71451301138919,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-06,28.123709823115068,3.1325560586832983,2.648510928466762,3.9987394957983398,0.26371970324648986,0.19738724830309456,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,84.5438078354651,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-07,31.29515793294722,3.1720899593324523,2.820473855690736,3.9963235294117854,0.2736301135693216,0.2206490335123892,0.24000000000000127,0.920000000000005,852.0000000000043,0.010000000000000054,87.73722869495708,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-08,34.537480279057604,3.242803733235607,2.9663316361119483,3.9937196994182496,0.2790267222164228,0.23990969045426647,0.24000000000000127,0.9200126050420219,852.0000000000043,0.010000000000000054,90.28326815987342,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-09,37.90327181239605,3.366152573682366,3.0937584232701325,3.99238091871366,0.27885633771920176,0.25444115601135314,0.24000000000000127,0.9200367647058876,852.0000000000043,0.010000000000000054,92.21167558661497,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-10,41.453471958844624,3.5504709267065113,3.2134419590169223,3.993962482829691,0.2728138757845536,0.26377656836598135,0.24000000000000127,0.9200628030058229,852.0000000000043,0.010000000000000054,93.5961600513059,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-11,45.247521551551124,3.794252677899961,3.3379843457979264,4.0001098711720475,0.26115533250098827,0.2678065697780416,0.24000000000000127,0.9200761908128687,852.0000000000043,0.010000000000000054,94.55641754979177,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-12,49.33598053017926,4.0886112925232325,3.4810776258642875,4.012299597949177,0.24455751424322691,0.2668515336683732,0.24000000000000127,0.9200603751717085,852.0000000000043,0.010000000000000054,95.25965139763808,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-13,53.70961306408574,4.3737467693277905,3.6581459698830305,4.029198841965444,0.22149182669728787,0.260808171906096,0.24000000000000127,0.919998901288285,852.0000000000043,0.010000000000000054,95.76374274990937,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-14,58.40213546063712,4.692608073117376,3.875121274438782,4.051828026108866,0.19591848217551938,0.24967157818619806,0.24000000000000127,0.9198770040205136,852.0000000000043,0.010000000000000054,96.12780706243215,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-15,63.460408964579436,5.058337761366806,4.134247387632584,4.082487697021862,0.17096924301496222,0.23418225506822024,0.24000000000000127,0.9196828014963173,852.0000000000043,0.010000000000000054,96.40085529682425,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-16,68.92838687857368,5.468026107062606,4.434286219457477,4.123953684854315,0.14915453407117651,0.21559289686031213,0.24000000000000127,0.919408190327152,852.0000000000043,0.010000000000000054,96.60564147261832,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-17,74.83507490359747,5.906724169825083,4.770672324580188,4.178873473078363,0.13251877708861196,0.19549347678227372,0.24000000000000127,0.9190495170181514,852.0000000000043,0.010000000000000054,96.75923110446386,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-18,81.1855013942464,6.350453599249883,5.135628839427393,4.249313475849503,0.1227568914783854,0.17568006233783667,0.24000000000000127,0.9185954764837183,852.0000000000043,0.010000000000000054,96.87442332834803,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-19,87.95394505020984,6.768463987414154,5.518254435000419,4.336419496027405,0.121301669901614,0.15805642684387536,0.24000000000000127,0.9180537502199329,852.0000000000043,0.010000000000000054,96.96081749626116,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-20,95.13431786975192,7.180388068130116,5.918996094511474,4.438901564489856,0.1281288057552346,0.14473672866555048,0.24000000000000127,0.9174462596591332,852.0000000000043,0.010000000000000054,97.025613122196,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-21,102.72712818899802,7.592821755687128,6.333108092215226,4.557941525662162,0.13827501414189486,0.13655933382947977,0.24000000000000127,0.9168056061858508,852.0000000000043,0.010000000000000054,97.07420984164715,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-22,110.68492274161943,7.957803129952173,6.747114359400603,4.694829770620255,0.15131453468528372,0.13385405111548426,0.24000000000000127,0.9161597961067456,852.0000000000043,0.010000000000000054,97.1106573812355,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-23,118.92556988426908,8.240653575647723,7.142999796699785,4.850453291119691,0.16644323779482928,0.13647554156867545,0.24000000000000127,0.9155317733890457,852.0000000000043,0.010000000000000054,97.13799303592675,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-24,127.3422220156584,8.416656956137874,7.501353758319938,5.02491172011741,0.18257321696926385,0.14382837563352038,0.24000000000000127,0.9149500582253667,852.0000000000043,0.010000000000000054,97.1584947769452,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
2020-04-25,135.8107873908649,8.46856899376793,7.8037276652170195,5.2172293621630494,0.19840373302429792,0.15488582600439071,0.24000000000000127,0.9144441209153094,852.0000000000043,0.010000000000000054,97.17387108270904,52.30000000000028,19.0000000000001,37.000000000000185,5970430.000000033
