date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,total_tests,new_tests,new_tests_smoothed,positive_rate,tests_per_case,median_age,aged_65_older,cardiovasc_death_rate,population
2022-03-15,38516.04799072277,107.219620416332,126.49465108693734,332.59251374931904,0.9221679012726383,1.0268756032570812,233157.86876593914,270818.54519122624,412.6630444247792,368.90143651842703,0.18638903360896364,6.109759968566226,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-03-16,38616.60693680425,100.55894608147989,120.04438472761427,333.46511899007635,0.8726052407573239,0.9953368899024113,233766.60411226982,271245.1987124246,426.65352119835234,383.04120343924103,0.17770693357776368,6.433858437963141,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-03-17,38710.244197431944,93.6372606276905,113.45868382690023,334.2802872063586,0.8151682162822795,0.9568538309691497,234333.43893003336,271683.75994252827,438.56123010367764,396.9796097546091,0.16871087245223051,6.7919161297005495,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-03-18,38796.94840340692,86.70420597496965,106.80756943126126,335.0321126251961,0.7518254188374376,0.9119533984369473,234858.3044095486,272130.1218153322,446.36187280400327,410.1011746721307,0.15965274063522997,7.169913180016213,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-03-19,38877.070917939855,80.1225145329403,100.19114378320688,335.7181051540947,0.6859925288986024,0.8616562252982997,235343.32754487992,272581.1830066191,451.06119128690744,421.9982145529028,0.15073793944539485,7.562725770597175,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-03-20,38951.410654518295,74.33973657843833,93.73094041659078,336.34027569815066,0.6221705440559822,0.8074921689737257,235793.34457947477,273034.7351702847,453.5521636655691,432.2205742954146,0.14220907837202304,7.966499725491527,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-03-21,39021.39113568516,69.9804811668605,87.51121403901072,336.8983871226762,0.5581114245255036,0.7493439166462614,236216.97283829097,273488.499196072,453.7640257873158,440.25343977133537,0.13430548363357464,8.375143055269273,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-03-22,39087.12625415565,65.73511847049127,81.58503431723486,337.391485881762,0.4930987590857894,0.6878461727788143,236614.90177771662,273940.26465238724,451.7654563152774,445.83098157381573,0.12720260981632528,8.783920316662053,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-03-23,39148.713549698885,61.587295543236976,76.01774083165603,337.82564414629286,0.4341582645308905,0.6250037310708598,236987.72185542743,274390.0842520575,449.8195996702014,449.1330293283909,0.12089193796987177,9.19627895759998,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-03-24,39206.31425083272,57.600701133833745,70.86965614087202,338.2122033747492,0.38655922845634527,0.5635709948125184,237336.40906513264,274839.59497637383,449.5107243163233,450.69261297884066,0.11526397610183836,9.62253242440556,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-03-25,39260.21330609486,53.899055262140074,66.1831205801208,338.56645699130803,0.35425361655880744,0.5065866171501132,237662.68833763455,275289.58664921677,449.9916728429315,451.20848688345234,0.11013608808801433,10.078885420437347,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-03-26,39310.864407496214,50.65110140135624,61.972768360106826,338.9066623944188,0.34020540311076725,0.457024481285339,237969.30609162315,275740.29349370033,450.7068444835244,451.15722165903463,0.10532847201300505,10.56774680611665,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-03-27,39358.923758110905,48.05935061468886,58.2182346411209,339.25329996323535,0.3466375688165924,0.41753193562463814,238260.23464677198,276192.5620886014,452.2685949011054,450.9767397736884,0.10064696810154447,11.088247079377421,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-03-28,39405.43926331497,46.515505204067765,54.86588331762161,339.62473579983487,0.37143583659951673,0.39077548694795544,238541.8174999468,276644.2311171948,451.6690285934121,450.68384765508915,0.0961059435939348,11.629734113670123,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-03-29,39450.588578061586,45.149314746619076,51.92483087864936,340.0298479067609,0.4051121069260442,0.3781643559995902,238815.13008181241,277093.0766345998,448.84551740498216,450.27652504319207,0.09172619331277507,12.180610216797538,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-03-30,39494.41121376603,43.82263570443754,49.38679672071947,340.476506809192,0.44665890243112094,0.37995633099452186,239080.4115687934,277536.5650874564,443.4884528565814,449.3841229355944,0.08759554996195695,12.722429220452083,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-03-31,39536.878626872734,42.467413106705706,47.224679958122074,340.970372996358,0.4938661871659402,0.3953371577481544,239337.48916641437,277971.9345298784,435.36944242201,447.3766830226402,0.08384566053223058,13.228276343264099,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-01,39577.946785280656,41.06815840792203,45.3914920306472,341.51399500260186,0.5436220062438808,0.4224800822736246,239586.0963218053,278397.60975325917,425.6752233808261,443.9167398041494,0.08057752271009741,13.681294523123597,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-02,39617.59559316223,39.64880788157183,43.819556159378465,342.10613296817684,0.5921379655749608,0.45859050772978294,239826.11138308022,278813.1415101613,415.53175690213595,438.9057352021753,0.0778528252904917,14.075733335781633,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-03,39655.85845957761,38.2628664153806,42.419906938538425,342.7412513098435,0.6351183416666774,0.4999394871321797,240057.73659387158,279216.8694971979,403.7279870366542,431.9845373421621,0.0757818296983149,14.392039174428358,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-04,39693.179769053015,37.321309475401044,41.106331626011176,343.4204827616333,0.6792314517897635,0.5440569101131951,240283.66205351648,279609.0712243856,392.2017271876398,423.50013539188393,0.0743195655510472,14.627051358843268,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-05,39729.51045704192,36.33068798890377,39.84644506727831,344.14254371311296,0.7220609514796865,0.5894862831020273,240503.5907476361,279991.8203381344,382.74911374884283,414.0661325717092,0.07332839426671149,14.789049023334153,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-06,39764.60881240011,35.09835535819371,38.60007281144779,344.8977448889076,0.7552011757946401,0.6337107045695727,240716.05946942169,280368.65685023984,376.83651210542706,404.55064984895046,0.07260974107818498,14.896626780428885,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-07,39798.15263386381,33.54382146370026,37.32526113735124,345.6710623835525,0.7733174946449469,0.6737654136889777,240919.1177627001,280739.9215646357,371.26471439581286,395.3971341223307,0.07208885073430141,14.963047008398608,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-08,39829.82334740825,31.670713544446212,35.9827845731169,346.4444409376326,0.7733785540800268,0.7066972018310524,241110.8371292329,281105.55017477,365.6286101342874,386.8229798742308,0.07170545511601381,14.994676982220115,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-09,39859.36909426665,29.545746858399333,34.539526535849355,347.1985213948862,0.7540804572536215,0.7299089711858309,241289.69293419068,281465.8085425194,360.2583677493909,378.9315691008901,0.07143649275911776,14.99500902948993,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-10,39886.65204694439,27.282952677736183,32.97101481138932,347.9139362950339,0.7154149001477152,0.7414181537287408,241454.85083525872,281821.186513548,355.37797102859184,372.0307712018801,0.0711945318188536,14.985259680973318,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-11,39911.46330799439,24.811261049995764,31.183911399427608,348.57480257680277,0.6608662817688349,0.7387900212435508,241605.04623892013,282172.1107642823,350.92425073427563,366.14208292629746,0.07090915031856823,14.982433771719021,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-12,39933.687655527196,22.224347532810352,29.168761765472482,349.17161583046936,0.5968132536666396,0.7208459095978224,241739.58164816262,282518.90151212615,346.79074784385523,361.0139474565206,0.07052543093543565,15.00261395193085,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-13,39953.45869575017,19.77104022297559,26.979180406198765,349.69765175649826,0.526035926028907,0.6880075737626856,241859.26587380818,282861.6431509017,342.74163877558743,356.15226731508005,0.07005115141747857,15.048825363754235,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-14,39971.11136182561,17.652666075441147,24.709042544468105,350.1500487721253,0.45239701562704576,0.6420134372709483,241966.12647662344,283200.9064743596,339.263323457903,351.58962065437777,0.06942023169497716,15.132913463668963,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-15,39987.14628801439,16.03492618877221,22.47537790059415,350.5306199662955,0.38057119417018753,0.5857057793106778,242063.19409890292,283537.65396695305,336.74749259342775,347.4725807137961,0.06856889064259689,15.265788846943728,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-16,40002.20309028363,15.056802269245626,20.40554102079146,350.84646206586626,0.3158420995707565,0.5228711250453877,242154.3407131562,283870.3362735345,332.6823065814643,343.540101340131,0.06756532344413263,15.432261803275045,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-17,40017.04032676255,14.837236478921959,18.627589023512165,351.1104121602599,0.26395009439364603,0.4581205383541769,242244.15830862318,284198.7602691461,328.42399561159965,339.6947495668311,0.06647958405045573,15.619089694408473,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-18,40032.286014302736,15.245687540186967,17.26108591760182,351.341390244953,0.23097808469310155,0.3964342951683479,242336.4486414548,284523.52519539587,324.76492624974736,335.96059029406365,0.06535952643473911,15.816915848699072,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-19,40048.257109305,15.971095002263716,16.367771774982252,351.5424033818407,0.20101313688763497,0.3396033555068364,242433.13043471135,284844.36550288217,320.8403074862767,332.25528434950746,0.06427093765087666,16.00690957559996,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-20,40065.31422822961,17.057118924613135,15.980075599174654,351.71619167665244,0.17378829481181554,0.28898629167860845,242536.38669319608,285161.0587910276,316.6932881454125,328.534950657089,0.06331503258528104,16.16936123793787,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-21,40083.79239386134,18.4781656317275,16.09800838005328,351.8656182241996,0.14942654754712936,0.2454089172075667,242648.24547529494,285473.5568760765,312.49808504894344,324.71142630891285,0.06259487172402874,16.280665078421105,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-22,40103.94909500821,20.156701146872585,16.6868328849107,351.99396156730984,0.12834334311025014,0.20908900852623108,242770.26547185614,285781.9685620351,308.41168595865366,320.6632239010451,0.06216706523452131,16.329836236094454,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-23,40125.925331275605,21.9762362673943,17.675316001756745,352.10513504102914,0.1111734737192423,0.17957984624599857,242903.3001903501,286087.0978824188,305.1293203836642,316.7251813388418,0.06197920972097833,16.33558661469207,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-24,40149.71639664681,23.79106537119864,18.954417996792703,352.20385128077237,0.09871623974321332,0.1557278711098384,243047.32109298918,286383.33894187264,296.2410594538765,312.1232654482171,0.0620036380599646,16.25983152533711,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
2022-04-25,40175.34156380707,25.625167160267157,20.43717920541615,352.2944850992352,0.09063381846287227,0.13545185032656118,243202.44482846878,286671.8872219188,288.5482800461285,306.942319803681,0.06218178478285331,16.12225082564474,31.40000000000017,9.55000000000005,310.5000000000016,171783.0000000009
