date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,reproduction_rate,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,aged_65_older,median_age,male_smokers,population
2020-03-11,4.000000000000015,0.0,0.0,4.000000000000015,0.0,0.0,0.48000000000000187,1.1700000000000044,970.0000000000038,0.010000000000000038,0.1577210381894532,2.540000000000009,19.100000000000076,41.30000000000015,8605723.000000032
2020-03-12,4.000000000000017,0.0,0.0,4.000000000000017,0.0,0.0,0.4800000000000021,1.1700000000000048,970.0000000000042,0.010000000000000044,0.3711244890493307,2.5400000000000102,19.100000000000083,41.30000000000017,8605723.000000037
2020-03-13,4.000000000000018,0.0,0.0,4.000000000000018,0.0,0.0,0.4800000000000022,1.1700000000000053,970.0000000000045,0.010000000000000047,0.7426004773235223,2.5400000000000116,19.10000000000009,41.30000000000018,8605723.000000041
2020-03-14,4.000000000000019,0.0,0.0,4.000000000000019,0.0,0.0,0.4800000000000023,1.1700000000000055,970.0000000000048,0.010000000000000049,1.305251909382432,2.5400000000000125,19.100000000000094,41.300000000000196,8605723.000000043
2020-03-15,4.0000000000000195,0.0,0.0,4.0000000000000195,0.0,0.0,0.4800000000000024,1.1700000000000057,970.000000000005,0.01000000000000005,2.089304478255317,2.540000000000013,19.100000000000097,41.3000000000002,8605723.000000045
2020-03-16,4.00000000000002,0.0,0.0,4.00000000000002,0.0,0.0,0.4800000000000025,1.170000000000006,970.0000000000051,0.010000000000000052,3.1222173696805067,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-03-17,4.00000000000002,0.0,0.0,4.00000000000002,0.0,0.0,0.48000000000000254,1.170000000000006,970.0000000000052,0.010000000000000054,4.428901068630786,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-03-18,4.00000000000002,0.0,0.0,4.00000000000002,0.0,0.0,0.48000000000000254,1.170000000000006,970.0000000000052,0.010000000000000054,6.011766622416866,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-03-19,4.00000000000002,0.0,0.0,4.00000000000002,0.0,0.0,0.48000000000000254,1.170000000000006,970.0000000000052,0.010000000000000054,7.869331269333676,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-03-20,4.00000000000002,0.0,0.0,4.00000000000002,0.0,0.0,0.48000000000000254,1.170000000000006,970.0000000000052,0.010000000000000054,9.98971128328664,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-03-21,4.00000000000002,0.0,0.0,4.00000000000002,0.0,0.0,0.48000000000000254,1.170000000000006,970.0000000000052,0.010000000000000054,12.352737405580715,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-03-22,4.00000000000002,0.0,0.0,4.00000000000002,0.0,0.0,0.48000000000000254,1.170000000000006,970.0000000000052,0.010000000000000054,14.935942517663268,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-03-23,4.00000000000002,0.0,0.0,4.00000000000002,0.0,0.0,0.48000000000000254,1.170000000000006,970.0000000000052,0.010000000000000054,17.678135782882265,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-03-24,4.00000000000002,0.0,0.0,4.00000000000002,0.0,0.0,0.48000000000000254,1.170000000000006,970.0000000000052,0.010000000000000054,20.55712979449852,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-03-25,4.00000000000002,0.0,0.0,4.00000000000002,0.0,0.0,0.48000000000000254,1.170000000000006,970.0000000000052,0.010000000000000054,23.56238209054103,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-03-26,4.00000000000002,0.002456367162249517,0.0,4.00000000000002,0.0,0.0,0.48000000000000254,1.170000000000006,970.0000000000052,0.010000000000000054,26.698730330026052,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-03-27,4.00000000000002,0.012184873949579882,0.0,4.00000000000002,0.0,0.0,0.48000000000000254,1.170000000000006,970.0000000000052,0.010000000000000054,29.949903759155017,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-03-28,4.00000000000002,0.028983516483516623,0.002643665158371046,4.00000000000002,0.0,0.0,0.48000000000000254,1.170000000000006,970.0000000000052,0.010000000000000054,33.29254110314137,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-03-29,4.00000000000002,0.05205437944408559,0.00894654977375569,4.00000000000002,0.0,0.0,0.48000000000000254,1.170000000000006,970.0000000000052,0.010000000000000054,36.702065329618534,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-03-30,3.9924369747899364,0.07258958872010379,0.0191666026987719,4.00000000000002,0.0,0.0,0.47907983193277565,1.170000000000006,970.0000000000052,0.010000000000000054,40.14589191899807,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-03-31,3.977941176470609,0.09720237253555318,0.033755850537330476,4.00000000000002,0.0,0.0,0.47731617647059077,1.170000000000006,970.0000000000052,0.010000000000000054,43.58462045831779,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-01,3.9623181965093943,0.12923662103062444,0.0531728995384214,4.00000000000002,0.0,0.0,0.47541538057530963,1.170000000000006,970.0000000000052,0.010000000000000054,46.97668948724198,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-02,3.9542855122818574,0.1695842207826649,0.07774231201645361,4.00000000000002,0.0,0.0,0.4744380706609593,1.170000000000006,970.0000000000052,0.010000000000000054,50.28951598420985,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-03,3.9637748969780437,0.21729805569688931,0.10754913866650984,4.00000000000002,0.0,0.0,0.4755926124656619,1.170000000000006,970.0000000000052,0.010000000000000054,53.4886327864768,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-04,4.00065922703218,0.2700517576744129,0.14235981780078769,4.00000000000002,0.0,0.0,0.48008020595558193,1.170000000000006,970.0000000000052,0.010000000000000054,56.54354585682602,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-05,4.073797587694956,0.32448451961327646,0.18156284977593054,4.00000000000002,0.0,0.0,0.4889787065028862,1.170000000000006,970.0000000000052,0.010000000000000054,59.411408907810305,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-06,4.165109018179109,0.3562916379323238,0.22232178180512224,4.00000000000002,0.0,0.0,0.5001176756431641,1.170000000000006,970.0000000000052,0.010000000000000054,62.083506745499065,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-07,4.281556391947202,0.3924934537239688,0.2647064300836418,4.00000000000002,0.0,0.0,0.514341812000635,1.170000000000006,970.0000000000052,0.010000000000000054,64.56706153940883,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-08,4.444683777476891,0.4447579377396484,0.30996986781160074,4.00000000000002,0.0,0.0,0.534249733273263,1.170000000000006,970.0000000000052,0.010000000000000054,66.85248587659939,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-09,4.68276945883489,0.5182807997817896,0.359974653605954,4.00000000000002,0.0,0.0,0.5632480627215932,1.170000000000006,970.0000000000052,0.010000000000000054,68.9179717119099,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-10,5.024940701107429,0.6134035539410623,0.4167625028095083,4.00000000000002,0.0,0.0,0.6048419940353782,1.170000000000006,970.0000000000052,0.010000000000000054,70.74017804055825,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-11,5.496759824473115,0.7268270675243179,0.4822315409726783,4.00000000000002,0.0,0.0,0.6621032149835484,1.170000000000006,970.0000000000052,0.010000000000000054,72.3164884108325,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-12,6.116913759757561,0.8525217227505446,0.5578942439648039,4.00000000000002,0.0,0.0,0.7372708501516898,1.170000000000006,970.0000000000052,0.010000000000000054,73.64704649558408,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-13,6.831706005015339,0.9193848279387987,0.6385824476794865,4.00000000000002,0.0,0.0,0.8238387226170008,1.170000000000006,970.0000000000052,0.010000000000000054,74.7455372957347,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-14,7.659332186373025,1.0009154793897825,0.7257645668520532,4.00000000000002,0.0,0.0,0.9239971738308841,1.170000000000006,970.0000000000052,0.010000000000000054,75.63464699248632,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-15,8.653031783606545,1.134009169335487,0.8245060366451823,4.00000000000002,0.0,0.0,1.044173219739681,1.170000000000006,970.0000000000052,0.010000000000000054,76.3483019864463,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-16,9.881014949534276,1.335671712166453,0.9415551900566098,4.00000000000002,0.002456367162249517,0.0,1.1926058359424487,1.170000000000006,970.0000000000052,0.010000000000000054,76.90587839675145,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-17,11.411407624561846,1.6079916638921345,1.0839076659749094,4.00000000000002,0.012184873949579882,0.0,1.3775274215592954,1.1699873949579893,970.0000000000052,0.010000000000000054,77.33253775683971,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-18,13.30096037259077,1.9418696367361705,1.2577297152213265,4.00000000000002,0.028983516483516623,0.002643665158371046,1.6057998971326293,1.1699632352941238,970.0000000000052,0.010000000000000054,77.66047458459822,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-19,15.586580007949895,2.3198152850828375,1.467550680081156,4.00000000000002,0.05205437944408559,0.00894654977375569,1.8818917780530957,1.1699371969941885,970.0000000000052,0.010000000000000054,77.93684785829365,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-20,18.21721360971165,2.656280339054538,1.7158338245405083,3.993697478991617,0.07385009292178449,0.019355678329024004,2.1996361897130647,1.1699112041451258,970.0000000000052,0.010000000000000054,78.20962652074039,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-21,21.22721208187977,3.0292335251377094,2.0056901712496,3.9816176470588442,0.09961833892210784,0.034307321125565775,2.5631867415091083,1.169890255080404,970.0000000000052,0.010000000000000054,78.47271811292127,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-22,24.67377040594769,3.4609846137951115,2.338152890234231,3.968598497091165,0.13184045102416037,0.054114944625687084,2.9794652015746292,1.1698889259580099,970.0000000000052,0.010000000000000054,78.71676983873115,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-23,28.61521791435093,3.9522672256986358,2.7119356114377986,3.961904593568218,0.17092300148725448,0.07888517420940772,3.4555350679553802,1.1699346324129174,970.0000000000052,0.010000000000000054,78.95093322908079,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
2020-04-24,33.094735995556405,4.487632869177023,3.123251159127806,3.969812414148373,0.21571649158085826,0.10845476624205928,3.996631746991106,1.1700810648074274,970.0000000000052,0.010000000000000054,79.18508873887599,2.5400000000000134,19.1000000000001,41.30000000000021,8605723.000000045
