date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,reproduction_rate,new_tests_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_70_older,handwashing_facilities,population
2021-06-06,14666.60246723432,8.458302777123958,9.668385708299287,768.9514615868316,0.5161794710575603,0.7096008563161738,823.8800689026589,0.9574733626098928,1277.0000000000068,0.0,35.102128662232616,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-07,14675.048392119359,8.445924885040782,9.25368197676423,769.4507810640744,0.4993194772427507,0.6451521613062972,824.3541979278033,0.9653222165275568,1277.0000000000068,0.0,35.12644103448964,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-08,14683.53802324274,8.489631123379823,8.941018916315912,769.9382958820904,0.4875148180160973,0.5912539076636278,824.8307234296933,0.973096542809373,1277.0000000000068,0.0,35.14233077586728,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-09,14692.105909157995,8.567885915256277,8.730121653300294,770.4142422735597,0.4759463914694104,0.5479460868563187,825.3115983253415,0.9807540489945553,1277.0000000000068,0.0,35.154248081900505,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-10,14700.767699483255,8.661790325259286,8.613728441009492,770.8758885571425,0.461646283582666,0.5143230105203909,825.7977184595858,0.9882633389437201,1277.0000000000068,0.0,35.16318606142543,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-11,14709.52212238234,8.754422899083455,8.577999304254222,771.3189235283945,0.4430349712519645,0.4886533761837649,826.2890317341539,0.9956133089912433,1277.0000000000068,0.0,35.16988954606912,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-12,14718.352467675591,8.830345293252488,8.602822522793137,771.738497752955,0.4195742245604994,0.46847031655928517,826.7846199544628,1.0028190638378103,1277.0000000000068,0.0,35.17491715955189,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-13,14727.227699173003,8.875231497411907,8.66204449390482,772.1300045364368,0.39150678348178414,0.45063893651448705,827.282760214717,1.009901143385793,1277.0000000000068,0.0,35.17868786966397,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-14,14736.115893966069,8.888194793065406,8.724902633518479,772.4909261560455,0.36092161960875285,0.4308649489922007,827.7816768190867,1.016930382426224,1277.0000000000068,0.0,35.18151590224802,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-15,14745.008058160416,8.892164194346577,8.782111041072937,772.8186471057229,0.3277209496774764,0.4080514266762777,828.2808744533594,1.0239885108015698,1277.0000000000068,0.0,35.18363692668606,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-16,14753.889285378575,8.881227218158136,8.826611561347702,773.1112865574769,0.2926394517539058,0.3818960360705571,828.779522679064,1.0311748026228336,1277.0000000000068,0.0,35.185227695014596,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-17,14762.742335721088,8.85305034251325,8.853708509407685,773.3683227073783,0.25703614990140244,0.3527150134782576,829.2766560687692,1.03857373286564,1277.0000000000068,0.0,35.186420771261,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-18,14771.550319987347,8.807984266257929,8.861169714311755,773.5910610350597,0.22273832768138488,0.32131114698652163,829.7713243075573,1.046229103786271,1277.0000000000068,0.0,35.1873155784458,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-19,14780.29871284121,8.748392853862818,8.849302301894138,773.7829854983386,0.19192446327881513,0.2888747629548236,830.2627047691307,1.0541839480724131,1277.0000000000068,0.0,35.187986683834396,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-20,14788.976862685227,8.678149844017035,8.82100953185048,773.9500219291849,0.1670364308463125,0.2569094658812763,830.7501869478898,1.0624495318364704,1277.0000000000068,0.0,35.188490012875846,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-21,14797.60307364613,8.626210960905484,8.783459475972553,774.1019960848988,0.15197415571392006,0.22717644330236011,831.2347845224893,1.070994227093256,1277.0000000000068,0.0,35.18886750965693,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-22,14806.16814233869,8.565068692560185,8.736619493857255,774.2402656480319,0.13826956313321007,0.20024335380837982,831.7159773705365,1.0797960904880108,1277.0000000000068,0.0,35.18915063224274,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-23,14814.650702746283,8.482560407590803,8.67956093584221,774.3652024680871,0.12493682005514362,0.1764317073407711,832.1925601125836,1.0888229890036956,1277.0000000000068,0.0,35.1893629741821,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-24,14823.024953368718,8.374250622435195,8.611053216425947,774.4767622259856,0.11155975789850067,0.15580891302012273,832.6630768394485,1.098019310272489,1277.0000000000068,0.0,35.189522230636626,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-25,14831.26645258312,8.24149921440236,8.530009369333047,774.5749116824185,0.09814945643292534,0.138182315017193,833.1261471577066,1.107358535710186,1277.0000000000068,4.638009049773766e-05,35.189641672977515,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-26,14839.356465164576,8.090012581454657,8.435820213812985,774.6599491141096,0.0850374316912099,0.12309471945617216,833.5807107238079,1.1167750427005467,1277.0000000000068,0.00015695701357466122,35.18973125473319,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-27,14847.28522217662,7.928757012044461,8.328604979364275,774.7327446410131,0.07279552690350767,0.10982103959212922,834.026210644667,1.1262112109200464,1277.0000000000068,0.0003426692792501631,35.189798441049945,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-28,14855.043021351295,7.757799174676536,8.20434465242884,774.7949204717112,0.06217583069799279,0.09718930910586171,834.4620881709609,1.1356170377957249,1277.0000000000068,0.0006109127545248899,35.18984883078751,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-29,14862.620969956608,7.5779486053125185,8.063080887511687,774.8465135599901,0.05159308827882752,0.08500962888821988,834.8878405302904,1.1449514661296007,1277.0000000000068,0.0009648102931076325,35.189886623090686,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-06-30,14870.025003485576,7.404033528968238,7.908721783927246,774.8877940258437,0.04128046585359382,0.0732640089964817,835.303803313039,1.1541849958480102,1277.0000000000068,0.0014026639577104953,35.18991496731806,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-01,14877.27379463101,7.248791145433363,7.747635714157468,774.9193684670245,0.031574441180757744,0.062040766928356784,835.7110313794152,1.1632659285278968,1277.0000000000068,0.001917544186770271,35.189936225488594,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-02,14884.397185016587,7.123390385577941,7.587596695120373,774.9422574427064,0.023680830885568306,0.05148532632748934,836.1112095397339,1.1721807004360016,1277.0000000000068,0.002496981669489474,35.189952169116495,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-03,14891.43500899517,7.037823978582301,7.436993416621478,774.9579535862325,0.01776062316417623,0.041763316012585344,836.506585564627,1.1809024936527948,1277.0000000000068,0.0031227362521171124,35.189964126837424,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-04,14898.43621149753,7.001202502359488,7.304236012692362,774.9684651896755,0.013320467373132173,0.03303289424925802,836.8999199427021,1.1894136187851698,1277.0000000000068,0.0037832286596760777,35.18997309512812,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-05,14905.412808267642,6.976596770111577,7.1924455938761005,774.9687858670476,0.00999035052984913,0.024774670686943515,837.2919019802986,1.1976975767262417,1277.0000000000068,0.004471875276269672,35.189979821346135,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-06,14912.386949445743,6.9741411781008225,7.106067550287499,774.9602028456649,0.007492762897386847,0.018581003015207636,837.6837805576233,1.2057699504826274,1277.0000000000068,0.005174850219322498,35.18998486600965,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-07,14919.405063409473,7.018113963730766,7.050894715721451,774.9490144484062,0.005619572173040136,0.013935752261405726,838.0781641189296,1.2136164092097421,1277.0000000000068,0.005874511937277923,35.189988649507285,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-08,14926.524515074902,7.119451665428983,7.032458690314046,774.9443077012055,0.007899229873154378,0.010451814196054295,838.478271925656,1.221267575168459,1277.0000000000068,0.006551973157871189,35.18999148713051,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-09,14933.803599622292,7.279084547391076,7.054823332538389,774.9562915386718,0.0214383202717049,0.007838860647040721,838.8873724962795,1.2287338100124159,1277.0000000000068,0.007189028349334239,35.18999361534793,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-10,14941.29403779043,7.490438168138664,7.119679878201474,774.9950467083036,0.04584603173577624,0.009691362679850683,839.3083624362056,1.2360172288732438,1277.0000000000068,0.007769599316299335,35.189995211511,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-11,14949.035347347368,7.741309556937882,7.22566827969184,775.0695881986496,0.07985963692400438,0.017775309340204798,839.7434505601871,1.2431454361992138,1277.0000000000068,0.008280819396726778,35.1899964086333,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-12,14956.963646903565,7.928299556197282,7.361931235625388,775.1770780268164,0.11147843810024338,0.03232437146863139,840.1890428328759,1.250125399062793,1277.0000000000068,0.00871384660960069,35.18999730647502,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-13,14965.11194009043,8.148293186863551,7.5300159768160135,775.32330625767,0.14921968830368967,0.0539149010966256,840.6469884918203,1.2569461824580532,1277.0000000000068,0.009064473515700855,35.189997979856315,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-14,14973.55758144147,8.445641351039725,7.734333572786553,775.5182715484572,0.19720888387482652,0.08301956302350368,841.1216245298231,1.2635557906896957,1277.0000000000068,0.009333584613181603,35.189998484892286,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-15,14982.39422034098,8.836638899511223,7.980058033500722,775.7728665572715,0.2562777036301024,0.11984902908727901,841.6182019138521,1.2699278320282625,1277.0000000000068,0.009527499384255966,35.18999886366926,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-16,14991.710758985555,9.316538644575257,8.271550635662077,776.0963919994027,0.3247874632429395,0.16423324886781906,842.1417052492234,1.2760384725990914,1277.0000000000068,0.009658229580208795,35.18999914775199,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-17,15001.575570855217,9.864811869662873,8.611178167438233,776.4946921895983,0.39924670602949053,0.2155324027142132,842.6959675277396,1.2818743618830633,1277.0000000000068,0.00974367218515661,35.18999936081404,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-18,15012.024664566772,10.44909371155551,8.998426612004028,776.9687566987609,0.47477439603795596,0.2725701165152985,843.2830061887923,1.2874275878311745,1277.0000000000068,0.009807754138867471,35.189999520610584,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-19,15022.914151301637,10.889486734862512,9.421862460619067,777.4935035292431,0.5252792456386812,0.3321463979876381,843.894735249223,1.2926809041894785,1277.0000000000068,0.009855815604150617,35.189999640457984,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-20,15034.291463508569,11.377312206932292,9.883540510622687,778.0738445182974,0.5807403004216428,0.39412014108930726,844.5338153347852,1.2976092560348063,1277.0000000000068,0.009891861703112978,35.18999973034354,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-21,15046.273219480187,11.981755971618114,10.389059713930186,778.7257453796744,0.6522003449025293,0.45933089444012287,845.2067966982459,1.3022056492012843,1277.0000000000068,0.009931501319351554,35.1899997977577,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-22,15058.998999936599,12.725780456412378,10.94497060962348,779.4695837600316,0.7440629930013974,0.5291242212502613,845.921522701449,1.3064774431065242,1277.0000000000068,0.009975936913883428,35.18999984831832,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-23,15072.596680463135,13.597680526536843,11.556830898394098,780.32516778124,0.8557524806915797,0.604995719266721,846.6851824268635,1.310420461127568,1277.0000000000068,0.010017182161818534,35.189999886238795,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-24,15087.156430838648,14.559750375510284,12.227747123375426,781.307999947114,0.9829585104863661,0.6883240357331707,847.5028501362445,1.3140495087416055,1277.0000000000068,0.010041975179864238,35.18999991467915,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-25,15102.711214531722,15.554783693074238,12.957280930766885,782.4264750734588,1.118569884804014,0.7801706286098342,848.376389864628,1.3173372285180678,1277.0000000000068,0.010034713446953784,35.189999936009414,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-26,15118.873003658995,16.161789127271767,13.710553135049976,783.6444846179588,1.2180806133444477,0.8789615202615142,849.2840204204501,1.3202412859651527,1277.0000000000068,0.009979654994717615,35.18999995200711,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-27,15135.719830313756,16.84682665476219,14.491931658010193,784.9731501473746,1.3287188310490619,0.9855837775587748,850.2301292455262,1.3227000336399943,1277.0000000000068,0.009862569300336868,35.18999996400538,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-28,15153.529756381104,17.809926067348336,15.324481548937532,786.4418212401378,1.4687110689881564,1.1019551247010806,851.2303388539907,1.324653984506016,1277.0000000000068,0.009671975456183498,35.189999973004085,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
2021-07-29,15172.66832568921,19.13856930810663,16.240489474566782,788.0864079469111,1.6446166889421545,1.2303040940106218,852.3051848127632,1.3260756532146787,1277.0000000000068,0.00940007079705037,35.18999997975311,23.500000000000124,16.80000000000009,1.500000000000008,9.830000000000052,17597508.00000009
