date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_fully_vaccinated_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,extreme_poverty,population
2020-03-11,20.71731467530592,2.1389455932987333,1.467444206786533,1.0000000000000038,0.0,0.0,0.15000000000000055,0.9800000000000038,4115.0000000000155,5087.000000000019,0.11000000000000043,9.400000000000036,1.410000000000005,5124.000000000021,5124.000000000021,0.08000000000000031,57.06369678414221,778.2000000000031,20.40000000000008,3.0400000000000116,1.0000000000000038,5250076.000000021
2020-03-12,21.534560020700546,2.2624515370964864,1.6390936206801194,1.0000000000000042,0.0,0.0,0.1500000000000006,0.9800000000000041,4115.000000000017,5087.000000000022,0.11000000000000049,9.400000000000041,1.4100000000000055,5124.000000000023,5124.000000000023,0.08000000000000035,60.07754687961464,778.2000000000035,20.40000000000009,3.040000000000013,1.0000000000000042,5250076.000000023
2020-03-13,22.540609737568104,2.375814089150746,1.8079852122780307,1.0000000000000044,0.0,0.0,0.15000000000000066,0.9800000000000044,4115.000000000018,5087.000000000024,0.11000000000000051,9.400000000000045,1.410000000000006,5124.000000000025,5124.000000000025,0.08000000000000038,62.98951520172788,778.2000000000037,20.400000000000098,3.040000000000014,1.0000000000000044,5250076.000000025
2020-03-14,23.736792144805076,2.4666860355120614,1.968306782511694,1.0000000000000047,0.0,0.0,0.1500000000000007,0.9800000000000046,4115.000000000019,5087.000000000025,0.11000000000000054,9.400000000000047,1.4100000000000064,5124.0000000000255,5124.0000000000255,0.08000000000000039,65.73505915501289,778.2000000000039,20.4000000000001,3.0400000000000147,1.0000000000000047,5250076.000000026
2020-03-15,25.110852027155882,2.522218792955963,2.1136576886937286,1.0000000000000049,0.0,0.0,0.15000000000000072,0.9800000000000048,4115.00000000002,5087.0000000000255,0.11000000000000057,9.400000000000048,1.4100000000000068,5124.000000000026,5124.000000000026,0.0800000000000004,68.24180794092041,778.200000000004,20.400000000000105,3.040000000000015,1.0000000000000049,5250076.000000027
2020-03-16,26.6033394082144,2.497611088899264,2.2321209329714957,1.000000000000005,0.0,0.0,0.15000000000000074,0.9800000000000049,4115.000000000021,5087.000000000026,0.1100000000000006,9.400000000000048,1.4100000000000068,5124.000000000027,5124.000000000027,0.08000000000000042,70.428913486395,778.2000000000041,20.400000000000105,3.0400000000000156,1.000000000000005,5250076.000000028
2020-03-17,28.218664866438804,2.463431328956287,2.320959639612271,1.000000000000005,0.0,0.0,0.15000000000000077,0.980000000000005,4115.000000000021,5087.000000000027,0.1100000000000006,9.400000000000048,1.4100000000000068,5124.000000000027,5124.000000000027,0.08000000000000043,72.32769319495151,778.2000000000041,20.400000000000105,3.040000000000016,1.000000000000005,5250076.000000028
2020-03-18,29.97872069249237,2.4452625723474704,2.3826048299031304,1.000000000000005,0.0,0.0,0.15000000000000077,0.9800126050420219,4115.000000000021,5087.000000000027,0.1100000000000006,9.400000000000048,1.4100000000000068,5124.000000000027,5124.000000000027,0.08000000000000043,74.00307661890281,778.2000000000041,20.400000000000105,3.040000000000016,1.000000000000005,5250076.000000028
2020-03-19,31.91204633708103,2.458898448329772,2.4232228531965823,1.000000000000005,0.0006140917905623792,0.0,0.15000000000000077,0.9800367647058874,4115.000000000021,5087.000000000027,0.1100000000000006,9.400000000000048,1.4100000000000068,5124.000000000027,5124.000000000027,0.08000000000000043,75.55268141375706,778.2000000000041,20.400000000000105,3.040000000000016,1.000000000000005,5250076.000000028
2020-03-20,34.04570249683152,2.5127905136875395,2.4516409601947897,1.000000000000005,0.0030462184873949706,0.0,0.15000000000000077,0.9800628030058229,4115.000000000021,5087.000000000027,0.1100000000000006,9.400000000000048,1.4100000000000068,5124.000000000027,5124.000000000027,0.08000000000000043,77.10612030401538,778.2000000000041,20.400000000000105,3.040000000000016,1.000000000000005,5250076.000000028
2020-03-21,36.39917667869997,2.6098837708506615,2.478541482912741,1.000000000000005,0.007245879120879156,0.0006493212669683272,0.15000000000000077,0.9800887958548856,4115.000000000021,5087.000000000027,0.1100000000000006,9.400000000000048,1.4100000000000068,5124.000000000027,5124.000000000027,0.08000000000000043,78.70085493389399,778.2000000000041,20.400000000000105,3.040000000000016,1.000000000000005,5250076.000000028
2020-03-22,38.979812373278435,2.7489933064831846,2.5158574696506224,1.000000000000005,0.013013594861021398,0.002197398190045257,0.15000000000000077,0.9801349550036413,4115.000000000021,5087.000000000027,0.1100000000000006,9.400000000000048,1.4100000000000068,5124.000000000027,5124.000000000027,0.08000000000000043,80.32189120042061,778.2000000000041,20.400000000000105,3.040000000000016,1.000000000000005,5250076.000000028
2020-03-23,41.6470279935982,2.7934838292483004,2.5619244532399095,1.000000000000005,0.02003815348254697,0.004973840497737579,0.15000000000000077,0.9802224185798171,4115.000000000021,5087.000000000027,0.1100000000000006,9.400000000000048,1.4100000000000068,5124.000000000027,5124.000000000027,0.08000000000000043,81.96265369443321,778.2000000000041,20.400000000000105,3.040000000000016,1.000000000000005,5250076.000000028
2020-03-24,44.42256899132025,2.870242154418453,2.6230201014037564,1.000000000000005,0.027924542713720253,0.009067484445701404,0.15000000000000077,0.9803390828424272,4115.000000000021,5087.000000000027,0.1100000000000006,9.400000000000048,1.4100000000000068,5124.000000000027,5124.000000000027,0.08000000000000043,83.62288102712756,778.2000000000041,20.400000000000105,3.040000000000016,1.000000000000005,5250076.000000028
2020-03-25,47.4100101306913,3.0584670068933533,2.71299697650531,1.000000000000005,0.03621490024795996,0.014386586184954829,0.15000000000000077,0.980433045163496,4115.000000000021,5087.000000000027,0.1100000000000006,9.400000000000048,1.4100000000000068,5124.000000000027,5124.000000000027,0.08000000000000043,85.28261875353907,778.2000000000041,20.400000000000105,3.040000000000016,1.000000000000005,5250076.000000028
2020-03-26,50.753289757036015,3.39654902698644,2.8488726515774356,1.000000000000005,0.04440422625255055,0.020703966788037445,0.15000000000000077,0.9803658310607294,4115.000000000021,5087.000000000027,0.1100000000000006,9.400000000000048,1.4100000000000068,5124.000000000027,5124.000000000027,0.08000000000000043,86.91073507355779,778.2000000000041,20.400000000000105,3.040000000000016,1.000000000000005,5250076.000000028
2020-03-27,54.60561049812617,3.892272791571447,3.047522297345008,1.000000000000005,0.05195216775017578,0.02769087101862996,0.15000000000000077,0.9799316131145529,4115.000000000021,5087.000000000027,0.1100000000000006,9.400000000000048,1.4100000000000068,5124.000000000027,5124.000000000027,0.08000000000000043,88.47130760768948,778.2000000000041,20.400000000000105,3.040000000000016,1.000000000000005,5250076.000000028
2020-03-28,59.10611479020753,4.53046832994233,3.3231981224916316,1.000000000000005,0.058291856905068926,0.03494236140876893,0.15000000000000077,0.97885126316494,4115.000000000021,5087.000000000027,0.1100000000000006,9.400000000000048,1.4100000000000068,5124.000000000027,5124.000000000027,0.08000000000000043,89.92841347887648,778.2000000000041,20.400000000000105,3.040000000000016,1.000000000000005,5250076.000000028
2020-03-29,64.36239152252001,5.278749760708212,3.68566895385968,1.000000000000005,0.06283653973762532,0.04199636381675778,0.15000000000000077,0.976818958039511,4115.000000000021,5087.000000000027,0.1100000000000006,9.400000000000048,1.4100000000000068,5124.000000000027,5124.000000000027,0.08000000000000043,91.24972187386338,778.2000000000041,20.400000000000105,3.040000000000016,1.000000000000005,5250076.000000028
