date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,total_tests,new_tests,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,male_smokers,median_age,gdp_per_capita,population
2020-09-06,70009.6829700856,506.71668719633476,444.3029928560016,380.0779893678558,1.205828581756162,1.1991610252669556,19.5300000000001,1.2616147650710376,7287484.670504962,77999.44238933171,0.009811120065150737,155.5500274376746,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,55.15017925149235,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-07,70537.94902459081,528.2660545052028,463.3681496193775,381.31422893604105,1.2362395681852552,1.2011912279030303,19.5300000000001,1.2639180873779408,7365760.095428829,78275.42492386703,0.009858340048863067,150.28095464419022,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,55.04273624857409,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-08,71089.09662623248,551.1476016416696,484.0318866166024,382.58458896124273,1.2703600252016454,1.210366594812213,19.5300000000001,1.2640090244862692,7444347.9980583815,78587.90262955197,0.009893755036647314,144.9546267782301,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.948132503172715,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-09,71664.58943800026,575.4928117677754,506.1097680652322,383.8873266595234,1.30273769828068,1.2261395227090324,19.5300000000001,1.2616966520104698,7523251.720521819,78903.72246343753,0.0099203162774855,139.69955605652342,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.86800144589933,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-10,72265.35673590172,600.7672979014627,529.2562903346393,385.21661005605233,1.32928339652887,1.2469196064790935,19.5300000000001,1.2570263674823208,7602492.659670625,79240.93914880644,0.00994023720811414,134.64737712642633,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.80311970110202,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-11,72891.29400635432,625.9372704526008,553.0138754756086,386.5635402828284,1.3469302267760985,1.2703828205671437,19.5300000000001,1.2502623418690144,7682174.472920401,79681.8132497756,0.009955177906085619,129.93319283189166,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.75332232269149,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-12,73540.88839422932,649.5943878750043,576.8496163675348,387.91691830197317,1.3533780191447777,1.2937034050181198,19.5300000000001,1.2417798203965913,7762443.916196452,80269.44327605191,0.009966383429564228,125.67698091997578,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.717439221010295,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-13,74210.93778888477,670.0493946554462,600.1828355788194,389.2638199481999,1.346901646226717,1.3137277800079357,19.5300000000001,1.2320420404752086,7843464.262454397,81020.34625794404,0.009974787572173186,121.97402689877319,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.69324748298469,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-14,74895.0821554969,684.1443666121417,622.4511326634304,390.59506922747244,1.3312492792724957,1.3270923766995542,19.5300000000001,1.221513269205794,7925386.754080628,81922.49162623126,0.009981090679129903,118.86722993490744,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.67743561223859,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-15,75592.8605500423,697.7783945454033,643.3983454574961,391.9049476866036,1.3098784591311672,1.332449373022405,19.5300000000001,1.2106168523568357,8008341.523155829,82954.7690752004,0.009985818009347442,116.32810183062482,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.66557670917902,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-16,76304.51129811683,711.6507480745352,662.8494248979066,393.1865808360586,1.281633149455035,1.3290755559465082,19.5300000000001,1.19962553519523,8092386.198136114,84044.67498028536,0.009989363507010596,114.31481586876708,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.65668253188434,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-17,77030.4338937558,725.9225956389664,680.7286877749177,394.4335199838642,1.2469391478055636,1.316900396759495,19.5300000000001,1.1887306252167216,8177537.834348703,85151.63621258971,0.009992022630257962,112.76975605154314,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.650011898913334,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-18,77770.78542354902,740.3515297932207,697.0735062966062,395.64092861104024,1.2074086271760875,1.296527107524374,19.5300000000001,1.178103560379899,8263805.8461235305,86268.01177482703,0.009994016972693486,111.63101774971116,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.64500892418508,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-19,78525.17788472716,754.3924611781422,712.0445752622102,396.80647215317407,1.1655435421338447,1.2692484334228555,19.5300000000001,1.167971981855708,8351185.963147928,87380.11702439771,0.009995512729520128,110.82342329935527,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.641256693138885,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-20,79292.45117372648,767.2732889993156,725.9336124421338,397.93098533660054,1.1245131834264999,1.2370584970128446,19.5300000000001,1.1585790187124032,8439645.030974403,88459.06782647553,0.00999663454714011,110.26927885137503,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.638442519854244,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-21,80068.29820576363,775.8470320371413,739.0338943671541,399.00636763852077,1.0753823019202315,1.2001406730182,19.5300000000001,1.150167457311615,8529147.33297548,89502.3020010785,0.009997475910355097,109.90291421286886,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.63633188989076,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-22,80852.82084242885,784.5226366652198,751.4258230054895,400.03232905791504,1.0259614193942797,1.1592829449705033,19.5300000000001,1.1429853214905001,8619631.48127655,90484.14830106756,0.009998106932766338,109.66156510373713,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.63474891741815,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-23,81647.40810111717,794.5872586883149,763.2737875837886,401.0185098832882,0.9861808253731188,1.1168515106024748,19.5300000000001,1.137249818525763,8711041.58102853,91410.09975198051,0.009998580199574768,109.47962243801632,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.633561688063686,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-24,82453.97044235382,806.562341236664,774.7936470873254,401.98102850167163,0.9625186183834279,1.0760714060611012,19.5300000000001,1.1330306088846274,8803342.21534478,92300.63431624796,0.009998935149681091,109.28748347363197,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.63267126604784,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-25,83274.36548528844,820.3950429346097,786.2283421351461,402.9398922553752,0.9588637537035386,1.040486974067482,19.5300000000001,1.1302138099278547,8896488.263318552,93146.04797377305,0.009999201362260832,109.01106994200501,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.63200344953596,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-26,84109.96729431552,835.6018090270736,797.8296038864286,403.9170555845507,0.9771633291755222,1.013557215036715,19.5300000000001,1.1285102281634103,8990423.115685435,93934.85236688456,0.009999401021695638,108.58919288960021,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.63150258715205,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-27,84961.34334403992,851.3760497244111,809.8442357202524,404.934963634115,1.0179080495642547,0.9983523004178089,19.5300000000001,1.1275445974315446,9085100.070862345,94676.95517690886,0.009999550766271743,107.98665226254613,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.63112694036411,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-28,85826.7555203119,865.412176271978,822.639240461813,406.0028549169249,1.067891282809909,0.9973259576986198,19.5300000000001,1.1268968126502599,9180490.513861058,95390.4429987128,0.009999663074703822,107.19461589374231,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.63084520527316,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-29,86707.06416770659,880.3086473946764,836.3229762416422,407.1323124869832,1.129457570058306,1.0121694844342763,19.5300000000001,1.1261806896428355,9276656.964145,96166.45028394101,0.00999974730602788,106.24405985178716,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.63063390395495,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-09-30,87603.37672952926,896.3125618226732,850.8552184449691,408.33848775890317,1.2061752719199434,1.043666544482787,19.5300000000001,1.125128245092503,9373712.672995642,97055.70885064175,0.009999810479520924,105.20022168263495,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.63047542796629,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-10-01,88516.54221101262,913.1654814833605,866.0843280224805,409.6359763557002,1.2974885967971026,1.0915968702237597,19.5300000000001,1.1236456343688295,9471784.463053145,98071.79005750311,0.009999857859640707,104.13920795557686,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.63035657097479,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-10-02,89446.77202671467,930.2298157020498,881.7751277233904,411.0357249946361,1.399748638935903,1.1546640392224434,19.5300000000001,1.121778020217477,9570958.862981534,99174.39992838928,0.009999893394730544,103.13381126726455,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.63026742823117,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-10-03,90393.35563606716,946.5836093524922,897.629809270243,412.54271165160145,1.506986656965343,1.230441306727759,19.5300000000001,1.1196418538832127,9671285.749272363,100326.88629082992,0.009999920046047923,102.24273240002837,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.630200571173454,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-10-04,91354.44727003694,961.091633969768,913.3036137400139,414.15420568440305,1.6114940328015794,1.3153309800458215,19.5300000000001,1.1174272533729799,9772786.562891586,101500.81361922149,0.009999940034535956,101.50706869239374,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,54.63015042838017,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
