date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,weekly_hosp_admissions,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,male_smokers,extreme_poverty,population,excess_mortality_cumulative,excess_mortality
2020-03-11,10.664858761318303,1.2266756167970692,1.004300578800728,1.0000000000000038,0.0,0.0,395.0599976934301,2.3810682902391695,102.00000000000037,34.5500439439105,25.6456205828742,0.048251488410243,21.264315908071417,0.2000000000000008,4382.000000000017,1105.0000000000043,0.030000000000000117,19.789967957804265,73.73000000000029,44.00000000000016,39.90000000000015,0.7000000000000026,4030361.0000000154,0.26000000000000095,1.0842421730509886
2020-03-12,11.964105645613216,1.5747173865392483,1.1027357766991255,1.0000000000000042,0.0006140917905623792,0.0,435.7196282215698,2.382317701195864,102.00000000000043,40.592206207006654,29.516289735406474,0.05082367035619791,20.561045736124836,0.20000000000000084,4382.000000000019,1105.0000000000048,0.03000000000000013,21.615284105351982,73.73000000000032,44.000000000000185,39.90000000000016,0.7000000000000028,4030361.000000017,0.2600000000000011,1.1346679166106646
2020-03-13,13.949969990512457,2.1844640256833685,1.2821746508824587,1.0000000000000044,0.0030462184873949706,0.0,486.80992155402566,2.383667332134781,102.00000000000045,47.563471612807334,34.50669047543986,0.053843350698628806,19.78379011980535,0.2000000000000009,4382.000000000021,1105.0000000000052,0.030000000000000138,23.843569252252557,73.73000000000035,44.000000000000206,39.900000000000176,0.7000000000000031,4030361.0000000186,0.26000000000000123,1.209259133043927
2020-03-14,16.856142651255418,3.041741684420905,1.5725008976641095,1.0000000000000047,0.007245879120879156,0.0006493212669683272,550.2667010233096,2.3844466852678634,102.00000000000048,55.840503946623485,40.84781035819601,0.057321911860429356,18.942351316421586,0.20000000000000095,4382.000000000022,1105.0000000000055,0.030000000000000145,26.506176615983257,73.73000000000036,44.00000000000022,39.90000000000019,0.7000000000000033,4030361.0000000196,0.2600000000000013,1.3128564376950353
2020-03-15,20.8712925088036,4.105772973076515,1.9985125510761406,1.0000000000000049,0.013013594861021398,0.002197398190045257,628.3960826517755,2.383857476782187,102.00000000000051,66.04039735234008,48.82081251977833,0.061311246435722895,18.03919723004407,0.200000000000001,4382.000000000023,1105.0000000000057,0.03000000000000015,29.62113440122473,73.73000000000037,44.00000000000023,39.9000000000002,0.7000000000000034,4030361.0000000205,0.26000000000000134,1.4500143386138775
2020-03-16,25.583398276237528,4.780073104080181,2.530084154742146,0.9949579831932823,0.014996136675824246,0.00425535310277959,723.2792371665963,2.3808866434625324,102.00000000000053,78.23985414439957,58.65017629351842,0.06582183172401271,17.088342654271923,0.200000000000001,4382.000000000024,1105.000000000006,0.030000000000000155,33.176163826128686,73.73000000000039,44.000000000000234,39.900000000000205,0.7000000000000035,4030361.000000021,0.26000000000000134,1.6246387436178125
2020-03-17,31.153046444734766,5.62062367098193,3.18604937979288,0.9852941176470639,0.018260677167501696,0.006971896210407269,837.4219197947937,2.3743876716725327,102.00000000000054,92.93222846652009,70.55557016454749,0.07081223675357849,16.107102174931498,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,37.136780594224895,73.73000000000039,44.00000000000024,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,1.841961927784468
2020-03-18,38.039154581450305,6.92433976357906,4.009016834456821,0.9748787976729204,0.02579958027381637,0.010806814853345233,973.3660035177196,2.3632726542068916,102.00000000000054,110.39474342487412,84.7080318574121,0.07617204117216525,15.11994524787608,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,41.439586415287366,73.73000000000039,44.00000000000025,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,2.106909528763833
2020-03-19,46.82952753919061,8.819046677887934,5.050074358227889,0.9695236748545623,0.03904910343419237,0.016361090454811808,1133.4213836984081,2.346570360079865,102.00000000000054,130.65074944540655,101.20604005336955,0.081761060614095,14.153436634678892,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,45.9963055192872,73.73000000000039,44.00000000000025,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,2.422447591212274
2020-03-20,58.113774613669094,11.305752364589216,6.357317242491227,0.9758499313186865,0.05827842421429989,0.024249486231542012,1319.4063739082626,2.323520530240897,102.00000000000054,153.4931471950227,120.05682480408689,0.0874765808516509,13.227115291135235,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,50.70312102698973,73.73000000000039,44.00000000000025,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,2.7886097260992098
2020-03-21,72.38799741144784,14.290351765361788,7.967244395992548,1.0004394846881113,0.08288141027449372,0.03500498797682402,1532.6569620730875,2.293550384752428,102.00000000000054,178.44175761669402,141.15968389071895,0.09319890299491157,12.358460256328168,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,55.46886371788298,73.73000000000039,44.00000000000025,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,3.202034356168282
2020-03-22,89.98330575089378,17.607405065133207,9.898305468940134,1.049198391796628,0.11159544684614206,0.04900713464777651,1774.8877764998738,2.2564071324557267,102.00000000000054,205.7068999836909,164.40538024189215,0.09879154957973264,11.562987079770378,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,60.22110156992494,73.73000000000039,44.00000000000025,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,3.655193049423753
2020-03-23,110.63279282318996,20.658559616561647,12.16839733053512,1.1180558720633746,0.1351025321287891,0.06606272008731928,2047.2146526722588,2.2119874760386304,102.00000000000054,234.70143118255424,189.6146525052721,0.10412986127982228,10.850530549000387,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,64.87904498804498,73.73000000000039,44.00000000000025,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,4.1373463523093035
2020-03-24,134.62231601364357,23.996327598652698,14.79486829525108,1.2109885750236158,0.16194422294921013,0.08647318744751939,2350.9385589935328,2.160271150015401,102.00000000000054,265.71207855821547,216.59717231366682,0.10907848839684167,10.227235339028905,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,69.3653504831153,73.73000000000039,44.00000000000025,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,4.635730606415013
2020-03-25,162.33078031986454,27.713567612370312,17.765870193642613,1.3362310886691362,0.19565015169801014,0.1106181420400677,2686.8457259678435,2.101417001813428,102.00000000000054,298.36837803092243,245.08831233156604,0.11354028194081178,9.69357130065178,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,73.61678144669341,73.73000000000039,44.00000000000025,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,5.139429592081562
2020-03-26,194.08955259607205,31.762599755819487,21.04444805570388,1.5034338207035356,0.23725151164034713,0.1388194565623717,3055.428816130704,2.035847011217863,102.00000000000054,332.44767977400045,274.8214217082743,0.11743688566375382,9.244047253769388,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,77.55939878702407,73.73000000000039,44.00000000000025,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,5.635094310600105
2020-03-27,230.07702223632407,35.990340249961,24.57160737338753,1.7215314094836986,0.28590566669729395,0.17123935001712498,3457.3078919946083,1.9642958918975628,102.00000000000054,368.0706661007014,305.6213022217363,0.12064747678821633,8.884273320094342,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,81.1337081077213,73.73000000000039,44.00000000000025,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,6.108143569777128
2020-03-28,270.2395216869398,40.16465240789745,28.268614547493833,1.9971440322258998,0.33936460878185937,0.20780394690198445,3892.4498912002296,1.8879269932606015,102.00000000000054,404.47692222150823,337.2891182306209,0.12309517449484698,8.605008480697787,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,84.30302009178013,73.73000000000039,44.00000000000025,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,6.544006098239681
2020-03-29,314.2320168308163,43.99410986183784,32.038722222837634,2.3333783861603794,0.3943263008010042,0.2481459466018282,4359.997421632243,1.8082167381581231,102.00000000000054,440.6676625775734,369.4537649819514,0.12470034014715353,8.411957717989415,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,87.03682518518946,73.73000000000039,44.00000000000025,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,6.929393806295895
2020-03-30,361.4278264563385,47.1970206639932,35.83040446609403,2.722625903388874,0.4403956628987501,0.2917380960211843,4859.258602746491,1.726742708757573,102.00000000000054,476.590291212431,401.8552720234714,0.1253791659054526,8.310901061601315,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,89.31764878546625,73.73000000000039,44.00000000000025,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,7.25359840671196
2020-03-31,411.8231646063141,50.396246428828846,39.602200731600334,3.1689086647750164,0.48960508589416685,0.3385564808717389,5388.6078984076485,1.6452551569721894,102.00000000000054,511.0603062136766,434.0742432871583,0.12508770345300688,8.304599519536486,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,91.14752860590654,73.73000000000039,44.00000000000025,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,7.507228724694154
2020-04-01,465.30400887813653,53.48152548096238,43.28363454999315,3.677990483713784,0.5441592119642589,0.38838843369840736,5947.173086055262,1.5655317038635976,102.00000000000054,544.5556207397672,465.8732648829519,0.12385326950960018,8.39311027313654,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,92.55115825145654,73.73000000000039,44.00000000000025,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,7.681674129170272
2020-04-02,521.6319659346215,56.32846796333985,46.79327229258544,4.255002235765307,0.6039338886112042,0.44085548170560984,6533.789494567314,1.489184007374106,102.00000000000054,576.4899702413163,497.01451556589933,0.12179913118843819,8.564433545188551,0.200000000000001,4382.000000000024,1105.000000000006,0.03000000000000016,93.58139616112001,73.73000000000039,44.00000000000025,39.900000000000205,0.7000000000000035,4030361.0000000214,0.26000000000000134,7.770782492251249
