date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,icu_patients,hosp_patients,people_vaccinated_per_hundred,new_tests,positive_rate,tests_per_case,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,extreme_poverty,female_smokers,male_smokers,population,excess_mortality_cumulative,excess_mortality
2022-04-22,5157554.194131387,44055.11363473139,46161.900026588,7240.426369775569,38.00767204422716,34.90978748094141,51.50932925786133,0.9197597920039093,136.08155341224548,3171.9094810713514,84.92901648920322,84221.7600498957,0.5084487230056726,1.9762997978203982,37638.823938482325,40757.750179773124,0.010034250536411935,41.69631616100945,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.411225486254721,11.122762483594064
2022-04-23,5200955.873038755,43401.678907367284,45455.158270749074,7279.416723033045,38.99035325747553,35.9129559953215,51.61710861114009,0.9203752738671866,137.16494657178936,3184.3062381467635,84.92926236690253,82877.94515054405,0.5113247452277523,1.9662600778417074,37258.05189051338,39733.86669106777,0.010025687902308966,41.522460456245184,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.422057123740818,11.193850858909434
2022-04-24,5243792.931928395,42837.058889639935,44788.137387451,7319.2373160304505,39.82059299740535,36.89787423631019,51.725553985827666,0.9219618044630933,138.03613720744596,3194.0738608983766,84.92944677517701,81771.31878533866,0.5138326022304465,1.9573421172048127,37160.508584982694,38862.423208346125,0.010019265926731738,41.34815384250715,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.43314125909521,11.30515834456994
2022-04-25,5286184.631848696,42391.69992030047,44152.637423749264,7359.654554572946,40.41723854249492,37.83740341478926,51.83516952944839,0.9244548698308378,138.698402194531,3201.051646481802,84.92958508138288,80897.04626418187,0.5158920664110386,1.9498407831201603,37235.72697849144,38201.77978505731,0.010014449445048817,41.17237927974726,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.4445075280318185,11.455348558039624
2022-04-26,5328149.8563849125,41965.22453621765,43552.90617139959,7400.637085936184,40.982531363238415,38.71732890239775,51.94651160086788,0.9277866921274929,139.16295807770194,3205.1081918749305,84.92968881103728,80220.3744686601,0.5174167873648408,1.9442988161701162,37498.43230562041,37772.56518785574,0.010010837083786627,40.9939182671796,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.456178411283817,11.642278940923308
2022-04-27,5369724.177324245,41574.32093933201,42997.0807613875,7442.1504873674685,41.51340143128472,39.52376655398002,52.06010752094833,0.9319053067491438,139.44104531975046,3206.512672671555,84.92976660827807,79717.81635569686,0.5183218019004897,1.941071558798566,37905.937852356925,37574.47245262424,0.010008127812839985,40.81144742695231,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.4681748094786573,11.863148142805805
2022-04-28,5410958.809786986,41234.63246274082,42494.24695646408,7484.150761453214,42.00027408574543,40.24578047463181,52.176381707291796,0.9368030912447939,139.53660170151312,3205.607031976198,84.92982495620868,79348.68649107785,0.5186582874305392,1.9398906115682228,38419.34925222832,37588.303499132104,0.010006095859630002,40.623514788055274,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.480514822133468,12.114421084941661
2022-04-29,5451919.828574894,40961.018787908935,42052.23362054786,7526.579457644542,42.42869619132917,40.87734634498491,52.29554565344888,0.942506164587443,139.45212806992947,3202.4040942795027,84.92986871715662,79096.02545331173,0.5185190872600416,1.940502961908232,38966.74815442663,37778.00786028966,0.010004571894722515,40.428595043853406,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.4932128319016096,12.391916815645502
2022-04-30,5492687.580432471,40767.75185757688,41675.95857077617,7569.360013401485,42.78055575694232,41.41882391517054,52.4175000610305,0.9490355704347658,139.18751234204007,3197.250210334712,84.92990153786758,78947.83848235624,0.5180530193881476,1.9424198846503105,39448.74400205144,38090.96074331038,0.0100034289210419,40.2284630896128,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.5062788177575896,12.69101845945785
2022-05-01,5533356.243242913,40668.66281044193,41366.18796654372,7612.395010051125,43.03499664963958,41.87806137529199,52.54198073420217,0.9563830126677046,138.74900529725423,3190.4930229740503,84.9299261534008,78900.24187081706,0.5174382777925659,1.9449758701781041,39837.68505389804,38473.40505974529,0.010002571690781439,40.02387414332472,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.519717839885746,13.006974736642533
2022-05-02,5573934.771475502,40578.5282325891,41107.163725231054,7655.508652496337,43.11364244521293,42.263295061850435,52.66798797469824,0.9644963739157766,138.15491816169327,3182.4433936041687,84.92994461505072,78949.36125120599,0.5168487471291698,1.9474988709593726,39936.58565532339,38859.22735654141,0.010001928768086093,39.81787037801719,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.533529653346763,13.335270160432792
2022-05-03,5614467.935765652,40533.1642901497,40902.58399334158,7698.672035590751,43.163383094413966,42.57487094086106,52.7955864884575,0.9733094168298526,137.43524162708786,3173.3713945890395,84.92995846128815,79109.23023058301,0.5164502319693732,1.94932809633524,40046.1936532573,39223.174056514064,0.010001446576064584,39.61474408926602,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.5477210233695735,13.673363069119517
2022-05-04,5655055.344632909,40587.40886725681,40761.59686523895,7741.902588425459,43.2305528347084,42.82019780810222,52.9251898663432,0.9827210736114018,136.62555856356107,3163.4611251273045,84.92996884596623,79388.20880739116,0.5164191219408315,1.9498435189224088,40287.4381132462,39563.36546481612,0.010001084932048453,39.41928366488105,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.5622953847586913,14.018511936154923
2022-05-05,5695822.68976105,40767.34512814144,40694.841836065665,7785.245380233132,43.34279180767325,43.01200420610905,53.05728428728172,0.9925747418601365,135.73358391943893,3153.1046835352045,84.92997663447478,79785.27155383048,0.5169305340865229,1.9483781143049317,40678.97839101098,39886.14575342792,0.010000813699036354,39.23971226385153,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.577245132622028,14.36699481184472
2022-05-06,5736900.179958158,41077.490197108076,40711.48089143198,7828.759099816101,43.51371958296896,43.167031111918625,53.19226848372251,1.0026629568475927,134.76044973660586,3142.6721616494683,84.9299824758562,80334.1908179263,0.5180500337258496,1.9443992935502914,41202.938689832314,40205.5786589624,0.01000061027427728,39.07995178030628,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.592547687309354,14.713757767393119
2022-05-07,5778406.366626674,41506.18666851631,40816.97182468264,7872.5055401174195,43.74644030131857,43.305051452878914,53.33039092323152,1.0126780515077063,133.74365663018565,3132.4333552383982,84.92998685689227,81016.08532417528,0.519770556968596,1.9378922303437167,41811.74420806595,40543.12832195295,0.010000457705707974,38.940682322624724,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.6081643900087528,15.052385090712466
2022-05-08,5820436.012865942,42029.646239267066,41011.39822484688,7916.541711649163,44.03617153174206,43.448134743505406,53.471639023063666,1.0222919904730565,132.71811739183786,3122.410375187691,84.92999014266933,81790.76224781806,0.5220632118440948,1.9290429607345192,42428.15114247487,40913.17523306141,0.010000343279280994,38.83524816730797,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.6240415213365615,15.37531079605635
2022-05-09,5863041.346139446,42605.33327350336,41300.94193398752,7960.911406555241,44.36969490607875,43.6276585883337,53.615412363613274,1.0311634013874378,131.71126095919857,3112.667380615078,84.9299926070021,82633.48364449327,0.524869807073117,1.918236648475908,42892.212888207214,41335.39160579159,0.01000025745946076,38.758860333625826,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.640112912172431,15.674211119020306
2022-05-10,5906281.878544476,43240.53240503062,41687.70886823472,8005.646014515666,44.73460796042532,43.85224038598208,53.761612763337055,1.0389635335874448,130.7302782985846,3103.4539129661607,84.9299944552517,83494.15100098481,0.5281273068239076,1.90566682055215,43337.40072950389,41805.551719857656,0.010000193094595584,38.695057822940825,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.6563019479579353,15.938638392825137
2022-05-11,5950190.062673718,43908.18412924168,42162.1053231218,8050.760189619792,45.11417510412643,44.121485557747775,53.91030039344663,1.0453664769520588,129.7713512578753,3094.7417437097574,84.9299958414389,84339.10507362173,0.5317448013848998,1.8917404192279483,43823.30429631996,42310.66674723008,0.010000144820946702,38.62054094315913,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.6725246879515563,16.157707232147732
2022-05-12,5994764.162503034,44574.09982931659,42705.92734544419,8096.248600521256,45.48841090146269,44.428193677037456,54.061641584677815,1.0500961246823715,128.83355546021338,3085.972694336944,84.92999688107929,85147.23352402702,0.5356054659384817,1.8769969757008602,44375.213597159236,42838.69581026102,0.01000010861571004,38.50883201635453,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.6886953905596633,16.32179286754974
2022-05-13,6039962.906557309,45198.744054275805,43294.67776215367,8142.083493054172,45.83489253291674,44.76001306644008,54.215938202083095,1.0529041878879921,127.89877680847631,3076.706556951807,84.92999766080959,85911.75988768748,0.5395360322269713,1.8621643445746132,45022.06868203238,43384.28493138684,0.010000081461782545,38.33299618421165,3.200000000000016,37.90000000000019,15.500000000000082,0.5000000000000026,13.000000000000068,16.500000000000085,26177410.00000014,2.7047320425042005,16.42373078973334
