date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,people_vaccinated_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,aged_70_older,diabetes_prevalence,hospital_beds_per_thousand,population
2022-07-07,918863.6473612343,1500.0727283297874,1584.066290703738,8356.900516791022,3.3177549072108388,3.4276054510381933,40.411176440453154,79.04709806690082,0.9002764841439471,7614.617156470602,8945.508455367677,0.1802213511037784,5.495177645655683,4131.021489723515,0.0013840092872335773,18.710026773063863,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-08,920337.5725441978,1473.9251829635675,1555.9391895856595,8360.125840081966,3.2253232909446554,3.3920824011422566,40.50932357606899,79.05176043262101,0.8981052299470049,7613.212867352962,8941.63134152577,0.18016601332783405,5.49638323424177,4320.951734616496,0.0016747231903767054,18.503251495441102,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-09,921788.3328826164,1450.7603384185404,1528.8596108382446,8363.237382647136,3.111542565170357,3.3401287045412476,40.61209285288936,79.05650889220065,0.8946442101137779,7612.159650514732,8938.72350614434,0.18012450999587581,5.4972874256813355,4522.190142268132,0.002046119962271868,18.314690884024287,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-10,923220.5763587961,1432.2434761797767,1503.4234038300428,8366.220344677671,2.9829620305358193,3.272043360985126,40.71871711404144,79.06135003341939,0.8897029378051149,7611.36973788606,8936.542629608268,0.1800933824969071,5.49796556926101,4726.88696675282,0.0024788369012449536,18.148588460367947,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-11,924644.2170460861,1423.6406872899734,1480.6004753030447,8369.06729470736,2.8469500296891983,3.1863221134990294,40.82758959469634,79.06626367937253,0.8830671193202239,7610.777303414556,8934.906972206214,0.18007003687268058,5.4984741769457655,4923.612235407221,0.0029470397638458093,18.007861836549417,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-12,926060.2277490131,1416.0107029270812,1460.6318469427024,8371.767520157875,2.7002254505151244,3.08269762908032,40.936904819533254,79.0712375600651,0.8745957499620501,7610.332977560927,8933.680229154674,0.18005252765451069,5.498855632709332,5099.293905062212,0.00342004065029225,17.893907366423075,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-13,927467.0737690979,1406.8460200847762,1443.3595172367636,8374.317996291657,2.5504761337816273,2.963636667188395,41.044830636997396,79.07626221905315,0.8642050542297806,7609.999733170705,8932.760171866017,0.1800393957408833,5.499141724532007,5240.697675079795,0.0038761164605698737,17.80645363406103,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-14,928861.8890695525,1394.8153004546634,1428.3224082895654,8376.724049901366,2.406053609709203,2.8334965695574277,41.14965709908895,79.08132788600943,0.8518884383775724,7609.74979987804,8932.070128899526,0.18002954680566274,5.499356293399013,5335.555738533512,0.004301883725517911,17.74345157008361,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-15,930241.3583988044,1379.4693292517945,1414.8283259327545,8378.999857076975,2.2758071756076967,2.6978926275559214,41.24992797530024,79.08642282373242,0.8377002654347643,7609.562349908541,8931.552596674657,0.18002216010424732,5.499517220049268,5373.437068929231,0.004680840719154602,17.700992038907273,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-16,931602.3788831383,1361.0204843338056,1402.0079298083267,8381.168816531079,2.168959454103965,2.5632236077063753,41.344559242164124,79.09153278098778,0.8217592003688992,7609.421762431417,8931.164447506006,0.18001662007818575,5.499637915036959,5347.714566402813,0.004997379084938035,17.67324402918048,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-17,932942.5562211786,1340.177338040272,1388.8552109309076,8383.263829592892,2.095013061812624,2.4363158958250333,41.432845163454346,79.09663227112279,0.8042904733212778,7609.316321823573,8930.873335629516,0.18001246505863955,5.499728436277727,5257.273400561651,0.005215067280736501,17.652433021885386,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-18,934265.715905381,1323.1596842024746,1374.5003960779497,8385.324989195327,2.0611596024357475,2.323967529496444,41.51438477295096,79.10169405282045,0.7856137825927694,7609.237241367691,8930.655001722149,0.1800093487939799,5.499796327208303,5106.336595346907,0.005320802722995823,17.636824766414065,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-19,935569.8218029867,1304.1058976056393,1358.5136508076562,8387.362956505427,2.037967310100892,2.2292353433085026,41.589160590055876,79.10669630222819,0.7661030324843323,7609.177931025779,8930.491251291623,0.18000701159548516,5.499847245406236,4903.6782545257,0.005297001525116946,17.62511857481057,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-20,936850.3848719569,1280.5630689702298,1340.4729418872566,8389.38726262795,2.0243061225239587,2.153922305800707,41.65758565170255,79.11162745337731,0.7461975070717182,7609.1334482693455,8930.36843846873,0.1800052586966141,5.4998854340546846,4661.811502788269,0.005149060128970231,17.616338931107954,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-21,938102.1764206141,1251.7915486572151,1320.0407618453085,8391.406106311633,2.018843683683534,2.0984514255367,41.720526781486356,79.11648928982069,0.7263165207368858,7609.100086202019,8930.27632885156,0.18000394402246084,5.499914075541022,4396.1575120297975,0.004888621211789088,17.60975419833099,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-22,939320.513052372,1218.336631757942,1297.0216723859223,8393.42620222889,2.0200959172552198,2.0617711806586687,41.77925421438152,79.12129332252307,0.70687022830315,7609.075064651524,8930.207246638682,0.1800029580168459,5.499935556655775,4124.207645980982,0.004532012127329215,17.604815648748264,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-23,940502.2203742835,1181.7073219115414,1271.4054619494304,8395.452667185577,2.0264649566873776,2.041284591053151,41.835384653768,79.12605684201708,0.6881959808589083,7609.056298488655,8930.155434979024,0.1800022185126347,5.499951667491839,3864.668258726206,0.004110062747727038,17.601111736561222,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-24,941646.3557784515,1144.135404167982,1243.3995138828889,8397.488934778334,2.036267592757941,2.0327960224753863,41.8897065344668,79.1308179801139,0.6705366107249837,7609.042223866501,8930.11657623428,0.1800016638844763,5.499963750618887,3629.9420634693515,0.0036628638028767292,17.59833380242094,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-25,942755.3290995155,1108.9733210639322,1212.801590971315,8399.54677542119,2.057840642855466,2.0322738106509837,41.943126989685695,79.13563381244725,0.654113350092866,7609.031667899886,8930.087432175724,0.18000124791335748,5.499972812964173,3430.7962211637496,0.003235835634962979,17.596250351815726,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-26,943827.3538220522,1072.0247225367998,1179.6473551547967,8401.627712464417,2.0809370432275753,2.0384194820994237,41.99660409580575,79.1405727713773,0.6391032737202644,7609.0237509249255,8930.065574131806,0.18000093593501837,5.4999796097231375,3275.068982291691,0.002876779764360569,17.59468776386182,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-27,944861.6703762367,1034.3165541844369,1144.4695814921492,8403.725293074891,2.0975806104749832,2.0489518126088306,42.05089065842746,79.14568907848691,0.6256569640167666,7609.017813193705,8930.049180598868,0.18000070195126405,5.499984707292361,3166.7544516508992,0.002633667564059052,17.59351582289639,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-28,945859.0224331161,997.3520568794406,1108.1214509865988,8405.828051900557,2.1027588256649024,2.0610593668903685,42.1065059405378,79.15101942914418,0.6138623093086326,7609.013359895289,8930.036885449163,0.18000052646344827,5.499988530469278,3105.372205900428,0.002540861532772799,17.592636867172317,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-29,946822.0141260666,962.9916929504673,1071.6440202050442,8407.92173381877,2.0936819182144197,2.07173990331904,42.16374059216581,79.15658466143253,0.6037663182775321,7609.010019921478,8930.027664086885,0.18000039484758645,5.499991397851967,3085.5457187433603,0.0026087812497735266,17.591977650379263,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-30,947755.3779668848,933.3638408182169,1036.1668234925046,8409.990960997573,2.069227178803028,2.078054927489283,42.222602297481146,79.16238240825476,0.5953804917786089,7609.007514941119,8930.020748065177,0.18000029613569007,5.499993548388983,3096.743435793142,0.0028282730737231687,17.591483237784473,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-07-31,948666.1757828572,910.7978159724228,1002.8333246329544,8412.02048319163,2.0295221940570247,2.077320607381671,42.282823860427385,79.1683872194334,0.5886990727770731,7609.005636205849,8930.015561048895,0.1800002221017678,5.4999951612917455,3131.0068981118293,0.003173887416798523,17.591112428338377,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-08-01,949563.2145456122,897.0387627550132,972.5573795445296,8413.999896976798,1.979413785167852,2.0663560017547438,42.34386285099518,79.17454063389366,0.5836786355459601,7609.004227154397,8930.011670786684,0.18000016657632611,5.499996370968817,3179.4259072619634,0.003606336700284743,17.59083432125381,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-08-02,950448.6098911109,885.395345498711,945.8964267075257,8415.92141594528,1.9215189684815799,2.0438258248454724,42.40512534491373,79.1807833265608,0.5802369986374928,7609.003170365808,8930.008753090025,0.18000012493224482,5.499997278226621,3232.7821162900455,0.004086943863287256,17.590625740940382,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2022-08-03,951324.5779904095,875.9680992985658,923.2755585568252,8417.778473077266,1.8570571319849751,2.0097063111034026,42.465974699423185,79.1870542277677,0.5782288155585986,7609.002377774366,8930.006564817531,0.18000009369918385,5.499997958669973,3282.186377133505,0.004577489733276698,17.590469305705312,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
