date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,hosp_patients,new_tests_smoothed,positive_rate,tests_per_case,total_vaccinations_per_hundred,new_vaccinations,new_people_vaccinated_smoothed_per_hundred,stringency_index,male_smokers,median_age,aged_70_older,female_smokers,population,excess_mortality_cumulative,excess_mortality
2020-10-17,152755.21969770742,2932.8929169678986,2586.5827259487587,5345.196696583174,59.60062710318383,54.29385962616178,0.010000000000000054,1.2831107018027954,476.0000000000025,22732.862027247003,0.13137425773686853,7.792776291730664,0.010000000000000054,1101.000000000006,0.010000000000000054,46.01849626431616,37.10000000000019,43.00000000000021,11.690000000000062,22.900000000000112,19659270.0000001,2.8765318676386595,19.784154649846627
2020-10-18,155809.52009002288,3054.3003923154565,2696.700561429899,5406.308155921552,61.111459338376974,55.99389358839971,0.010000000000000054,1.276510789765156,476.0000000000025,23057.334109316995,0.13450289756897352,7.588724106322248,0.010000000000000054,1101.000000000006,0.010000000000000054,46.50556321310468,37.10000000000019,43.00000000000021,11.690000000000062,22.900000000000112,19659270.0000001,2.946632255609413,20.647833505161344
2020-10-19,158955.89388135064,3146.373791327741,2807.4966659011293,5468.317526120228,62.009370198676166,57.60041227274783,0.010000000000000054,1.26925526426957,476.0000000000025,23392.190885801614,0.13743260304098376,7.40674508362017,0.010000000000000054,1101.000000000006,0.010000000000000054,47.06540835035864,37.10000000000019,43.00000000000021,11.690000000000062,22.900000000000112,19659270.0000001,3.019490836826651,21.5311576110947
2020-10-20,162197.67438644954,3241.7805050989136,2918.693920078728,5531.207860168718,62.89033404849009,59.096746987366394,0.010000000000000054,1.2617895412855664,476.0000000000025,23734.788348578782,0.14017771666341416,7.245102445552888,0.010000000000000054,1101.000000000006,0.010000000000000054,47.6795299214633,37.10000000000019,43.00000000000021,11.690000000000062,22.900000000000112,19659270.0000001,3.0951406135374366,22.43450250049947
2020-10-21,165544.90280018002,3347.2284137304605,3030.1557854048815,5595.117627511809,63.909767343090344,60.486640557266966,0.010000000000000054,1.2545231514392896,476.0000000000025,24082.35567643089,0.14274398562296484,7.101536918198288,0.010000000000000054,1101.000000000006,0.010000000000000054,48.33566634866057,37.10000000000019,43.00000000000021,11.690000000000062,22.900000000000112,19659270.0000001,3.173623975251429,23.358916445048663
2020-10-22,169009.02032896527,3464.1175287852457,3141.845480133175,5660.25483343283,65.13720592102179,61.78909919623086,0.010000000000000054,1.2479035141935608,476.0000000000025,24432.1533927466,0.14514283084618312,6.973090309851052,0.010000000000000054,1101.000000000006,0.010000000000000054,49.02608589594928,37.10000000000019,43.00000000000021,11.690000000000062,22.900000000000112,19659270.0000001,3.2550085899896892,24.30637682496762
2020-10-23,172598.88728938744,3589.8669604221654,3253.795361392711,5726.832608591114,66.57777515828421,63.034531410747896,0.010000000000000054,1.242378023492619,476.0000000000025,24781.672074294955,0.14742354200987995,6.8561865106688415,0.010000000000000054,1101.000000000006,0.010000000000000054,49.73277418278944,37.10000000000019,43.00000000000021,11.690000000000062,22.900000000000112,19659270.0000001,3.3393942437666277,25.27983557837115
2020-10-24,176317.79743213457,3718.9101427471405,3366.0839617362,5795.020901175083,68.18829258396859,64.26185217797052,0.010000000000000054,1.2383513909226334,476.0000000000025,25128.90344162946,0.14964635721846384,6.7472723975459195,0.010000000000000054,1101.000000000006,0.010000000000000054,50.43577650005272,37.10000000000019,43.00000000000021,11.690000000000062,22.900000000000112,19659270.0000001,3.4269128912468068,26.283106460304396
2020-10-25,180161.2386849609,3843.44125282636,3478.818766551024,5864.910246017067,69.88934484198431,65.51631107917935,0.010000000000000054,1.2361431488804058,476.0000000000025,25471.835289690134,0.15188376597461084,6.64241777585822,0.010000000000000054,1101.000000000006,0.010000000000000054,51.117179821710586,37.10000000000019,43.00000000000021,11.690000000000062,22.900000000000112,19659270.0000001,3.51772361478288,27.320633659061563
2020-10-26,184082.01833175585,3920.779646794954,3589.4485072015736,5936.082490589085,71.1722445720184,66.82571634105882,0.010000000000000054,1.2359242653448568,476.0000000000025,25808.461664423423,0.15424297961993702,6.538199886515523,0.010000000000000054,1101.000000000006,0.010000000000000054,51.76077788502897,37.10000000000019,43.00000000000021,11.690000000000062,22.900000000000112,19659270.0000001,3.612003764739395,28.39717143046299
2020-10-27,188085.32612761483,4003.307795858988,3698.2383753914896,6008.663015323852,72.58052473476698,68.21039132819242,0.010000000000000054,1.2377024103855025,476.0000000000025,26136.83483913855,0.1568569276690577,6.431476353154266,0.010000000000000054,1101.000000000006,0.010000000000000054,52.336656135168056,37.10000000000019,43.00000000000021,11.690000000000062,22.900000000000112,19659270.0000001,3.7099606451447262,29.519424606645423
