date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,reproduction_rate,new_tests_smoothed,tests_per_case,new_people_vaccinated_smoothed_per_hundred,aged_70_older,median_age,aged_65_older,gdp_per_capita,handwashing_facilities,population
2021-06-29,3833.1087326933757,3.294287981766943,3.07837027954777,68.98186623153849,0.00639908906910503,0.015935780081023553,1820.4897545291542,1.26564070090319,239.0000000000013,26.600000000000147,0.009516362700239369,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-06-30,3836.51020175016,3.4014690567841654,3.1564755118586345,68.98287672601336,0.004799316801828772,0.011951835060767664,1822.1053037766355,1.2714987868280083,239.0000000000013,26.600000000000147,0.009130646297965575,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-01,3840.0809544800463,3.570752729886126,3.2503689157297924,68.98424868866007,0.004213579391933959,0.008963876295575749,1823.8012937665449,1.2774086731850027,239.0000000000013,26.600000000000147,0.008668928485594425,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-02,3843.8856673791092,3.8047128990629524,3.3667303067068515,68.98786331028958,0.005745834188423655,0.006722907221681812,1825.608435257038,1.2833784182694907,239.0000000000013,26.600000000000147,0.008136150145708433,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-03,3847.9815743869553,4.095907007846026,3.5115795658413917,68.99553549176706,0.009270590896650669,0.005515031094994391,1827.5539007802083,1.289407601678849,239.0000000000013,26.600000000000147,0.007543289079869568,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-04,3852.4109545458778,4.429380158922665,3.68951725356657,69.00886881339552,0.014532128692850033,0.005846680561064805,1829.6577570331226,1.295502049029016,239.0000000000013,26.600000000000147,0.006907466809902184,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-05,3857.107262451107,4.6963079052294985,3.8986550701038283,69.02536524934862,0.017395541251376403,0.007168785469279546,1831.8883900114315,1.301649161206153,239.0000000000013,26.600000000000147,0.0062394236368384075,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-06,3862.10686894564,4.999606494532991,4.14240710736133,69.04622173920936,0.02153081883445994,0.009539323426458711,1834.2630683650725,1.3078120163474092,239.0000000000013,26.600000000000147,0.005545113946116205,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-07,3867.4883611468567,5.381492201216495,4.42539922192372,69.07476003420672,0.02904404172765497,0.013225597935067075,1836.8191076732899,1.313962276643235,239.0000000000013,26.600000000000147,0.004837891697466925,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-08,3873.3434040211046,5.855042874247869,4.751850644626379,69.11524908189301,0.040868357734008945,0.01858241758510772,1839.6000335668639,1.3200455601003984,239.0000000000013,26.600000000000147,0.004122439458297352,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-09,3879.7548865646377,6.41148254353336,5.124360187736114,69.17202181465191,0.057057215294689136,0.02596073044804223,1842.6452040697852,1.3260180097650227,239.0000000000013,26.600000000000147,0.003418429464440533,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-10,3886.780531439321,7.025644874683,5.5429959003366776,69.24881274107953,0.07700428832945272,0.03563909987223085,1845.9820263555089,1.331839622385178,239.0000000000013,26.600000000000147,0.0027535441409936197,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-11,3894.4406021994055,7.660070760084661,6.004612309867903,69.34826113952016,0.09960841986699927,0.047772311329512616,1849.6201193141455,1.3374719921605727,239.0000000000013,26.600000000000147,0.0021582414929462493,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-12,3902.5889358124555,8.148333613049935,6.497838353280059,69.4715384532181,0.12339732976773518,0.06289484435686311,1853.4900489232327,1.3428661143531397,239.0000000000013,26.600000000000147,0.001661829148151833,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-13,3911.2667665005883,8.67783068813265,7.023367775949067,69.62054136415414,0.1490929229883744,0.0811089160730774,1857.6113962593308,1.3479784480790133,239.0000000000013,26.600000000000147,0.0012895198895560207,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-14,3920.572489225802,9.305722725213917,7.58402857921456,69.79596516985131,0.17549131473643306,0.1020387006294689,1862.0309019133113,1.3527598541588095,239.0000000000013,26.600000000000147,0.00106022330436805,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-15,3930.620704993048,10.048215767245942,8.183095610235108,69.99711932018108,0.20120478210920947,0.1249724643861291,1866.803011276615,1.357161519578385,239.0000000000013,26.600000000000147,0.0009848895209392575,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-16,3941.511504827532,10.890799834484248,8.823025004379643,70.22178906996785,0.22470772362133867,0.14896916729412202,1871.9752835059448,1.3611300278544434,239.0000000000013,26.600000000000147,0.0010652670114219625,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-17,3953.3074327576937,11.795927930161849,9.50450501702101,70.46613171844237,0.24437112885045822,0.17293841393213033,1877.5774482467853,1.3646068938707956,239.0000000000013,26.600000000000147,0.0012929709437636302,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-18,3966.0162080524387,12.708775294744871,10.225744147381159,70.72459878883188,0.25848843067145755,0.19570041678393973,1883.6131981760418,1.3675062369835769,239.0000000000013,26.600000000000147,0.0016487844457024937,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-19,3979.3508761427606,13.334668090321765,10.966634710406606,70.99113816725426,0.2665553986338457,0.21620743928478775,1889.946285509862,1.3697479712089193,239.0000000000013,26.600000000000147,0.00210213455276427,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-20,3993.3658558788925,14.014979736131778,11.72905958160911,71.26394186073492,0.2728157086392502,0.23392691107315816,1896.6025669119726,1.3712595886200074,239.0000000000013,26.600000000000147,0.002635424443984973,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-21,4008.238920028115,14.873064149222323,12.524355772179705,71.5407650574776,0.2768322081116294,0.2484392039900662,1903.6664712408665,1.3719665078838827,239.0000000000013,26.600000000000147,0.0032265683329887364,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-22,4024.19591594223,15.956995914114572,13.3684121103242,71.81919693467262,0.27843863572173144,0.2595015102970103,1911.2452495198575,1.3718100457480786,239.0000000000013,26.600000000000147,0.0038611027203297957,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-23,4041.454306058165,17.258390115935022,14.27799250226483,72.09686376435297,0.2776718985753972,0.2670957513394356,1919.442162414621,1.3707373016025928,239.0000000000013,26.600000000000147,0.0045302808217599615,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-24,4060.180823273429,18.726517215264163,15.267978377991472,72.37158124278649,0.2747212801047868,0.27146450904433145,1928.33637084135,1.3687061759433816,239.0000000000013,26.600000000000147,0.005218654378440215,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-25,4080.459712477702,20.27888920427298,16.34930052557508,72.64146873751983,0.2698903459867999,0.27313797454343,1937.9678539228703,1.365677013987273,239.0000000000013,26.600000000000147,0.00590736505661621,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-26,4102.106306659511,21.646594181808517,17.536564437490973,72.90251396425828,0.2610473651785295,0.2724121428338818,1948.2488789683352,1.3616431838905858,239.0000000000013,26.600000000000147,0.006576612997374904,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-27,4125.22281338184,23.116506722329277,18.836596243438237,73.15388935166828,0.2513769912400707,0.2694299862462909,1959.2279748371138,1.356605691085362,239.0000000000013,26.600000000000147,0.007207508228962024,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
2021-07-28,4149.956912880601,24.734099498760575,20.24510215995428,73.39699426003445,0.24310611123871523,0.2647148620182673,1970.9752663573145,1.3505898533172553,239.0000000000013,26.600000000000147,0.007783459226020174,1.5600000000000083,19.4000000000001,3.000000000000016,1548.6800000000082,6.400000000000032,2105580.000000011
