date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,extreme_poverty,female_smokers,population
2020-11-01,1525439.43880927,17004.67725965805,16244.760382859473,26298.459595652872,288.49793267081196,270.59355151358545,0.4600000000000025,1.1137322511655934,519354.5887884948,512137.21502578113,0.03094236089315626,30.862351937213234,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,44.92510256905814,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-02,1542633.5335187195,17194.094709449444,16481.868311061888,26591.04590876296,292.58631311009066,276.24232879356055,0.4600000000000025,1.1115853874692192,521008.3775965431,514744.12138569076,0.03138582690774701,30.604414243795553,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,44.92132692679367,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-03,1560023.9251390419,17390.3916203224,16716.71483898487,26887.750317157264,296.7044083943008,281.7041976294307,0.4600000000000025,1.1099825118365638,522636.5806602393,517025.12263267534,0.0319049163992977,30.32598198213565,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,44.91849519509532,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-04,1577635.6041484014,17611.679009359472,16950.651092716376,27188.901102444586,301.15078528732266,286.97538060733524,0.4600000000000025,1.108830936883242,524322.8883555551,519056.5074560845,0.03248751082888508,30.029576984339336,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,44.91286719464088,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-05,1595498.80605248,17863.20190407845,17185.228133370532,27494.90454370484,306.0034412602565,292.06464211354967,0.4600000000000025,1.1080112117122067,526088.452772808,520922.2843735767,0.033115633121663865,29.71866787076908,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,44.904557959005935,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-06,1613639.3618923035,18140.55583982357,17422.001553163023,27806.079490519456,311.17494681461756,296.9931764785046,0.4600000000000025,1.1073800959205498,527967.1128019727,522708.68373913603,0.03377790131183618,29.39725882162889,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,44.89612467481366,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-07,1632071.4611251124,18432.09923280888,17662.384922467638,28122.533292744192,316.4538022247322,301.7945240848,0.4600000000000025,1.1068112516430642,529926.1962369035,524477.0473550961,0.03446787976538979,29.069193308206188,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,44.89150688684722,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-08,1650792.2237850132,18720.762659900807,17907.539875108672,28444.068747838726,321.5354550945354,306.5145084482158,0.4600000000000025,1.1061905331085118,531958.2718221516,526276.3272422439,0.03517185358616263,28.73896834896334,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,44.89523165188402,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-09,1669744.9182589306,18952.69447391723,18158.768353002506,28769.24330296053,325.174555121807,311.1703234822515,0.4600000000000025,1.1054376638908554,534109.8690734664,528147.0357031769,0.035872264462408064,28.411561426557707,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,44.91181740407144,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-10,1688940.94961857,19196.03135963963,18416.71687755087,29098.21675323854,328.97345027800725,315.7805467487285,0.4600000000000025,1.1045115058366952,536453.1889899746,530120.1390268987,0.03655028755171884,28.091686583816184,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,44.94532685395862,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-11,1708405.0077375239,19464.058118954053,18681.34250043855,29431.610641852025,333.3938886134833,320.3870614836542,0.4600000000000025,1.1034030217498565,538903.4751943239,532202.558601138,0.03718776414472001,27.782614323770385,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,44.99903166277025,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-12,1728162.9325807795,19757.924843255645,18952.01727513502,29770.20617143431,338.5955295822849,325.04341408300616,0.4600000000000025,1.1021178771721225,541335.8757557954,534380.3733787793,0.0377560461208219,27.486624608374044,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,45.07516094811201,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-13,1748232.613171851,20069.680591071367,19227.606610520652,30114.71763762555,344.51146619123904,329.80608221707087,0.4600000000000025,1.1006991060044975,543621.9619396657,536616.4911362184,0.038243343575748996,27.20419760948031,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,45.17471266324955,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-14,1768617.161818128,20384.54864627705,19506.528036106418,30465.622504237304,350.9048666117556,334.7279259161973,0.4600000000000025,1.0991820541316875,545532.941396573,538845.8111285059,0.03865051026746145,26.93426326851945,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,45.2973121315678,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-15,1789299.7947798884,20682.632961760177,19786.79527594862,30823.033959625984,357.4114553886815,339.8532758851122,0.4600000000000025,1.097619895479181,546967.7469330155,540989.8611259535,0.038987882700596145,26.673914969165963,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,45.44110594741541,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-16,1810204.073444324,20904.27866443587,20065.593009967313,31185.72424153595,362.69028190996664,345.21280015882496,0.4600000000000025,1.0960901640140412,547809.6430698335,542946.8508703224,0.039272909439797526,26.41817055137354,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,45.60268240173809,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-17,1831336.5387774927,21132.465333168562,20342.226357023028,31554.035812050523,368.3115705145699,350.83258816048965,0.4600000000000025,1.0946639384597892,547999.7753049615,544596.2719116308,0.039528373094715685,26.16057684694971,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,45.77701180130363,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-18,1852721.1335918487,21384.59481435609,20616.588597114423,31928.679299244788,374.6434871942667,356.72537033820873,0.4600000000000025,1.0934074561072868,547429.8582240354,545814.2571011446,0.03978105680875498,25.893827916401715,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,45.96090590980132,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-19,1874386.0532805086,21664.919688659793,20889.016231934103,32310.416827374815,381.73752813002505,362.88843289263576,0.4600000000000025,1.092333872623453,546068.2878987966,546484.1256312891,0.040060744125635456,25.61088321913713,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,46.15255758361156,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-20,1896353.8838679474,21967.83058743864,21160.18028028545,32699.824514519525,389.40768714470744,369.30205382267707,0.4600000000000025,1.0914263902465182,543823.3872557078,546501.335965549,0.040399468889313915,25.305849873952106,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,46.34814055357816,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-21,1918634.2055480222,22280.32168007481,21431.004749645275,33097.11434581212,397.2898312925971,375.9283299597686,0.4600000000000025,1.0906677241651748,540754.8845917493,545806.5054647895,0.04080622739419945,24.974676675018088,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,46.542763463018204,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-22,1941218.04533749,22583.839789467907,21702.605489835798,33502.000578363666,404.8862325515428,382.7102972435826,0.4600000000000025,1.090027619238944,537002.1063332761,544376.7922046045,0.04127112174151261,24.615438663341813,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,46.731185396229456,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-23,1964038.4854737087,22820.44013621861,21976.342652606356,33912.81677184649,410.8161934828238,389.5853129456158,0.4600000000000025,1.089455103569481,532744.4601475014,542232.5538819609,0.041791576600252164,24.22865398134608,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,46.908352524870935,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-24,1987105.105701923,23066.620228214408,22252.65036049552,34329.779935058155,416.963163211666,396.5354659632525,0.4600000000000025,1.0888978887630851,528126.8404241368,539423.1712291831,0.042367276503194995,23.81637413177559,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,47.06980059274829,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-25,2010443.0257050165,23337.92000309361,22531.69674419197,34753.43533914111,423.6554040829583,403.53714278207144,0.4600000000000025,1.0882938108838862,523276.0175029773,536030.7834315842,0.042996368818895986,23.38299326851498,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,47.21195677940291,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-26,2034079.898270362,23636.872565345453,22813.40428988286,35184.361135900814,430.92579675969836,410.564067493794,0.4600000000000025,1.0875907524744868,518287.1479688626,532160.4046712972,0.043685221022704696,22.934643141431515,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,47.33236609780371,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-27,2058036.1541649594,23956.255894597358,23097.46509976512,35622.946821544276,438.5856856434654,417.58958180974497,0.4600000000000025,1.0867148807747418,513228.5856372811,527931.236809873,0.044444749639038925,22.47759353900838,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,47.42986119261593,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-28,2082317.6857917898,24281.53162683041,23383.352337428914,36069.22708448405,446.2802629397749,424.58835507094864,0.4600000000000025,1.0856214870193255,508224.7448517495,523465.68788536283,0.04527667793710084,22.018658955161293,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,47.50468968890287,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-29,2106910.359932081,24592.67414029091,23670.328811895248,36522.75719119115,453.53010670709426,431.5376667557008,0.4600000000000025,1.0842616873394795,503474.1868708749,518890.1017091101,0.046175834244680906,21.56445316918289,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,47.55860970365201,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-11-30,2131759.3002011646,24848.940269083763,23960.114705560125,36981.94977768559,459.19258649444544,438.4488095367181,0.4600000000000025,1.0825947787560657,499057.5754634348,514313.3219185495,0.04713187568351075,21.120901286066253,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,47.59496147941975,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-12-01,2156870.8453189437,25111.545117779246,24252.247010262567,37446.92002557194,464.9702478863486,445.30723498059353,0.4600000000000025,1.08057278089963,494901.0911806408,509827.1106373614,0.048130580970777936,20.693558963903303,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,47.61872110956489,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-12-02,2182254.6807248285,25383.83540588457,24544.52082686309,37918.005533076874,471.08550750493663,452.08326721799267,0.4600000000000025,1.0781519515441487,491145.7001351042,505524.0003826759,0.04915482002026193,20.287968188667648,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,47.636540832173736,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-12-03,2207916.3566166693,25661.675891840743,24833.77863404522,38395.5373107644,477.53177768752664,458.7415877761325,0.4600000000000025,1.0753245325010348,487971.7405021045,501481.64770135796,0.050185281143186176,19.908760562961653,0.01999639855942388,239511.00000000128,3357.0000000000173,0.0,47.64990562413037,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-12-04,2233851.676479958,25935.31986328913,25116.502239916626,38879.66802832222,484.130717557824,465.2483492031408,0.4600000000000025,1.0721052287229011,485433.31079028297,497760.480976407,0.051201016448857065,19.559311210844406,0.019985894357743207,239511.00000000128,3357.0000000000173,0.0,47.659929218097844,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-12-05,2260042.488484729,26190.812004771346,25389.256745709972,39370.24319965155,490.57517132932537,471.57651028632523,0.4600000000000025,1.0685194516003544,483605.94475507014,494402.50614277786,0.0521798508951432,19.241941391326606,0.01996795064179529,239511.00000000128,3357.0000000000173,0.0,47.66744691357346,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-12-06,2286453.5290332334,26411.040548504207,25649.023518558533,39866.70457168442,496.46137203287066,477.70983746587586,0.4600000000000025,1.0646164794565698,482541.7348752884,491426.52375705173,0.05311129411835166,18.95794925616466,0.019946181838119973,239511.00000000128,3357.0000000000173,0.0,47.673085185180156,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
