date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,total_deaths_per_million,reproduction_rate,weekly_icu_admissions,people_vaccinated_per_hundred,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,aged_65_older,median_age,female_smokers,male_smokers,population,excess_mortality_cumulative,excess_mortality
2020-03-11,37.08334653114008,5.6417162928230695,3.304209930399965,17.000000000000068,0.0,0.0,0.010000000000000038,1.5900000000000063,2.258755739145885,0.21817509594337087,0.010000000000000038,6528.000000000024,4007.0000000000155,0.010000000000000038,83.30000000000032,2299.000000000009,2299.000000000009,0.020000000000000077,32.56074414226053,19.030000000000076,43.30000000000015,30.500000000000117,38.300000000000146,10493990.000000041,0.09000000000000033,0.7087657563025236
2020-03-12,43.10333084211726,8.0322950918356,4.268873624910956,17.000000000000075,0.0,0.0,0.010000000000000044,1.590000000000007,2.2564139278241875,0.457361121569682,0.010000000000000044,6528.000000000027,4007.0000000000173,0.010000000000000044,83.30000000000035,2299.00000000001,2299.00000000001,0.020000000000000087,35.89181676432742,19.030000000000086,43.300000000000175,30.50000000000013,38.30000000000016,10493990.000000045,0.09000000000000039,0.7071956811570812
2020-03-13,52.90503530030169,11.717159263285264,5.674777713835136,17.00000000000008,0.0,0.0,0.010000000000000047,1.5900000000000074,2.2524741498112593,0.8309814100201856,0.010000000000000047,6528.000000000029,4007.000000000018,0.010000000000000047,83.30000000000038,2299.000000000011,2299.000000000011,0.020000000000000094,39.514369360575955,19.030000000000094,43.30000000000019,30.500000000000142,38.300000000000175,10493990.000000048,0.09000000000000041,0.7052909108354912
2020-03-14,67.71802986889158,16.595157747399348,7.657043692616188,17.000000000000085,0.0,0.0,0.010000000000000049,1.5900000000000079,2.246472289798654,1.386778397528071,0.010000000000000049,6528.000000000031,4007.000000000019,0.010000000000000049,83.30000000000041,2299.0000000000114,2299.0000000000114,0.020000000000000098,43.37045413743269,19.030000000000097,43.3000000000002,30.50000000000015,38.30000000000018,10493990.00000005,0.09000000000000044,0.703781531542909
2020-03-15,88.53026448311684,22.426361846425454,10.321478470819631,17.00000000000009,0.0,0.0,0.01000000000000005,1.590000000000008,2.2379828534188064,2.1619971788829693,0.01000000000000005,6528.000000000033,4007.00000000002,0.01000000000000005,83.30000000000042,2299.000000000012,2299.000000000012,0.0200000000000001,47.376428353559405,19.0300000000001,43.30000000000021,30.500000000000156,38.30000000000019,10493990.000000052,0.09000000000000047,0.7038089993359158
2020-03-16,114.14010301650723,27.025071966590314,13.621090107154831,17.000000000000092,0.0,0.0,0.010000000000000052,1.5900000000000083,2.2266152913246122,3.20215399275952,0.010000000000000052,6528.000000000034,4007.0000000000205,0.010000000000000052,83.30000000000044,2299.000000000012,2299.000000000012,0.020000000000000104,51.42470927421942,19.0300000000001,43.30000000000022,30.50000000000016,38.300000000000196,10493990.000000054,0.09000000000000047,0.7068838988232048
2020-03-17,145.3162278764725,32.37150274675922,17.632423592001587,17.000000000000092,0.0,0.0,0.010000000000000054,1.5900000000000083,2.2120083333932685,4.5338553135741755,0.010000000000000054,6528.000000000035,4007.000000000021,0.010000000000000054,83.30000000000044,2299.000000000012,2299.000000000012,0.020000000000000108,55.42802823879329,19.0300000000001,43.300000000000225,30.500000000000163,38.300000000000196,10493990.000000056,0.09000000000000047,0.7146301879460131
2020-03-18,183.72306295648212,39.37318103550582,22.467974933820244,17.000000000000092,0.0,0.0,0.010000000000000054,1.5900000000000083,2.1938448085452777,6.178849791580129,0.010000000000000054,6528.000000000035,4007.000000000021,0.010000000000000054,83.30000000000044,2299.000000000012,2299.000000000012,0.020000000000000108,59.30261652492571,19.0300000000001,43.300000000000225,30.500000000000163,38.300000000000196,10493990.000000056,0.09000000000000047,0.7288897154816274
2020-03-19,231.32030303507378,48.338580023559004,28.237238957314176,17.000000000000092,0.01043956043956045,0.0,0.010000000000000054,1.5900000000000083,2.1718923329765114,8.149554279690289,0.010000000000000054,6528.000000000035,4007.000000000021,0.010000000000000054,83.30000000000044,2299.000000000012,2299.000000000012,0.020000000000000108,62.96260379640931,19.0300000000001,43.300000000000225,30.500000000000163,38.300000000000196,10493990.000000056,0.09000000000000047,0.7517366605146292
2020-03-20,289.9125608251101,59.12688265826407,35.01749515205164,17.000000000000092,0.0517857142857145,0.0,0.010000000000000054,1.5900000000000083,2.1459887390665813,10.435792083394112,0.010000000000000054,6528.000000000035,4007.000000000021,0.010000000000000054,83.30000000000044,2299.000000000012,2299.000000000012,0.020000000000000108,66.34033374582035,19.0300000000001,43.300000000000225,30.500000000000163,38.300000000000196,10493990.000000056,0.09000000000000047,0.7854244133839415
2020-03-21,360.81160226072086,71.26030420442865,42.831897058932164,17.000000000000092,0.12317994505494564,0.011270361990950245,0.010000000000000054,1.5900000000000083,2.11604278248352,13.002797520852013,0.010000000000000054,6528.000000000035,4007.000000000021,0.010000000000000054,83.30000000000044,2299.000000000012,2299.000000000012,0.020000000000000108,69.37181511220959,19.0300000000001,43.300000000000225,30.500000000000163,38.300000000000196,10493990.000000056,0.09000000000000047,0.8322817877367292
