date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,gdp_per_capita,male_smokers,population
2020-03-11,23.68050023831688,3.8755858923484965,2.5511134528179067,2.9937196994182402,0.10573678127626694,0.04377698774498072,4.830000000000019,1.1800234054391014,1.3700000000000054,48.0000000000002,48.0000000000002,0.030000000000000117,35.390292708107765,31.10000000000013,13367.560000000052,40.70000000000016,5489744.0000000205
2020-03-12,27.685838459800543,4.468589340607004,2.9494935446576376,2.992380918713652,0.13164583094750432,0.06287572723407507,4.8300000000000205,1.180177217944874,1.3700000000000059,48.00000000000021,48.00000000000021,0.03000000000000013,37.19657439341312,31.10000000000014,13367.560000000056,40.70000000000017,5489744.000000023
2020-03-13,32.57884232254924,5.227702509656944,3.4250338624363503,2.993962482829684,0.15726701703739004,0.08446901262012665,4.830000000000022,1.1804150724761102,1.3700000000000063,48.00000000000023,48.00000000000023,0.030000000000000138,39.361747860347556,31.10000000000015,13367.56000000006,40.70000000000019,5489744.000000025
2020-03-14,38.4672765382921,6.116138873192947,3.9830695144743293,3.0001098711720413,0.1808946713106867,0.10753614860536674,4.830000000000023,1.180696242947905,1.3700000000000068,48.00000000000024,48.00000000000024,0.030000000000000145,41.86586276985673,31.100000000000158,13367.560000000063,40.7000000000002,5489744.000000026
2020-03-15,45.39265197385491,7.076373708870161,4.623000099656661,3.0122995979491707,0.20060313017984796,0.13085912502868596,4.830000000000024,1.180925705158571,1.3700000000000072,48.000000000000256,48.000000000000256,0.03000000000000015,44.66358356737323,31.10000000000016,13367.560000000067,40.70000000000021,5489744.000000027
2020-03-16,53.16716189571126,7.887758626836863,5.336969854962286,3.0266778335620765,0.21304122934141506,0.1530493211470804,4.830000000000025,1.180977084298794,1.3700000000000072,48.000000000000256,48.000000000000256,0.030000000000000155,47.68312174146407,31.100000000000165,13367.560000000067,40.700000000000216,5489744.000000028
2020-03-17,61.85762740109837,8.775402034122493,6.127749854053013,3.0444750849323894,0.22477768994400607,0.1736307206599228,4.830000000000025,1.1806773833598438,1.3700000000000072,48.000000000000256,48.000000000000256,0.03000000000000016,50.86546929575553,31.10000000000017,13367.560000000067,40.700000000000216,5489744.000000029
2020-03-18,71.59003696969916,9.796111965152328,6.995569662679397,3.0699270958583136,0.23663433403848327,0.19231660869145184,4.830000000000025,1.1798234867765103,1.3700000000000072,48.000000000000256,48.000000000000256,0.03000000000000016,54.14800743400161,31.100000000000172,13367.560000000067,40.700000000000216,5489744.000000029
2020-03-19,82.4971010950832,10.954840922797686,7.937414641967546,3.108715522281587,0.24890432195743428,0.20900911133436173,4.830000000000025,1.178197770221363,1.3700000000000072,48.000000000000256,48.000000000000256,0.03000000000000016,57.48683330659374,31.100000000000176,13367.560000000067,40.700000000000216,5489744.000000029
2020-03-20,94.67891825828735,12.217649761264415,8.94649892588421,3.1667984387376977,0.2614843177447406,0.22379885030749436,4.830000000000025,1.175570434970484,1.3700000000000072,48.000000000000256,48.000000000000256,0.03000000000000016,60.85657035809666,31.100000000000176,13367.560000000067,40.700000000000216,5489744.000000029
2020-03-21,108.17347440800143,13.521430598259261,10.011870154335607,3.24953321819355,0.2739736132277544,0.23696468394910855,4.830000000000025,1.1717402050255377,1.3700000000000072,48.000000000000256,48.000000000000256,0.03000000000000016,64.21461070328495,31.100000000000176,13367.560000000067,40.700000000000216,5489744.000000029
2020-03-22,122.93451757070719,14.781198999114642,11.118113022991544,3.36101869192571,0.2857484710714303,0.24897351296183184,4.830000000000025,1.166543356742652,1.3700000000000072,48.000000000000256,48.000000000000256,0.03000000000000016,67.48310589430287,31.100000000000176,13367.560000000067,40.700000000000216,5489744.000000029
2020-03-23,138.8515184301315,15.932117736730966,12.271408458258547,3.4935177358156517,0.28593384845548003,0.2592070254776768,4.830000000000025,1.1598758433488456,1.3700000000000072,48.000000000000256,48.000000000000256,0.03000000000000016,70.58174571032002,31.100000000000176,13367.560000000067,40.700000000000216,5489744.000000029
2020-03-24,155.9478825200779,17.107701747926406,13.464740086421795,3.6505681661151383,0.2870101794896388,0.2678968657469135,4.830000000000025,1.151662700223336,1.3700000000000072,48.000000000000256,48.000000000000256,0.03000000000000016,73.43600611531932,31.100000000000176,13367.560000000067,40.700000000000216,5489744.000000029
2020-03-25,174.18702695146794,18.247647674875022,14.674279854732337,3.8409642629186154,0.29562285762951135,0.2761144721931849,4.830000000000025,1.1418691971132047,1.3700000000000072,48.000000000000256,48.000000000000256,0.03000000000000016,75.98333522643789,31.100000000000176,13367.560000000067,40.700000000000216,5489744.000000029
2020-03-26,193.47315644501697,19.292506926162762,15.8669377514242,4.0755034169691875,0.3153015000417849,0.2853979097363565,4.830000000000025,1.130527948255073,1.3700000000000072,48.000000000000256,48.000000000000256,0.03000000000000016,78.17779279022285,31.100000000000176,13367.560000000067,40.700000000000216,5489744.000000029
2020-03-27,213.65184535574116,20.183471985184482,17.006024095727195,4.3645461147630975,0.3472388916764589,0.2974719940346531,4.830000000000025,1.117740660609535,1.3700000000000072,48.000000000000256,48.000000000000256,0.03000000000000016,79.99352978982304,31.100000000000176,13367.560000000067,40.700000000000216,5489744.000000029
