date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,people_vaccinated_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,total_boosters_per_hundred,new_vaccinations,new_people_vaccinated_smoothed_per_hundred,stringency_index,extreme_poverty,gdp_per_capita,population
2020-03-11,1.8178712831286423,0.018356679868297393,0.004305017418605527,1.0000000000000038,0.0,0.0,599859.0000000022,0.040000000000000153,1.1900000000000046,2460.0000000000095,2747.0000000000105,0.010000000000000038,143.50000000000057,0.4400000000000017,1800.000000000007,0.010000000000000038,19.956172785768775,0.6000000000000022,9795.83000000004,1782115.0000000072
2020-03-12,1.7790466426955462,0.0660622739606932,0.011722298939842963,1.0000000000000042,0.0006140917905623792,0.0,599859.0000000024,0.040000000000000174,1.190000000000005,2460.000000000011,2747.0000000000114,0.010000000000000044,143.50000000000063,0.44000000000000195,1800.0000000000077,0.010000000000000044,24.84008086448436,0.6000000000000024,9795.830000000044,1782115.000000008
2020-03-13,1.8249120020604468,0.16182854128176805,0.032648220649614035,1.0000000000000044,0.0030462184873949706,0.0,599859.0000000027,0.04000000000000019,1.1900000000000055,2460.000000000012,2747.0000000000123,0.010000000000000047,143.50000000000068,0.44000000000000206,1800.0000000000084,0.010000000000000047,30.063715625738897,0.6000000000000026,9795.830000000045,1782115.0000000086
2020-03-14,2.003186263988777,0.30390211055085514,0.07304838268178088,1.0000000000000047,0.007245879120879156,0.0006493212669683272,599859.0000000028,0.040000000000000195,1.1900000000000057,2460.0000000000123,2747.0000000000127,0.010000000000000049,143.5000000000007,0.44000000000000217,1800.0000000000089,0.010000000000000049,35.560588593900235,0.6000000000000028,9795.830000000047,1782115.000000009
2020-03-15,2.3566883405255235,0.4859582571212876,0.13807248610635867,1.0000000000000049,0.013013594861021398,0.002197398190045257,599859.0000000029,0.0400000000000002,1.190000000000006,2460.0000000000127,2747.000000000013,0.01000000000000005,143.50000000000074,0.4400000000000023,1800.000000000009,0.01000000000000005,41.243184819698044,0.6000000000000029,9795.830000000049,1782115.0000000093
2020-03-16,2.8442454085938893,0.6251344976244189,0.226370783455012,1.000000000000005,0.02003815348254697,0.004973840497737579,599859.000000003,0.04000000000000021,1.1900000000000062,2460.0000000000127,2747.0000000000136,0.010000000000000052,143.50000000000074,0.4400000000000024,1800.0000000000093,0.010000000000000052,46.97748800068183,0.600000000000003,9795.83000000005,1782115.0000000095
2020-03-17,3.495659815980007,0.7932529417380314,0.34133416386792437,1.000000000000005,0.027924542713720253,0.009067484445701404,599859.000000003,0.040000000000000216,1.1900000000000062,2460.0000000000127,2747.0000000000136,0.010000000000000054,143.50000000000074,0.4400000000000024,1800.0000000000095,0.010000000000000054,52.644106627531514,0.6000000000000031,9795.83000000005,1782115.0000000098
2020-03-18,4.379582612469823,1.0275996933752776,0.4882522389319722,1.000000000000005,0.03621490024795996,0.014386586184954829,599859.000000003,0.040000000000000216,1.1900000000000062,2460.0000000000127,2747.0000000000136,0.010000000000000054,143.50000000000074,0.4400000000000024,1800.0000000000098,0.010000000000000054,58.115346615768324,0.6000000000000031,9795.83000000005,1782115.00000001
2020-03-19,5.579418698201765,1.3420798605291988,0.672547453277843,1.000000000000005,0.04440422625255055,0.020703966788037445,599859.000000003,0.040000000000000216,1.1900000000000062,2460.0000000000127,2747.0000000000136,0.010000000000000054,143.50000000000074,0.4400000000000024,1800.0000000000098,0.010000000000000054,63.269256891367405,0.6000000000000031,9795.83000000005,1782115.00000001
2020-03-20,7.175255684931237,1.7330628042527532,0.8984506675278736,1.000000000000005,0.05195216775017578,0.02769087101862996,599859.000000003,0.040000000000000216,1.190012605042023,2460.0000000000127,2747.0000000000136,0.010000000000000054,143.50000000000074,0.4400000000000024,1800.0000000000098,0.010000000000000054,68.00016357996716,0.6000000000000031,9795.83000000005,1782115.00000001
2020-03-21,9.23031054197899,2.183766075393836,1.1680078455069292,1.000000000000005,0.058291856905068926,0.03494236140876893,599859.000000003,0.040000000000000216,1.1900493697479053,2460.0000000000127,2747.0000000000136,0.010000000000000054,143.50000000000074,0.4400000000000024,1800.0000000000098,0.010000000000000054,72.2265706487764,0.6000000000000031,9795.83000000005,1782115.00000001
2020-03-22,11.780764580692413,2.6675433671465463,1.480335069650562,1.000000000000005,0.06283653973762532,0.04199636381675778,599859.000000003,0.040000000000000216,1.1900869626696895,2460.0000000000127,2747.0000000000136,0.010000000000000054,143.50000000000074,0.4400000000000024,1800.0000000000098,0.010000000000000054,75.89708538800453,0.6000000000000031,9795.83000000005,1782115.00000001
2020-03-23,14.802929608757868,3.1251403954310213,1.837891735334241,1.000000000000005,0.06624505186204263,0.0485244221838354,599859.000000003,0.040000000000000216,1.1900770190287715,2460.0000000000127,2747.0000000000136,0.010000000000000054,143.50000000000074,0.4400000000000024,1800.0000000000098,0.010000000000000054,78.99486252193435,0.6000000000000031,9795.83000000005,1782115.00000001
2020-03-24,18.331754414066825,3.6159787613437966,2.24134753453236,1.000000000000005,0.06901151998896905,0.05432091844783141,599859.000000003,0.040000000000000216,1.1899624184409403,2460.0000000000127,2747.0000000000136,0.010000000000000054,143.50000000000074,0.4400000000000024,1800.0000000000098,0.010000000000000054,81.53535810670621,0.6000000000000031,9795.83000000005,1782115.00000001
