date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,total_tests,new_tests,new_tests_smoothed,positive_rate,tests_per_case,aged_65_older,median_age,aged_70_older,life_expectancy,population,excess_mortality_cumulative,excess_mortality
2020-11-21,50967.79887194298,844.361742104001,801.9485552006561,1015.851993159742,10.861574355071703,9.9188873819886,15726.089984418999,282613.55931787106,2260.995956745522,2172.235875241701,0.11353737806078563,8.971597508979285,15.17000000000008,38.2000000000002,9.830000000000052,80.10000000000042,3252412.0000000177,5.191457340076396,10.468826470469388
2020-11-22,51815.37166526953,847.5727933265475,816.135405088276,1027.0665966797628,11.214603520020665,10.218882731061601,15987.608159128751,284881.15101716906,2267.591699297994,2203.8755004842847,0.11182788810279687,9.088357149187612,15.17000000000008,38.2000000000002,9.830000000000052,80.10000000000042,3252412.0000000177,5.211341389026276,10.678237338307778
2020-11-23,52659.89557183522,844.523906565694,827.08961328615,1038.577403876986,11.510807197223013,10.527917704404814,16248.185613367272,287146.1190805889,2264.9680634198467,2227.6486098493187,0.11065582234729818,9.168260428147995,15.17000000000008,38.2000000000002,9.830000000000052,80.10000000000042,3252412.0000000177,5.232007657800741,10.909560518275129
2020-11-24,53499.34530525012,839.4497334148987,834.4722453556932,1050.3973709426473,11.819967065661297,10.8467390216779,16507.197453561355,289399.59727747506,2253.4781968861553,2242.874579558938,0.11006264891949123,9.20696455188024,15.17000000000008,38.2000000000002,9.830000000000052,80.10000000000042,3252412.0000000177,5.253410836156917,11.156188118875352
2020-11-25,54332.59823233134,833.252927081214,838.2857043787619,1062.5472848327142,12.149913890066935,11.174020006400653,16764.29729702301,291636.7320402011,2237.1347627260284,2249.870963757765,0.10997119483441495,9.207451920697522,15.17000000000008,38.2000000000002,9.830000000000052,80.10000000000042,3252412.0000000177,5.275489122592808,11.410712009832494
2020-11-26,55159.35302137205,826.7547890407113,838.8290058212415,1075.0445941998441,12.497309367130052,11.50701629762533,17019.392170731084,293856.2947153484,2219.5626751473037,2249.721661732354,0.11027089774184239,9.177431215894842,15.17000000000008,38.2000000000002,9.830000000000052,80.10000000000042,3252412.0000000177,5.2981622293303365,11.665345970621225
2020-11-27,55980.06862834327,820.7156069712263,836.6642336807352,1087.8950325923538,12.850438392509808,11.842057633690898,17272.623685417442,296059.3848374167,2203.090122068302,2243.840341321893,0.11082405242726107,9.128776385418234,15.17000000000008,38.2000000000002,9.830000000000052,80.10000000000042,3252412.0000000177,5.321333348976243,11.91239467050449
2020-11-28,56795.918536545185,815.849908201918,832.5913825973332,1101.0863358534461,13.191303261092138,12.174916690038714,17524.353916131626,298244.50737402285,2185.1225366061744,2232.9988403482425,0.11151154287571421,9.072335359522642,15.17000000000008,38.2000000000002,9.830000000000052,80.10000000000042,3252412.0000000177,5.344894092441396,12.1447577722015
2020-11-29,57608.75643634562,812.8378998004378,827.6294894366888,1114.5835301706293,13.497194317183054,12.501085707574303,17775.154812664354,300414.44762812584,2169.9402541029854,2219.045526511993,0.11218585495898363,9.023627731665265,15.17000000000008,38.2000000000002,9.830000000000052,80.10000000000042,3252412.0000000177,5.368731655303905,12.356460378278484
2020-11-30,58419.799728681406,811.0432923357852,822.8467214731221,1128.3140535749678,13.730523404338506,12.818341106795806,18025.40200106261,302575.165052058,2160.7174239321225,2204.146006551742,0.11266153084431868,9.000458355310046,15.17000000000008,38.2000000000002,9.830000000000052,80.10000000000042,3252412.0000000177,5.392737655505085,12.543203234581538
