date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,total_vaccinations_per_hundred,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,population
2021-06-22,824.7520282234742,0.39993912071065985,0.2475447601460285,17.000000000000092,6.490487826014325e-17,1.6292973000142164e-16,12937.6932251309,120.67674976412604,483.41824046157126,0.13000002618715242,63329.000000000335
2021-06-23,825.2198065586863,0.4677791627695827,0.29698581639265054,17.000000000000092,4.867865869510744e-17,1.2219729750106623e-16,12945.030991731192,121.3519470866155,468.09850581482806,0.1300000196403645,63329.000000000335
2021-06-24,825.7682970651051,0.5484911270868843,0.3540798600320451,17.000000000000092,3.650899402133058e-17,9.164797312579967e-17,12953.6348368818,122.01446178285664,454.2557798136103,0.13000001473027356,63329.000000000335
2021-06-25,826.4082848544215,0.6399882548174269,0.41868045093870815,17.000000000000092,2.7381745515997934e-17,6.873597984434975e-17,12963.673951513985,122.66858126765331,442.210483858269,0.13000001104770537,63329.000000000335
2021-06-26,827.146081126273,0.737796620977325,0.49017678939989495,17.000000000000092,2.053630913699845e-17,5.155198488326231e-17,12975.247347442877,123.31880810921893,432.26977304237715,0.1300000082857792,63329.000000000335
2021-06-27,827.9817327904072,0.835651925978632,0.5674255784752616,17.000000000000092,1.5402231852748838e-17,3.8663988662446737e-17,12988.355771894392,123.96919400746921,424.64759481087196,0.1300000062143346,63329.000000000335
2021-06-28,828.9076796833043,0.9259470892803559,0.6505024417749994,17.000000000000092,1.1551673889561628e-17,2.899799149683505e-17,13002.880630795407,124.62383330187444,419.49611950828387,0.13000000466075112,63329.000000000335
2021-06-29,829.9275277004238,1.0198481644069397,0.7390099922879412,17.000000000000092,8.66375541717122e-18,2.174849362262629e-17,13018.878494428183,125.28649395669042,416.8743520746524,0.1300000034955635,63329.000000000335
2021-06-30,831.0415572168188,1.114029626860475,0.8313088840026414,17.000000000000092,6.4978165628784155e-18,1.6311370216969718e-17,13036.353773374485,125.96039892313101,416.7626483481682,0.13000000262167283,63329.000000000335
2021-07-01,832.2459384362094,1.2043813022397345,0.9250125291946136,17.000000000000092,4.873362422158812e-18,1.2233527662727288e-17,13055.246406145943,126.64815844951283,419.06075484548364,0.1300000019662548,63329.000000000335
2021-07-02,833.5321429027886,1.2862045287160022,1.0173581363917603,17.000000000000092,3.6550218166191085e-18,9.175145747045467e-18,13075.422624906825,127.35133679931968,423.52260233320834,0.13000000147469126,63329.000000000335
2021-07-03,834.8865021350757,1.354359278889945,1.105484988848444,17.000000000000092,2.7412663624643314e-18,6.8813593102841e-18,13096.668029766111,128.07067892194198,429.8072878843607,0.13000000110601861,63329.000000000335
2021-07-04,836.2898766013079,1.4033745011842678,1.1866431534010409,17.000000000000092,2.0559497718482484e-18,5.161019482713075e-18,13118.682394496547,128.80621153200826,437.54732111689106,0.13000000082951413,63329.000000000335
2021-07-05,837.6997603921586,1.4098838170646735,1.255829003706245,17.000000000000092,1.5419623288861863e-18,3.870764612034806e-18,13140.798951496217,129.5569228027448,446.27713595725527,0.1300000006221358,63329.000000000335
2021-07-06,839.1115850000025,1.4118246275043893,1.3118717527796857,17.000000000000092,1.1564717466646398e-18,2.9030734590261045e-18,13162.946042322892,130.32068357749512,455.4596296020727,0.13000000046660204,63329.000000000335
2021-07-07,840.5343674830348,1.4227824977776153,1.3560175831691232,17.000000000000092,8.673538099984798e-19,2.1773050942695783e-18,13185.265113836565,131.094391736666,464.51941515565994,0.1300000003499517,63329.000000000335
2021-07-08,841.9850516303768,1.450684158401087,1.3912332908028302,17.000000000000092,6.505153574988599e-19,1.6329788207021837e-18,13208.021950600456,131.8746503932129,472.9113454650003,0.13000000026246394,63329.000000000335
2021-07-09,843.484263835906,1.499212213823442,1.4216840178758803,17.000000000000092,4.878865181241449e-19,1.2247341155266378e-18,13231.540099181775,132.6575858475925,480.1442233844652,0.13000000019684815,63329.000000000335
2021-07-10,845.0531300036275,1.5688661739422445,1.452341552514863,17.000000000000092,3.659148885931087e-19,9.185505866449783e-19,13256.1509363773,133.4388778283793,485.75916947758685,0.1300000001476363,63329.000000000335
2021-07-11,846.7108882267038,1.657758227741754,1.488690553526421,17.000000000000092,2.744361664448315e-19,6.8891293998373375e-19,13282.156220382542,134.21407960323899,489.35137452254116,0.1300000001107274,63329.000000000335
2021-07-12,848.428980649667,1.7180924264624267,1.5327267063536092,17.000000000000092,2.0582712483362362e-19,5.166847049878004e-19,13309.107949546782,134.97846241736156,490.5858321200901,0.13000000008304574,63329.000000000335
2021-07-13,850.2216223650794,1.792641718036868,1.5871339114717382,17.000000000000092,1.543703436252177e-19,3.8751352874085027e-19,13337.2291025932,135.727347055426,489.2325221185104,0.1300000000622845,63329.000000000335
2021-07-14,852.1271896244895,1.9055672613783328,1.6561067361248145,17.000000000000092,1.1577775771891327e-19,2.9063514655563773e-19,13367.121666311436,136.45635221680135,485.1781084602474,0.13000000004671353,63329.000000000335
2021-07-15,854.1942609966488,2.067071373635563,1.74416473211947,17.000000000000092,8.683331828918495e-20,2.179763599167283e-19,13399.547668932046,137.16135102426895,478.3577410090518,0.1300000000350353,63329.000000000335
2021-07-16,856.4711482361755,2.276887240633916,1.8552631741704069,17.000000000000092,6.512498871688872e-20,1.6348226993754623e-19,13435.26495515736,137.8387942151961,468.8009495835509,0.13000000002627665,63329.000000000335
2021-07-17,858.9980444350514,2.5268961997062105,1.9921261136594826,17.000000000000092,4.884374153766654e-20,1.2261170245315968e-19,13474.90401743462,138.48628931578207,456.6791220131324,0.13000000001970768,63329.000000000335
2021-07-18,861.8011351362445,2.803090701815862,2.1557461689550226,17.000000000000092,3.6632806153249904e-20,9.195877683986976e-20,13518.875619410826,139.10244468560856,442.26970026873806,0.13000000001478096,63329.000000000335
2021-07-19,864.8856606605233,3.084525524745871,2.350958947983239,17.000000000000092,2.747460461493743e-20,6.896908262990232e-20,13567.261958902029,139.68719413153048,425.9954555506168,0.13000000001108591,63329.000000000335
2021-07-20,868.2724710933252,3.3868104331521693,2.5787117772447057,17.000000000000092,2.060595346120307e-20,5.172681197242674e-20,13620.390103307116,140.24192719205465,408.40657873471486,0.13000000000831463,63329.000000000335
2021-07-21,871.9704974699628,3.6980263769003328,2.834792721104187,17.000000000000092,1.5454465095902303e-20,3.8795108979320057e-20,13678.40015682748,140.7689463636598,390.10858628115943,0.13000000000623615,63329.000000000335
2021-07-22,875.9737522233524,4.003254753586697,3.111398354661371,17.000000000000092,1.1590848821926727e-20,2.9096331734490045e-20,13741.19820520951,141.27165531249943,371.78476873478724,0.13000000000467732,63329.000000000335
2021-07-23,880.2590795198103,4.285327296605673,3.39830959340392,17.000000000000092,8.693136616445045e-21,2.1822248800867534e-20,13808.421024301464,141.75527210816273,354.22963989950716,0.13000000000350817,63329.000000000335
2021-07-24,884.7844680108997,4.525388491200222,3.683773565447258,17.000000000000092,6.519852462333784e-21,1.6366686600650652e-20,13879.409611471106,142.22595311150363,338.2176242362015,0.1300000000026313,63329.000000000335
2021-07-25,889.4877853973162,4.703317386499721,3.9551650157144094,17.000000000000092,4.889889346750338e-21,1.2275014950487989e-20,13953.189334168961,142.69014914196663,324.4591619392717,0.13000000000197365,63329.000000000335
2021-07-26,894.2820478391973,4.794262441943317,4.199293283440629,16.99873949579841,3.667417010062753e-21,9.206261212865993e-21,14028.395722022993,143.15400223570379,313.51365070461577,0.13000000000148043,63329.000000000335
2021-07-27,899.1491247611058,4.867076921955233,4.410585832005172,16.996323529411857,2.750562757547065e-21,6.904695909649494e-21,14104.74437409645,143.6226945500812,305.72363492568263,0.1300000000011105,63329.000000000335
2021-07-28,904.0775998733517,4.928475112280911,4.586140731469949,16.99371969941832,2.0629220681602987e-21,5.178521932237121e-21,14182.056210759816,144.0998979325999,301.21208624597534,0.13000000000083306,63329.000000000335
2021-07-29,909.060284585041,4.982684711715539,4.725797533088571,16.99238091871373,0.0006140917905623792,3.883891449177841e-21,14260.218467216619,144.58765238717908,299.856220469873,0.13000000000062498,63329.000000000335
2021-07-30,914.0923530638629,5.032068478841606,4.832190425188122,16.99396248282976,0.0030462184873949706,2.9129185868833807e-21,14339.155438647778,145.0866144519876,301.24361978033016,0.1300000000004689,63329.000000000335
