date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,total_vaccinations_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,handwashing_facilities,population
2020-03-21,22.214712931742767,4.368510531609656,2.492761353147455,4.00000000000002,0.0,0.0,0.010000000000000054,1.4603233299329423,129.00000000000065,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,38.143426867063354,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-03-22,26.953229268942877,5.261305329217919,3.0712655849963446,4.00000000000002,0.0,0.0,0.010000000000000054,1.4601579790269552,129.00000000000065,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,42.91372108759559,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-03-23,32.510914194758286,6.017989339512028,3.7195527763361484,4.00000000000002,0.0,0.0,0.010000000000000054,1.4597367777414532,129.00000000000065,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,47.60722213437809,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-03-24,38.964181121181916,6.843146173994086,4.440359637197176,4.00000000000002,0.0,0.0,0.010000000000000054,1.4589929517611664,129.00000000000065,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,52.11916272230919,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-03-25,46.43732459331058,7.788823754606762,5.233878648389166,4.00000000000002,0.0,0.0,0.010000000000000054,1.4579116498260483,129.00000000000065,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,56.37157921690975,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-03-26,55.054512514149174,8.859474958812232,6.097146542852973,4.00000000000002,0.002456367162249517,0.0,0.010000000000000054,1.4565096908278448,129.00000000000065,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,60.31227167835791,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-03-27,64.90378031321382,10.023856380712296,7.023585666674327,4.00000000000002,0.012184873949579882,0.0,0.010000000000000054,1.4548219901635486,129.00000000000065,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,63.90036907874268,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-03-28,76.0100265729842,11.223952401888477,8.002659999844157,4.00000000000002,0.028983516483516623,0.002643665158371046,0.010000000000000054,1.452918205615553,129.00000000000065,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,67.08904603982634,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-03-29,88.31475974874284,12.381668244532086,9.019617171828838,4.00000000000002,0.05205437944408559,0.00894654977375569,0.010000000000000054,1.450832804179346,129.00000000000065,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,69.85223895779488,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-03-30,101.44158047736211,13.184522030199345,10.043231948037775,3.9987394957983398,0.07889210972850721,0.02007416572398199,0.010000000000000054,1.4486246031345116,129.00000000000065,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,72.19067889514007,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-03-31,115.42853506713621,14.030230565959162,11.069855602915876,3.9963235294117854,0.1092822044683264,0.03640290936085991,0.010000000000000054,1.446314282990834,129.00000000000065,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,74.13641624957106,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-01,130.43287512064975,15.03679703565233,12.105255147565078,3.9937196994182496,0.14225577099830394,0.05769471595729668,0.010000000000000054,1.4438748525146208,129.00000000000065,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,75.70812359635747,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-02,146.65584573932404,16.247313355278386,13.160711237855473,3.99238091871366,0.17627812430561263,0.08322805054263335,0.010000000000000054,1.441223366276724,128.86260504201746,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,76.94703710580086,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-03,164.28627667682687,17.64868798995591,14.25009160550863,3.993962482829691,0.20939023511673416,0.11189615102914724,0.010000000000000054,1.4382252170152374,128.5236344537822,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,77.91939579961578,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-04,183.45827570412985,19.18569181664279,15.387656131410102,4.0001098711720475,0.23931481596263188,0.14228071055692865,0.010000000000000054,1.434745189425942,128.09738000969688,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,78.65188363057814,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-05,204.21949863330138,20.771492521176377,16.586410650593805,4.012299597949177,0.2635358857276305,0.1727071392525385,0.010000000000000054,1.4306621564521347,127.71812227294834,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,79.17910389940431,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-06,226.40651149921692,22.194715059919165,17.87380087740886,4.026677833562083,0.2793584430610756,0.20146248113623685,0.010000000000000054,1.4259069276170604,127.61045660451751,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,79.54534052959536,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-07,250.10158692111645,23.700852067402245,19.25554328895519,4.044475084932396,0.29384333132618856,0.22786819246174497,0.010000000000000054,1.4204586378588866,128.17754187161714,296.0000000000015,0.1100000000000006,9.400000000000048,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,79.79900539719664,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-08,275.39535631882745,25.298101881838086,20.72166861733052,4.06992709585832,0.307082563135883,0.25139516503150633,0.010000000000000054,1.4142980831129774,129.90400320397163,295.9747899159679,0.10997478991596699,9.401764705882403,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,79.98925404789759,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-09,302.3436730245122,26.951566068780032,22.251067073857655,4.108715522281593,0.31898354484706465,0.2717184810780905,0.010000000000000054,1.4073990633043536,133.02174836290135,295.90756302521163,0.1099138655462191,9.405903361344588,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.1319405359233,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-10,330.9352596164778,28.594023614287075,23.81489726725495,4.166798438737704,0.3293152281246332,0.2887584794252458,0.010000000000000054,1.3997580886870584,137.51254591988146,295.7826923076939,0.10983762928248283,9.41125040400781,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.23895540194259,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-11,361.06744341953413,30.13401156979745,25.379142892264134,4.249533218193555,0.3377427236144838,0.3027115551086892,0.010000000000000054,1.3913541191979073,143.40966800487575,295.5938550420184,0.10978481536845568,9.415170188267666,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.31921655145706,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-12,392.52795813026216,31.46188553578382,26.90653024612122,4.3610186919257155,0.3438532611982583,0.31407325909169836,0.010000000000000054,1.3821886663215093,151.264749387626,295.4397674935375,0.10985347901179762,9.410750621161977,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.37941241359292,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-13,424.99137906957844,32.464449058108116,28.373810903724767,4.497299248420699,0.34087313917600515,0.32274806002659584,0.010000000000000054,1.3722643180992464,160.96777664964026,295.4310053228038,0.11008888107526724,9.395202590952298,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.42455931019481,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-14,458.4180979738071,33.427489993322574,29.76349295478134,4.661597577879849,0.337587627491248,0.3288899073341038,0.010000000000000054,1.3615775210566605,172.8223580205207,295.73585903412004,0.11048569765195801,9.368564192729426,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.45841948264622,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-15,492.75190573633546,34.3343860793488,31.054540530565696,4.859805164663935,0.3385171588860512,0.3332881480183546,0.010000000000000054,1.3501330438306356,186.8850619866255,296.542101127562,0.1110379965744567,9.32993639600151,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.48381461198478,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-16,527.912507194948,35.16103519622788,32.22746147420098,5.098360660828275,0.3462440424030651,0.3371149474714264,0.010000000000000054,1.3379742172621187,202.46476610858613,297.97262303377795,0.11171628023627256,9.280786169011488,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.5028609589887,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-17,563.789907222327,35.87772533059048,33.26812309336895,5.382658666274091,0.3618969943103796,0.3417358550767442,0.010000000000000054,1.3252264612659186,219.3243664366436,300.1650199579454,0.11247499298263444,9.224083485840723,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.51714571924164,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-18,600.2402002939278,36.4505370490095,34.17061397484253,5.71585631386201,0.3855145362951641,0.3485677284116311,0.010000000000000054,1.3120678743915868,237.1576575036305,303.2377436368499,0.1132581516535888,9.164011224593871,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.52785928943135,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-19,637.0824126638859,36.842395353014446,34.93939034538535,6.097978208247197,0.416317544108898,0.3589721763992216,0.010000000000000054,1.298694570952063,255.59187488811978,307.201917940954,0.11400356849132298,9.106256640811285,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.53589446707363,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-20,674.131428114593,37.04915268799941,35.59449088444307,6.529026642610747,0.4566951716563349,0.37562522150432953,0.010000000000000054,1.2853051880718382,274.2491259463101,312.06551408596806,0.11464601832065788,9.05570896412496,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.54192085030533,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-21,711.3204844666828,37.18915928005908,36.132027503991694,7.010490085384058,0.5006984957428985,0.39909124967705195,0.010000000000000054,1.2720487035942811,292.33618188701166,317.6936572192923,0.11511961393441729,9.017287540805434,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.54644063772912,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-22,748.576562445036,37.256155174330075,36.5495891477094,7.539606413423964,0.5435426177670972,0.42859687940387886,0.010000000000000054,1.2590276395250597,309.4937222803745,323.92318409094025,0.11538479771648863,8.994686728648691,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.54983047829695,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-23,785.8277676644182,37.25126311636493,36.84836606892689,8.110102353700825,0.5813156575722535,0.4624348929077904,0.010000000000000054,1.2463308459980305,324.70754122547214,330.5776821858527,0.11543921237915719,8.988431012873086,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.55237285872283,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-24,823.0088671187092,37.181142877028115,37.03474303909018,8.712748064564579,0.6107604988352997,0.4982671845483291,0.010000000000000054,1.234041767336275,337.74869082537487,337.47597333945464,0.11528028194112305,8.998354610656767,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.55427964404224,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-25,860.0654415478245,37.05660699616803,37.1214942541076,9.335773071694296,0.6291110981083762,0.533351972121655,0.010000000000000054,1.2222292893031128,348.610198360359,344.45620430969814,0.11493968786178944,9.021172228192976,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.56913410277969,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-26,896.9569997129059,36.89158259037106,37.12867951411016,9.96517822006033,0.6339697166000291,0.564714205335586,0.010000000000000054,1.2109744879857396,357.0457709422155,351.32225989032196,0.11439836641347217,9.057587315941126,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.59593671153866,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-27,933.630322506077,36.673341112138395,37.07513988768351,10.584969637895945,0.6232148440111086,0.5887313553591564,0.010000000000000054,1.20032701983546,363.48940254408944,357.8891900696489,0.11362715231495238,9.108565406154305,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.62447192602644,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-28,970.0618336701217,36.431524903269974,36.96703978971226,11.189696847038654,0.607294778774331,0.6041386910507193,0.010000000000000054,1.1903422267382644,368.1218730673005,364.00690548048544,0.11266170230990546,9.17133840497127,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.6393332593228,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-29,1006.2610811349457,36.19925776924309,36.8161663969061,11.775999202829105,0.5882280330141685,0.6106486207444075,0.010000000000000054,1.181082138702698,370.9347144320209,369.4691092978243,0.11152374925990177,9.244785316333507,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.62294209058142,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-04-30,1042.263263986311,36.00219057967962,36.6378096716292,12.342568245043633,0.5680133001323142,0.6088227616151908,0.010000000000000054,1.172689755287529,372.4207837231759,374.1785126456377,0.11025819656031109,9.326090603281171,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.55781177155609,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-01,1078.123627692385,35.860369502309865,36.44917237977237,12.890119461093668,0.5486344094883766,0.5999759917026672,0.010000000000000054,1.1653266248043685,373.254862733128,378.10064272598703,0.10894768749780295,9.409719859377503,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.42824570649523,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-02,1113.9132605236537,35.789637178445446,36.26817760415706,13.421371108425316,0.5320640424104007,0.5861044889289081,0.010000000000000054,1.1591050203162707,373.93040044351164,381.24839736446495,0.10767521294074087,9.489807670874447,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,80.22161091206287,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-03,1149.7159408678551,35.802683604583976,36.11257437958843,13.941028331319007,0.5202665192027592,0.5698317603618401,0.010000000000000054,1.154074886762738,374.929356031837,383.74995348553415,0.10654600246573678,9.558910375004587,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,79.9357217587079,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-04,1185.396360951475,35.68042252890668,35.97062826368297,14.451989735884236,0.5114183767970281,0.5538261473560608,0.010000000000000054,1.1501904572504649,376.8448192216805,385.79300810057646,0.10563251413113856,9.610895774142916,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,79.56616349097673,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-05,1221.0070638616364,35.61070474412673,35.8532106935606,14.955799024602275,0.5041520178918893,0.5390562621007567,0.010000000000000054,1.1473593910955748,381.01415740268624,387.7892292493178,0.10498262735659582,9.642847008370612,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,79.10939475785773,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-06,1256.7436463125189,35.736583826356245,35.786904464902236,15.456280425529947,0.500738447808058,0.5265265210745986,0.010000000000000054,1.1454450442913013,387.6295040679601,390.25520571203737,0.10465099766676828,9.64861069260635,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,78.56507451053949,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-07,1292.875866602523,36.13222132160951,35.805227799226174,15.958483751597388,0.5023961112277313,0.51712921530498,0.010000000000000054,1.144269788389777,396.58861156745417,393.65071262274864,0.1046016936282276,9.63204948681095,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,77.93780717572955,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-08,1329.6959755821463,36.820109753327415,35.94205239434534,16.467893195081388,0.5095540323542187,0.5115335630624461,0.010000000000000054,1.143667435022134,407.8526092896831,398.3599801684195,0.10475653848232147,9.602034852664787,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,77.23845153564342,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-09,1367.479964879889,37.783989878020826,36.22666696221025,16.989833923460388,0.5220491700316635,0.5101024993815153,0.010000000000000054,1.1434884560338938,421.12843024888326,404.6730071043372,0.10498256223278198,9.57083932631179,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,76.4716780182485,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-10,1406.4585030716835,38.978538627003076,36.68007488229122,17.529027026305727,0.5392744340848344,0.5128302682012955,0.010000000000000054,1.1435824053738382,436.93389540805936,412.8834560393072,0.10510731598615741,9.555356385490157,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,75.63833996165027,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-11,1446.7951378079665,40.33663506268934,37.34499055085874,18.090516229651755,0.56155020177565,0.5200267089079214,0.010000000000000054,1.1438231970491262,455.94474928713765,423.31317380065104,0.1050544688900707,9.567168549621833,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,74.74895535908524,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-12,1488.6268155408509,41.83167797768934,38.23347950008658,18.676791503201997,0.5863210223724624,0.5318222294831396,0.010000000000000054,1.1441044695386238,476.9638894809756,435.9504104086661,0.10473073531331917,9.621565811052847,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,73.82039379791777,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-13,1532.0121284623633,43.38531310511581,39.32597420166486,19.28810429320631,0.6113471016209767,0.5476948880141008,0.010000000000000054,1.144421758747376,499.68767147401627,450.73733915750216,0.1040402945360561,9.733609717048537,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,72.87339166388769,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-14,1576.9214913047579,44.909362980097434,40.579712390098095,19.922703947118723,0.6346253876249126,0.5666577206324253,0.010000000000000054,1.1448127637922725,524.512553864078,467.7044749563626,0.10293245102486057,9.913103215388228,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,71.93068854429595,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-15,1623.2297739407556,46.30828273927483,41.93506580517868,20.577015032090852,0.6543303852565006,0.5873992374685021,0.010000000000000054,1.145334524363275,550.6065496363701,486.7803924163677,0.10136498144899461,10.168398840112614,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,71.015629530394,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-16,1670.7107758337204,47.48100197042258,43.320286748842065,21.245770323841924,0.6687697669643544,0.6083887946172146,0.010000000000000054,1.1460897749789867,577.0849057631544,507.8175179709708,0.09931122800659095,10.504678250963597,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,70.15111694417568,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-17,1719.0330818752927,48.322306099665745,44.655068002808086,21.92211054831134,0.6763510808793753,0.6279556231122332,0.010000000000000054,1.1472171373105182,603.3483270276027,530.490061555152,0.09677269055891877,10.916740750278306,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,69.35239556204266,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-18,1767.7077945997494,48.67471276802669,45.84619175840865,22.598919692099734,0.6768172860958608,0.6443354956147188,0.010000000000000054,1.148879401140615,628.9212485027651,554.2687581896357,0.0937946116489888,11.391718458636348,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,68.6272459281578,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-19,1816.6386190590583,48.93082449198647,46.86033499527714,23.27367263914594,0.6747590537768093,0.6568046275287518,0.010000000000000054,1.1512388979789274,651.739433468219,578.4869112408056,0.09048380618341269,11.907837001701907,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,67.9817337350648,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-20,1865.787997907742,49.1493788731916,47.68375868020066,23.943829139992975,0.6701610808949867,0.6649696632774633,0.010000000000000054,1.1544731295281532,669.8138349589545,602.222213165576,0.08700409574938897,12.438998307191124,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,67.41809328772402,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-21,1915.1561244812294,49.36812659186856,48.32071332172134,24.607160801342538,0.6633350963855266,0.6687771828168574,0.010000000000000054,1.1587617637589154,682.9084854629144,624.447477585883,0.08359211512167337,12.956519253987416,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,66.93314010153972,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-22,1964.7652026046226,49.6090781371788,48.79224313608746,25.261996328220906,0.6548381031553384,0.6685208315211766,0.010000000000000054,1.164253287912918,690.4259019123128,644.1521401868276,0.08051648453130038,13.427559123748502,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,66.51708035088015,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-23,2014.6476414492681,49.882438854985004,49.1352891717166,25.90740545560334,0.6454110595901634,0.6648466675969273,0.010000000000000054,1.1710399982553108,692.9848918511716,660.5247386242846,0.07801874672103518,13.822568179269057,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,66.15261795546789,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-24,2064.837201675189,50.1895602336758,49.402016652543175,26.543336897132406,0.6359328906848665,0.6587571726433977,0.010000000000000054,1.1791754414839863,690.7543120687287,672.8719799539934,0.07639980664711132,14.113658519713612,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,65.84061731275486,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-25,2114.7913466345462,49.95414496517289,49.58475166199956,27.173242815060075,0.6299070047945169,0.6517907301612822,0.010000000000000054,1.1886522663101473,683.1428187315734,680.5136973119731,0.07590134173387916,14.279814025531838,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,65.58131463291788,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
2020-05-26,2164.5758629170896,49.784516286904946,49.706647941716284,27.796431788088892,0.6231897881789525,0.6442221685000833,0.010000000000000054,1.199426174522528,671.3700746175239,683.2411230163015,0.07670089317823753,14.306214753150194,0.010000000000000054,1439.000000000008,412.00000000000216,0.0,65.37365080985333,76.4000000000004,18.700000000000095,19.3500000000001,28160548.00000014
