date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,new_tests,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,aged_65_older,median_age,female_smokers,male_smokers,handwashing_facilities,life_expectancy,population
2020-03-11,6.930916693600542,0.22415262970064515,0.09399162535738359,1.0000000000000038,0.0,0.0,0.09000000000000033,1.030000000000004,9.621728616408998,0.11495288033570882,8.82137364691346,0.010000000000000038,346.00000000000136,346.00000000000136,0.010000000000000038,22.78276431453216,6.380000000000025,26.500000000000107,5.00000000000002,21.600000000000087,79.6000000000003,74.2500000000003,6780745.000000026
2020-03-12,6.91619010585006,0.2955708394377341,0.13674129497149634,1.0000000000000042,0.0006140917905623792,0.0,0.09000000000000039,1.0300000000000045,10.768918369057634,0.1122214475820985,9.300585826652465,0.010000000000000044,346.0000000000015,346.0000000000015,0.010000000000000044,26.08366505471384,6.380000000000027,26.500000000000114,5.000000000000022,21.600000000000097,79.60000000000034,74.25000000000033,6780745.000000029
2020-03-13,6.933587311126404,0.38066326209284573,0.18892636554019349,1.0000000000000044,0.0030462184873949706,0.0,0.09000000000000041,1.0300000000000047,12.239778628118394,0.10891236881521008,9.880229285955751,0.010000000000000047,346.0000000000016,346.0000000000016,0.010000000000000047,29.61026527455192,6.380000000000029,26.50000000000012,5.000000000000024,21.600000000000104,79.60000000000036,74.25000000000034,6780745.000000031
2020-03-14,7.001208582892325,0.47536493202535607,0.2502207922546932,1.0000000000000047,0.007245879120879156,0.0006493212669683272,0.09000000000000044,1.030000000000005,14.036201133338336,0.10514419904191835,10.538043651603225,0.010000000000000049,346.0000000000017,346.0000000000017,0.010000000000000049,33.316903868648325,6.38000000000003,26.500000000000128,5.000000000000025,21.600000000000108,79.60000000000039,74.25000000000036,6780745.000000033
2020-03-15,7.135295577440747,0.5737182691547649,0.31962939509599797,1.0000000000000049,0.013013594861021398,0.002197398190045257,0.09000000000000047,1.0300000000000051,16.238834754334746,0.10106645568092176,11.244987166627453,0.01000000000000005,346.0000000000017,346.0000000000017,0.01000000000000005,37.13616287239775,6.380000000000031,26.500000000000135,5.000000000000026,21.60000000000011,79.6000000000004,74.25000000000037,6780745.0000000335
2020-03-16,7.301019194392788,0.6292706023185635,0.39179638374927794,0.9974789915966437,0.017517145079185607,0.004608294279250183,0.09000000000000047,1.0300000000000054,18.827477714102745,0.0968095379468582,11.970943025261496,0.010000000000000052,346.0000000000017,346.0000000000017,0.010000000000000052,40.98168097782779,6.380000000000032,26.500000000000135,5.000000000000027,21.600000000000115,79.60000000000042,74.25000000000038,6780745.000000034
2020-03-17,7.511284757785553,0.6932199200647156,0.4669235644764714,0.9926470588235345,0.023092609940610978,0.008001307975113161,0.09000000000000047,1.0300000000000054,21.85236329527329,0.09249112243234803,12.685212763451638,0.010000000000000054,346.0000000000017,346.0000000000017,0.010000000000000054,44.78224877474132,6.380000000000033,26.500000000000135,5.000000000000027,21.60000000000012,79.60000000000042,74.25000000000038,6780745.000000035
2020-03-18,7.806879857931937,0.7883538540756874,0.5475661381278782,0.9874393988364629,0.031007240260888167,0.012565299016241175,0.09000000000000047,1.0300000000000054,25.27009018315508,0.08823970575444859,13.362316165995344,0.010000000000000054,346.0000000000017,346.0000000000017,0.010000000000000054,48.4707172856456,6.380000000000034,26.500000000000135,5.000000000000027,21.60000000000012,79.60000000000042,74.25000000000038,6780745.000000035
2020-03-19,8.241585232815481,0.9249757977965863,0.6374900528525357,0.984761837427284,0.04172666484337146,0.018494433214992823,0.09000000000000047,1.0300000000000054,29.013055678736762,0.08414648907666394,13.991499567935444,0.010000000000000054,346.0000000000017,346.0000000000017,0.010000000000000054,51.987771157511595,6.380000000000034,26.500000000000135,5.000000000000027,21.60000000000012,79.60000000000042,74.25000000000038,6780745.000000035
2020-03-20,8.871007929136512,1.1040259659945009,0.7408150186309999,0.9879249656593461,0.05511529598223784,0.02593999103923434,0.09000000000000047,1.0300000000000054,32.984339270364856,0.08029797281913348,14.564579750289033,0.010000000000000054,346.0000000000017,346.0000000000017,0.010000000000000054,55.28069262152745,6.380000000000034,26.500000000000135,5.000000000000027,21.60000000000012,79.60000000000042,74.25000000000038,6780745.000000035
2020-03-21,9.744206173096746,1.3194221894280052,0.8613717681749322,1.0002197423440586,0.07058663358978132,0.03497422404865661,0.09000000000000047,1.0300000000000054,37.062010108882305,0.07678618161822867,15.064845607804063,0.010000000000000054,346.0000000000017,346.0000000000017,0.010000000000000054,58.30709832845983,6.380000000000034,26.500000000000135,5.000000000000027,21.60000000000012,79.60000000000042,74.25000000000038,6780745.000000035
2020-03-22,10.897408023487738,1.5598155108492877,1.0022200026017893,1.024599195898317,0.08721599329188369,0.04556324722201292,0.09000000000000047,1.0300000000000054,41.19715399407292,0.07371794907727858,15.472021406887333,0.010000000000000054,346.0000000000017,346.0000000000017,0.010000000000000054,61.0529184457632,6.380000000000034,26.500000000000135,5.000000000000027,21.60000000000012,79.60000000000042,74.25000000000038,6780745.000000035
2020-03-23,12.312745739658489,1.773352260157008,1.1656523969093275,1.0634397007375727,0.10508555670129825,0.058088725009269995,0.09000000000000047,1.0300000000000054,45.38403226995683,0.07115158397990472,15.77688451023986,0.010000000000000054,346.0000000000017,346.0000000000017,0.010000000000000054,63.52914600950026,6.380000000000034,26.500000000000135,5.000000000000027,21.60000000000012,79.60000000000042,74.25000000000038,6780745.000000035
2020-03-24,14.018075788260376,2.0085694633789104,1.3535712304551075,1.1183619345706344,0.12393375382203083,0.0725495754311608,0.09000000000000047,1.0300000000000054,49.73577791933907,0.06909930530878124,15.980344378155031,0.010000000000000054,346.0000000000017,346.0000000000017,0.010000000000000054,65.7730925387995,6.380000000000034,26.500000000000135,5.000000000000027,21.60000000000012,79.60000000000042,74.25000000000038,6780745.000000035
2020-03-25,16.050854837316837,2.2783081576505415,1.5664521784974421,1.1900965963707701,0.14214229985262555,0.08852643496703595,0.09000000000000047,1.0300000000000054,54.33234410530918,0.06756688363575539,16.086835529899425,0.010000000000000054,346.0000000000017,346.0000000000017,0.010000000000000054,67.85503789149467,6.380000000000034,26.500000000000135,5.000000000000027,21.60000000000012,79.60000000000042,74.25000000000038,6780745.000000035
2020-03-26,18.44491229799413,2.5825029346567865,1.8032856432460649,1.2783836948540332,0.1583358780892109,0.10533147780898759,0.09000000000000047,1.0300000000000054,59.192341466183024,0.06651307481472872,16.10337486979046,0.010000000000000054,346.0000000000017,346.0000000000017,0.010000000000000054,69.77105831519512,6.380000000000034,26.500000000000135,5.000000000000027,21.60000000000012,79.60000000000042,74.25000000000038,6780745.000000035
2020-03-27,21.22052973092938,2.9114085519945343,2.061532752150131,1.3818970148380063,0.17132139790110368,0.12212078030244229,0.09000000000000047,1.0300000000000054,64.40072022374856,0.06588335168312161,16.037594177552954,0.010000000000000054,346.0000000000017,346.0000000000017,0.010000000000000054,71.51421438927298,6.380000000000034,26.500000000000135,5.000000000000027,21.60000000000012,79.60000000000042,74.25000000000038,6780745.000000035
2020-03-28,24.377000400976655,3.2480198916946788,2.3370923566142188,1.4981874670108601,0.18004243821251195,0.13797859427660575,0.09000000000000047,1.0299873949579887,70.11455115682253,0.06556490548826244,15.921196602783354,0.010000000000000054,346.0000000000017,346.0000000000017,0.010000000000000054,73.08221929227804,6.380000000000034,26.500000000000135,5.000000000000027,21.60000000000012,79.60000000000042,74.25000000000038,6780745.000000035
2020-03-29,27.88704894326648,3.569886929113614,2.6242762810353293,1.623640600258148,0.18354508011381215,0.1519805520422962,0.09000000000000047,1.0299506302521064,76.40320489961444,0.06539022727392155,15.793767523192901,0.010000000000000054,346.0000000000017,346.0000000000017,0.010000000000000054,74.48091527722416,6.380000000000034,26.500000000000135,5.000000000000027,21.60000000000012,79.60000000000042,74.25000000000038,6780745.000000035
2020-03-30,31.69390661695218,3.8517364638035425,2.9211857175638327,1.7521842317062188,0.1796917771183264,0.16288812896384913,0.09000000000000047,1.0298878272462888,83.2910914575164,0.06515126774050913,15.72486184148972,0.010000000000000054,346.0000000000017,346.0000000000017,0.010000000000000054,75.7062601489331,6.380000000000034,26.500000000000135,5.000000000000027,21.60000000000012,79.60000000000042,74.25000000000038,6780745.000000035
