date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,total_deaths_per_million,reproduction_rate,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,aged_65_older,median_age,cardiovasc_death_rate,male_smokers,population
2020-11-21,508.016874418297,2.370824235056891,2.413294398556662,7.000000000000038,8.420588122157731e-19,2.2106724138249006e-18,608.9917233833547,8.390000000000043,0.7243350847789437,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-11-22,510.37543861915333,2.358564200856343,2.3998486269717985,7.000000000000038,6.315441091618298e-19,1.6580043103686755e-18,611.8191319040327,8.390000000000043,0.7261753601259024,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-11-23,512.7384955771647,2.363056958011362,2.389140510306422,7.000000000000038,4.736580818713724e-19,1.2435032327765067e-18,614.6519093675859,8.390000000000043,0.7281213390989527,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-11-24,515.1048251411806,2.3663295640159587,2.3807892870607827,7.000000000000038,3.552435614035293e-19,9.326274245823799e-19,617.4885929823806,8.390000000000043,0.730200732831003,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-11-25,517.4630887977091,2.3582636565284556,2.3731163673641102,7.000000000000038,2.66432671052647e-19,6.994705684367849e-19,620.3155953508781,8.390000000000043,0.7324496769664982,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-11-26,519.7964601018379,2.33337130412873,2.3637251229697567,7.000000000000038,1.9982450328948523e-19,5.246029263275887e-19,623.1127533974516,8.390000000000043,0.7349146656111061,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-11-27,522.0860975004257,2.289637398587824,2.3499357297515613,7.000000000000038,1.4986837746711392e-19,3.9345219474569156e-19,625.8574900642499,8.390000000000043,0.7376166714772381,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-11-28,524.3137489494959,2.2276514490701533,2.329111299576118,7.000000000000038,1.1240128310033544e-19,2.9508914605926865e-19,628.5279355830946,8.390000000000043,0.7405709392898946,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-11-29,526.463705377281,2.1499564277851646,2.2989024792069785,7.000000000000038,8.430096232525158e-20,2.2131685954445146e-19,631.1052684294033,8.390000000000043,0.7438002148100205,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-11-30,528.5280472941122,2.064341916831119,2.2558048490626383,7.000000000000038,6.322572174393869e-20,1.659876446583386e-19,633.5800088527579,8.390000000000043,0.7473194565179881,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
