date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_vaccinations_per_hundred,reproduction_rate,icu_patients,hosp_patients,new_tests,positive_rate,tests_per_case,people_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,extreme_poverty,cardiovasc_death_rate,female_smokers,population
2020-08-01,8873.133279141046,14.908320872414539,13.9863223773586,123.21243050109499,0.1815492382691528,0.14212898076602345,0.020000000000000108,1.1287973688270792,2.209667218209036,92.6859172646956,5446.33943329558,6.893254964179742e-09,371.93091895691964,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,51.03364816455095,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-02,8888.047357545842,14.914078404795735,14.303313049987297,123.39710568125128,0.1846751801562928,0.1550933419093595,0.020000000000000108,1.1100652211904465,2.1425768519243946,94.7763480971967,5615.085279561223,5.169941223134806e-09,383.5003934840122,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,51.9650042229608,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-03,8902.814574397273,14.76721685143134,14.527059286520876,123.5814265460065,0.1843208647552289,0.16576473817086929,0.020000000000000108,1.0928798790473289,2.0672267565903573,96.53743237218661,5788.736422502212,3.877455917351105e-09,398.3730940787499,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,53.002738461338325,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-04,8917.379175788272,14.564601390997572,14.651270870837672,123.76328387201313,0.18185732600662877,0.1736221961620889,0.020000000000000108,1.0778328246054723,1.9930752064214388,98.0002139042209,5960.489792636203,2.9080919380133285e-09,415.2767161634587,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,54.12316308970131,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-05,8931.711385719691,14.33220993141885,14.67881336644437,123.9395605122841,0.1762766402709705,0.17824589728317003,0.020000000000000108,1.0652799190358768,1.9317084733357968,99.2275198334664,6125.76726367561,2.1810689535099965e-09,433.23657235207105,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,55.306877165369144,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-06,8945.805921319516,14.09453559982466,14.620274051982618,124.10686818641105,0.1673076741269514,0.17938561882533838,0.020000000000000108,1.0554253562129141,1.8971491636637763,100.23831925454402,6279.786016599638,1.6358017151324973e-09,451.4999438083332,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,56.520097596069604,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-07,8959.680879257265,13.874957937748281,14.492886372858994,124.262100073228,0.15523188681693317,0.17701206479773704,0.020000000000000108,1.0483054424990537,1.8974093840600519,101.10083058505813,6424.191144641076,1.2268512863493731e-09,469.1386941199869,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,57.729670805326364,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-08,8973.376900554791,13.696021297525839,14.319723279967471,124.40284525530902,0.14074518208102582,0.17135536404755963,0.020000000000000108,1.0437355459984028,1.9389507032034128,101.88202242166382,6556.489560807901,9.201384647620298e-10,485.14789906445765,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,58.901081481499716,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-09,8986.956544194387,13.579643639595593,14.129092233731278,124.52769955234167,0.12485429703265052,0.1629339438501496,0.020000000000000108,1.041220696344311,2.0220459297942885,102.6563939978899,6672.961288252995,6.901038485715224e-10,498.5721831865146,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,60.00163561015526,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-10,9000.507598837465,13.55105464307745,13.955341961335968,124.63649864615688,0.10879909381521197,0.15221063888308747,0.020000000000000108,1.0400598338290168,2.149501480312753,103.54281262834647,6771.1044988335825,5.175778864286418e-10,508.7926005443793,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,61.002847748340514,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-11,9014.048313866313,13.5407150288498,13.809044447731146,124.72802039702896,0.09152175087207483,0.13930730042928408,0.020000000000000108,1.0395080298643302,2.326056297694168,104.57336674339962,6845.772782657841,3.8818341482148135e-10,515.5342096196621,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,61.88223148029232,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-12,9027.58874024784,13.540426381527478,13.695889670640007,124.80183300947195,0.0738126124430025,0.12460943459798127,0.020000000000000108,1.038790039851384,2.5531960694244766,105.83985052619886,6890.836778331464,2.91137561116111e-10,518.7839539180441,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,62.62464225921739,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-13,9041.13261853431,13.543878286468832,13.61716757618623,124.85842065238533,0.05658764291337663,0.10867766418378015,0.020000000000000108,1.03713616272629,2.831307847155628,107.35975214804296,6912.009306437683,2.1835317083708324e-10,518.8998529627743,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,63.223284538627745,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-14,9054.6787948639,13.546176329589846,13.570129560614157,124.89927767416313,0.04244073218503247,0.09218132506091209,0.020000000000000108,1.0339948175844733,3.156350956472092,109.13527952796838,6912.25046722323,1.6376487812781243e-10,516.6555393665546,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,63.68046712084226,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-15,9068.222282961124,13.543488097224724,13.54825958157893,124.92697926402587,0.03183054913877435,0.07584866347894202,0.020000000000000108,1.0291030944423964,3.5210285696488395,111.1572935179868,6892.855400514393,1.2282365859585932e-10,513.1630992566555,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.00816966836288,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-16,9081.755060637144,13.532777676021341,13.541477491614081,124.94523444801959,0.023872911854080765,0.06042948403454589,0.020000000000000108,1.0224742180522255,3.918413637967083,113.42273743002227,6855.699517418771,9.211774394689449e-11,509.60118352458665,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.2284675874067,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-17,9095.323389854082,13.568329216938457,13.543854563442318,124.95892583601486,0.017904683890560574,0.04666713565034381,0.020000000000000108,1.014374409499093,4.3429068671307824,115.90475507639535,6804.469806131315,6.908830796017086e-11,507.0472693499694,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.37385069055512,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-18,9108.919982597426,13.596592743343809,13.551743540552023,124.96919437701132,0.01342851291792043,0.03500035173775786,0.020000000000000108,1.0052814535367323,4.786818159397869,118.51211511143373,6750.752597003149,5.1816230970128147e-11,506.55506578106207,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.48288801791642,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-19,9122.500103302316,13.580120704889907,13.557318482821922,124.97689578275867,0.010071384688440323,0.026250263803318394,0.020000000000000108,0.9958209802624407,5.239548008688683,121.12199842148758,6704.548594487988,3.886217322759611e-11,509.2480543454935,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.5646660134374,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-20,9135.998687690066,13.498584387749544,13.550750659142963,124.98267183706918,0.007553538516330243,0.019687697852488795,0.020000000000000108,0.9867164139298635,5.68727251265744,123.57567787235375,6678.040227378606,2.914662992069709e-11,515.4087880118681,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.62599951007815,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-21,9149.34318189555,13.344494205485738,13.521840466884715,124.98700387780207,0.0056651538872476825,0.014765773389366597,0.020000000000000108,0.9786465541448779,6.1146786895997485,125.72665174621766,6677.225387082121,2.1859972440522815e-11,525.2753999940343,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.67199963255871,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-22,9162.463171812755,13.119989917204173,13.461241371495166,124.99025290835172,0.004248865415435761,0.011074330042024948,0.020000000000000108,0.9723234741089829,6.503849999746687,127.43807219686445,6703.5260700465715,1.639497933039211e-11,538.8305609845376,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.70649972441913,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-23,9175.297605103922,12.834433291167528,13.36137786120058,124.99268968126395,0.003186649061576821,0.008305747531518711,0.020000000000000108,0.9684583457239493,6.836371662705954,128.63152764473966,6754.674933918261,1.2296234497794084e-11,555.8894818243768,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.73237479331445,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-24,9187.810291740043,12.512686636119682,13.21046584580349,124.9907357483431,0.0023899867961826157,0.006229310648639033,0.020000000000000108,0.9678536170822329,7.098481074114156,129.22560113109856,6827.748120283566,9.222175873345563e-12,575.9972697393242,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.75178109498593,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-25,9199.96554039522,12.155248655176397,13.004448285451536,124.98485853394656,0.0017924900971369618,0.004671982986479275,0.020000000000000108,0.9713087648478751,7.281310708623767,129.1693462911166,6919.279577607643,6.916631905009172e-12,599.0746798416628,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.76633582123955,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-26,9211.740380247948,11.774839852726851,12.74643867045583,124.97807505753832,0.0013443675728527214,0.003503987239859456,0.020000000000000108,0.9799743014962825,7.3823308013450175,128.44965031303704,7023.351215203157,5.187473928756879e-12,624.590479823071,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.77725186592976,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-27,9223.129945819459,11.389565571510246,12.445043126953072,124.97482972560383,0.002850551051326679,0.0026279904298945923,0.020000000000000108,0.9953212238597698,7.405219335656479,127.04215046910244,7135.291352578848,3.89060544656766e-12,651.4386210179184,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.7854388994474,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-28,9234.151515602487,11.021569783028303,12.113101996152118,124.98015267558637,0.009894862221914567,0.0019709928224209443,0.020000000000000108,1.0186111506032969,7.3584555489304755,125.10748550858199,7241.901594589286,2.9179540849257445e-12,678.0578878707443,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.79157917458565,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-29,9244.847541032841,10.696025430354627,11.76674601876892,124.99902853383927,0.02230479243243471,0.003472588508218427,0.020000000000000108,1.0506765271412266,7.258935391497479,122.9217744417146,7335.103749270999,2.1884655636943084e-12,702.6870422766856,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.79443228009899,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-30,9255.287918218084,10.440377185241744,11.424688473352722,125.03592298409004,0.039466150885412124,0.007857835046322214,0.020000000000000108,1.0920136978769301,7.1246798888073455,120.8691912062053,7415.148981959725,1.6413491727707313e-12,723.331538979655,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.79452799158693,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-08-31,9265.046061481935,9.758143263850515,11.031169069946682,125.09442769378846,0.06043348517440186,0.016108308411438545,0.020000000000000108,1.1425183535628385,6.972614635416119,119.23064259663862,7484.089920050928,1.2310118795780484e-12,738.2306257925962,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.79349909646987,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-09-01,9274.183980500604,9.137919018670054,10.60014813406959,125.1769940088677,0.08401289668623148,0.028473765245230577,0.020000000000000108,1.201349010808847,6.815110621035272,118.21865098432463,7544.902233186235,9.232589096835363e-13,745.9917637853016,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.79358101272095,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-09-02,9283.12075848471,8.936777984105976,10.1947736732736,125.28473322481513,0.10882415215268292,0.04465509768957917,0.020000000000000108,1.2669194827349501,6.659005881096436,118.01510329965281,7601.060191373203,6.924441822626523e-13,745.6252320180336,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.79723650291507,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-09-03,9292.477188126635,9.35642964192565,9.904418651852431,125.41726678997546,0.1333472673142539,0.06394154951152844,0.020000000000000108,1.3370441692587132,6.514939607978121,118.82402947861824,7659.613469321768,4.63800910170708e-05,736.6626150283936,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.80687420976558,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-09-04,9302.959248561052,10.482060434417754,9.827458946872529,125.572613958028,0.15595744466797903,0.08531362819699496,0.020000000000000108,1.409159985379719,6.405225391180755,120.78379457179514,7719.361039289333,0.0001569570139641611,719.1573410385877,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.82463755777677,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-09-05,9315.270713085314,12.31146452426195,10.058356815196428,125.7471075273447,0.17495127677829553,0.10752028902104964,0.020000000000000108,1.4804844040315595,6.3480528507546765,123.97921632315811,7781.191173778582,0.00034266927954228806,693.5898044214756,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.85224642948327,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-09-06,9330.047604949745,14.776891864431141,10.67797349375028,125.93533064550869,0.18856639876019257,0.12913682310062913,0.020000000000000108,1.5483099739997548,6.35800149973376,128.4755402320262,7844.839857386308,0.0006235177967607903,661.0279609437739,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.89087842262967,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-09-07,9347.525425754986,17.47782080524,11.780879279976595,126.1313299169048,0.19625673184325398,0.1487847440223047,0.020000000000000108,1.6101752730014345,6.4478482482651,134.19351684176388,7913.666334539419,0.001001574999154306,623.131772259221,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,64.94107979305508,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-09-08,9368.073367958787,20.54794220380076,13.410951476789194,126.33337138725861,0.20223456568916348,0.16585988962629575,0.020000000000000108,1.6641458374272258,6.621729754395345,141.06199283494306,7987.713196282727,0.001452861921634641,581.4070564083788,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,65.00619025849534,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-09-09,9392.067227003363,23.99385904457654,15.562001422717977,126.53926577379902,0.20603920804192138,0.17988893790491928,0.020000000000000108,1.7088254414188382,6.877593372680811,148.9397072958908,8067.108959914061,0.001956970293843956,536.9903779559291,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,65.08501874429176,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-09-10,9419.784001377293,27.716774373930193,18.184912831744402,126.7466439004852,0.20748674281230756,0.19058881073314998,0.020000000000000108,1.7430919317428641,7.2031045317730635,157.75872358762618,8155.20104766665,0.002494553835444382,491.3188047985569,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,65.17319909377159,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-09-11,9451.322842661943,31.538841284649386,21.192995548178093,126.95316327442677,0.20660083603618634,0.19791122666654026,0.020000000000000108,1.7663313922460646,7.581142232055408,167.3903904605971,8258.141768296864,0.0030454467275852328,445.831362810295,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,65.27763122078127,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-09-12,9486.545768066282,35.22292540434037,24.46600086281429,127.15666301819905,0.20356084034323568,0.20207611553965987,0.020000000000000108,1.778552842827085,8.001596816252299,177.62668101610097,8377.306083818006,0.0035998575085202187,401.81719373021673,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,65.391028360641,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
2020-09-13,9525.033194828005,38.48742676172335,27.853133000051947,127.35528006907933,0.1986628733084936,0.2035966794149262,0.020000000000000108,1.7802352526762308,8.386136203010182,188.37188535806828,8514.685283613355,0.004155775484331349,360.4073684715478,0.0,0.010000000000000054,1152.000000000006,0.010000000000000054,65.49763245341555,96.2500000000005,29.90000000000016,0.1000000000000005,260.9400000000013,1.000000000000005,33938216.00000017
