date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,life_expectancy,population
2022-04-26,4092.272647347795,107.35973165754834,106.32764878589457,1.000000000000005,0.06901151998896905,277498.66050566576,67.81000000000034,15.766386891888379,0.00022319598629850433,76.2500000000004,17032.000000000087
2022-04-27,4198.587662627853,106.31501529131913,106.72256254287939,1.000000000000005,0.07040763805248967,284707.9251205232,67.81000000000034,12.574790168916287,0.00016739698972387826,76.2500000000004,17032.000000000087
2022-04-28,4302.592282200372,104.00461958096524,106.55551838421206,1.000000000000005,0.07004877960594783,291760.52077332756,67.81000000000034,10.181092626687219,0.0001255477422929087,76.2500000000004,17032.000000000087
2022-04-29,4402.959418502258,100.3671363082192,105.68887941517923,1.000000000000005,0.06780807791713064,298566.45709146996,67.81000000000034,8.385819470015418,9.416080671968151e-05,76.2500000000004,17032.000000000087
2022-04-30,4498.480116559312,95.52069806180447,104.02740519810078,1.000000000000005,0.06375198603965801,305043.7543271679,67.81000000000034,7.039364602511568,7.062060503976113e-05,76.2500000000004,17032.000000000087
2022-05-01,4588.198209591436,89.71809303568764,101.53341702074766,1.000000000000005,0.05809194686652443,311127.57441166596,67.81000000000034,6.02952345188368,5.296545377982085e-05,76.2500000000004,17032.000000000087
2022-05-02,4671.75710903586,83.5588994470955,98.1216634442939,1.000000000000005,0.05114814567025536,316793.73695597035,67.81000000000034,5.272142588912764,3.972409033486563e-05,76.2500000000004,17032.000000000087
2022-05-03,4748.533248712907,76.77613967905151,93.75233484889604,1.000000000000005,0.043322324508024444,321999.9576717294,67.81000000000034,4.704106941684578,2.9793067751149225e-05,76.2500000000004,17032.000000000087
2022-05-04,4818.089739378902,69.55649066749814,88.50086005716341,1.000000000000005,0.03507739302549152,326716.6108984323,67.81000000000034,4.2780802062634375,2.234480081336192e-05,76.2500000000004,17032.000000000087
2022-05-05,4880.297281909749,62.20754253197466,82.52958153285324,1.000000000000005,0.02692213655968102,330934.9287845228,67.81000000000034,3.958560154697582,1.675860061002144e-05,76.2500000000004,17032.000000000087
2022-05-06,4935.424852188621,55.12757027971794,76.06651177989211,1.000000000000005,0.020191602419760764,334673.15067323425,67.81000000000034,3.718920116023191,1.2568950457516079e-05,76.2500000000004,17032.000000000087
2022-05-07,4984.207714771725,48.78286258373808,69.38940064164184,1.000000000000005,0.015143701814820573,337981.1351419656,67.81000000000034,3.5391900870173973,9.426712843137058e-06,76.2500000000004,17032.000000000087
2022-05-08,5027.898433137624,43.69071836637502,62.81378577534909,1.000000000000005,0.01135777636111543,340943.81903181406,67.81000000000034,3.404392565263052,7.070034632352794e-06,76.2500000000004,17032.000000000087
2022-05-09,5068.39210216415,40.49366902688215,56.661328827310186,1.000000000000005,0.008518332270836572,343689.7094550181,67.81000000000034,3.3032944239472934,5.302525974264595e-06,76.2500000000004,17032.000000000087
2022-05-10,5105.991975782783,37.59987361890115,51.06443569611294,1.000000000000005,0.006388749203127429,346239.37018240825,67.81000000000034,3.2274708179604747,3.976894480698447e-06,76.2500000000004,17032.000000000087
2022-05-11,5140.911434972195,34.919459189612226,46.11601293885915,1.000000000000005,0.004791561902345571,348607.2707114673,67.81000000000034,3.17060311347036,2.982670860523835e-06,76.2500000000004,17032.000000000087
2022-05-12,5173.339119215579,32.42768424353435,41.86149515986515,1.000000000000005,0.0035936714267591784,350806.20284048526,67.81000000000034,3.1279523351027745,2.237003145392876e-06,76.2500000000004,17032.000000000087
2022-05-13,5203.487775093656,30.148655878190553,38.2928655521872,1.000000000000005,0.002695253570069384,352850.5930991751,67.81000000000034,3.095964251327085,1.6777523590446572e-06,76.2500000000004,17032.000000000087
2022-05-14,5231.6308927294285,28.143117635856907,35.34417130376551,1.000000000000005,0.002021440177552038,354758.9870716346,67.81000000000034,3.071973188495318,1.258314269283493e-06,76.2500000000004,17032.000000000087
2022-05-15,5258.13018312174,26.499290392374284,32.88816015203231,1.000000000000005,0.0015160801331640284,356555.9126385681,67.81000000000034,3.053979891371493,9.437357019626197e-07,76.2500000000004,17032.000000000087
2022-05-16,5283.525513876542,25.395330754849585,30.731236791464475,1.000000000000005,0.0011370600998730214,358277.97850979277,67.81000000000034,3.040484918528624,7.078017764719648e-07,76.2500000000004,17032.000000000087
2022-05-17,5307.923789576775,24.398275700267796,28.845358750676603,1.000000000000005,0.000852795074904766,359932.4339835086,67.81000000000034,3.0303636888964727,5.308513323539735e-07,76.2500000000004,17032.000000000087
2022-05-18,5331.373029642187,23.44924006544005,27.206906102438637,1.000000000000005,0.0006395963061785746,361522.53533443226,67.81000000000034,3.022772766672359,3.9813849926548014e-07,76.2500000000004,17032.000000000087
2022-05-19,5353.897128404887,22.52409876271937,25.792342149550404,1.000000000000005,0.0004796972296339309,363049.9028948131,67.81000000000034,3.0170795750042734,2.986038744491101e-07,76.2500000000004,17032.000000000087
2022-05-20,5375.521925165987,21.62479676111518,24.57495893924751,1.000000000000005,0.0003597729222254482,364516.28886519565,67.81000000000034,3.0128096812532092,2.239529058368326e-07,76.2500000000004,17032.000000000087
2022-05-21,5396.294756738105,20.772831572129235,23.522436399005795,1.000000000000005,0.0002698296916690861,365924.90317249135,67.81000000000034,3.0096072609399114,1.6796467937762445e-07,76.2500000000004,17032.000000000087
2022-05-22,5416.299121852229,20.004365114132504,22.595011688394642,1.000000000000005,0.0002023722687518146,367281.40786353196,67.81000000000034,3.0072054457049378,1.2597350953321834e-07,76.2500000000004,17032.000000000087
2022-05-23,5435.750133244383,19.45101139216049,21.746286885235893,1.000000000000005,0.00015177920156386095,368600.38977418473,67.81000000000034,3.005404084278708,9.448013214991375e-08,76.2500000000004,17032.000000000087
2022-05-24,5454.656216610734,18.906083366356977,20.96218639857465,1.000000000000005,0.0001138344011728957,369882.420253716,67.81000000000034,3.004053063209035,7.086009911243531e-08,76.2500000000004,17032.000000000087
2022-05-25,5472.977472736016,18.321256125284883,20.230131072363463,1.000000000000005,8.537580087967177e-05,371124.79369158036,67.81000000000034,3.003039797406781,5.3145074334326486e-08,76.2500000000004,17032.000000000087
2022-05-26,5490.657474299919,17.680001563905506,19.538620443897702,1.000000000000005,6.403185065975383e-05,372323.6836772184,67.81000000000034,3.00227984805509,3.985880575074486e-08,76.2500000000004,17032.000000000087
2022-05-27,5507.647113481897,16.989639181978923,18.876919437642112,1.000000000000005,4.802388799481537e-05,373475.76011990523,67.81000000000034,3.0029703902430027,2.989410431305865e-08,76.2500000000004,17032.000000000087
2022-05-28,5523.9224876647595,16.275374182864304,18.234823385600706,1.000000000000005,3.6017915996111526e-05,374579.40208863665,67.81000000000034,3.0049588851192306,2.2420578234793987e-08,76.2500000000004,17032.000000000087
2022-05-29,5539.498313712378,15.575826047620128,17.602481792594215,1.000000000000005,2.7013436997083644e-05,375635.60744204366,67.81000000000034,3.0072421114800223,1.681543367609549e-08,76.2500000000004,17032.000000000087
2022-05-30,5554.530005484679,15.031691772302057,16.971337588789574,1.000000000000005,2.0260077747812734e-05,376654.91479872784,67.81000000000034,3.0083404394600537,1.2611575257071617e-08,76.2500000000004,17032.000000000087
2022-05-31,5568.993528677189,14.463523192510337,16.33674090975639,1.000000000000005,1.5195058310859551e-05,377635.69433918863,67.81000000000034,3.0078390400022847,9.458681442803713e-09,76.2500000000004,17032.000000000087
2022-06-01,5582.822215027615,13.828686350426725,15.694868222718089,1.000000000000005,1.1396293733144664e-05,378573.42519847734,67.81000000000034,3.003972363388919,7.094011082102785e-09,76.2500000000004,17032.000000000087
2022-06-02,5595.940045239691,13.117830212076687,15.042932679643629,1.000000000000005,8.547220299858498e-06,379462.9524098476,67.81000000000034,2.994285025612153,5.320508311577089e-09,76.2500000000004,17032.000000000087
2022-06-03,5608.2866111760595,12.346565936368453,14.379341882066289,1.000000000000005,6.410415224893873e-06,380300.17961249285,67.81000000000034,2.9761274731522342,3.9903812336828165e-09,76.2500000000004,17032.000000000087
2022-06-04,5619.835837502931,11.549226326872345,13.703816204697763,1.000000000000005,4.807811418670405e-06,381083.3385823501,67.81000000000034,2.947027731561012,2.9927859252621123e-09,76.2500000000004,17032.000000000087
2022-06-05,5630.610022923586,10.77418542065524,13.017477538138722,1.000000000000005,3.6058585640028038e-06,381813.941380202,67.81000000000034,2.904970216899593,2.244589443946584e-09,76.2500000000004,17032.000000000087
2022-06-06,5640.754656817779,10.14463389419215,12.318945257676454,1.000000000000005,2.7043939230021027e-06,382501.8536644345,67.81000000000034,2.8486048443165863,1.6834420829599381e-09,76.2500000000004,17032.000000000087
2022-06-07,5650.246729523491,9.492072705711996,11.608380727355609,1.000000000000005,2.028295442251577e-06,383145.51512065995,67.81000000000034,2.777403859481787,1.2625815622199535e-09,76.2500000000004,17032.000000000087
2022-06-08,5659.041349663636,8.794620140143735,10.888910787921374,1.000000000000005,1.5212215816886829e-06,383741.8816685498,67.81000000000034,2.691779462161441,9.469361716649652e-10,76.2500000000004,17032.000000000087
2022-06-09,5667.097253359563,8.055903695928754,10.165514700507945,1.000000000000005,1.1409161862665122e-06,384288.15524300956,67.81000000000034,2.5931720238996876,7.10202128748724e-10,76.2500000000004,17032.000000000087
2022-06-10,5674.395936141205,7.298682781642758,9.444189354404886,1.000000000000005,8.556871396998841e-07,384783.0811300599,67.81000000000034,2.482855747077968,5.32651596561543e-10,76.2500000000004,17032.000000000087
2022-06-11,5680.956001879667,6.560065738462198,8.73132317288189,1.000000000000005,6.417653547749131e-07,385227.9209687478,67.81000000000034,2.362141810308479,3.9948869742115725e-10,76.2500000000004,17032.000000000087
2022-06-12,5686.843924486681,5.887922607014074,8.033226542557353,1.000000000000005,4.813240160811849e-07,385627.1825025795,67.81000000000034,2.2336296285781616,2.9961652306586796e-10,76.2500000000004,17032.000000000087
2022-06-13,5692.1556486009595,5.311724114278014,7.342821652231533,1.000000000000005,3.609930120608886e-07,385987.37190990226,67.81000000000034,2.1008847941550197,2.2471239229940097e-10,76.2500000000004,17032.000000000087
2022-06-14,5696.897295597463,4.741646996503602,6.664272509374044,1.000000000000005,2.7074475904566646e-07,386308.90433191013,67.81000000000034,1.96693702806617,1.6853429422455074e-10,76.2500000000004,17032.000000000087
2022-06-15,5701.104484303147,4.207188705684104,6.009075584357623,1.000000000000005,2.0305856928424985e-07,386594.1951257916,67.81000000000034,1.8342525448052855,1.2640072066841306e-10,76.2500000000004,17032.000000000087
2022-06-16,5704.839804727044,3.7353204238978583,5.392056365062016,1.000000000000005,1.522939269631874e-07,386847.4885566907,67.81000000000034,1.7058122269620783,9.48005405013098e-11,76.2500000000004,17032.000000000087
2022-06-17,5708.190923357831,3.3511186307870036,4.8283667728268975,1.000000000000005,1.1422044522239054e-07,387074.7293166782,67.81000000000034,1.5846597519927306,7.110040537598235e-11,76.2500000000004,17032.000000000087
2022-06-18,5711.269162136998,3.0782387791665324,4.3312332244165574,1.000000000000005,8.56653339167929e-08,387283.4661639798,67.81000000000034,1.4735626872977168,5.332530403198676e-11,76.2500000000004,17032.000000000087
2022-06-19,5714.20843268873,2.9392705517310755,3.910267678493417,1.000000000000005,6.424900043759467e-08,387482.77965239715,67.81000000000034,1.3747583115301734,3.999397802399007e-11,76.2500000000004,17032.000000000087
2022-06-20,5717.1694790091215,2.9610463203917172,3.5747009204731692,1.000000000000005,4.8186750328196004e-08,387683.5698905589,67.81000000000034,1.2897629805771724,2.9995483517992555e-11,76.2500000000004,17032.000000000087
2022-06-21,5720.202674867709,3.0331958585872636,3.3308459877045893,1.000000000000005,3.6140062746147e-08,387889.25272674323,67.81000000000034,1.2192291520456797,2.2496612638494416e-11,76.2500000000004,17032.000000000087
2022-06-22,5723.337154825645,3.134479957935281,3.177772661431322,1.000000000000005,2.710504705961025e-08,388101.80373090156,67.81000000000034,1.1628381536270214,1.6872459478870812e-11,76.2500000000004,17032.000000000087
2022-06-23,5726.583376785046,3.2462219594016926,3.1080339239985117,1.000000000000005,2.0328785294707687e-08,388321.9319794954,67.81000000000034,1.119219759370235,1.2654344609153109e-11,76.2500000000004,17032.000000000087
2022-06-24,5729.93504390101,3.3516671159636857,3.1082108017577763,1.000000000000005,1.5246588971030767e-08,388549.2103941244,67.81000000000034,1.085891871887083,9.490758456864831e-12,76.2500000000004,17032.000000000087
2022-06-25,5733.370546015618,3.4355021146069,3.159320997245939,1.000000000000005,1.1434941728273075e-08,388782.17349549686,67.81000000000034,1.0616878114783388,7.118068842648623e-12,76.2500000000004,17032.000000000087
2022-06-26,5736.85404073344,3.483494717823312,3.2371253633190746,1.000000000000005,8.576206296204807e-09,389018.3907189083,67.81000000000034,1.0450053544070748,5.338551631986467e-12,76.2500000000004,17032.000000000087
2022-06-27,5740.36273481641,3.508694082969946,3.3154207839631313,1.000000000000005,6.4321547221536056e-09,389256.3163336226,67.81000000000034,1.0337540158053073,4.00391372398985e-12,76.2500000000004,17032.000000000087
2022-06-28,5743.884268306886,3.5215334904756865,3.3852488458909056,1.000000000000005,4.824116041615204e-09,389495.11216812313,67.81000000000034,1.0253155118539818,3.0029352929923874e-12,76.2500000000004,17032.000000000087
2022-06-29,5747.391675696882,3.507407389996395,3.43859629828373,1.000000000000005,3.618087031211403e-09,389732.94969800627,67.81000000000034,1.0189866338904878,2.2522014697442904e-12,76.2500000000004,17032.000000000087
2022-06-30,5750.851077393225,3.4594016963434546,3.4691283807910187,1.000000000000005,2.7135652734085524e-09,389967.5315950954,67.81000000000034,1.0142399754178673,1.6891511023082178e-12,76.2500000000004,17032.000000000087
2022-07-01,5754.22744831642,3.376370923194893,3.4727388195299205,1.000000000000005,2.035173955056414e-09,390196.4828892762,67.81000000000034,1.0106799815634018,1.2668633267311634e-12,76.2500000000004,17032.000000000087
2022-07-02,5757.488944349798,3.261496033378721,3.447962324085066,1.000000000000005,1.5263804662923106e-09,390417.644339873,67.81000000000034,1.0080099861725527,9.501474950483726e-13,76.2500000000004,17032.000000000087
