date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,total_deaths_per_million,total_boosters_per_hundred,people_vaccinated_per_hundred,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,population
2022-03-19,41247.93064461512,302.12057590622095,296.55415210038564,115.35386759473963,0.17730377740547237,0.22253378276385966,398557.6730334764,1114.6054984334185,56.47509905976722,74.69557196048149,208.626587439236,0.0031293201167696847,110796.00000000055
2022-03-20,41550.80047214918,302.86982753406176,298.4867034418055,115.52761789062501,0.17375029588539084,0.20840373073805335,401484.15060542466,1116.2846419246127,56.705924003939906,74.70042024379367,227.53870269966012,0.0028356778703826956,110796.00000000055
2022-03-21,41854.81273290962,304.01226076043685,300.1693233150326,115.70266235138843,0.17504446076342928,0.19704714194494297,404421.6669427568,1117.9762867117224,56.94609329384059,74.70532390941291,245.1301420861547,0.002707075144868473,110796.00000000055
2022-03-22,42159.699788854865,304.8870559452472,301.6011513421249,115.8810853220418,0.17842297065337376,0.188896377790317,407367.6359711276,1119.7005676517638,57.19216196871832,74.71030570332213,260.76746758594805,0.0027287549688646746,110796.00000000055
2022-03-23,42464.61070136972,304.9109125148505,302.70134023574735,116.06509647375516,0.18401115171336607,0.1841714753272241,410313.83548610326,1121.4788302313907,57.44039283123454,74.71538582472598,273.82324128416093,0.002884801520766158,110796.00000000055
2022-03-24,42768.38617728785,303.7754759181357,303.35024515741856,116.25667626611163,0.19157979235645345,0.1828637390099626,413249.06381658185,1123.3302057375395,57.68703566599686,74.72058475593032,283.76343936648243,0.003155197779230086,110796.00000000055
2022-03-25,43069.764778408746,301.3786011208905,303.4203157361962,116.45731004379849,0.20063377768686202,0.18472343450957307,416161.1323223594,1125.269042635412,57.92858790472905,74.72592469216715,290.2107663380491,0.003513618761054762,110796.00000000055
2022-03-26,43367.537578635325,297.77280022657646,302.7992650826905,116.6677886091257,0.21047856532720244,0.1892505590754574,419038.35976730345,1127.3029801019645,58.16204137641832,74.73142992137868,292.9838504484306,0.003938381491605559,110796.00000000055
2022-03-27,43660.66415682723,293.12657819191077,301.40744654957484,116.88805865141457,0.22027004228887342,0.19568791930659335,421870.69309923385,1129.4315031760225,58.38511862119553,74.73712641647045,292.1195620444681,0.004409668471645353,110796.00000000055
2022-03-28,43949.57723849961,288.9130816723756,299.25050394902706,117.1196315774428,0.2315729260282262,0.203557956286668,424662.3135558416,1131.6692246670864,58.596501377015024,74.7430408369166,287.88750605177427,0.004896456266468349,110796.00000000055
2022-03-29,44233.58013314109,284.0028946414831,296.26714218284377,117.36271980460779,0.2430882271649968,0.2125928369629005,427406.4893705017,1134.0181954880345,58.79591273975184,74.74919728665884,280.79386160088666,0.0053840422644925124,110796.00000000055
2022-03-30,44511.47255945511,277.8924263140151,292.40745246777317,117.61546260717289,0.2527428025650861,0.22220949520763145,430091.6228236106,1136.4604313606947,58.98342081855023,74.75562102344838,271.4500342097151,0.005858975460489627,110796.00000000055
2022-03-31,44781.95320756813,270.4806481130165,287.65114364947283,117.87460600515358,0.25914339798069924,0.23165792942123786,432705.14000167756,1138.9644843156098,59.159423818733146,74.7623387475476,260.52079973614894,0.006310359585024633,110796.00000000055
2022-04-01,45043.92166068585,261.9684531177297,282.02121568797764,118.13601268098236,0.2614066758287698,0.2401324257343192,435236.40811664343,1141.490371316864,59.324602377855456,74.76937812567144,248.67618480534406,0.006730830451535131,110796.00000000055
2022-04-02,45296.7048363354,252.78317564954517,275.59421477180126,118.39504441700713,0.25903173602477747,0.2468549754093371,437678.92349536944,1143.9932707307005,59.47984734161496,74.77676674135867,236.5413176602462,0.0071172889666410175,110796.00000000055
2022-04-03,45540.22681729686,243.52198096146427,268.5079246535119,118.64684892361524,0.25180450660811154,0.25113783789184485,440031.95257175394,1146.4262946769861,59.62616911965668,74.78453061516583,224.6399248967686,0.007458845845859896,110796.00000000055
2022-04-04,45775.91773740709,235.69092011023878,260.90482842872507,118.88657496032633,0.2397260367110936,0.25206491688042243,442309.3139837611,1148.7425682928092,59.764593226297215,74.79269240222774,213.34272647800657,0.007738769161382653,110796.00000000055
2022-04-05,46003.336654703744,227.4189172966419,252.82146036485375,119.1120062040846,0.22543124375827198,0.24928850666484206,444506.7471242145,1150.920673795562,59.896041858498506,74.80127835144467,202.83105907957818,0.007959539055910951,110796.00000000055
2022-04-06,46221.83595903046,218.49930432671567,244.33677416827538,119.32196522190654,0.20995901782193627,0.242909818912659,446617.99446597986,1152.949233530254,60.02149778042858,74.81031339004957,193.2407151241635,0.00813804472502954,110796.00000000055
2022-04-07,46430.86934160646,209.03338257600015,235.55862926874076,119.51637695456839,0.19441173266186287,0.23338937775915516,448637.77731425606,1154.827523725585,60.14196471033307,74.81981475903928,184.66242063530126,0.008290993142996472,110796.00000000055
2022-04-08,46630.22277220362,199.3534305971587,226.61365553268058,119.69631632937184,0.17993937480344324,0.2214798161247965,450564.0276207929,1156.565934810997,60.25841914176272,74.82978816319405,177.14445607117557,0.008436570649102571,110796.00000000055
2022-04-09,46820.18773202931,189.96495982569732,217.63965179818555,119.86404396971813,0.16772764034628007,0.2081754729533261,452399.5618445546,1158.1863166544679,60.37175574056813,74.84022580703873,170.6968843933948,0.008595689137441033,110796.00000000055
2022-04-10,47001.69113838857,181.5034063592538,208.77988477624123,120.02303297728876,0.1589890075706346,0.19467459114033417,454153.33634721744,1159.7222374908524,60.482727923719665,74.85110584525977,165.2957725387438,0.008768195424509358,110796.00000000055
2022-04-11,47177.026821794076,175.33568340551037,200.15775020144423,120.17798901868102,0.15495604139226188,0.18235096597968523,455847.5152927344,1161.219165513099,60.59188482449636,74.86239289396431,160.8898319897077,0.008950742560625082,110796.00000000055
2022-04-12,47346.21924368887,169.19242189479232,191.83973572800647,120.3299203354395,0.15193131675848232,0.17166949468515197,457482.3350500298,1162.6868468239013,60.69954696401831,74.8740447397318,157.42530870462747,0.009137588271470765,110796.00000000055
2022-04-13,47508.989966056964,162.77072236808863,183.87857716769224,120.47958310872264,0.14966277328314764,0.16290855281735478,459055.1052148016,1164.1325998884513,60.8059691158017,74.88601192306933,154.83213602103706,0.009321193789252731,110796.00000000055
2022-04-14,47665.014856572525,156.02489051556245,176.3060080212122,120.62754447439929,0.14796136567664664,0.1561597597972438,460562.693854864,1165.5619208277817,60.91132684608583,74.8982374721756,153.01686219677347,0.009492672976070139,110796.00000000055
2022-04-15,47814.11699246178,149.10213588925768,169.1273216267691,120.77422978437104,0.1466853099717709,0.15132780304121035,462003.39144415443,1166.9789373887759,61.01571126717134,74.91065855015637,151.8643434801595,0.009642129166441759,110796.00000000055
2022-04-16,47956.411338399404,142.29434593762863,162.31729277146678,120.91995805256417,0.1457282681931141,0.14813030606242056,463378.3088132392,1168.386749421674,61.119129950517106,74.9232095373288,151.23870686674556,0.009758907799201081,110796.00000000055
2022-04-17,48092.41325493084,136.00191653143753,155.81711889986724,121.06496853942329,0.1450104868591215,0.1460977295468156,464692.4256121925,1169.787684238203,61.221512459655855,74.93582618984222,150.99342898651705,0.009831785891417632,110796.00000000055
2022-04-18,48223.661896595746,131.24864166490022,149.5189789615845,121.20691968187856,0.14195114245526566,0.1442077509416245,465960.6138762426,1171.1591351889965,61.322719347974044,74.94845060553627,150.98342015617757,0.009873839418563238,110796.00000000055
2022-04-19,48350.11907920189,126.45718260614139,143.41391957994745,121.34615614796371,0.1392364660851469,0.14236379639949587,467182.5046450624,1172.5044405966619,61.422555555860114,74.96103679522719,151.0674778514579,0.009905379563922442,110796.00000000055
2022-04-20,48471.49590280808,121.3768236061899,137.50044550267245,121.48471407283462,0.13855792487090623,0.14075119248384962,468355.30643273087,1173.843273724809,61.520789069702445,74.97353904715463,151.09763489150248,0.009929034672941846,110796.00000000055
2022-04-21,48587.46620635629,115.97030354821077,131.7782691625572,121.62557498578322,0.14086091294859035,0.13971982616637804,469475.8677272637,1175.2044352548237,61.617166855375075,74.98591289650284,150.93022358297742,0.0099467760047064,110796.00000000055
2022-04-22,48697.826658645754,110.36045228947106,126.2436228480008,121.7721062554979,0.14653126971467503,0.1396961398251716,470542.22386526095,1176.6204476434464,61.71143234902978,74.99811654512634,150.4356282560762,0.009960082003529814,110796.00000000055
2022-04-23,48802.616826563564,104.79016791781447,120.88574283089409,121.92764142400887,0.15553516851095806,0.1411171274933133,471554.7571878928,1178.1235008909575,61.8033441158679,75.0101126189289,149.50705409444907,0.009970061502647374,110796.00000000055
2022-04-24,48902.20922625759,99.59239969401708,115.68423246253722,122.09516545714709,0.1675240331382285,0.14438083204532454,472517.0671578886,1179.7424118673148,61.89269538489714,75.02187017848249,148.0685581855752,0.009977546126985544,110796.00000000055
2022-04-25,48997.8646766422,95.6554503846047,110.59933239473756,122.2770786823886,0.18191322524151915,0.15017476430548685,473441.336426271,1181.5003438067579,61.97933424067682,75.03336691957625,146.0813152131958,0.009983159595239172,110796.00000000055
