date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,total_deaths_per_million,reproduction_rate,people_vaccinated_per_hundred,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,gdp_per_capita,population
2020-12-29,2198.4598860725446,24.79277230032161,24.694408704098787,55.61455004551906,0.4577442559252265,0.45242051401154504,64446.39017109161,1630.305321949005,1.0544689993750835,0.1000000000000005,120.00000000000063,0.3600000000000019,66.9899342778447,56861.47000000031,33690.000000000175
2020-12-30,2223.35410977096,24.894223698415125,24.734582869379878,56.079480730648754,0.46493068709582747,0.4535009058706504,65176.14762395552,1643.934582444303,1.0539862033128267,0.1000000000000005,120.00000000000063,0.3600000000000019,68.14856092169971,56861.47000000031,33690.000000000175
2020-12-31,2248.453252011481,25.099142240521143,24.804112329798357,56.55317874449602,0.4736980153218713,0.4566392540636219,65911.91213845802,1657.8208135300624,1.0532677714245051,0.1000000000000005,120.00000000000063,0.3600000000000019,69.15273129243843,56861.47000000031,33690.000000000175
2021-01-01,2273.8677185819815,25.414466570500785,24.915222094795475,57.036829759729564,0.48365101633949725,0.4617147346653641,66656.92019870464,1671.998767225765,1.052246400643364,0.1000000000000005,120.00000000000063,0.3600000000000019,69.99135276797146,56861.47000000031,33690.000000000175
2021-01-02,2299.6992213863923,25.831502804410853,25.078764825783132,57.53099982464535,0.4941700657452507,0.46843310982255315,67414.15343409646,1686.4850343721382,1.0508814714586072,0.1000000000000005,120.00000000000063,0.3600000000000019,70.67453445316033,56861.47000000031,33690.000000000175
2021-01-03,2326.0290540488472,26.329832662454912,25.302854162323808,58.035467063054234,0.5044672390309815,0.47632483236691553,68185.99492511996,1701.2731117519568,1.0491312070199426,0.1000000000000005,120.00000000000063,0.3600000000000019,71.20118768537779,56861.47000000031,33690.000000000175
2021-01-04,2353.080727188222,27.05167313937516,25.629301901639465,58.55539797020608,0.5199309076184211,0.4858150528466159,68978.99673521046,1716.514454531488,1.0469691227827347,0.1000000000000005,120.00000000000063,0.3600000000000019,71.5752075061149,56861.47000000031,33690.000000000175
2021-01-05,2380.8908459729414,27.810118784718874,26.06046511401244,59.09059501934824,0.5351970494920972,0.49668271820639126,69794.23192778157,1732.203271086078,1.044359033425126,0.1000000000000005,120.00000000000063,0.3600000000000019,71.80826842855201,56861.47000000031,33690.000000000175
2021-01-06,2409.348532023342,28.457686050400866,26.569686424391076,59.636223575435636,0.545628556349843,0.5080065441492997,70628.45018888735,1748.197838899564,1.0412704062905656,0.1000000000000005,120.00000000000063,0.3600000000000019,71.92192126323698,56861.47000000031,33690.000000000175
2021-01-07,2438.2426368972774,28.894104873935145,27.112010778215776,60.184617584614955,0.5483940093761517,0.518477435584503,71475.46185514331,1764.2734368669833,1.0376866444076476,0.1000000000000005,120.00000000000063,0.3600000000000019,71.9491657373438,56861.47000000031,33690.000000000175
2021-01-08,2467.2971522043126,29.05451530703511,27.63222301578857,60.72663384133784,0.5420162568705114,0.5266328019631032,72327.17593466722,1780.162044521604,1.0335828566089045,0.1000000000000005,120.00000000000063,0.3600000000000019,71.91830093519928,56861.47000000031,33690.000000000175
2021-01-09,2496.1977671913764,28.900614987063705,28.07087605305026,61.25266768869578,0.5260338474686567,0.5310322937800205,73174.37862278461,1795.5821164552003,1.029002106903997,0.1000000000000005,120.00000000000063,0.3600000000000019,71.83368950230454,56861.47000000031,33690.000000000175
2021-01-10,2524.611786931998,28.414019740621022,28.368812017163304,61.75341479367124,0.5007471050585067,0.5303896049504007,74007.31718880803,1810.260913133258,1.0240363248450968,0.1000000000000005,120.00000000000063,0.3600000000000019,71.69430429544214,56861.47000000031,33690.000000000175
2021-01-11,2552.342986934619,27.731200002621584,28.466053098198955,62.22422399118112,0.4708091975721611,0.5233183834154514,74820.23944574317,1824.0620977458739,1.0188087562388661,0.1000000000000005,120.00000000000063,0.3600000000000019,71.49870349630697,56861.47000000031,33690.000000000175
2021-01-12,2579.2293475054284,26.886360570809142,28.334216940649902,62.6601201588675,0.43589616773309675,0.5091416640968187,75608.39589652469,1836.8398321975787,1.013518493488136,0.1000000000000005,120.00000000000063,0.3600000000000019,71.24408547614112,56861.47000000031,33690.000000000175
2021-01-13,2605.0836622127854,25.854314707357048,27.962394121130647,63.05591752703695,0.3957973682044771,0.4878066359200613,76366.29870083577,1848.4421045942113,1.0083618823979392,0.1000000000000005,120.00000000000063,0.3600000000000019,70.95307444970452,56861.47000000031,33690.000000000175
2021-01-14,2629.7397505380673,24.656088325281875,27.35700583648474,63.40756516531658,0.35164763830591145,0.45982071708225725,77089.07637081116,1858.7501702362235,1.0035433898204338,0.1000000000000005,120.00000000000063,0.3600000000000019,70.65409543003867,56861.47000000031,33690.000000000175
2021-01-15,2653.0871173637997,23.347366825732603,26.541697169865202,63.71315609764622,0.3055909323493433,0.42620361150270825,77773.48979281438,1867.7081323636603,0.9992431920097999,0.1000000000000005,120.00000000000063,0.3600000000000019,70.38067225126213,56861.47000000031,33690.000000000175
2021-01-16,2675.0969475897573,22.009830225957522,25.55725704029486,63.97368413852241,0.2605280408909669,0.38845135116096824,78418.69424377056,1875.3451277148938,0.9956127430700533,0.1000000000000005,120.00000000000063,0.3600000000000019,70.14340658017261,56861.47000000031,33690.000000000175
2021-01-17,2695.8416020950367,20.74465450527941,24.46155816483656,64.19361152018149,0.21992738167016457,0.3485093278503645,79026.81090341626,1881.7919656956751,0.9927918132818561,0.1000000000000005,120.00000000000063,0.3600000000000019,69.94867646066285,56861.47000000031,33690.000000000175
2021-01-18,2715.3882313062522,19.546629211215556,23.29222631593514,64.37877360458353,0.18516208441034815,0.30784450396792873,79599.80822798249,1887.2197043945775,0.9908949265418717,0.1000000000000005,120.00000000000063,0.3600000000000019,69.79864341530978,56861.47000000031,33690.000000000175
2021-01-19,2733.725578780275,18.337347474022547,22.070801605083247,64.52958763718047,0.15081403260317167,0.26721935082662546,80137.35622770968,1891.6405771000727,0.9899885834002643,0.1000000000000005,120.00000000000063,0.3600000000000019,69.69125777156647,56861.47000000031,33690.000000000175
2021-01-20,2750.957435539638,17.231856759363083,20.838864940076196,64.64887140015435,0.11928376297855847,0.22777779689501773,80642.49744421482,1895.137187188341,0.9900989036135479,0.1000000000000005,120.00000000000063,0.3600000000000019,69.62026265640604,56861.47000000031,33690.000000000175
2021-01-21,2767.276302252664,16.318866713025884,19.64767068307915,64.74140468133757,0.09253328118673075,0.19078826040558788,81120.87488099575,1897.8496521882848,0.991206369048236,0.1000000000000005,120.00000000000063,0.3600000000000019,69.57519699230463,56861.47000000031,33690.000000000175
2021-01-22,2782.943635868559,15.667333615894188,18.550371144177515,64.81360037590308,0.07219569456813468,0.1574509238109783,81580.15295130931,1899.9659618302921,0.9932813120156548,0.1000000000000005,120.00000000000063,0.3600000000000019,69.54139774422856,56861.47000000031,33690.000000000175
2021-01-23,2798.2750345937307,15.331398725172114,17.596184951539747,64.87325781263199,0.05965743673088448,0.12875318962617172,82029.58318908003,1901.7147465828057,0.9962670602884071,0.1000000000000005,120.00000000000063,0.3600000000000019,69.51604830817152,56861.47000000031,33690.000000000175
2021-01-24,2813.629126624035,15.354092030304447,16.826023329039444,64.92937774861434,0.05611993598384538,0.10536127231012657,82479.67853208163,1903.3598540547541,1.0000485499027967,0.1000000000000005,120.00000000000063,0.3600000000000019,69.49703623112873,56861.47000000031,33690.000000000175
2021-01-25,2829.4383123242037,15.809185700168566,16.292087955732413,64.98950260687133,0.06012485825808452,0.08753889217700349,82943.11450491137,1905.1223779360264,1.0044693471394455,0.1000000000000005,120.00000000000063,0.3600000000000019,69.48277717334665,56861.47000000031,33690.000000000175
2021-01-26,2845.846656027255,16.408343703051465,16.01657485496998,65.05744692929709,0.06794432242659518,0.07577860352189293,83424.11424907796,1907.1141384940393,1.0093345572194854,0.1000000000000005,120.00000000000063,0.3600000000000019,69.47208288001008,56861.47000000031,33690.000000000175
2021-01-27,2862.911381807129,17.064725779874273,15.992828684860346,65.1373644471345,0.07991751783804608,0.07027529071511078,83924.35525161143,1909.4569000890197,1.014438215910737,0.1000000000000005,120.00000000000063,0.3600000000000019,69.46406216000766,56861.47000000031,33690.000000000175
2021-01-28,2880.6140793417762,17.702697534647164,16.190708456114578,65.23301687122685,0.09565242409282049,0.07088423144939071,84443.29783689874,1912.2609355709692,1.0195964382743599,0.1000000000000005,120.00000000000063,0.3600000000000019,69.45804662000585,56861.47000000031,33690.000000000175
2021-01-29,2898.869108310473,18.2550289686971,16.56061182043114,65.3472254847066,0.11420861348008748,0.07708964417527846,84978.4315355604,1915.6089495773892,1.0246612912138515,0.1000000000000005,120.00000000000063,0.3600000000000019,69.47220303223136,56861.47000000031,33690.000000000175
2021-01-30,2917.5299016918116,18.660793381338625,17.036493286784275,65.48145983751195,0.13423435280560564,0.08798109867767749,85525.45986110804,1919.544021006574,1.0295580240018576,0.1000000000000005,120.00000000000063,0.3600000000000019,69.50459975316522,56861.47000000031,33690.000000000175
2021-01-31,2936.393693237189,18.863791545376976,17.538127883640268,65.63552926727432,0.15406942976257557,0.10223582400825831,86078.4388924375,1924.0605598725804,1.034267903909604,0.1000000000000005,120.00000000000063,0.3600000000000019,69.54062466943122,56861.47000000031,33690.000000000175
2021-02-01,2955.205063075924,18.81136983873541,17.967224872006245,65.80609103578227,0.17056176850809876,0.1182945150650175,86629.8811980936,1929.0605795683034,1.038793849716303,0.1000000000000005,120.00000000000063,0.3600000000000019,69.5585486572125,56861.47000000031,33690.000000000175
2021-02-02,2973.8959595564625,18.69089648053833,18.293471821425527,65.99404791484585,0.1879568790636859,0.13573769302145244,87177.79190309522,1934.5705439199278,1.0431598669252378,0.1000000000000005,120.00000000000063,0.3600000000000019,69.5336981768138,56861.47000000031,33690.000000000175
2021-02-03,2992.4228584844163,18.526898927953873,18.502471513127997,66.20048099107953,0.20643307623377,0.15411742619789312,87720.89514290009,1940.622139840401,1.0474106241758303,0.1000000000000005,120.00000000000063,0.3600000000000019,69.4415847185833,56861.47000000031,33690.000000000175
2021-02-04,3010.7656409544607,18.34278247004429,18.5939803316786,66.4261202778928,0.22563928681333692,0.1729886837402107,88258.60116438271,1947.236760180885,1.0516111355526887,0.1000000000000005,120.00000000000063,0.3600000000000019,69.26025188735386,56861.47000000031,33690.000000000175
2021-02-05,3028.926751724253,18.161110769792455,18.58058705871373,66.67094767448305,0.24482739659028752,0.19193285087884937,88790.98165156771,1954.4138658693446,1.055821312233361,0.1000000000000005,120.00000000000063,0.3600000000000019,68.97203571577406,56861.47000000031,33690.000000000175
2021-02-06,3046.9305679948748,18.003816270621677,18.486721968243465,66.93389918508022,0.26295151059720867,0.2105753653730999,89318.75121992994,1962.122257514487,1.0600867340134192,0.1000000000000005,120.00000000000063,0.3600000000000019,68.5648848993064,56861.47000000031,33690.000000000175
2021-02-07,3064.822925996161,17.892358001285608,18.347913648128326,67.21264158338039,0.2787423983002017,0.22859894484430493,89843.25353711953,1970.2935291087188,1.0644289806975256,0.1000000000000005,120.00000000000063,0.3600000000000019,68.03335097247601,56861.47000000031,33690.000000000175
2021-02-08,3082.5358919761165,17.712965979955825,18.19095850694307,67.50592591927423,0.2932843358938654,0.24629552408248573,90362.49717821146,1978.8910616667067,1.0688488848444126,0.1000000000000005,120.00000000000063,0.3600000000000019,67.37933094105716,56861.47000000031,33690.000000000175
2021-02-09,3100.091834948478,17.55594297236185,18.028778673355355,67.8131548466956,0.30722892742136915,0.26344449374059775,90877.1378825275,1987.8973398828705,1.0733415763676355,0.1000000000000005,120.00000000000063,0.3600000000000019,66.61262425621314,56861.47000000031,33690.000000000175
2021-02-10,3117.6026350995335,17.510800151055513,17.883581904176204,68.1318603173101,0.31870547061450827,0.2795345661684093,91390.45534240642,1997.2400110530737,1.0779105132388827,0.1000000000000005,120.00000000000063,0.3600000000000019,65.7466866795549,56861.47000000031,33690.000000000175
