date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,people_vaccinated_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,total_boosters_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,gdp_per_capita,hospital_beds_per_thousand,population
2020-03-11,66.3665212790124,8.555887300797789,6.149929978829609,1.0000000000000038,0.0,0.0,7559.70259066548,2.6500000000000106,1.3231566424013745,570.086988210971,545.1968116393267,0.03763694959090019,28.89478460392702,52.190000000000204,11106.000000000044,11106.000000000044,0.7500000000000031,31.020980521935734,32.40000000000012,43290.700000000164,2.0000000000000075,1472237.000000006
2020-03-12,74.14224920433261,9.414246707714659,6.780840951891252,1.0000000000000042,0.0006140917905623792,0.0,8032.617464647534,2.6500000000000115,1.3059986227189382,601.4284678636504,560.2031256108046,0.03658950424727494,30.799934606791467,52.190000000000225,11106.000000000047,11106.000000000047,0.7500000000000033,31.709977796106013,32.400000000000134,43290.700000000186,2.0000000000000084,1472237.0000000068
2020-03-13,83.33060416246099,10.368555101891378,7.530212485088459,1.0000000000000044,0.0030462184873949706,0.0,8593.222358343453,2.6500000000000123,1.2888835824238207,638.9232354385374,582.7276512539996,0.0353317532662578,33.30155567390426,52.19000000000024,11106.000000000051,11106.000000000051,0.7500000000000036,32.69488347636204,32.40000000000015,43290.7000000002,2.000000000000009,1472237.0000000072
2020-03-14,93.8746499544251,11.350349745940209,8.369540585535816,1.0000000000000047,0.007245879120879156,0.0006493212669683272,9248.629919210094,2.650000000000013,1.2722725769277574,681.1023701421283,614.065405538109,0.033860321090611295,36.37156753112315,52.19000000000025,11106.000000000055,11106.000000000055,0.7500000000000038,33.99330304036789,32.400000000000155,43290.70000000021,2.0000000000000093,1472237.0000000075
2020-03-15,105.60892864228961,12.274527015337531,9.261698425577219,1.0000000000000049,0.013013594861021398,0.002197398190045257,10002.88230931709,2.6500000000000132,1.2565701405174101,726.6694308809249,655.0743611994781,0.032188873655708994,39.938510813177594,52.19000000000026,11106.000000000055,11106.000000000055,0.750000000000004,35.600825050153155,32.40000000000016,43290.700000000215,2.0000000000000098,1472237.0000000077
2020-03-16,118.22560404474265,13.02186164805779,10.172217581303165,0.996218487394963,0.016256640877504926,0.004431823691014886,10855.2182405528,2.6500000000000137,1.2421407598806256,774.290532212955,705.9007612034236,0.03036111225535644,43.88754503619225,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,37.50246833512624,32.40000000000016,43290.70000000022,2.00000000000001,1472237.000000008
2020-03-17,131.7047072352379,13.782992874698827,11.087527439371058,0.9889705882352993,0.020676643554056334,0.007486602092760215,11804.13731890848,2.6500000000000137,1.2292597392705225,822.5186015116642,765.8455612063829,0.028439547830819235,48.05460027682106,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,39.66754485186188,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-03-18,146.02746384595034,14.550673873865126,11.990700686186361,0.9811590982546916,0.028403410267352266,0.011686056934793203,12844.104366847832,2.6500000000000137,1.2181652310850848,869.7300142335457,833.214132120044,0.026489163135557894,52.264408514015365,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,42.04580682894172,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-03-19,161.1606431333318,15.304117234745993,12.864369082836303,0.977142756140923,0.040387884138781915,0.017427761834902314,13967.353602382182,2.6500000000000137,1.209190826998366,914.1394332548434,905.7510806672808,0.02456257370913451,56.37412732927374,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,44.61007393230753,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-03-20,177.04481977727778,16.012380104469344,13.692910296290146,0.9818874484890162,0.05669686009826887,0.025094738635388174,15164.733092596833,2.6500000000000137,1.2025909224465783,953.8223699289517,980.9108702936103,0.02269827158760398,60.283897048345196,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,47.348522320594654,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-03-21,193.5855702305023,16.636903048617064,14.464088022799404,1.0003296135160848,0.07673402193213752,0.034989606012740315,16426.17992745239,2.6500000000000137,1.1986621640392017,987.0660216414346,1055.8251372063119,0.02095340634099389,63.85108374294937,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,50.21922011795092,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-03-22,210.6468699805694,17.133414196611497,15.170282080447993,1.0368987938474725,0.09940572006901287,0.047285190934894715,17740.447700114208,2.6500000000000137,1.1976654982718076,1012.5964072360002,1127.5745898148843,0.01939104053467239,66.94062857967498,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,53.16154582537342,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-03-23,227.90496502582823,17.312180880167116,15.792305936548043,1.0951595511063559,0.12450580912092606,0.06270597464913498,19090.82024906759,2.6500000000000137,1.1997224591918987,1024.9754989529329,1192.8024032532144,0.018083196367390867,69.39879237851846,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,56.10824372584981,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-03-24,245.33163262522163,17.467231975574617,16.3255226004395,1.1775429018559485,0.1513948707385617,0.08134961673345777,20462.890619089027,2.6500000000000137,1.2047094268115082,1027.0552990692584,1249.0303253875534,0.017077426364101672,71.10249441317144,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,58.99142148217026,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-03-25,263.0011323551481,17.69992301206237,16.780629345287633,1.285144894556152,0.17800963075269344,0.10271243879443745,21846.437481931545,2.6500000000000137,1.2122723739224661,1024.2756272530664,1295.077155805373,0.0163964666702967,71.9782492843454,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,61.744004379242526,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-03-26,281.0437387298392,18.065423836293085,17.179040367078223,1.4175755422810468,0.20247942733084237,0.12588500782886003,23234.92439323064,2.6500000000000137,1.221862166673267,1021.2889639881081,1330.731719472002,0.016050582064778135,72.02699659480407,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,64.3043176024669,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-03-27,299.610890666643,18.58426503300523,17.54942377886396,1.5728455222570061,0.22307805789309015,0.1496988237449485,24626.798173990035,2.6500000000000137,1.2327201544167168,1023.1451651371716,1356.8364269666408,0.016011110433522213,71.30191680615486,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,66.62886328265184,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-03-28,318.849053584986,19.250997740494093,17.925104356449225,1.747281200516287,0.2381876642989389,0.17283633500328185,26024.794473252747,2.6500000000000137,1.2443293853665147,1034.3419651959262,1375.0794533859394,0.016227951441819124,69.91072816699504,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,68.68461207090948,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-03-29,338.88011598059524,20.040688512222573,18.342115597653688,1.9354609003872187,0.246271646737456,0.19391345034748436,27433.875711112843,2.6500000000000137,1.2564094501431813,1058.0960927622436,1387.6730192572977,0.0166438142600974,68.03400443164585,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,70.4552890467181,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-03-30,359.5509725704502,20.67807617731499,18.82422616171799,2.131427608063527,0.24711485334656358,0.2115414226022426,28861.630393547995,2.6500000000000137,1.2690868225782992,1096.8645090326759,1398.011664895464,0.017193914347303198,65.88428322030849,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,71.9446657184582,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-03-31,380.95560176138713,21.410043881531845,19.388434973583287,2.3334446556274813,0.24533937207197862,0.22509029448885104,30318.554178483602,2.6500000000000137,1.2828634362614573,1152.3456593837773,1409.5936711021106,0.017793625805726295,63.69158668801749,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,73.17293012271577,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-04-01,403.30354682847474,22.352006085033857,20.053729914738238,2.5393207250754957,0.2409534624735059,0.23422576870115708,31818.70117038505,2.6500000000000137,1.2985927937442525,1225.1808349609864,1425.8438797002113,0.018364934932833858,61.662652524093346,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,74.18096019707895,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-04-02,426.84270537022553,23.54220430521047,20.836665244715636,2.746685113942373,0.2342865254265583,0.23892740668100715,33379.938902998925,2.6500000000000137,1.3170683832849204,1316.2516932984606,1450.2149879910626,0.018843675343128977,59.979804519120506,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,75.03352880973563,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-04-03,451.8014214000034,24.96100035237266,21.74804466721485,2.9531941845194867,0.2259088177932545,0.23950227769983132,35018.82727033264,2.6500000000000137,1.3388575253434596,1422.6426071773683,1485.2692403468866,0.019222284626286647,58.65015397111163,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,75.7324245646386,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
2020-04-04,478.3450544145799,26.54534625652259,22.790433629693652,3.1566862007684184,0.21657123842574272,0.23659519566983178,36751.12406727226,2.6500000000000137,1.363985257776181,1542.4245887677437,1532.8479063429081,0.019523048311343973,57.64257992565119,52.19000000000027,11106.000000000055,11106.000000000055,0.750000000000004,76.2802566910938,32.40000000000016,43290.70000000023,2.00000000000001,1472237.0000000081
