date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,aged_65_older,male_smokers,handwashing_facilities,population
2021-08-23,183033.97798707488,637.3143619902554,618.9816229980725,2230.9131156836565,6.4558952902949525,5.490905886723487,2684653.8275144724,1.140409853687778,11989.000000000067,9649.138838404866,0.06630059004877137,15.563757817956953,1.2092037570963816,10313.9354493467,0.00024939771382111,40.989145340677,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-08-24,183673.9363183607,639.9583312858406,625.593045464457,2237.7818794259647,6.868763743092912,5.776430384661241,2694986.9283241257,1.1317147916879424,11989.000000000067,9827.150718978195,0.06550582391990117,15.731546547048861,1.2158610987054914,11240.678445445725,0.0006308104055985429,41.62060900550781,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-08-25,184315.4700474327,641.533729072009,630.9790021009293,2245.200905367796,7.41902594241989,6.132589272012424,2705469.210145005,1.1230286600232304,11989.000000000067,9998.587667546524,0.06466508222564026,15.918918475251115,1.2240016145234558,12544.371067439195,0.0012478330789241856,42.30660381295445,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-08-26,184957.33810441772,641.8680569850031,635.05255845999,2253.3334359747837,8.132530607429024,6.569815257176749,2716090.998550904,1.1143579526774114,11989.000000000067,10162.469079683826,0.06381005924518374,16.121866619851417,1.233953803063065,14355.933019390024,0.0021373938783592734,43.0358310109764,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-08-27,185598.2674923407,640.9293879229808,637.7776087286392,2262.331880471718,8.998444497265384,7.09520888955355,2726839.5030179005,1.105725316479618,11989.000000000067,10317.630510473939,0.06298036279200037,16.339050255774172,1.2460086831924118,16787.589583547073,0.003322340819241345,43.789941777947945,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-08-28,186237.05871557124,638.7912232305364,639.1924129136426,2272.3103033725374,9.978422901067995,7.710718076344232,2737699.4237000807,1.0971622808309496,11989.000000000067,10462.879524742993,0.062173216502533005,16.571454789438928,1.2603926119758437,19916.395549004883,0.004808497695878985,44.54709515052631,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-08-29,186872.66485115833,635.6061355870919,639.4272497304817,2283.323790877823,11.013487505471346,8.411772720154117,2748653.4219309576,1.0886790797247006,11989.000000000067,10596.987019122871,0.06140286001749454,16.811729424335198,1.2772425461114734,23772.206519542982,0.006582456012697878,45.28462646955285,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-08-30,187505.02480191132,632.3599507530217,638.7194587910749,2295.3945723115703,12.070781433886982,9.213815319042558,2759682.4885191657,1.080302457821969,11989.000000000067,10718.556408492137,0.06068530596981135,17.055447035930804,1.2966233837441212,28341.942219974033,0.008622523974617158,45.98104871447886,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-08-31,188133.49785159534,628.4730496840302,637.0787524643478,2308.579413396577,13.184841085111447,10.11600935612098,2770774.2576362616,1.0720431006386177,11989.000000000067,10826.942177086636,0.05999070863055833,17.304658967962993,1.3185681966951295,33593.035882821576,0.010908554260859467,46.61755350418501,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-01,188757.20414176723,623.7062901718793,634.5320926288047,2322.862468903286,14.283055506787715,11.096462899443695,2781925.4049051404,1.0639195265132246,11989.000000000067,10922.493494482736,0.05926581751041075,17.562480974517843,1.3430419588256277,39432.78859602059,0.013395216600622005,47.188464578688276,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-02,189375.28128990682,618.0771481395761,631.133575127713,2338.159375917933,15.296907014706196,12.119801764110912,2793139.665565922,1.0559386752663031,11989.000000000067,11007.125809291287,0.05849752085743645,17.830765061851565,1.3699296838302084,45721.387924067894,0.01601829351058289,47.682649338993656,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-03,189987.07685301537,611.7955631085614,626.9718431104916,2354.320323793657,16.160947875767878,13.142849383845974,2804413.8908253363,1.0481296690224502,11989.000000000067,11082.216561234802,0.05771331517442842,18.098188534591674,1.3990244042555273,52278.81484414992,0.018701018129058732,48.087874205279576,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-04,190592.29267531447,605.2158222991012,622.1756470387519,2371.1323566138303,16.812032820206674,14.1188867146783,2815735.6593318377,1.040496088224499,11989.000000000067,11148.177385373434,0.056885503510750286,18.373111342766666,1.4300448849174554,58901.088023868855,0.021373048664667393,48.394071135537,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-05,191191.09314902005,598.8004737055808,616.9180146908295,2388.3211000395613,17.188743425756194,15.000847162705583,2827082.3103521466,1.033028013162558,11989.000000000067,11204.248811492922,0.05601642239712226,18.655854838684593,1.462657634531492,65377.346948735634,0.023962721210847065,48.595787514548746,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-06,191785.73052757006,594.6373785500332,611.5294080769465,2405.6743253528807,17.353225313337855,15.755233788318804,2838421.0432238746,1.0257346491737944,11989.000000000067,11248.463095368254,0.05514143767696265,18.932621575038038,1.4965021410031243,71494.62107128036,0.026392855387773355,48.69402357062397,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-07,192375.8955039519,590.1649763818211,606.0571653014082,2423.084897214406,17.410571861538646,16.358631385195174,2849713.795980989,1.0186204762145423,11989.000000000067,11277.15100607695,0.05427075181945444,19.196930628595943,1.5312790286648303,77059.0540064339,0.02860281865783071,48.69761043814904,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-08,192960.4161334587,584.5206295067933,600.45955173947,2440.3942482178536,17.30935100345847,16.790653726356005,2860910.2971239164,1.011679481272091,11989.000000000067,11283.60688739548,0.05342979301779063,19.438835657290554,1.5666294820929842,81906.07166190378,0.03052936027650172,48.624243704500664,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-09,193537.77068121906,577.3545477603478,594.6423656468787,2457.426245310129,17.031997092283596,17.038196015516867,2871954.8920427365,1.0049270317685493,11989.000000000067,11259.346875307452,0.052676901970841426,19.648758287893607,1.6021648771375063,85894.33689122435,0.03211696203025934,48.473788790010985,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-10,194106.4722578441,568.701576625045,588.486392367028,2474.0125896063882,16.58634429626508,17.098624225600183,2882791.0806499724,0.9983754612860125,11989.000000000067,11196.749118988684,0.05200622205020612,19.8239038807554,1.637472200306551,88909.0207679659,0.03332560128998609,48.24793855436997,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-11,194665.35729616293,558.8850383188169,581.8679949863254,2490.0118662513364,15.999276644952545,16.982167102619684,2893365.9290193194,0.9920278790931469,11989.000000000067,11090.02651280326,0.051467659427118145,19.949380722460567,1.672172185136186,90883.57997481101,0.03413657330103842,47.95095229974652,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-12,195213.80190877404,548.4446126111237,574.6745573257176,2505.323831815203,15.311965563869565,16.713710168593742,2903634.3865288226,0.9859097263851492,11989.000000000067,10935.981326102137,0.05111076396271101,20.016746272291478,1.7059675357493622,91814.54941226548,0.034556857900795025,47.59021002312928,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-13,195753.35012259567,539.5482138216273,566.8048981171073,2519.960634042401,14.636802227200834,16.325305089276615,2913563.5321323997,0.9800193988612613,11989.000000000067,10734.596256373645,0.0509179146009926,20.029479549079657,1.7387089258908865,91782.43319688507,0.03462239455681804,47.17662810558232,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-14,196283.2633514816,529.9132288859367,558.1976887785229,2533.847204685004,13.886570642604909,15.8215379636931,2923134.2790022264,0.9743516532183455,11989.000000000067,10488.581209733382,0.05089868158746075,19.98565361785373,1.7703092477471913,90890.72442901494,0.03436320832873187,46.7249710791868,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-15,196802.25090727664,518.9875557950285,548.8359672949465,2546.908092589387,13.060887904384206,15.21429455227857,2932332.4876846815,0.9689151620210649,11989.000000000067,10203.097122555382,0.05110128979434482,19.88256923730758,1.800720354254697,89264.02855123772,0.033823957636335625,46.24475772115487,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-16,197308.99393352823,506.74302625157253,538.7487211079268,2559.0909918725542,12.182899283168583,14.521279576135253,2941149.984099407,0.9637099655688057,11989.000000000067,9884.926574948224,0.05153879863211939,19.72173462028841,1.829929244359416,87059.10276443034,0.03305300377993437,45.74157249254688,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-17,197802.53835577023,493.5444222420091,528.012074282788,2570.3843880543873,11.293396181833463,13.764906191474434,2949576.069449513,0.9587352860705939,11989.000000000067,9540.613063079312,0.05219466135288729,19.50783457866171,1.8579535428364684,84462.7482110087,0.03211732232428502,45.226180985441246,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-18,198282.58959423582,480.05123846560565,516.7501778840374,2580.830792656825,10.446404602438456,12.971463095448115,2957607.1567437127,0.953970663001557,11989.000000000067,9177.205757231926,0.05307569866495643,19.240408901029276,1.8848427089173008,81663.08546336328,0.03108896136183048,44.71203877721933,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-19,198749.73359839205,467.14400415625073,505.1358777569201,2590.536669153256,9.705876496431308,12.170489855522751,2965252.5161922425,0.9494101239480017,11989.000000000067,8802.465953347357,0.054169411361354766,18.917488317659505,1.9106709318634332,78827.45532247408,0.030010159935400047,44.21342307127913,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-20,199206.83917746274,457.10557907064697,493.3584548593843,2599.6987849935813,9.162115840326077,11.388371431719644,2972537.102258116,0.9450516136461998,11989.000000000067,8424.663750724812,0.055414712043963796,18.547411648716533,1.9355328646100165,76072.79042527518,0.028915021373657375,43.74403142757059,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-21,199653.57733073793,446.7381532751901,481.4764250165492,2608.330569029611,8.63178403602996,10.637756595767765,2979503.4401101503,0.9408769455287688,11989.000000000067,8052.600592616986,0.056729909275377584,18.149978581398443,1.959516275877714,73484.46917642254,0.027820558208652892,43.31126694495079,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-22,200089.11129475702,435.53396401909515,469.554627747545,2616.4403960676227,8.10982703801149,9.930618998215621,2986201.4642980336,0.9368850847121887,11989.000000000067,7695.42895125008,0.05803531172382481,17.757842694937025,1.9826101383885728,71093.97510468286,0.026730964874977094,42.92516643366467,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-23,200512.56996104866,423.4586662916329,457.65701347387846,2624.0430313752195,7.602635307597184,9.27653196036179,2992691.158145152,0.9330809111424169,11989.000000000067,7362.884819449204,0.05922347797515699,17.38986392165528,2.004781052401646,68903.0792276719,0.02565181124511456,42.59594819305722,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-24,200923.4029394358,410.83297838711565,445.8412339257068,2631.1682140614766,7.125182686257043,8.681374568202832,2999039.0953151276,0.9294420666793737,11989.000000000067,7066.0077483942805,0.060199444292615416,17.11755469625118,2.026003721858876,66903.36661209208,0.024588082738942606,42.33217284485762,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-25,201321.64685551444,398.2439160786372,434.1545849465431,2637.867094612045,6.698880550568679,8.146361242894214,3005314.544090584,0.9259781240237526,11989.000000000067,6815.2057466544775,0.060863707330644584,17.017411335698426,2.046285112014716,65090.107764499015,0.02354271040585533,42.139363958142305,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
2021-09-26,201708.12507376279,386.47821824837723,422.6309635967857,2644.2170630404853,6.349968428440414,7.667313918596008,3011585.2436860744,0.9227140390423794,11989.000000000067,6618.830909861584,0.061124186444977704,17.154251132672357,2.0656567881157586,63456.866246774465,0.02251546848635662,42.01897351805734,18.1000000000001,2.7500000000000155,10.80000000000006,41.950000000000216,218541216.00000113
