date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,total_tests,new_tests,positive_rate,tests_per_case,total_boosters_per_hundred,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,aged_70_older,population
2020-03-11,0.0,0.0,0.0,0.0,1.040350853956975,14429.905240644362,449.27007584802567,0.000581367705048636,415.40540476322155,0.010000000000000038,0.010000000000000038,1578.0000000000064,1578.0000000000064,0.010000000000000038,27.44636632968303,42.200000000000166,8.350000000000032,23893396.000000086
2020-03-12,0.0,0.0,0.0,0.0,1.0404701540423933,14806.839947539389,470.46967069227406,0.0009074220295944949,409.68517210697416,0.010000000000000044,0.010000000000000044,1578.000000000007,1578.000000000007,0.010000000000000044,27.71363078262966,42.20000000000019,8.350000000000035,23893396.000000097
2020-03-13,0.0,0.0,0.0,0.0,1.0404935334374201,15237.018793880163,497.9119492053731,0.0013305342015753187,399.97237940343734,0.010000000000000047,0.010000000000000047,1578.0000000000075,1578.0000000000075,0.010000000000000047,27.986883720456447,42.2000000000002,8.350000000000037,23893396.000000108
2020-03-14,0.0,0.0,0.0,0.0,1.0403137505951965,15722.229108338393,531.5193691438498,0.0018602148076132972,386.4762367180601,0.010000000000000049,0.010000000000000049,1578.000000000008,1578.000000000008,0.010000000000000049,28.260500540827184,42.20000000000021,8.350000000000039,23893396.000000115
2020-03-15,0.0,0.0,0.0,0.0,1.0398006005999219,16261.972736231197,570.6260329988062,0.002500364725619481,369.3409396587782,0.01000000000000005,0.01000000000000005,1578.0000000000082,1578.0000000000082,0.01000000000000005,28.52736150775359,42.200000000000216,8.35000000000004,23893396.00000012
2020-03-16,0.0,0.0,0.0,0.0,1.0387778906567948,16851.980230906454,613.1692985047617,0.0032474454899159757,348.4911152159651,0.010000000000000052,0.010000000000000052,1578.0000000000084,1578.0000000000084,0.010000000000000052,28.778851124351107,42.20000000000022,8.350000000000042,23893396.000000123
2020-03-17,0.0,0.0,0.0,0.0,1.0370357450772776,17491.704064582584,657.0951865482557,0.004101712107094393,324.2499653712502,0.010000000000000054,0.010000000000000054,1578.0000000000086,1578.0000000000086,0.010000000000000054,29.01491775502808,42.20000000000023,8.350000000000042,23893396.000000127
2020-03-18,0.0,0.0,0.0,0.0,1.0343320770691102,18179.397893297988,700.7223433694993,0.005064648656920676,297.21461688558077,0.010000000000000054,0.010000000000000054,1578.0000000000086,1578.0000000000086,0.010000000000000054,29.2375370557669,42.20000000000023,8.350000000000042,23893396.00000013
2020-03-19,0.0,0.0,0.0,0.0,1.0304342549576195,18912.256887976106,742.6303806686899,0.006126055982024715,268.24803279993245,0.010000000000000054,0.010000000000000054,1578.0000000000086,1578.0000000000086,0.010000000000000054,29.45065279182522,42.20000000000023,8.350000000000042,23893396.00000013
2020-03-20,0.0,0.0,0.0,0.0,1.0251304746700582,19687.020978845714,782.0926303625399,0.007279577539201162,238.3508937014363,0.010000000000000054,0.010000000000000054,1578.0000000000086,1578.0000000000086,0.010000000000000054,29.66363665269249,42.20000000000023,8.350000000000042,23893396.00000013
