date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,extreme_poverty,female_smokers,handwashing_facilities,life_expectancy,population
2020-03-18,9.421834975392462,1.660725683071972,0.8984360895370282,1.000000000000005,0.0,0.0,0.07000000000000037,1.8308002080640047,560.4447445993173,611.9072867807843,0.009620314437185681,95.4056716397039,62937.000000000335,1273.0000000000068,0.010000000000000054,38.15228006480145,30.600000000000158,0.1000000000000005,7.000000000000037,99.00000000000051,73.60000000000036,19397998.0000001
2020-03-19,11.369252766773844,2.3677970095567322,1.208761779499251,1.000000000000005,0.0006140917905623792,0.0,0.07000000000000037,1.8311395872050842,623.6388590312602,637.2342142775736,0.009507575840817522,98.27220137037277,62937.000000000335,1273.0000000000068,0.010000000000000054,42.77935468337816,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-03-20,14.3678574807042,3.405518086837888,1.639555820726575,1.000000000000005,0.0030462184873949706,0.0,0.07000000000000037,1.8312165197509391,702.779128113136,670.5832237333914,0.009430617239372042,101.20950817063687,62937.000000000335,1273.0000000000068,0.010000000000000054,47.42903556650914,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-03-21,18.728721164826833,4.743424279414143,2.222744111828065,1.000000000000005,0.007245879120879156,0.0006493212669683272,0.07000000000000037,1.830763553355547,793.597452096489,712.7910538698573,0.009399077990938223,103.9803163251336,62937.000000000335,1273.0000000000068,0.010000000000000054,52.034372020712595,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-03-22,24.694844041040994,6.314711066703479,2.982441568033951,1.000000000000005,0.013013594861021398,0.002197398190045257,0.07000000000000037,1.8294517858957837,903.9233799579533,765.6383291871389,0.009418571583055006,106.3758206310514,62937.000000000335,1273.0000000000068,0.010000000000000054,56.51496518230895,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-03-23,32.16618797583576,7.778260190783929,3.936442035753979,0.9949579831932824,0.014996136675824246,0.00425535310277959,0.07000000000000037,1.8269304683811165,1033.9390281811366,831.1616654423917,0.009491692100348798,108.22709010160156,62937.000000000335,1273.0000000000068,0.010000000000000054,60.789980997268344,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-03-24,41.319550484139356,9.413316991827463,5.10048408014452,0.9852941176470639,0.018260677167501696,0.006971896210407269,0.07000000000000037,1.822859939197928,1187.467716514006,911.800062915021,0.009618769075261612,109.45415080179927,62937.000000000335,1273.0000000000068,0.010000000000000054,64.78790995609616,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-03-25,52.406711990447874,11.29764126681826,6.477312963146543,0.9748787976729204,0.02579958027381637,0.010806814853345233,0.07000000000000037,1.816939556854816,1365.014555969864,1011.3851797008118,0.009785828584080353,110.1124262881628,62937.000000000335,1273.0000000000068,0.010000000000000054,68.45388689499725,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-03-26,65.66733198895757,13.422164369635379,8.0565821690309,0.9695236748545623,0.03904910343419237,0.016361090454811808,0.07000000000000037,1.8089192765616056,1562.6073293885192,1131.6248091453588,0.009966553079947805,110.2955899165101,62937.000000000335,1273.0000000000068,0.010000000000000054,71.75518084674903,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-03-27,81.26362116366406,15.712696321829021,9.814779548557294,0.9758499313186865,0.05827842421429989,0.024249486231542012,0.07000000000000037,1.7986346739693646,1773.5797859877407,1272.4408434459638,0.010147345320626673,110.02918920532066,62937.000000000335,1273.0000000000068,0.010000000000000054,74.68531242885632,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-03-28,99.23134547843668,18.046206145702765,11.715171927093495,1.0004394846881113,0.08288141027449372,0.03500498797682402,0.07000000000000037,1.7860222239644208,1990.4843870021216,1433.1978433149216,0.010309927219300014,109.29354510373207,62937.000000000335,1273.0000000000068,0.010000000000000054,77.23279847807416,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-03-29,119.44307924457436,20.263032114125203,13.707763560704764,1.049198391796628,0.11159544684614206,0.04900713464777651,0.07000000000000037,1.7711050648705382,2202.6609954875357,1610.5027619302796,0.010455619299413616,108.00842159444431,62937.000000000335,1273.0000000000068,0.010000000000000054,79.4073176691569,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-03-30,141.4054348374388,22.00082935385509,15.739525482422591,1.120576880466736,0.13762354053215048,0.06642826630580669,0.07000000000000037,1.753974887857819,2402.769906279522,1799.7617676338796,0.010600441042110324,106.12537889783725,62937.000000000335,1273.0000000000068,0.010000000000000054,81.24533052723947,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-03-31,165.16467729162179,23.788097774925937,17.793029050407796,1.2183415162000863,0.1667761557223194,0.08753936391810765,0.07000000000000037,1.7348000088151507,2583.743137531236,1994.6498001921232,0.01076044713581676,103.64925880169093,62937.000000000335,1273.0000000000068,0.010000000000000054,82.82291176097596,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-04-01,190.83153964292484,25.688503841860296,19.848833196984938,1.3487916898326786,0.20085781168508193,0.11243942920878137,0.07000000000000037,1.7138865289125933,2747.868067434146,2188.9653236411878,0.010940729663433369,100.65809794742216,62937.000000000335,1273.0000000000068,0.010000000000000054,84.19033055634941,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-04-02,218.51096888862588,27.695660363618927,21.88787990743493,1.518671983276257,0.23992907304952624,0.14102899013541634,0.07000000000000037,1.6916854202785,2894.8879930449098,2377.100980449059,0.011138158753715962,97.266611598899,62937.000000000335,1273.0000000000068,0.010000000000000054,85.40559988882003,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-04-03,248.24943545767866,29.750639907491234,23.89329082908949,1.7336064438243581,0.2827425384652319,0.17299022999652058,0.07000000000000037,1.6687398247434606,3017.984352896163,2553.319836823547,0.011354427080800887,93.58880000492745,62937.000000000335,1273.0000000000068,0.010000000000000054,86.51917729218077,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-04-04,279.99541531336297,31.755109859513112,25.851714728152004,1.996924289881847,0.3270698320971469,0.20777208426209676,0.07000000000000037,1.6456138536901121,3116.7187268570005,2713.0441762601986,0.011593228196832098,89.77413878844035,62937.000000000335,1273.0000000000068,0.010000000000000054,87.53162505058367,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-04-05,313.5697515302717,33.58118371978033,27.754338082313147,2.3087791902620687,0.3699468472467458,0.24457906319657308,0.07000000000000037,1.6228563178693962,3192.736604935903,2853.6072433780882,0.011858140281431461,86.00711669637238,62937.000000000335,1273.0000000000068,0.010000000000000054,88.43894988037485,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-04-06,348.03460194763977,34.46998604452179,29.535701848742015,2.6591862026513073,0.40155515805949443,0.28217379319574964,0.07000000000000037,1.6009670606386361,3250.1844187956617,2974.0080181832154,0.012151038953801473,82.45703920295166,62937.000000000335,1273.0000000000068,0.010000000000000054,89.23568752340344,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-04-07,383.42976529395617,35.39901506668163,31.194487117002588,3.0505467302043883,0.434682852061105,0.32032782388840947,0.07000000000000037,1.580353769945689,3295.8092740191814,3075.23704143315,0.012470906881802319,79.26870377196175,62937.000000000335,1273.0000000000068,0.010000000000000054,89.91721619200325,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-04-08,420.1806950111918,36.75381850750966,32.775354348741004,3.48789388734302,0.47242455016412305,0.3590031400559328,0.07000000000000037,1.561330453509689,3336.0764286882754,3158.8948786831415,0.012812940988759645,76.48510410563591,62937.000000000335,1273.0000000000068,0.010000000000000054,90.48149165272913,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-04-09,458.9015684465007,38.72304002801434,34.35082280745109,3.9766185409112804,0.5156467901279412,0.3982803123787312,0.07000000000000037,1.5441119319228311,3375.147237482598,3227.2227912036988,0.013205213175312482,73.97245283682237,62937.000000000335,1273.0000000000068,0.010000000000000054,90.93034853915913,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-04-10,500.2475887459947,41.347645244023106,36.007680130798455,4.5207638410422275,0.5635450473470882,0.43830461049607244,0.07000000000000037,1.5287833671709552,3422.2427648928197,3284.7611948895274,0.013664737289370614,71.56257168967247,62937.000000000335,1273.0000000000068,0.010000000000000054,91.27047633649617,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
2020-04-11,544.8042112750755,44.557841237477646,37.83678950986361,5.1217461193078595,0.6140615004424439,0.47924558780094983,0.07000000000000037,1.5152774090239842,3495.2008519501624,3338.6685367618493,0.014189729437616217,69.14323290429387,62937.000000000335,1273.0000000000068,0.010000000000000054,91.5141513700193,30.600000000000158,0.1000000000000005,7.000000000000038,99.00000000000051,73.60000000000036,19397998.0000001
