date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,reproduction_rate,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,cardiovasc_death_rate,diabetes_prevalence,life_expectancy,human_development_index,population
2020-03-30,2.627466352282524,0.38213490563986663,0.27755654355588466,20.000000000000107,0.0,0.0,0.13951695189654723,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,27.831758316844684,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-03-31,2.9913657629190737,0.40722173514457416,0.3115277825861125,20.000000000000107,0.0,0.0,0.1595434993134902,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,28.255432183011706,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-01,3.3928455891576377,0.4365572192640551,0.3448171362285314,20.000000000000107,0.0,0.0,0.18163790890657888,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,28.582994305326046,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-02,3.8374266934842662,0.4715032408863098,0.37772678235885876,20.000000000000107,0.0,0.0,0.20609656354806638,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,28.880260758083132,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-03,4.329815333623227,0.5117883873551017,0.41072656705356625,20.000000000000107,0.0,0.0,0.23317003093512906,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,29.243432478711064,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-04,4.872652385802432,0.5559162743560169,0.4443878470742737,20.000000000000107,0.0,0.0,0.2629953318632736,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,29.76673887099197,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-05,5.465575262202513,0.6014717888310085,0.4793338717310454,20.000000000000107,0.0,0.0,0.29554514143139243,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,30.53836572402618,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-06,6.090648802825134,0.6314852249458172,0.5151311407084336,20.000000000000107,0.0,0.0,0.32984599246656365,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,31.633884344732675,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-07,6.750614268570058,0.6647742289873213,0.552147482874571,20.000000000000107,0.0,0.0,0.36604302699375013,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,33.11132340722441,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-08,7.456092569559425,0.7090848734211643,0.591343967036343,20.000000000000107,0.0,0.0,0.404704054343568,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,35.00747283983983,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-09,8.221028703187685,0.767641062952106,0.6339423644175297,20.000000000000107,0.0,0.0,0.4465749056574828,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,37.33511174041645,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-10,9.05927508265904,0.8402750764642426,0.6811757455174148,20.000000000000107,0.0,0.0,0.49239594976670703,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,40.08092931274615,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-11,9.982029033390548,0.9242754734761732,0.7341014277547397,20.000000000000107,0.0,0.0,0.5427644801013726,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,43.2039655689165,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-12,10.995910915314424,1.015023023982374,0.7934606862006715,20.000000000000107,0.0,0.0,0.5980315048724106,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,46.6344418560669,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-13,12.096480697798055,1.1014256390275063,0.8608340408302078,20.000000000000107,0.0,0.0,0.6579596338256084,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,50.27288375145556,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-14,13.290023742482372,1.194184937092222,0.9366533263563356,20.000000000000107,0.0,0.0,0.7228840757247343,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,54.0594968472052,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-15,14.582142887663355,1.2926005644869125,1.0201475577924635,20.000000000000107,0.0,0.0,0.7930998699803653,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,57.965143643807366,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-16,15.97550503258659,1.3937232094026788,1.1096678758427334,20.000000000000107,0.0,0.0,0.8687426465059607,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,61.92352127519564,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-17,17.468151075668157,1.492916841441152,1.2029312559447543,20.000000000000107,0.0,0.0,0.9496991956099181,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,65.85032841599606,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-18,19.05222836816033,1.584280391261862,1.2972032900516512,20.000000000000107,0.0,0.0,1.0355403954146154,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,69.64391793449232,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-19,20.713040054400825,1.660964010317763,1.389435272968605,20.000000000000107,0.0,0.0,1.125470907420692,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,73.20560781092107,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-20,22.357743841705634,1.6448180303627589,1.4670014708867665,20.000000000000107,0.0,0.0,1.21445951540715,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,76.44791852787418,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-21,23.989073879986442,1.6314157205742692,1.5293894354210564,20.000000000000107,0.0,0.0,1.3026528136723652,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,79.30075111310033,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-22,25.65788491871644,1.6688753004500965,1.5830611457319226,20.000000000000107,0.0,0.0,1.3928118468412185,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,81.71602067160624,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-23,27.44142597087319,1.7835892484468188,1.6386702936880848,20.000000000000107,0.012281835811247584,0.0,1.489133287199436,1.2200000000000064,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,83.6711315347326,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-24,29.42704556089573,1.985655737240095,1.7089752477385938,20.000000000000107,0.060924369747899415,0.0,1.5963653176943438,1.2200126050420232,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,85.17158362196102,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-25,31.699970660652458,2.2729522101698945,1.8072737758168764,20.000000000000107,0.14491758241758312,0.01326470588235297,1.7191445441854343,1.2200619747899224,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,86.25292721226921,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-26,34.33414089141701,2.6341905635744203,1.9462290875187693,20.000000000000107,0.260271897220428,0.04488970588235311,1.8614986796322914,1.2201615425016226,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,86.9822290226474,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-27,37.14331736862746,2.809191726817859,2.112497769097387,19.973529411764815,0.3742924814156452,0.09782694327731137,2.0133517084960384,1.220300536320304,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,87.45917176698568,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-28,40.190018731060185,3.0467127996382857,2.3146210643796055,19.922794117647168,0.5077555601567578,0.17420634191176557,2.178100562238225,1.220437102304871,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,87.81687882523939,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-29,43.67821217369922,3.4882020205432003,2.574473555233642,19.868113687782916,0.6696175750949456,0.275056501747335,2.3668086149559837,1.220496378764854,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,88.08749105170277,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-04-30,47.87787373919499,4.199667998923892,2.919589167718062,19.839999292986533,0.8599701302546308,0.4000952205251112,2.594115510990748,1.2203722840736422,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,88.29317080978561,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-01,53.06840853645839,5.190539622334494,3.37740567669353,19.873212139423185,1.0722562014401675,0.5475723850124514,2.875169535634792,1.219919484548446,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,88.44889556047444,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-02,59.496215904606345,6.427810986951273,3.9709480842816287,20.002307294612663,1.294932293290859,0.7141521394380732,3.2233268931611354,1.2189863167080395,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,88.56455305367851,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-03,67.34286328592094,7.8466500954170915,4.715591153708968,20.258291556932377,1.5127150570722194,0.894824511818376,3.6484261653459713,1.2174179857533973,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,88.64651272173928,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-04,76.56256116838397,9.21969991803989,5.631391813891951,20.648469798921035,1.7150792792295073,1.0877046799206687,4.147981550318471,1.2150495914482105,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,88.69880422456251,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-05,87.29158797389641,10.729028332195098,6.728887913424794,21.191329724756418,1.923090325614765,1.2909181350213057,4.729379989500336,1.2117524489190619,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,88.74035009796305,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-06,99.68338070246516,12.391793873580736,8.000864868488133,21.908090053748342,2.1249130900417175,1.4995942250539591,5.400935606217052,1.2074116217571713,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,88.77156881135217,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-07,113.85544115063706,14.172061306930892,9.425546194998956,22.81636165795835,2.309247196328965,1.7072163539876282,6.169012467429445,1.201937029181487,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,88.78139574232162,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-08,129.84951557532452,15.9940750687567,10.968986407723058,23.9253934154145,2.465193315798764,1.9066346313601492,7.035866655032342,1.1952624034310426,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,88.75254890758168,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-09,147.60172944167465,17.752214349402077,12.586865694609383,25.232506600022454,2.5821529054011134,2.090825359428325,7.99802781932857,1.187333518798235,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,88.66547826116474,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-10,166.92018848397123,19.31845940458553,14.225835922540774,26.720420673998785,2.6497530113068186,2.2534606485305235,9.045085344134453,1.1780977473727567,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,88.50132766807795,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-11,187.50977613996648,20.589587927711968,15.850294847529398,28.372894691019496,2.675436930425819,2.390772603398543,10.161034273129946,1.1675413131152188,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,88.24415638454275,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-12,209.34761975849818,21.837843822319243,17.43750798115451,30.188381425504488,2.681933224645483,2.4992261881662348,11.34463090846739,1.1556892750755883,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,87.88260516817448,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-13,232.36056937608154,23.012949770424022,18.955095594786407,32.14988335419629,2.663049789201634,2.576092556444654,12.591906762475322,1.1426148877869773,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,87.40881392784398,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-14,256.42532360607584,24.064754344624774,20.368639569393004,34.2288152305794,2.6173746075767297,2.6200555194666553,13.896175870175846,1.1284076752132144,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,86.81964292810676,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-15,281.3685240555593,24.943200535456338,21.647388532894823,36.387901015694794,2.5470807294382065,2.631666397195341,15.248040273672634,1.1131835844642108,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,86.11962165955788,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-16,306.96682613798544,25.5983021469058,22.768536713181174,38.5833465762508,2.4570300040922324,2.613685156655398,16.635394135441963,1.0970657749674229,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,85.32082855882496,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-17,332.94695218267515,25.98012609304946,23.720433077872343,40.76646920820627,2.354100880574025,2.571336265681597,18.043426823300962,1.0801917035591173,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,84.44280079856291,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-18,359.08405059466696,26.137098448261597,24.51309323115801,42.89626431727306,2.2580287955307154,2.51160562524698,19.45995715690691,1.0627156910500763,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,83.5124666299501,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-19,385.26887181801123,26.18482125054659,25.134165754008492,44.95130295676547,2.151213904340347,2.435705026950752,20.879063213510857,1.0447840210348114,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,82.54774590006448,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-20,411.35815030824085,26.089278510631377,25.57362673955295,46.91090772823998,2.0317362201104663,2.3454507159144242,22.29297775919588,1.0265130319364202,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,81.5595031871687,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-21,437.2010464739092,25.84289618096969,25.827540190411355,48.75868176579868,1.9018726240356636,2.2431817667354332,23.693522427347823,1.007980442989162,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,80.5672653994264,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-22,462.6589781327436,25.457931670310366,25.900878316693493,50.48515547431676,1.7670476483758124,2.131698865452353,25.07318335250832,0.989251330949048,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,79.59466123444386,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-23,487.62049410376017,24.961515979623567,25.809636759498176,52.08977158311322,1.6350465636897473,2.014218396018808,26.425917895764606,0.9703460612369974,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,78.66600077392609,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-24,512.0124294013503,24.39193530404544,25.582421008537693,53.58237393620377,1.5154251942605248,1.8943380051589045,27.747759688791824,0.9512997851003414,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,77.80371017966897,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-25,535.9507086056354,23.93827920912655,25.267926131322504,54.988105597595705,1.4228487922694095,1.77492674239536,29.0449993076411,0.9321461381142037,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,77.02640771555338,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-26,559.3682835550678,23.41757495306343,24.872186679939876,56.30575275992925,1.3304850104916515,1.657545412323348,30.314001096761903,0.9129297393322603,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,76.3474607640407,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-27,582.1333393631344,22.765055810789846,24.396852033225787,57.53392025837624,1.2377958845655725,1.5439568937609354,31.547615237568245,0.8936782353330683,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,75.77390358854453,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-28,604.0963522922289,21.963012931137015,23.842128197511485,58.673016147240574,1.146317178453269,1.435821904321996,32.73773049734236,0.8744154315094986,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,75.31019983103357,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-29,625.1253831590562,21.02903086835925,23.208984157183416,59.726740132408544,1.0591399523596685,1.334470823845894,33.87718879091244,0.8551805135157708,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,74.95445724237678,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-30,645.1325473886856,20.007164230778187,22.50080663760317,60.70319989568659,0.9805217386718209,1.2407325619697482,34.96122110191095,0.8360161220469778,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,74.69792066287512,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-05-31,664.0938675550899,18.961320167265953,21.724641177297425,61.61574833805462,0.9155949239133689,1.1548062088076292,35.98852442371833,0.816969913125409,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,74.52459175766064,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
2020-06-01,682.1801291731058,18.086261618662157,20.888341419495397,62.486132520509386,0.8726690436137607,1.075975697329705,36.9683467760952,0.7980936274749564,520.0000000000027,0.03000000000000016,11.000000000000062,281.0000000000015,0.0,74.41094381824558,16.700000000000085,281.0000000000015,6.1000000000000325,54.24000000000028,0.400000000000002,17723312.00000009
