date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,male_smokers,handwashing_facilities,population,excess_mortality_cumulative
2020-03-11,43.553980974325015,8.520801332621005,5.2429518106827295,4.000000000000015,0.0,0.0,0.010000000000000038,0.010000000000000038,1.8701691359314527,255.31665232670082,220.45282281869544,0.05437672796140109,32.91856041246149,2755.000000000011,1300.0000000000052,0.0,2.6553188002114245,29.30000000000012,17336.470000000074,2.50000000000001,152.78000000000057,13.060000000000052,21.40000000000008,87.85000000000034,127504120.00000049,1.4000000000000052
2020-03-12,53.560713862340776,10.719585627206062,6.379306833663859,4.000000000000017,0.002456367162249517,0.0,0.010000000000000044,0.010000000000000044,1.8701721008173706,272.05284398832197,230.125748384712,0.06188068915516697,29.308824046257797,2755.000000000012,1300.0000000000057,0.0,2.5545007355819713,29.300000000000132,17336.47000000008,2.500000000000011,152.78000000000065,13.060000000000057,21.40000000000009,87.85000000000036,127504120.00000055,1.4000000000000057
2020-03-13,66.8995754743252,13.854201179034185,7.866531515034593,4.000000000000018,0.012184873949579882,0.0,0.010000000000000047,0.010000000000000047,1.8700870588063079,292.2973576195548,242.4679861430916,0.07004093057031847,25.822631286147796,2755.0000000000127,1300.0000000000061,0.0,2.472839837400767,29.300000000000143,17336.470000000085,2.500000000000012,152.7800000000007,13.060000000000061,21.400000000000098,87.85000000000039,127504120.0000006,1.4000000000000061
2020-03-14,84.36551870981648,17.814794387830947,9.784356781072344,4.000000000000019,0.028983516483516623,0.002643665158371046,0.010000000000000049,0.010000000000000049,1.869866199082109,316.85432073567506,257.8356696331756,0.07869213942741579,22.564324789756306,2755.0000000000136,1300.0000000000064,0.0,2.486520795956202,29.30000000000015,17336.47000000009,2.5000000000000124,152.78000000000074,13.060000000000064,21.400000000000105,87.85000000000042,127504120.00000063,1.4000000000000066
2020-03-15,106.5226684441273,22.386305874906874,12.187875051867632,4.0000000000000195,0.05205437944408559,0.00894654977375569,0.01000000000000005,0.01000000000000005,1.869455563985146,347.4081936868571,276.68483238002113,0.08763642842317998,19.64910978494814,2755.0000000000136,1300.0000000000066,0.0,2.6863513274131794,29.300000000000153,17336.470000000092,2.500000000000013,152.78000000000077,13.060000000000066,21.40000000000011,87.85000000000043,127504120.00000066,1.4000000000000068
2020-03-16,132.32582486250755,25.975023523827264,15.026131240419822,3.969747899159684,0.049900513089851536,0.01592710690045255,0.010000000000000052,0.010000000000000052,1.8687957777076727,384.20824610547965,299.41509487325163,0.09660288692824488,17.202635506131934,2755.0000000000136,1300.0000000000068,0.0,3.1642308517331283,29.300000000000157,17336.470000000096,2.5000000000000133,152.78000000000077,13.060000000000068,21.400000000000112,87.85000000000045,127504120.00000067,1.400000000000007
2020-03-17,162.2805031006625,30.083578567240252,18.345015366320077,3.9117647058823732,0.053714977577569656,0.024307321125565697,0.010000000000000054,0.010000000000000054,1.8678368138883847,425.8460682248765,326.3207587761416,0.1053854231147359,15.13750668777608,2755.0000000000136,1300.0000000000068,0.0,3.979657463298885,29.30000000000016,17336.470000000096,2.5000000000000133,152.78000000000077,13.06000000000007,21.400000000000112,87.85000000000045,127504120.00000069,1.400000000000007
2020-03-18,197.53094940048112,35.347121546632586,22.215186056091106,3.849272786037512,0.0823676811469783,0.03703252704326937,0.010000000000000054,0.010000000000000054,1.8665149730536537,471.876923502207,357.67478045896524,0.11383706345757766,13.378832989329162,2755.0000000000136,1300.0000000000068,0.0,5.200751016026211,29.300000000000164,17336.470000000096,2.5000000000000133,152.78000000000077,13.06000000000007,21.400000000000112,87.85000000000045,127504120.00000069,1.400000000000007
2020-03-19,239.43300519838976,41.97456223301913,26.70618543734957,3.817142049127363,0.14548616810005316,0.05816127311050645,0.010000000000000054,0.010000000000000054,1.8647619570042053,521.9945542944002,393.68223272625437,0.12178681504631855,11.885832886793262,2755.0000000000136,1300.0000000000068,0.0,6.889229228406228,29.300000000000164,17336.470000000096,2.5000000000000133,152.78000000000077,13.06000000000007,21.400000000000112,87.85000000000045,127504120.00000069,1.400000000000007
2020-03-20,289.2337551916178,49.85512981956083,31.867025309427884,3.8550995879121084,0.24576620978544783,0.09203271953876241,0.010000000000000054,0.010000000000000054,1.8625258956781727,575.8617851454942,434.39042373667604,0.12911128129120325,10.635662641824108,2755.0000000000136,1300.0000000000068,0.0,9.089139762287239,29.300000000000164,17336.470000000096,2.5000000000000133,152.78000000000077,13.06000000000007,21.400000000000112,87.85000000000045,127504120.00000069,1.400000000000007
