date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,new_tests_smoothed,positive_rate,tests_per_case,total_boosters_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,male_smokers,median_age,diabetes_prevalence,female_smokers,handwashing_facilities,hospital_beds_per_thousand,human_development_index,population
2020-03-29,58.03264498362632,5.93533841014524,5.316569002124322,1.000000000000005,0.0,0.0,0.0,0.32690466362419207,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,55.248443794538716,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-03-30,63.88275781658217,5.850162501855867,5.54643774060424,1.000000000000005,0.0,0.0,0.0,0.3216072307498187,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,56.89127175993127,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-03-31,69.58860359191316,5.705883027005999,5.688841718510719,1.000000000000005,0.0,0.0,0.0,0.3154643112330173,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,58.43293054910174,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-01,75.07765178895761,5.489076135800724,5.73848083639436,1.000000000000005,0.0,0.0,0.0,0.3085680136445436,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,59.90249316069517,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-02,80.27942500849275,5.201794173602327,5.695157492195584,1.000000000000005,0.0,0.0,0.0,0.300969319864953,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,61.295951318485265,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-03,85.13710592508335,4.857696632140987,5.564464434595951,1.000000000000005,0.0,0.0,0.0,0.2926883667571508,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,62.60917648175351,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-04,89.61624250134336,4.47914836292281,5.35830065303165,1.000000000000005,0.0,0.0,0.0,0.28376562865545235,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,63.853300266939016,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-05,93.7112768986321,4.095043237285841,5.0952582952036085,1.000000000000005,0.0,0.0,0.0,0.2742361478005747,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.0265711924474,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-06,97.46556821049651,3.7542979418622515,4.795681762773106,1.000000000000005,0.0,0.0,0.0,0.26413170037855027,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,66.1207170174772,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-07,100.8594864358299,3.3939231978317275,4.465214780386233,1.000000000000005,0.0,0.0,0.0,0.25347918898785615,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,67.12571649613967,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-08,103.87758185983961,3.0180991533834947,4.112021137002673,1.000000000000005,0.0,0.0,0.0,0.24233353524444767,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,68.03688239472929,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-09,106.51610494691607,2.638525884106789,3.74564562004354,1.000000000000005,0.0,0.0,0.0,0.23079022900282536,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,68.85361460794105,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-10,108.78864626028417,2.2725434111408562,3.376159716002277,1.000000000000005,0.0,0.0,0.0,0.2189475521658232,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,69.59246919771414,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-11,110.73036640174206,1.9417217147874468,3.013520885902809,1.000000000000005,0.0,0.0,0.0,0.20689036677465855,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,70.24324459382547,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-12,112.40116846646508,1.670803244720192,2.6670920218931724,1.000000000000005,0.0,0.0,0.0,0.1946878138657388,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,70.78976182287404,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-13,113.89816141772226,1.4969938362550774,2.3445625522957703,1.000000000000005,0.0,0.0,0.0,0.18240047578391966,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,71.21494968001925,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-14,115.23506256296866,1.3369018089948,2.0507024572082546,1.000000000000005,0.0,0.0,0.0,0.17006991081337625,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,71.50465860778442,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-15,116.41795820212323,1.182896136965881,1.7885898681162762,1.000000000000005,0.0,0.0,0.0,0.15768123078294766,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,71.65052110515968,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-16,117.45044344150855,1.032485612743804,1.5592712634013648,1.000000000000005,0.0,0.0,0.0,0.14523846025592452,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,71.652097034429,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-17,118.33747705430547,0.8870338928157722,1.3615066149718391,1.000000000000005,0.0,0.0,0.0,0.13280521881831714,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,71.5184826012905,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-18,119.0882726258941,0.7507957816027798,1.1915782482359907,1.000000000000005,0.0,0.0,0.0,0.12048529743629777,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,71.25551288826597,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-19,119.71846691285967,0.630194444476164,1.0431474870819712,1.000000000000005,0.0,0.0,0.0,0.10839435446054599,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,70.86837254596686,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-20,120.25174611224674,0.5332793175200192,0.9057101628227913,1.000000000000005,0.0,0.0,0.0,0.09669799596822792,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,70.37576260275256,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-21,120.6913952338297,0.43964921018267783,0.7777706634874882,1.000000000000005,0.0,0.0,0.0,0.08556729141702428,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,69.80652137029334,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-22,121.04181727217271,0.35042210479279384,0.6590823608993917,1.000000000000005,0.0,0.0,0.0,0.07517013566037654,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,69.19709012274271,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-23,121.30954653525447,0.2677293129190944,0.5500590234217968,1.000000000000005,0.0,0.0,0.0,0.06562744014217968,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,68.58273872974297,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-24,121.50400864093682,0.2007969846893208,0.45133337551722047,1.000000000000005,0.0,0.0,0.0,0.056990134082071126,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,68.00778707898152,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-25,121.63809051431622,0.1505977385169906,0.36342601741684244,1.000000000000005,0.0,0.0,0.0,0.04926813385179255,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,67.49236858977922,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-26,121.72856788573733,0.11294830388774295,0.28649711487258667,1.000000000000005,0.0,0.0,0.0,0.042451585198152786,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,67.05068562139074,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-27,121.79642591430317,0.08471122791580721,0.22016016647118208,1.000000000000005,0.0,0.0,0.0,0.036478960391827284,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,66.69069682754929,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-28,121.84731943572754,0.0635334209368554,0.16512012485338656,1.000000000000005,0.0,0.0,0.0,0.031262581638408296,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,66.41388267237505,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-29,121.88548957679583,0.047650065702641554,0.12384009364003992,1.000000000000005,0.0,0.0,0.0,0.02669677462570346,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,66.21506956730659,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-04-30,121.91411718259704,0.03573754927698117,0.09288007023002995,1.000000000000005,0.0,0.0,0.0,0.022702930031979613,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,66.08229797379936,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-01,121.93558788694796,0.026803161957735876,0.06966005267252245,1.000000000000005,0.0,0.0,0.0,0.019218212391470178,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.9967234803496,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-02,121.95169091521115,0.020102371468301905,0.05224503950439184,1.000000000000005,0.0,0.0,0.0,0.016178203572852805,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.93254261026229,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-03,121.96376818640853,0.015076778601226429,0.03918377962829388,1.000000000000005,0.0,0.0,0.0,0.01354283173587749,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.88440695769681,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-04,121.97282613980657,0.011307583950919822,0.029387834721220408,1.000000000000005,0.0,0.0,0.0,0.011269114752134369,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.8483052182727,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-05,121.9796196048551,0.008480687963189865,0.022040876040915307,1.000000000000005,0.0,0.0,0.0,0.009315927854663161,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.82122891370462,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-06,121.9847147036415,0.006360515972392399,0.01653065703068648,1.000000000000005,0.0,0.0,0.0,0.007635459142451802,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.80092168527855,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-07,121.9885360277313,0.004770386979294299,0.012397992773014859,1.000000000000005,0.0,0.0,0.0,0.00617892144151888,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.78569126395901,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-08,121.99140202079865,0.003577790234470724,0.009298494579761145,1.000000000000005,0.0,0.0,0.0,0.004925561475450732,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.77426844796935,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-09,121.99355151559915,0.002683342675853043,0.006973870934820858,1.000000000000005,0.0,0.0,0.0,0.0038565822248815204,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.7657013359771,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-10,121.99516363669953,0.0020125070068897823,0.005230403201115643,1.000000000000005,0.0,0.0,0.0,0.002972915013845368,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.75927600198291,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-11,121.99385171912145,0.0015093802551673367,0.003922802400836732,1.000000000000005,0.0,0.0,0.0,0.002272834288826172,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.75445700148727,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-12,121.98992660446731,0.0011320351913755027,0.0029421018006275494,1.000000000000005,0.0,0.0,0.0,0.0017477737450617749,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.75084275111554,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-13,121.98539905806948,0.000849026393531627,0.002206576350470662,1.000000000000005,0.0,0.0,0.0,0.0014039136959973658,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.74813206333674,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-14,121.98323158185221,0.0018649533762734787,0.0016549322628529965,1.000000000000005,0.0,0.0,0.0,0.0012426573146612444,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.74609904750264,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-15,121.98677727397819,0.006570014321151481,0.0012411991971397474,1.000000000000005,0.0,0.0,0.0,0.0012585928567134528,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.74457428562707,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-16,121.99935897358336,0.014849941251529468,0.0022759220222892027,1.000000000000005,0.0,0.0,0.0,0.0014379653277322478,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.7434307142204,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-17,122.02395361932795,0.026295826979371162,0.005249927942056283,1.000000000000005,0.0,0.0,0.0,0.001757530233678957,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.74257303566539,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-18,122.0616950141083,0.039017280706409536,0.010650115639800164,1.000000000000005,0.0,0.0,0.0,0.0021836938937466175,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.74192977674913,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-19,122.11432232716187,0.05358422749813308,0.018660663652927102,1.000000000000005,0.0,0.0,0.0,0.0026965939497217337,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.76245993760395,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-20,122.18354394317377,0.06993930184531943,0.029216085974989522,1.000000000000005,0.0,0.0,0.0,0.0032724454622913074,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.80237226412743,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
2020-05-21,122.27056034910642,0.0875546703077131,0.04204102375726035,1.000000000000005,0.0,0.0,0.0,0.0038955105673067238,5573.000000000027,0.1000000000000005,10.500000000000053,0.07000000000000037,339.0000000000018,339.0000000000018,0.0,65.84550673526438,33.70000000000018,25.60000000000013,4.00000000000002,2.00000000000001,66.23000000000035,0.800000000000004,0.590000000000003,16767851.000000086
