date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,male_smokers,median_age,extreme_poverty,diabetes_prevalence,hospital_beds_per_thousand,population
2020-03-11,0.9120757918552068,0.043920269673100074,0.04972790077703246,1.0000000000000038,0.0,0.0,0.48000000000000187,0.8600000000000034,4.458203473734835,2.0030564072015715,0.0559813826841394,13.784346755873813,2806.000000000011,0.030000000000000117,1.1358818346663715,14.200000000000053,19.400000000000073,49.20000000000019,6.1500000000000234,0.7000000000000026,8848700.000000037
2020-03-12,0.8933328619909536,0.05845396074369677,0.0497054997943848,1.0000000000000042,0.0,0.0,0.4800000000000021,0.8600000000000038,5.157590504290748,2.1301365200101023,0.05258904034461473,13.665463711676896,2806.000000000012,0.03000000000000013,2.197453877615816,14.20000000000006,19.40000000000008,49.20000000000021,6.150000000000026,0.7000000000000028,8848700.000000041
2020-03-13,0.9154747596153883,0.09508481444917555,0.054399680760462234,1.0000000000000044,0.0,0.0,0.4800000000000022,0.860000000000004,5.983459754199234,2.355100773976553,0.04958609182924326,13.511530112458402,2806.0000000000127,0.030000000000000138,3.727860123790412,14.200000000000063,19.400000000000087,49.20000000000022,6.150000000000028,0.7000000000000031,8848700.000000043
2020-03-14,1.0015381964083754,0.15356959015168495,0.06702148002736037,1.0000000000000047,0.0,0.0,0.4800000000000023,0.8600000000000042,6.967537561978739,2.7050780045289615,0.04723142407555241,13.316257878461467,2806.0000000000136,0.030000000000000145,5.767445836217098,14.200000000000067,19.40000000000009,49.20000000000024,6.15000000000003,0.7000000000000033,8848700.000000045
2020-03-15,1.1721943712881842,0.2315637472356131,0.09049009192097296,1.0000000000000049,0.0,0.0,0.4800000000000024,0.8600000000000043,8.104303092991135,3.2042771523947886,0.045674860881486604,13.065669895594663,2806.0000000000136,0.03000000000000015,8.32694345925722,14.20000000000007,19.400000000000095,49.200000000000244,6.1500000000000306,0.7000000000000034,8848700.000000047
2020-03-16,1.4276913505411246,0.3087568440401559,0.1272085514875949,1.000000000000005,0.0,0.0,0.4800000000000025,0.8600000000000044,9.382830699556834,3.8683500750265454,0.04502586123965412,12.76325048245878,2806.0000000000136,0.030000000000000155,11.383654103815923,14.20000000000007,19.400000000000098,49.20000000000025,6.150000000000031,0.7000000000000035,8848700.000000048
2020-03-17,1.7807394243473469,0.39795418765196655,0.17873382150192804,1.000000000000005,0.0,0.0,0.48000000000000254,0.8600000000000045,10.769314362741337,4.705512717873022,0.045284101812093594,12.436744584533177,2806.0000000000136,0.03000000000000016,14.906592064610523,14.20000000000007,19.4000000000001,49.20000000000026,6.150000000000032,0.7000000000000035,8848700.000000048
2020-03-18,2.2490322670323315,0.5045580777137659,0.24578275138824365,1.000000000000005,0.0,0.0,0.48000000000000254,0.8600000000000045,12.237716218080589,5.717628397486873,0.046380658776652685,12.119975616809723,2806.0000000000136,0.03000000000000016,18.850925625704217,14.20000000000007,19.4000000000001,49.20000000000026,6.150000000000032,0.7000000000000035,8848700.000000048
2020-03-19,2.8496378072555086,0.6284185582853259,0.3281415237868202,1.000000000000005,0.0006140917905623792,0.0,0.48000000000000254,0.8600000000000045,13.854967835829374,6.9136576264926735,0.048189986648746866,11.844954240079835,2806.0000000000136,0.03000000000000016,23.129390082238782,14.20000000000007,19.4000000000001,49.20000000000026,6.150000000000032,0.7000000000000035,8848700.000000048
2020-03-20,3.5947913806517233,0.7652214817392061,0.4245977394787716,1.000000000000005,0.0030462184873949706,0.0,0.48000000000000254,0.8600000000000045,15.633824454764756,8.302502431246381,0.050490583069947435,11.651085185554397,2806.0000000000136,0.03000000000000016,27.62118784286854,14.20000000000007,19.4000000000001,49.20000000000026,6.150000000000032,0.7000000000000035,8848700.000000048
