date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,total_deaths_per_million,median_age,aged_70_older,population,excess_mortality
2020-03-21,11.8282392540107,2.174177644335393,1.295261474377269,1.000000000000005,0.007245879120879156,0.0006493212669683272,33.84592629176607,2.860000000000015,45.70000000000024,12.54000000000006,367512.00000000204,10.902812210196448
2020-03-22,14.430342336435658,2.619773504744763,1.5641112641539956,1.000000000000005,0.013013594861021398,0.002197398190045257,41.29212797674319,2.860000000000015,45.70000000000024,12.54000000000006,367512.00000000204,10.941568537553161
2020-03-23,17.45916593138302,3.042076411687214,1.8780504810825334,0.9974789915966438,0.017517145079185607,0.004608294279250183,49.95936828378568,2.8527773109243846,45.70000000000024,12.54000000000006,367512.00000000204,10.992324708640924
2020-03-24,20.948963976656245,3.499737657828119,2.2390333359250265,0.9926470588235345,0.023092609940610978,0.008001307975113161,59.94566002020848,2.838933823529427,45.70000000000024,12.54000000000006,367512.00000000204,11.065285634860523
2020-03-25,24.935850325737224,3.994341058497148,2.6437016341351134,0.9874393988364629,0.031007240260888167,0.012565299016241175,71.35433987617783,2.8240138776664665,45.70000000000024,12.54000000000006,367512.00000000204,11.169766158456794
2020-03-26,29.44392071133594,4.513661417660846,3.084619147385439,0.984761837427284,0.04172666484337146,0.018494433214992823,84.25435671708829,2.8163426642291682,45.70000000000024,12.54000000000006,367512.00000000204,11.31281101532428
2020-03-27,34.474844218052766,5.0351167807634205,3.5511973922132944,0.9879249656593461,0.05511529598223784,0.02593999103923434,98.6504878028455,2.825405026614026,45.70000000000024,12.54000000000006,367512.00000000204,11.498221158575138
2020-03-28,40.00005688687514,5.52835762435732,4.03038996400484,1.0002197423440586,0.07058663358978132,0.03497422404865661,114.46100095232828,2.860629561815727,45.70000000000024,12.54000000000006,367512.00000000204,11.725884852678718
2020-03-29,45.95490691855011,5.9572087483261775,4.507213287483276,1.024599195898317,0.08721599329188369,0.04556324722201292,131.50090116673516,2.9304766962486775,45.70000000000024,12.54000000000006,367512.00000000204,11.991337345529926
2020-03-30,52.29854929039943,6.345411409337727,4.979179196381697,1.0596581881325304,0.10130404409625621,0.05754670820254731,149.65331097524557,3.0309396165627245,45.70000000000024,12.54000000000006,367512.00000000204,12.286096860149403
2020-03-31,59.015185400249585,6.71796288796646,5.43900398358234,1.1073325228059283,0.1166858546623669,0.07096869307821962,168.873024925035,3.1675628248978076,45.70000000000024,12.54000000000006,367512.00000000204,12.598252919144763
2020-04-01,66.0410917004782,7.026901383815838,5.872327001907838,1.1712556946254564,0.13433080987201784,0.08582590571687433,188.9777056685665,3.350741769610659,45.70000000000024,12.54000000000006,367512.00000000204,12.917562196053577
2020-04-02,73.28047940884295,7.240134021055167,6.261949194546597,1.2555264509949509,0.15431953597544223,0.10205527285585247,209.6932642223367,3.5921975683198295,45.70000000000024,12.54000000000006,367512.00000000204,13.234910294422232
2020-04-03,80.61738929160327,7.337469617278135,6.59101199287182,1.363784463327017,0.17606609024919675,0.11952464791920052,230.68789516093523,3.9023330501894584,45.70000000000024,12.54000000000006,367512.00000000204,13.53727913438212
2020-04-04,87.92461275086163,7.307643260146717,6.845381489805783,1.4985170805269399,0.19848460323958056,0.13802583888057712,251.5976030125894,4.288249787642101,45.70000000000024,12.54000000000006,367512.00000000204,13.80946451631436
2020-04-05,95.07038264006945,7.146084739874106,7.015436569843036,1.6605393941056152,0.2201142604451997,0.15726937916043315,272.0453470558226,4.752260870143349,45.70000000000024,12.54000000000006,367512.00000000204,14.03561397039213
2020-04-06,101.97885356053061,6.908707058460857,7.096162107408144,1.8435622702075274,0.23417102177216775,0.17652766462242603,291.8141100009819,5.276355316473067,45.70000000000024,12.54000000000006,367512.00000000204,14.200629820531214
2020-04-07,108.58507746839425,6.6064010113634275,7.080518316173443,2.049349142862501,0.24910919716299823,0.19573818544160979,310.7180484024823,5.86557110920355,45.70000000000024,12.54000000000006,367512.00000000204,14.287852461667708
2020-04-08,114.81359801726225,6.228653376492843,6.966805673135262,2.282050641891547,0.2677788920545374,0.21510292802755548,328.5412428306276,6.5317749705581365,45.70000000000024,12.54000000000006,367512.00000000204,14.282058323457068
2020-04-09,120.59642992859006,5.782931532046431,6.758970124276148,2.5464765722396088,0.2913480669077426,0.23497700209694367,345.0891470550979,7.288719883380801,45.70000000000024,12.54000000000006,367512.00000000204,14.172448950829963
2020-04-10,125.88654351948733,5.29018830643625,6.466831988811515,2.846799898475122,0.3197230734516543,0.25578511097800877,360.22717493256516,8.148338231863347,45.70000000000024,12.54000000000006,367512.00000000204,13.954538134075488
2020-04-11,130.66797809856854,4.781490615735402,6.106257637374643,3.185584733164686,0.35186405686637545,0.27795890433887227,373.90964057240444,9.117961657090804,45.70000000000024,12.54000000000006,367512.00000000204,13.631212576069915
2020-04-12,134.96342701284064,4.295490941762771,5.699288250655423,3.563057328154064,0.38602150742030583,0.3018899927337927,386.2014634609782,10.198235948700475,45.70000000000024,12.54000000000006,367512.00000000204,13.214365389435407
2020-04-13,138.84370794547425,3.880312453251623,5.266849833757572,3.9778198222306163,0.4211741783997486,0.32878966649604646,397.3052750359411,11.385162255643024,45.70000000000024,12.54000000000006,367512.00000000204,12.723579964445518
2020-04-14,142.2980524523186,3.4543681473078216,4.81667034235115,4.43123170571628,0.4582206467280605,0.35879797062187385,407.19025411147487,12.6826279942533,45.70000000000024,12.54000000000006,367512.00000000204,12.18439727941043
2020-04-15,145.32638355384807,3.0283488318771195,4.359514230583664,4.922454160670542,0.49482902738605916,0.39132100543893356,415.85617102963135,14.088233600732018,45.70000000000024,12.54000000000006,367512.00000000204,11.626744890253189
2020-04-16,147.94423821483682,2.6178679587494704,3.9073163452066595,5.4485148286477125,0.5287655973010191,0.42528390210764305,423.34747539568895,15.593477721557445,45.70000000000024,12.54000000000006,367512.00000000204,11.073073325476095
2020-04-17,150.18645920411427,2.24223096259798,3.471782346170673,6.004356386514884,0.5578702548600574,0.45932055424718427,429.7638618796698,17.183896106294164,45.70000000000024,12.54000000000006,367512.00000000204,10.544239323608114
2020-04-18,152.10996398938198,1.9235122652581178,3.063339022071446,6.582872978315391,0.5800381145451732,0.49191591665500767,435.2681945674776,18.839165777199646,45.70000000000024,12.54000000000006,367512.00000000204,10.05829516589845
2020-04-19,153.7958214083263,1.6858630289371255,2.690347026734582,7.17493753916642,0.5932057029095272,0.5215127293464603,440.09245022425137,20.533183156429182,45.70000000000024,12.54000000000006,367512.00000000204,9.629199927383494
2020-04-20,155.3482881635494,1.5524709627177131,2.357602868628831,7.776985313392281,0.6029036307697352,0.5474991236097169,444.53495305280455,22.25576551858243,45.70000000000024,12.54000000000006,367512.00000000204,9.265472166733803
2020-04-21,156.79243784211928,1.4441528341908396,2.0702346336952835,8.385163031585918,0.6088196106015428,0.5690702056678574,448.6674491141031,23.99589136582762,45.70000000000024,12.54000000000006,367512.00000000204,8.971322104549856
2020-04-22,158.14958048243003,1.3571450070264537,1.831307843403332,8.991490243954484,0.6068086316744934,0.5851544642056451,452.5509231316349,25.730726863090865,45.70000000000024,12.54000000000006,367512.00000000204,8.736472524637046
2020-04-23,159.43836506447303,1.2887863570797966,1.6412777474523066,9.586022337135239,0.5948931576602018,0.5947115171910802,456.2387510106531,27.43181583251535,45.70000000000024,12.54000000000006,367512.00000000204,8.561291545261586
2020-04-24,160.67560637754053,1.2372426443450784,1.4975785432976993,10.158472796807489,0.5727212580318359,0.5969554219915656,459.77906422760907,29.06972224930576,45.70000000000024,12.54000000000006,367512.00000000204,8.452501171951402
2020-04-25,161.87690517100307,1.2012997919207367,1.3943152907958358,10.69942990465153,0.5411602066137289,0.5915221579610312,463.21652312222653,30.61751211361156,45.70000000000024,12.54000000000006,367512.00000000204,8.420212505922038
2020-04-26,163.05711326739282,1.1802088452333788,1.322032848187376,11.201269261067852,0.5019916804935874,0.5785952383802765,466.59364686655744,32.053364854439494,45.70000000000024,12.54000000000006,367512.00000000204,8.47476326715047
2020-04-27,164.2319429014175,1.174830195657421,1.2680845908916647,11.661359185619911,0.46020416761001004,0.5582814320172702,469.9554159837908,33.36974196662153,45.70000000000024,12.54000000000006,367512.00000000204,8.624446823188919
2020-04-28,165.4081847132321,1.1762422330391242,1.2298622473057894,12.074849382750827,0.4135758794243793,0.5304227740775945,473.3212709406556,34.55276348854086,45.70000000000024,12.54000000000006,367512.00000000204,8.880417204072529
2020-04-29,166.5895580565791,1.181373659265447,1.2048528910384904,12.43777892458738,0.3629938035566493,0.49558194804365213,476.7018610917238,35.59109750328353,45.70000000000024,12.54000000000006,367512.00000000204,9.251358652123269
2020-04-30,167.77731721728912,1.1877593976488283,1.1905682397074409,12.748146733841331,0.3104160055440224,0.4548863640708779,480.100778656544,36.47902222248533,45.70000000000024,12.54000000000006,367512.00000000204,9.739662638860066
2020-05-01,168.97070607715582,1.193389037570818,1.184491629037208,13.006714445985413,0.2586038593616368,0.40991121778489764,483.5158592024927,37.21872254921699,45.70000000000024,12.54000000000006,367512.00000000204,10.339279299765622
2020-05-02,170.16729911184257,1.196593167964799,1.1840382434327235,13.217608555885331,0.21092122031308289,0.36259178437939754,486.9401570069123,37.82201250014809,45.70000000000024,12.54000000000006,367512.00000000204,11.034824682445745
2020-05-03,171.36325713931205,1.1959581274280287,1.1865252889093858,13.388772027773745,0.17118380469828992,0.3151576391895258,490.36267657871434,38.311627022169944,45.70000000000024,12.54000000000006,367512.00000000204,11.801629854833067
2020-05-04,172.55856114795552,1.1953040836123936,1.189691639597361,13.532303002730782,0.14354622456444152,0.2697177769034567,493.7833540726919,38.72219085486281,45.70000000000024,12.54000000000006,367512.00000000204,12.606496408424048
2020-05-05,173.7515970083489,1.193035916620092,1.1923320781143119,13.649873664459223,0.11758209893399699,0.22720494547655842,497.197568075528,39.05849188064296,45.70000000000024,12.54000000000006,367512.00000000204,13.404086499687715
2020-05-06,174.93784125981722,1.186244293638309,1.1932647340867053,13.743222960044502,0.09335787348944412,0.18843829217141372,500.59236884914833,39.32550756594446,45.70000000000024,12.54000000000006,367512.00000000204,14.152078376320278
2020-05-07,176.11139645876102,1.173555230571332,1.1914642260660002,13.814463115314584,0.07124658869820784,0.15401278506262628,503.9508729523112,39.529281934962604,45.70000000000024,12.54000000000006,367512.00000000204,14.814579201946577
2020-05-08,177.26614268990167,1.1547462548612735,1.1861615179657914,13.86630952135991,0.05343494152365588,0.12421627916542483,507.2555592068004,39.677583299961505,45.70000000000024,12.54000000000006,367512.00000000204,15.353167675538819
2020-05-09,178.39660119971478,1.1304585276036165,1.1769188113896651,13.902253149423313,0.04007620614274191,0.09896731603211648,510.49074067206936,39.7803975590048,45.70000000000024,12.54000000000006,367512.00000000204,15.73217614219297
2020-05-10,179.49858212150582,1.101980935133871,1.163685714877092,13.926689862067503,0.030057154607056435,0.07776847344942674,513.6444186262247,39.850298169253655,45.70000000000024,12.54000000000006,367512.00000000204,15.923345899854342
2020-05-11,180.57093077341793,1.0723486619192475,1.1463119590731405,13.945017396550647,0.022542865955292327,0.05967137771150445,516.7132906988224,39.9027236269403,45.70000000000024,12.54000000000006,367512.00000000204,15.910594231890503
2020-05-12,181.61079342589434,1.039862659981777,1.124618746292575,13.958763047413004,0.016907149466469245,0.04475353328362834,519.689185541894,39.94204272020528,45.70000000000024,12.54000000000006,367512.00000000204,15.687235232048845
2020-05-13,182.61611058331886,1.005317163053561,1.0989495154401825,13.969072285559774,0.012680362099851933,0.03356514996272125,522.5661992727754,39.97153204015402,45.70000000000024,12.54000000000006,367512.00000000204,15.251018872554521
2020-05-14,183.58622644104466,0.9701158619475734,1.0700409988942947,13.97680421416985,0.00951027157488895,0.02517386247204094,525.3424427642138,39.99364903011557,45.70000000000024,12.54000000000006,367512.00000000204,14.611192025564367
2020-05-15,184.5223459781658,0.9361195402874426,1.0389265151694294,13.982603160627407,0.007132703681166712,0.018880396854030704,528.0213521119458,40.01023677258674,45.70000000000024,12.54000000000006,367512.00000000204,13.788968056480522
2020-05-16,185.42787777709586,0.9055318013047879,1.0068634384132724,13.986952370470576,0.005349527760875035,0.01416029764052303,530.6126714853822,40.022677579440106,45.70000000000024,12.54000000000006,367512.00000000204,12.816703356362929
2020-05-17,186.30869113825202,0.8808133629372217,0.9752788005294125,13.990214277852951,0.0040121458206562755,0.010620223230392273,533.1331902656211,40.032008184580135,45.70000000000024,12.54000000000006,367512.00000000204,11.736104078665996
2020-05-18,187.17709042867313,0.8683992917568929,0.9460814339458647,13.992660708389733,0.0030091093654922066,0.007965167422794205,535.6181110250084,40.039006138435155,45.70000000000024,12.54000000000006,367512.00000000204,10.595705529218364
2020-05-19,188.0341914478787,0.8571010202074575,0.919832891878275,13.99449553129232,0.002256832024119155,0.0059738755670956534,538.0706222151048,40.044254603826424,45.70000000000024,12.54000000000006,367512.00000000204,9.45247231264161
2020-05-20,188.8784069989668,0.8442155518394985,0.8966036605053461,13.99587164846926,0.0016926240180893662,0.0044804066753217405,540.4861848255181,40.048190952869874,45.70000000000024,12.54000000000006,367512.00000000204,8.37287019471146
2020-05-21,189.70676905013036,0.8283620517270716,0.8760733012936843,13.996903736351964,0.0012694680135670246,0.0033603050064913054,542.8563146049182,40.05114321465246,45.70000000000024,12.54000000000006,367512.00000000204,7.403090613528291
2020-05-22,190.51592035579455,0.8091513060868367,0.8576055577414344,13.997677802263992,0.0009521010101752685,0.002520228754868479,545.1714187267987,40.053357410989406,45.70000000000024,12.54000000000006,367512.00000000204,6.581601523571594
2020-05-23,191.30285817246997,0.7869378169924072,0.8403046854360059,13.998258351698013,0.0007140757576314514,0.0018901715661513593,547.4229232887973,40.05501805824211,45.70000000000024,12.54000000000006,367512.00000000204,5.936531024631482
2020-05-24,192.06549204564232,0.7626338734101111,0.8230576995973675,13.99869376377353,0.0005355568182235886,0.0014176286746135193,549.6048689371869,40.05626354368164,45.70000000000024,12.54000000000006,367512.00000000204,5.483831341702909
2020-05-25,192.80684366254488,0.7413516170808552,0.8045534556935018,13.999020322830166,0.0004016676136676914,0.0010632215059601395,551.7259227112943,40.057197657761286,45.70000000000024,12.54000000000006,367512.00000000204,5.224162421843414
2020-05-26,193.52500992855082,0.7181662661396662,0.7843711357261712,13.999265242122645,0.00030125071025076855,0.0007974161294701046,553.7806479158244,40.05789824332102,45.70000000000024,12.54000000000006,367512.00000000204,5.141022072638917
2020-05-27,194.2166242854567,0.6916143570061726,0.7622718876705181,13.999448931592003,0.0002259380326880764,0.0005980620971025785,555.7594208108186,40.05842368249082,45.70000000000024,12.54000000000006,367512.00000000204,5.212396933553902
2020-05-28,194.87819219599328,0.6615679106117731,0.73819696681947,13.999586698694023,0.00016945352451605732,0.00044854657282693386,557.6522504820643,40.05881776186817,45.70000000000024,12.54000000000006,367512.00000000204,5.4130382656223865
2020-05-29,195.50709275720857,0.6289005612716941,0.7122663417920435,13.999690024020536,0.000127090143387043,0.0003364099296202004,559.451643743902,40.059113321401185,45.70000000000024,12.54000000000006,367512.00000000204,5.714633125602738
2020-05-30,196.1023299105053,0.595237153339033,0.6847776490395732,13.999767518015421,9.531760754028225e-05,0.0002523074472151503,561.1547538163306,40.059334991050946,45.70000000000024,12.54000000000006,367512.00000000204,6.088500920017005
2020-05-31,196.66509584916884,0.5627659386952903,0.656205408725382,13.999825638511586,7.14882056552117e-05,0.0001892305854113627,562.764991832837,40.05950124328827,45.70000000000024,12.54000000000006,367512.00000000204,6.508322949685864
2020-06-01,197.20297508661832,0.5378792374733107,0.6272130416765518,13.999869228883709,5.361615424140877e-05,0.00014192293905852202,564.3040632023597,40.059625932466254,45.70000000000024,12.54000000000006,367512.00000000204,6.952896697135282
2020-06-02,197.71496563946303,0.511990552862579,0.5979338601197287,13.9999019216628,4.021211568105658e-05,0.00010644220429389152,565.7691020236193,40.05971944934975,45.70000000000024,12.54000000000006,367512.00000000204,7.409137662753588
2020-06-03,198.19837678292657,0.4834111434769284,0.5684565360077029,13.999926441247121,3.0159086760792432e-05,7.983165322041864e-05,567.1524037639983,40.05978958701237,45.70000000000024,12.54000000000006,367512.00000000204,7.856122254668246
2020-06-04,198.65022085480996,0.451844071893411,0.5388362610878721,13.99994483093536,2.2619315070594324e-05,5.9873739915313976e-05,568.4454096426505,40.05984219025933,45.70000000000024,12.54000000000006,367512.00000000204,8.28354621896623
2020-06-05,199.0682571084639,0.4180362536614937,0.5091031169535905,13.99995862320154,1.6964486302945743e-05,4.4905304936485484e-05,569.6416949178322,40.059881642694556,45.70000000000024,12.54000000000006,367512.00000000204,8.688937694667633
2020-06-06,199.4517746025182,0.38351749405995395,0.47926835258267886,13.999968967401175,1.2723364727209307e-05,3.367897870236411e-05,570.739210102402,40.05991123202097,45.70000000000024,12.54000000000006,367512.00000000204,9.075596362852863
2020-06-07,199.80217936817854,0.3504047656645521,0.44932909249130826,13.999976725550901,9.54252354540698e-06,2.5259234026773082e-05,571.7419618754449,40.05993342401579,45.70000000000024,12.54000000000006,367512.00000000204,9.450227826669167
2020-06-08,200.0830986502454,0.2809192820700043,0.41296934684100906,13.999982544163196,7.156892659055235e-06,1.894442552007981e-05,572.5458367911999,40.0599500680119,45.70000000000024,12.54000000000006,367512.00000000204,9.82230670125747
2020-06-09,200.2973272197464,0.21422856950337577,0.37071763715079586,13.999986908122416,5.367669494291426e-06,1.4208319140059859e-05,573.158826203614,40.05996255100898,45.70000000000024,12.54000000000006,367512.00000000204,10.204949000071231
2020-06-10,200.476130515004,0.17880329525939995,0.3274168639329097,13.999990181091832,4.02575212071857e-06,1.0656239355044893e-05,573.670403750966,40.05997191325679,45.70000000000024,12.54000000000006,367512.00000000204,10.613202595430051
2020-06-11,200.66744048483116,0.19130996982851914,0.2903393124616411,13.999992635818893,3.0193140905389274e-06,7.99217951628367e-06,574.2177433432835,40.05997893494265,45.70000000000024,12.54000000000006,367512.00000000204,11.057946515361609
2020-06-12,200.92700247092813,0.25956198609795744,0.26777290709994783,13.99999447686419,2.2644855679041957e-06,5.994134637212753e-06,574.9603826529062,40.059984201207044,45.70000000000024,12.54000000000006,367512.00000000204,11.547177990108814
2020-06-13,201.31173536967992,0.3847328987525253,0.2679609020444182,13.999995857648162,1.6983641759281468e-06,4.4956009779095646e-06,576.0612207324083,40.05998815090534,45.70000000000024,12.54000000000006,367512.00000000204,12.085085959145179
2020-06-14,201.87475175350457,0.5630163838252229,0.2983066493839928,13.999996893236142,1.27377313194611e-06,3.3717007334321734e-06,577.67226622804,40.05999111317906,45.70000000000024,12.54000000000006,367512.00000000204,12.670944840738226
2020-06-15,202.65405993665425,0.7793081831501085,0.3694536457322423,13.999997669927126,9.553298489595825e-07,2.52877555007413e-06,579.9023056826663,40.05999333488435,45.70000000000024,12.54000000000006,367512.00000000204,13.298951942301466
2020-06-16,203.67810151357696,1.0240415769230233,0.4850708419268493,13.999998252445364,7.164973867196869e-07,1.8965816625555977e-06,582.8327371805526,40.05999500116332,45.70000000000024,12.54000000000006,367512.00000000204,13.958025986345662
2020-06-17,204.96578363356699,1.2876821199902664,0.6434004165130118,13.999998689334042,5.373730400397652e-07,1.4224362469166981e-06,586.5176708556803,40.05999625087255,45.70000000000024,12.54000000000006,367512.00000000204,14.640470034400204
2020-06-18,206.52272169414775,1.5569380605809382,0.8384060008139786,13.999999017000551,4.030297800298239e-07,1.0668271851875237e-06,590.9731765418903,40.05999718815447,45.70000000000024,12.54000000000006,367512.00000000204,15.341293171289143
2020-06-19,208.33842136110883,1.8156996669612406,1.0606338477339512,13.999999262750434,3.0227233502236794e-07,8.001203888906428e-07,596.169219510491,40.059997891115906,45.70000000000024,12.54000000000006,367512.00000000204,16.04955681805041
2020-06-20,210.3841650835339,2.045743722425201,1.2978587083602595,13.999999447062844,2.2670425126677594e-07,6.000902916679821e-07,602.0236122734638,40.05999841833699,45.70000000000024,12.54000000000006,367512.00000000204,16.7504867536939
2020-06-21,212.61142698007154,2.2272618965377156,1.535568239414994,13.999999585297152,1.7002818845008195e-07,4.5006771875098654e-07,608.3974784358679,40.0599988137528,45.70000000000024,12.54000000000006,367512.00000000204,17.42716602122976
2020-06-22,214.9847176170837,2.373290637012211,1.763275888675664,13.999999688972883,1.2752114133756145e-07,3.375507890632399e-07,615.1892497448075,40.059999110314656,45.70000000000024,12.54000000000006,367512.00000000204,18.063579509458222
2020-06-23,217.48890989994948,2.5041922828658203,1.974761053546183,13.999999766729681,9.564085600317109e-08,2.531630917974299e-07,622.3556336563764,40.05999933273605,45.70000000000024,12.54000000000006,367512.00000000204,18.64503586200874
2020-06-24,220.0872060190154,2.5982961190659823,2.1620623867982967,13.999999825047281,7.173064200237832e-08,1.8987231884807245e-07,629.7913197800983,40.05999949955209,45.70000000000024,12.54000000000006,367512.00000000204,19.15854400046355
2020-06-25,222.72994879351205,2.6427427744966465,2.3172752968860566,13.99999986878548,5.3797981501783734e-08,1.4240423913605433e-07,637.3541966870462,40.05999962466412,45.70000000000024,12.54000000000006,367512.00000000204,19.594227886956183
2020-06-26,225.3612301794912,2.631281385979147,2.4339000731816762,13.99999990158913,4.03484861263378e-08,1.0680317935204074e-07,644.884264515932,40.05999971849815,45.70000000000024,12.54000000000006,367512.00000000204,19.946289999389297
2020-06-27,227.923847650779,2.562617471287854,2.507852979902421,13.999999926191867,3.026136459475335e-08,8.010238451403056e-08,652.2178194276739,40.05999978887367,45.70000000000024,12.54000000000006,367512.00000000204,20.213636341117095
2020-06-28,230.36302148469093,2.439173833911918,2.5382245765557787,13.99999994464392,2.269602344606501e-08,6.007678838552292e-08,659.1980919463219,40.059999841655305,45.70000000000024,12.54000000000006,367512.00000000204,20.400628228727008
2020-06-29,232.62918272631748,2.266161241626572,2.5229829120548466,13.998739454281278,1.702201758454876e-08,4.505759128914219e-08,665.6832257147521,40.05639483922473,45.70000000000024,12.54000000000006,367512.00000000204,20.517597334510473
2020-06-30,234.69489932657427,2.0657166002567764,2.460363557667512,13.996323498274004,1.276651318841157e-08,3.3793193466856644e-08,671.59471485814,40.04948520504885,45.70000000000024,12.54000000000006,367512.00000000204,20.580851341065113
2020-07-01,236.5461421743105,1.8512428477362168,2.3536181756843795,13.993719676064927,9.574884891308677e-09,2.5344895100142484e-08,676.8924105779952,40.042038273534594,45.70000000000024,12.54000000000006,367512.00000000204,20.612678182246366
2020-07-02,238.1832976456007,1.6371554712902054,2.2098994753314836,13.992380901198683,0.0006140989717260477,1.9008671325106862e-08,681.577418954829,40.03820937741991,45.70000000000024,12.54000000000006,367512.00000000204,20.623023085733653
2020-07-03,239.62192701571345,1.4386293701127748,2.0394249297048206,13.993962469693471,0.003046223873267722,1.4256503493830146e-08,685.6942743001564,40.04273266331709,45.70000000000024,12.54000000000006,367512.00000000204,20.620551430831497
2020-07-04,240.89333601808795,1.2714090023744982,1.8548495634712483,14.000109861319897,0.007245883160283719,0.0006493319593459476,689.3325691704964,40.060314203370226,45.70000000000024,12.54000000000006,367512.00000000204,20.612343604751686
2020-07-05,242.04500201356632,1.1516659954783537,1.6707955436441617,14.012299590560078,0.01301359789057482,0.0021974062093284724,692.6281768778733,40.09517682899831,45.70000000000024,12.54000000000006,367512.00000000204,20.603557255115184
2020-07-06,243.14089436731794,1.0958923537516236,1.5034993726652495,14.031719844826995,0.020038155754712038,0.004973846512199991,695.7641683726916,40.15071875620257,45.70000000000024,12.54000000000006,367512.00000000204,20.59706508961881
2020-07-07,244.1949564897745,1.054062122456576,1.35887695354548,14.059180963128993,0.027924544417844054,0.009067488956548212,698.7804477080912,40.22925755454695,45.70000000000024,12.54000000000006,367512.00000000204,20.593074336075524
2020-07-08,245.2176459387598,1.0226894489852905,1.2404295315779863,14.09504829506816,0.036214901526052806,0.014386589568089934,701.7069429239265,40.33183812389346,45.70000000000024,12.54000000000006,367512.00000000204,20.591145075285965
2020-07-09,246.2168058826416,0.9991599438818263,1.1492235707907954,14.139191845089117,0.04440422721112018,0.020703969325388774,704.5661000500887,40.458088676953764,45.70000000000024,12.54000000000006,367512.00000000204,20.590522822070746
2020-07-10,247.1983186976958,0.9815128150542282,1.0838756612863751,14.190948505665599,0.051952168469103006,0.027690872921643458,707.3747536089961,40.606112726202774,45.70000000000024,12.54000000000006,367512.00000000204,20.59043675941023
2020-07-11,248.16659616612932,0.9682774684335296,1.0405411997462952,14.249093732190396,0.058291857444264336,0.034942362836029056,710.1455294924624,40.772408074063904,45.70000000000024,12.54000000000006,367512.00000000204,20.590372212414845
2020-07-12,249.12494712459733,0.9583509584680056,1.0129058998097227,14.311820299142816,0.06283654014202189,0.041996364887202875,712.8878971193477,40.95180605554799,45.70000000000024,12.54000000000006,367512.00000000204,20.590323802168307
2020-07-13,250.07459269638952,0.9496455717921819,0.992002954269058,14.377982871415956,0.06624505216534005,0.04852442298666922,715.6053535117808,41.141031012249286,45.70000000000024,12.54000000000006,367512.00000000204,20.590287494483402
2020-07-14,251.0174991441412,0.9429064477517007,0.9761198627606185,14.446932531713248,0.06901152021644212,0.05432091904995677,718.3035256380383,41.33822704069963,45.70000000000024,12.54000000000006,367512.00000000204,20.59026026371972
2020-07-15,251.95602998189423,0.938530837753014,0.9640966844007819,14.51729377499698,0.07040763822309445,0.05914114177615547,720.9891757411349,41.53946019649117,45.70000000000024,12.54000000000006,367512.00000000204,20.590239840646962
2020-07-16,252.89268505914242,0.9366550772481813,0.9551652734815832,14.58730775852636,0.07004877973390142,0.06275630882080449,723.6694553352638,41.739700189385246,45.70000000000024,12.54000000000006,367512.00000000204,20.590224523342393
