date,total_cases,new_cases,total_deaths,new_deaths,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,life_expectancy,population
2020-03-11,0.0,0.0,0.0,0.0,23.00000000000009,1.2200000000000049,81.86000000000033,1893.0000000000077
2020-03-12,0.0,0.0,0.0,0.0,23.0000000000001,1.2200000000000053,81.86000000000035,1893.0000000000086
2020-03-13,0.0,0.0,0.0,0.0,23.000000000000107,1.2200000000000057,81.86000000000038,1893.000000000009
2020-03-14,0.0,0.0,0.0,0.0,23.00000000000011,1.220000000000006,81.8600000000004,1893.0000000000095
2020-03-15,0.0,0.0,0.0,0.0,23.000000000000114,1.2200000000000062,81.86000000000041,1893.00000000001
2020-03-16,0.0,0.0,0.0,0.0,23.000000000000117,1.2200000000000064,81.86000000000043,1893.00000000001
2020-03-17,0.0,0.0,0.0,0.0,23.00000000000012,1.2200000000000064,81.86000000000044,1893.00000000001
2020-03-18,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-03-19,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-03-20,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-03-21,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-03-22,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-03-23,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-03-24,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-03-25,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-03-26,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-03-27,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-03-28,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-03-29,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-03-30,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-03-31,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-01,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-02,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-03,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-04,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-05,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-06,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-07,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-08,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-09,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-10,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-11,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-12,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-13,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-14,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-15,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-16,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-17,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-18,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-19,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-20,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-21,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-22,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-23,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-24,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-25,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-26,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-27,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-28,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-29,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-04-30,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-01,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-02,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-03,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-04,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-05,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-06,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-07,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-08,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-09,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-10,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-11,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-12,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-13,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-14,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-15,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-16,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-17,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-18,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-19,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-20,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-21,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-22,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-23,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-24,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-25,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-26,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-27,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-28,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-29,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-30,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-05-31,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-01,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-02,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-03,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-04,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-05,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-06,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-07,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-08,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-09,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-10,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-11,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-12,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-13,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-14,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-15,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-16,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-17,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-18,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-19,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-20,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-21,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-22,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-23,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-24,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
2020-06-25,0.0,0.0,0.0,0.0,23.000000000000124,1.2200000000000064,81.86000000000044,1893.00000000001
