date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,reproduction_rate,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,aged_65_older,gdp_per_capita,extreme_poverty,female_smokers,population
2020-03-31,15.967784347732069,3.80281056990787,2.0306119817137835,56.996323529412074,1.5892829682954999,0.526694746889143,0.6313897199612488,1.2499264328308768,68.00000000000037,0.0,57.69036837913441,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-01,20.67936120843969,4.781762096790963,2.647138365729429,56.993719699418534,2.0616454841401817,0.8355979832437828,0.817491869802871,1.2487551025804962,68.00000000000037,0.0,59.18885385384023,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-02,26.897982444791367,6.2724883469953046,3.432984672810331,56.99238091871395,2.5297021156907915,1.2027211118672296,1.0631423348020586,1.2467153249961367,68.00000000000037,0.0,60.470865665105535,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-03,35.14478612253995,8.285620300324068,4.435723475519199,56.993962482829986,2.9628551258760507,1.6091811053936391,1.3889307653226202,1.243540210618468,68.00000000000037,0.0,61.56856262956616,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-04,45.86872210644934,10.750107274370418,5.694379387505604,57.00010987117234,3.3287832319312853,2.0316641095882204,1.812594163196882,1.2389707688235814,68.00000000000037,0.0,62.49200665220057,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-05,59.385251987076956,13.53363734007002,7.233508522529671,57.012299597949465,3.5938724918217733,2.4435105256300846,2.346594943664635,1.2327814056416049,68.00000000000037,0.0,63.23316836988743,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-06,75.83667654686897,16.464255154373816,9.125741282007162,57.03171985036909,3.795388208556058,2.825965796614295,2.996556582667681,1.2248022791827244,68.00000000000037,0.0,63.78759735046026,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-07,95.45111762346804,19.624064022535414,11.38562076434961,57.05918096728563,3.9611177562877673,3.167173442483352,3.7714914512218423,1.214914088184718,68.00000000000037,0.0,64.1566705403178,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-08,118.30626000169954,22.862359587683763,13.968335967573807,57.0950482981857,4.0491026998919795,3.452820935126903,4.674466196690471,1.2030315583815911,68.00000000000037,0.0,64.34927860013178,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-09,144.30846035356973,26.00761325895938,16.78749017865389,57.139191847427334,4.036923986780659,3.6693846089082087,5.7017772493278205,1.1891361445457296,68.00000000000037,0.0,64.38309065662769,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-10,173.1770789432643,28.87267827001144,19.728427265535384,57.19094850741932,3.9168171012684336,3.8065633435589907,6.842332452186572,1.1732831038844118,68.00000000000037,0.0,64.28550286642043,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-11,204.43272840589725,31.258694222870623,22.658226396145764,57.24909373350575,3.692008430346934,3.8591038263505673,8.077187283548477,1.1556003369630843,68.00000000000037,0.0,64.0873414355297,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-12,237.38846033157273,32.958015495853736,25.433198077652357,57.3118203001294,3.3739675380155365,3.8281694987222066,9.37919702374735,1.13626683320066,68.00000000000037,0.0,63.82424977412634,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-13,271.58307116981774,34.19632351587872,27.966459967418377,57.377982872155954,2.981606875231112,3.7122832326389448,10.730138233227468,1.1155225230905417,68.00000000000037,0.0,63.523242598855994,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-14,306.7670706688959,35.1852840073034,30.189646203747415,57.446932532268306,2.538322157069748,3.509325546651158,12.120151509439047,1.0936769601912109,68.00000000000037,0.0,63.201615853473044,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-15,342.4443560074902,35.67824871976332,32.02067841493085,57.517293775413336,2.069772645598045,3.226824476730453,13.52963399407026,1.0710935313909855,68.00000000000037,0.0,62.87548629217339,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-16,377.99107243548264,35.547438963869084,33.3837242281342,57.58730775883868,1.60457576732717,2.8795889457831363,14.933936064395642,1.048167918420422,68.00000000000037,0.0,62.55918776373259,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-17,412.7447587545377,34.754228220962624,34.224166151061915,57.65508973962037,1.2034318254953775,2.4879337907853176,16.30688385178739,1.0253022478004503,68.00000000000037,0.0,62.26481842460948,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-18,446.0712064285414,33.32685410043435,34.519828233205985,57.71882215280844,0.9025738691215331,2.076348533134238,17.623421130598814,1.0029133374340495,68.00000000000037,0.0,62.00190114877394,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-19,477.4146039164294,31.34370230771106,34.28939606178236,57.77689942003627,0.6769304018411498,1.672498956411765,18.86159073482697,0.9813824820671351,68.00000000000037,0.0,61.77712883507763,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-20,506.41959870332164,29.00522340175941,33.54794604439758,57.82551554757415,0.512755978497863,1.3059362729002912,20.00734835170203,0.9610470425458277,68.00000000000037,0.0,61.594173387782135,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-21,532.7711954722238,26.351768230052613,32.28609511830145,57.8639976820123,0.38658702265814193,0.988192185282846,21.04824978995626,0.942150343318551,68.00000000000037,0.0,61.45354245195499,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-22,556.2581962163213,23.487129339960294,30.544530614744225,57.893861222078144,0.2909422062308398,0.7411441389621345,21.975958189267487,0.9248954013156758,68.00000000000037,0.0,61.35247196501675,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-23,576.8144778021901,20.55637803276597,28.402924463967057,57.91810115249922,0.22004893004481696,0.5558581042216009,22.787872326501393,0.9094210661774497,68.00000000000037,0.0,61.2848455704013,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-24,594.549950142206,17.73554467518858,25.97161884894494,57.94066054440035,0.16941614161893917,0.41689357816620065,23.488347845393207,0.8958072346686411,68.00000000000037,0.0,61.24113417780106,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-25,609.7737748238499,15.223878933023638,23.385390445693858,57.966031930601574,0.1355139484895761,0.3126701836246505,24.089613178809003,0.8840787614895234,68.00000000000037,0.0,61.208350633350875,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-26,623.0117790816892,13.238044946374071,20.79877360350118,57.99895833709154,0.11553332820622546,0.23975603138364626,24.61245649044163,0.8742100084151397,68.00000000000037,0.0,61.18376297501324,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-27,634.9653145956893,11.95356603040112,18.362737604048007,58.03160401461575,0.09460086881142413,0.1855529640677929,25.084598023939858,0.8661688185285505,68.00000000000037,0.0,61.16532223126002,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-28,645.7710609306076,10.805769222219078,16.14181273761908,58.0671742456096,0.08203662445924685,0.14626944186144586,25.511444639480462,0.8598703113754056,68.00000000000037,0.0,61.15149167344511,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-29,655.5859880056489,9.814944240516937,14.1886024426778,58.116476353244124,0.0841519027335755,0.11997082735600686,25.89920241949403,0.855197012781717,68.00000000000037,0.0,61.14111875508392,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-04-30,664.5861619803204,9.000186848778144,12.537713629034863,58.1940799540088,0.10374094708896657,0.10586144307679837,26.254828770018104,0.8519956910665734,68.00000000000037,0.0,61.168355873035715,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-01,672.9658496688224,8.379697344082,11.201204420224768,58.31543714714857,0.14096020288298255,0.10374611462821946,26.585996496712063,0.8500940533678045,68.00000000000037,0.0,61.229636652676035,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-02,680.9368468508421,7.97100442370469,10.165169960288171,58.4947226567416,0.19398776690044037,0.11362632805261273,26.901066861868284,0.8492966227666431,68.00000000000037,0.0,61.297594974962834,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-03,688.7279745046485,7.791133085070059,9.387181768858673,58.74321393825764,0.25951797449659786,0.13539734784941454,27.20906937717048,0.8493650010116351,68.00000000000037,0.0,61.33150424673611,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-04,696.5569698894764,7.82899945827573,8.798161375124945,59.06429474587172,0.3293508273495015,0.16989416473321511,27.51860261464907,0.8500468600024251,68.00000000000037,0.0,61.2851068534426,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-05,704.5223169452272,7.965350110836738,8.392653675170479,59.465367148608784,0.4072749175386299,0.21713200040834751,27.83355377094159,0.8510684352409926,68.00000000000037,0.0,61.112486248679325,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-06,712.707009202134,8.184694548221296,8.160081400527837,59.95222510289171,0.4915098403840963,0.2759482246113679,28.157190538290266,0.8521600853189162,68.00000000000037,0.0,60.77247102135121,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-07,721.1719181814981,8.46491069784989,8.083971683880051,60.52735564035568,0.5786194520398511,0.34427580969963856,28.4919022766977,0.8530698054242238,68.00000000000037,0.0,60.231937946039345,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-08,729.9508196962411,8.778902803607211,8.141375983336681,61.188664758708995,0.6639258042852225,0.41934842159276475,28.83900589304368,0.8535551013209164,68.00000000000037,0.0,59.46828927077716,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-09,739.0466635763189,9.09584484672611,8.302435025640856,61.928521839878634,0.7418195956185725,0.49785423797867284,29.19860025042275,0.8533938631594021,68.00000000000037,0.0,58.47131068288256,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-10,748.4287759627833,9.382113111450543,8.530052513574546,62.73304296361947,0.8059930095775376,0.5760513119681687,29.569456975147425,0.8524083579383956,68.00000000000037,0.0,57.244564783331995,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-11,758.0622736333685,9.633498214324831,8.788120994747826,63.58155339272115,0.8496143434792114,0.6503835066005621,29.950173856118205,0.8504617306386718,68.00000000000037,0.0,55.806436192541085,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-12,767.9471577137152,9.884884488151524,9.062559395058944,64.47090971163855,0.8901842547005541,0.719261127041567,30.34074319105444,0.8474448758717005,68.00000000000037,0.0,54.1909153797,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-13,778.0558757190303,10.108718311168603,9.337563696261903,65.39802714475034,0.9277383849491403,0.781363427698759,30.740079694519057,0.8432913168908482,68.00000000000037,0.0,52.44818653477506,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-14,788.340694766003,10.284819276362892,9.597610070192562,66.35938008706964,0.9618186561973123,0.8358024673480848,31.14630928608003,0.8379757598077624,68.00000000000037,0.0,50.61005166578724,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-15,798.7392314817432,10.39853688778285,9.828957229438231,67.35062750227712,0.9915967006159883,0.8822460004787445,31.55698568143143,0.8315239982656484,68.00000000000037,0.0,48.69452614429847,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-16,809.1785994354843,10.439368082773157,10.020773190339838,68.36633197124576,1.015966433025018,0.9210096458018523,31.969252835734252,0.8239687905544409,68.00000000000037,0.0,46.739812837053904,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-17,819.5785197123611,10.399920373650664,10.16598034524358,69.39974897843442,1.0336134802309498,0.9531260126319336,32.379966776122004,0.8153849639565558,68.00000000000037,0.0,44.79476589799087,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-18,829.9305446000444,10.352024960263869,10.26835565324427,70.44518988508642,1.045588261433718,0.9807494868495172,32.78882479120597,0.8058735645963773,68.00000000000037,0.0,42.91173861224563,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-19,840.1940138152574,10.263469269648464,10.322092046979114,71.50006888440315,1.054989515403021,1.0039625676258273,33.19423155397337,0.7955808360200054,68.00000000000037,0.0,41.15054701025085,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-20,850.2902744209142,10.096260646483291,10.319903553657102,72.56066898715508,1.0606829898166499,1.022680070515752,33.59308607659837,0.7846828797622578,68.00000000000037,0.0,39.55501400688017,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-21,860.1260768564109,9.83580246611652,10.255310018184018,73.62274802349505,1.062141201638507,1.0368041705338742,33.98170596016376,0.7733688178695289,68.00000000000037,0.0,38.153674209103286,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-22,869.6111219603445,9.485045126898328,10.124350645506158,74.68199314431823,1.0592917447970782,1.046340684461493,34.35652058195221,0.7618217006678232,68.00000000000037,0.0,36.960302521727314,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-23,878.6712212375512,9.060099294430382,9.926869157368158,75.73436169728208,1.0524035209442872,1.0514862825768905,34.714590985914754,0.7502586478344172,68.00000000000037,0.0,35.97431060170277,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-24,887.2581670593863,8.586945834752983,9.667477659881335,76.7763368838214,1.0420014125246357,1.0526938974530313,35.053999800522085,0.7388951817387744,68.00000000000037,0.0,35.18104419885307,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-25,895.4075554820006,8.149388432302628,9.352498031594918,77.8164640397246,1.0401468253921853,1.0519948897995357,35.376147878833756,0.7279383546298737,68.00000000000037,0.0,34.55200616142169,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-26,903.0774830303769,7.669927555642622,8.981766865648364,78.85185998842317,1.0354107008153104,1.0493450684485544,35.67937513019841,0.717601956017655,68.00000000000037,0.0,34.04502369023244,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-27,910.2157560995454,7.138273074618206,8.559071593968023,79.87284780321149,1.0209988788758668,1.0438814580914269,35.96160746271026,0.70805424658661,68.00000000000037,0.0,33.604373779309796,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-28,916.7787854004521,6.563029304994043,8.091506992179323,80.86643287891164,0.9935933737658219,1.0343354633164707,36.22110669593384,0.6994123720763514,68.00000000000037,0.0,33.160877296344054,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-29,922.7457567943611,5.966971396974367,7.588992558290932,81.81890998562211,0.9524833302597264,1.019342741637322,36.45703299544752,0.6917596669047111,68.00000000000037,0.0,32.70065635622706,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-30,928.1292594186551,5.383502626593095,7.063910546707864,82.71781855902924,0.8989132410690688,0.9976756082641918,36.66986669875117,0.6851322905793099,68.00000000000037,0.0,32.21748806548966,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-05-31,932.9832567811873,4.853997364256396,6.530834493741312,83.55340916814083,0.8355941098580403,0.9684173396823079,36.86172468469691,0.6795696445666747,68.00000000000037,0.0,31.71208663735258,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-06-01,937.4128465936487,4.4295898137546805,5.9996701495561515,84.32226437448972,0.7688578319087217,0.9298323971340656,37.03673630602435,0.6750807563726475,68.00000000000037,0.0,31.191564978014476,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-06-02,941.4200421850569,4.0071955923780695,5.476684254054643,85.01792646444854,0.6956640591286978,0.8813982151097617,37.194973690410364,0.6716580139504627,68.00000000000037,0.0,30.659703145275607,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-06-03,945.0133832871456,3.5933411028161992,4.9705426023056924,85.63595616055372,0.6180311729825937,0.8238565152431172,37.336778587135555,0.6692407632101006,68.00000000000037,0.0,30.117781560637415,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-06-04,948.2132533671058,3.1998700805058173,4.490372207062176,86.1752056465951,0.5392505936994537,0.7588988505564498,37.462969686958054,0.6677379415090631,68.00000000000037,0.0,29.57333778650913,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-06-05,951.0558676271407,2.8426142604440066,4.04430792064893,86.6387733364332,0.4635685205816365,0.6889307636445521,37.574998112018854,0.6670839991182236,68.00000000000037,0.0,29.037406378020215,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-06-06,953.596264004132,2.5403963772981006,3.6384024013787504,87.03471995061204,0.39594723723648617,0.6168949053126,37.67506403327082,0.6671874337278089,68.00000000000037,0.0,28.522448771879773,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-06-07,955.9105464193899,2.3142824154881216,3.2758085883643826,87.37660557381888,0.3418860905000863,0.5461383735545863,37.76620413355046,0.6679311376746553,68.00000000000037,0.0,28.040800703021052,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-06-08,958.045886543697,2.1353401244797,2.9482379861989525,87.68389244797902,0.3072872246300747,0.479947671568655,37.85031518807499,0.6692225937214094,68.00000000000037,0.0,27.603507767084828,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-06-09,960.0305525936177,1.9846660500501454,2.6594362465981503,87.95999431982408,0.2761021346975078,0.41973838780706685,37.928526145419575,0.6709848185942253,68.00000000000037,0.0,27.21945209228198,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-06-10,961.9229144452146,1.892361851694043,2.4165233711153893,88.20795630871109,0.2479621860263631,0.36658756590378133,38.00315026517333,0.6731390664343577,68.00000000000037,0.0,26.89469734329038,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-06-11,963.7977773012685,1.874862856126708,2.227280375783215,88.43087026967177,0.222914108815183,0.32110987287644643,38.077145019500605,0.6756422765549225,68.00000000000037,0.0,26.631997474177584,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-06-12,965.7361319416929,1.9383546404790029,2.0981142895943625,88.63218631569933,0.20131615691843333,0.28336472527789097,38.153707019311994,0.6784574669507759,68.00000000000037,0.0,26.430428293092824,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-06-13,967.8174674113453,2.081335469693451,2.032531903362549,88.8159464594637,0.18376022693252264,0.2527866338097436,38.23596820889259,0.6815594867677048,68.00000000000037,0.0,26.28511113578604,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
2020-06-14,970.114005535886,2.2965381245713203,2.0299950813680683,88.9869598445979,0.17101344751031652,0.22813296178264728,38.32676801187311,0.684917837441649,68.00000000000037,0.0,26.18700562074713,15.100000000000076,2.550000000000013,926.0000000000049,44.50000000000021,0.1000000000000005,26207982.00000014
